year,pourront_VERB être_VERB,pourront_VERB etre_VERB,pourront_VERB mettre_VERB
1800,9.702891475171782e-06,2.2009151834367913e-08,8.489244152087849e-08
1801,6.281559763010591e-06,1.904946067554647e-08,8.572257570449437e-08
1802,7.543759238615166e-06,2.4616241489638924e-08,6.042168365638645e-08
1803,7.865717634558678e-06,1.5602713787643552e-08,1.3457341196954076e-07
1804,8.1571079135756e-06,1.2359254952798437e-08,9.39303390623536e-08
1805,8.639505722385366e-06,5.1171799242411e-08,7.107194477384837e-08
1806,1.843115569499787e-05,4.8988376022407465e-08,1.0374009207225754e-07
1807,1.751731542753987e-05,3.701041606518629e-08,1.3380689267705748e-07
1808,1.3795858649245929e-05,4.5321478125970316e-08,1.6995555540688656e-07
1809,1.1819247447419912e-05,4.292158095609011e-08,1.219876537561504e-07
1810,1.4901926988386549e-05,3.7442028144596406e-08,1.1700633706368535e-07
1811,1.7787710021366365e-05,7.019814773912003e-08,1.5293167621166504e-07
1812,1.2474532923079096e-05,3.200649700829672e-08,1.4936365744233626e-07
1813,1.265613900613971e-05,1.4378708002027452e-08,1.0927818294703684e-07
1814,1.1007076864189003e-05,2.5173417128598885e-08,1.4474714760126517e-07
1815,1.040858569467673e-05,2.6972236000233352e-08,1.2407228666688752e-07
1816,1.1910165994777344e-05,3.0128852301913867e-08,5.7940098940889584e-08
1817,1.0647457202139776e-05,4.203558034987509e-08,1.323342360137758e-07
1818,1.3052496797172353e-05,2.5034472272977837e-08,1.0848271614349869e-07
1819,1.3275222045194823e-05,2.6912729822470283e-08,9.212434548544479e-08
1820,9.295014933741186e-06,1.3053129244156025e-08,8.187871713971617e-08
1821,7.88721808930859e-06,1.1833785507064931e-08,1.4003313708599308e-07
1822,7.707693839620333e-06,1.1028177482330648e-08,1.223125138949399e-07
1823,7.56420877223718e-06,7.906149512848515e-09,4.5460360809101985e-08
1824,8.272901141026523e-06,6.736890156844311e-09,1.3726413783388125e-07
1825,8.808085112832487e-06,1.2327619813845558e-08,1.7610885549856903e-07
1826,1.2260714356671087e-05,1.5854372037438225e-08,6.34174881497529e-08
1827,1.5632494978490286e-05,1.935627302884768e-08,1.843454668915001e-07
1828,1.1076471309934277e-05,2.2930752408001354e-08,1.1740545602378916e-07
1829,1.3172684703022242e-05,4.629515065746048e-08,1.6374765721138829e-07
1830,1.3487522664945573e-05,2.0873670791843324e-08,1.5237780814914004e-07
1831,1.3211987607064657e-05,2.182768810143898e-08,8.419251429359065e-08
1832,1.147341390606016e-05,1.488296597074168e-08,5.682587200794842e-08
1833,1.2356256775092334e-05,1.6217079235048004e-08,1.054110185805257e-07
1834,1.712606353976298e-05,3.173740514839096e-08,1.5588666713028942e-07
1835,1.2739265002892353e-05,3.554651328840919e-08,1.3462296521993267e-07
1836,1.4683494555356447e-05,4.099657502365517e-08,1.7339534963412007e-07
1837,1.1612720300036017e-05,2.852735292435682e-08,1.050641529332097e-07
1838,1.1343586265866179e-05,2.9035945203759184e-08,1.0983161757849302e-07
1839,1.343621715932386e-05,1.7478688718597368e-08,1.4192694663961447e-07
1840,1.1058416930609383e-05,3.24854127486951e-08,9.044958204640352e-08
1841,1.2254900866537355e-05,2.6966304744746594e-08,1.1749603601174385e-07
1842,1.0767435924208257e-05,1.9453969102301016e-08,8.586579269831418e-08
1843,1.243168480868917e-05,2.539971788451112e-08,9.096643083239542e-08
1844,1.1197214007552247e-05,2.9089374464774664e-08,1.0592923160857026e-07
1845,1.4792626643611584e-05,5.9150416120701266e-08,1.25555132513e-07
1846,1.3124035831424408e-05,4.156695965207291e-08,1.1533367683114193e-07
1847,1.6268659237539396e-05,7.442648808364538e-08,1.407631344818583e-07
1848,1.566324135637842e-05,4.585776380849893e-08,8.447482713336285e-08
1849,1.519690704299137e-05,3.1841775438579134e-08,1.0893239732467919e-07
1850,1.2281972885830328e-05,3.326607966869233e-08,1.7990839751291787e-07
1851,1.4097183338890318e-05,6.320450296470881e-08,8.126292527776968e-08
1852,1.4564740922651254e-05,7.487127362537649e-08,1.354193415181726e-07
1853,1.0569721780484542e-05,5.673335201628049e-08,1.194386385350299e-07
1854,1.1689725397445727e-05,8.105236642963476e-08,1.4963514161081548e-07
1855,9.465983566769864e-06,3.02495415382964e-08,1.6769921273862565e-07
1856,9.522921573079657e-06,3.1063134287023786e-08,1.289120064029703e-07
1857,8.89166858542012e-06,3.3194261561675376e-08,8.103305049189657e-08
1858,8.90844785317313e-06,2.2510910469009104e-08,1.1255454523961816e-07
1859,1.001121290755691e-05,2.546086697030603e-08,1.334149430931575e-07
1860,1.0978375939885154e-05,2.1512764902809067e-08,1.2266852422726515e-07
1861,1.0679771548893768e-05,3.5369726703038395e-08,1.3110378915826004e-07
1862,1.0510642823646776e-05,2.1234535907410645e-08,1.0797987215482863e-07
1863,9.983747986552771e-06,5.0445670751742e-08,1.0638542136121032e-07
1864,1.0159069461224135e-05,1.7740493518658695e-08,1.2418345818332455e-07
1865,1.1096855814685114e-05,3.530133302342975e-08,7.578019278753345e-08
1866,1.0455229130457155e-05,2.238181906477621e-08,9.001384171369864e-08
1867,9.329530257673468e-06,1.6014277903764196e-08,8.007138774246414e-08
1868,1.065185006154934e-05,2.6181332657415624e-08,1.1658102749834143e-07
1869,1.0203136298514437e-05,1.4650557211837167e-08,1.0792577143092785e-07
1870,9.520241292193532e-06,1.8922360567330543e-08,9.461180638936639e-08
1871,1.3429416867438704e-05,2.7615060460561835e-08,1.6993882923088677e-07
1872,1.0388119335402735e-05,3.688876926144502e-08,8.042961496812495e-08
1873,1.0336632840335369e-05,3.23244258026989e-08,8.979007048992571e-08
1874,1.1725170224963222e-05,2.6288280330355462e-08,1.1172519265301162e-07
1875,1.2241779586474877e-05,4.63443707299227e-08,9.040012827199462e-08
1876,1.0817529982887208e-05,3.3253080289341597e-08,1.3422152278508293e-07
1877,1.0248858416161966e-05,3.092408140670244e-08,1.2678873417826253e-07
1878,1.1070856999140233e-05,2.0532901601200138e-08,1.3467168002989638e-07
1879,1.1949229701713193e-05,4.887460391955756e-08,1.893890839710366e-07
1880,1.6683190551702864e-05,4.171599954361227e-08,1.200137234036447e-07
1881,1.2414549928507768e-05,5.229380534155226e-08,1.1016562240229177e-07
1882,1.2144081665610429e-05,2.3293848627758962e-08,8.518892968822911e-08
1883,1.217294266098179e-05,1.9589950994713945e-08,8.531107908993363e-08
1884,1.1694245586113539e-05,5.545425540987026e-08,8.054070121943369e-08
1885,1.1937317140109371e-05,2.2559724754955823e-08,1.2117794767618761e-07
1886,1.2220279131724965e-05,4.130216879616455e-08,1.2390650283577997e-07
1887,1.4203675164026208e-05,6.724792378509648e-08,1.0511568859783438e-07
1888,1.2788385902240407e-05,6.721051604152706e-08,1.0271795503058456e-07
1889,1.179411992779933e-05,1.8168897220061098e-08,9.58565919972898e-08
1890,1.1940125659748446e-05,2.94947390955258e-08,1.0945825579256052e-07
1891,1.2016042092000134e-05,2.932141285327816e-08,9.242619114502304e-08
1892,1.1695163266267627e-05,3.008885940403161e-08,1.1408692301984047e-07
1893,1.2656777471420355e-05,3.695049954899332e-08,1.1577822789377024e-07
1894,1.1976705536653753e-05,2.3945849747519787e-08,9.074216222870746e-08
1895,1.3167525139579084e-05,3.069493459406658e-08,1.1796484500337101e-07
1896,1.278004128835164e-05,2.889544248318998e-08,8.727602818225932e-08
1897,1.2213957234052941e-05,3.612562338162206e-08,1.0021947360883132e-07
1898,1.2473843526095152e-05,2.3199254184369522e-08,1.1203542982229919e-07
1899,1.3052823305770289e-05,4.311511148102909e-08,1.1718466197407906e-07
1900,1.2280993360036518e-05,2.9589003247565415e-08,9.966822034357392e-08
1901,1.3015614058531355e-05,3.129693837422565e-08,7.656572620362567e-08
1902,1.5249377611326054e-05,3.879124221839447e-08,1.0900830460514044e-07
1903,1.3960109754407313e-05,3.7801541452608944e-08,9.558389990615979e-08
1904,1.3472573300532531e-05,3.493506284257819e-08,1.0211788037395308e-07
1905,1.4105902664596215e-05,3.560923644840841e-08,1.0166695574298501e-07
1906,1.3763265997113194e-05,3.549487459508782e-08,1.1471531280449199e-07
1907,1.4538303730660118e-05,6.068555080673832e-08,1.1005684541487426e-07
1908,1.3010269867663737e-05,2.6521501439447093e-08,9.380752885590482e-08
1909,1.3386643331614323e-05,6.106091632318567e-08,9.736741191090914e-08
1910,1.3164781194063835e-05,3.634022505139001e-08,1.1329599658438383e-07
1911,1.3427028534351848e-05,3.351835786702395e-08,9.949099677442064e-08
1912,1.362680359306978e-05,5.1052328586820295e-08,8.387168293211289e-08
1913,1.4038074368727393e-05,4.560571298384275e-08,8.219634395345565e-08
1914,1.534625880594831e-05,4.0850137772441286e-08,8.772734361173207e-08
1915,1.9556064216885716e-05,4.947920118070215e-08,1.2369800117539853e-07
1916,1.850508306233678e-05,5.493730981243061e-08,1.2086208300843282e-07
1917,1.926471850310918e-05,5.702540661900457e-08,1.294038014520993e-07
1918,1.835752664192114e-05,5.398596769623509e-08,1.1256648946300629e-07
1919,1.9419352611294016e-05,7.182121919413476e-08,6.997964874244644e-08
1920,1.8439899577060714e-05,4.543338993912016e-08,9.16240026072046e-08
1921,1.6506317479070276e-05,4.8465583546430935e-08,8.02711213054863e-08
1922,1.5063530554471072e-05,4.13164379930997e-08,7.156597092716765e-08
1923,1.649718251428567e-05,5.201814445854325e-08,7.537322943562685e-08
1924,1.4680981621495448e-05,8.508472149060253e-08,6.445812061883771e-08
1925,1.4095265214564279e-05,1.385770445061496e-07,6.488924952918751e-08
1926,1.4328361430671066e-05,3.901148559748435e-08,6.687682940764716e-08
1927,1.313155735260807e-05,6.13207333799437e-08,5.4631200896437804e-08
1928,1.5194349543889984e-05,1.0169176789531775e-07,6.512843242489907e-08
1929,1.506517128291307e-05,3.676334259239411e-08,6.907051641746875e-08
1930,1.450862782803597e-05,4.096405348263943e-08,7.352522146675255e-08
1931,1.5811245248187333e-05,4.904303452235581e-08,1.0835088914973312e-07
1932,1.6747268091421574e-05,2.9590749406338546e-08,1.0849941389778905e-07
1933,1.5093097317731008e-05,3.0970788600370724e-08,7.800050383366397e-08
1934,1.5143518794502597e-05,2.036868629318178e-08,7.06913212411564e-08
1935,1.6024336218833923e-05,3.7101681726881e-08,7.77938495843955e-08
1936,1.523106675449526e-05,4.364897421282876e-08,5.092380206406233e-08
1937,1.822564263420645e-05,1.0324716726017868e-07,6.043736533456467e-08
1938,1.7683256373857148e-05,5.963998717106733e-08,7.260520362706302e-08
1939,1.938368041010108e-05,6.270560959364957e-08,5.964679417047591e-08
1940,1.833117494243197e-05,4.310830958864642e-08,7.353770570261986e-08
1941,1.8429182091495022e-05,5.017554371988808e-08,4.7224041566096275e-08
1942,1.2937878636876121e-05,5.76500234217292e-08,6.675266206457309e-08
1943,1.1003261533915065e-05,3.774205836748479e-08,9.00002916637277e-08
1944,1.1014802112185862e-05,3.213186161588055e-08,4.819779064746399e-08
1945,1.3334622963157017e-05,1.0674669681520754e-07,5.664110602765504e-08
1946,1.2893727216578554e-05,2.9234319853799207e-08,5.0115975369635635e-08
1947,1.3135607332515065e-05,7.152522840669917e-08,6.437270627657199e-08
1948,1.1354599337209947e-05,5.109787237778107e-08,5.762100485640076e-08
1949,1.2936853636347223e-05,5.693864935096826e-08,9.620668350862616e-08
1950,1.2352972589724232e-05,1.669751696908861e-07,1.201795782890258e-07
1951,1.1070799700974021e-05,1.183415605510163e-07,1.140769967378219e-07
1952,1.1628810170805082e-05,1.0755699975106836e-07,1.7188030199122295e-07
1953,1.1255417120992206e-05,5.7101286476957114e-08,1.37904990538118e-07
1954,1.1049806744267698e-05,8.111204863325838e-08,6.254423112750374e-08
1955,1.0221865522908047e-05,5.255940394022218e-08,1.220129064449793e-07
1956,1.0900555025727954e-05,4.273359266449006e-08,1.2558443529542274e-07
1957,1.0619714885251597e-05,4.8592708190575706e-08,1.3517608010715776e-07
1958,1.1226261449337471e-05,2.8952852559882558e-08,1.0836638608680005e-07
1959,1.102931400964735e-05,4.8054638157601914e-08,1.0696032148871382e-07
1960,9.60057968768524e-06,3.460416664324839e-08,1.0519666915342896e-07
1961,1.0035921150119975e-05,4.933193054057483e-08,1.2367723911665962e-07
1962,9.44444127526367e-06,5.390662849436012e-08,1.0717906206991756e-07
1963,9.441730981052388e-06,3.03904500453811e-08,1.325540921470747e-07
1964,8.850956874084659e-06,5.7189302127280683e-08,1.2411295813308243e-07
1965,9.124085408984683e-06,5.2531618166540284e-08,8.591108269229153e-08
1966,8.270392754639033e-06,3.545007942751255e-08,1.0745804956968641e-07
1967,7.91565344115952e-06,2.7609878827661305e-08,1.1635592045422527e-07
1968,7.743200512777548e-06,4.6710724177501106e-08,9.521801302980748e-08
1969,1.471711220801808e-05,4.950515852808479e-08,1.4124866254405788e-07
1970,1.1998533409496304e-05,4.3687887085752664e-08,1.0163181940470167e-07
1971,8.838557732815389e-06,3.391342329184255e-08,9.45465146173774e-08
1972,8.541181159671396e-06,4.822338084409239e-08,9.38816882012361e-08
1973,8.423624421993736e-06,2.1501493918663073e-08,1.069561506028549e-07
1974,9.326072358817328e-06,4.1066672951117766e-08,8.888402902584858e-08
1975,8.634615369373932e-06,3.5982326451744484e-08,5.8257096924307916e-08
1976,8.132634320645593e-06,2.5710871598416674e-08,7.484720043748894e-08
1977,7.132649898267118e-06,2.8208552382835705e-08,6.523227824573041e-08
1978,6.747917723259889e-06,3.683166660550796e-08,8.019798514169452e-08
