year,pourront_VERB être_VERB,pourront_VERB etre_VERB,pourront_VERB mettre_VERB
1979,6.447704436141066e-06,3.803782622213703e-08,5.26677617074256e-08
1980,6.0450206547102425e-06,3.4110902658035513e-08,5.1166356485055076e-08
1981,6.0775878409913275e-06,4.5543958160365605e-08,5.3134616706529414e-08
1982,7.179597105277935e-06,3.4141261040510074e-08,4.593551850007316e-08
1983,5.5404266277037095e-06,3.915495960793436e-08,5.3680185629900734e-08
1984,5.718982265534578e-06,2.6095538452342026e-08,1.0380225035078183e-07
1985,5.943973064859165e-06,1.9851341570564784e-08,4.752291005161169e-08
1986,5.345882073015673e-06,2.3977942353869963e-08,4.975423095743281e-08
1987,5.4893466767680366e-06,1.7721369260925712e-08,4.766437200487417e-08
1988,5.105465788801666e-06,2.338656018840979e-08,3.7778288941581195e-08
1989,5.736185357818613e-06,3.8416855918654846e-08,5.5430035672543454e-08
1990,5.244326530373655e-06,3.323677222333288e-08,5.394164404037838e-08
1991,4.829261342820246e-06,1.817054295916165e-08,5.6856212182765375e-08
1992,4.692819402407622e-06,9.366905473484621e-09,5.56504353710352e-08
1993,4.583140253089368e-06,1.6617621612091682e-08,3.76666093870881e-08
1994,4.729499323730124e-06,1.0022360608097358e-08,6.224413340305546e-08
1995,4.790193088410888e-06,2.277429267394382e-08,5.747797970911961e-08
1996,4.309975793148624e-06,1.3345230698291743e-08,5.2847113352072483e-08
1997,4.404590072226711e-06,3.3084771478009145e-08,6.329261026394306e-08
1998,4.250787242199294e-06,6.436974264723005e-08,5.435667205233585e-08
1999,4.211440227663843e-06,3.427650954734851e-08,6.44398383542466e-08
2000,4.433052708918694e-06,2.1206551181762734e-08,7.068850038649543e-08
2001,3.9772639865987e-06,9.638665865452367e-09,6.133696217602846e-08
2002,4.244965566613246e-06,1.3581786362237835e-08,7.404264579236042e-08
2003,4.133170932618668e-06,7.500461418619153e-09,5.0003073681637034e-08
2004,4.122444352105958e-06,1.5416769555409715e-08,5.1976535075937136e-08
2005,4.178578819846734e-06,1.3511249008502091e-08,5.6747243348809207e-08
2006,3.8131661312945653e-06,8.64756888319107e-09,5.847403627967651e-08
2007,3.5494945223035756e-06,6.391167151065247e-09,5.6322161157140727e-08
2008,3.456189460848691e-06,1.2772319202269955e-08,4.8109068728763305e-08
2009,3.537521934049437e-06,8.105927484791664e-09,5.292693572300777e-08
2010,3.18194702231267e-06,3.7790344187271785e-09,4.534841480108298e-08
2011,3.325326133563067e-06,5.7359579308524644e-09,5.2770811720392885e-08
2012,2.726806314967689e-06,1.7021263287730903e-09,4.731911218414098e-08
2013,2.994683654833352e-06,1.3945625210176615e-09,4.6299476252897875e-08
2014,2.3785250959917903e-06,1.7323561057880354e-09,3.529675751678951e-08
2015,2.5337674287584377e-06,6.206410940734486e-09,4.366653527654307e-08
2016,2.6538009478827007e-06,3.935546111222266e-09,4.743368720028229e-08
2017,2.5266799639211968e-06,7.54683426862357e-10,4.17591472512413e-08
2018,2.2179960978974123e-06,2.0651733656507076e-09,4.0529027245383986e-08
2019,2.0905345081700943e-06,7.65296326310505e-10,4.668307695965268e-08
