year,tant_ADV orale_ADJ,tant_ADV morale_ADJ
1924,0.0,9.02413699321869e-09
1925,5.499089184013428e-09,2.639562701745035e-08
1926,0.0,1.4489979882625903e-08
1927,3.3447675740205796e-09,1.3379070296082318e-08
1928,0.0,1.3711249025050165e-08
1929,0.0,1.5596569369336066e-08
1930,1.0503603542488804e-09,1.6805765667982087e-08
1931,2.2810713318222042e-09,3.193499864551086e-08
1932,0.0,2.301502632917618e-08
1933,3.4411986593596566e-09,1.8353059516584835e-08
1934,0.0,1.1981580172459871e-08
1935,1.196828414151696e-09,2.154291145473053e-08
1936,0.0,2.424942913137329e-08
1937,1.2591118148108649e-09,2.0145789036973838e-08
1938,1.2965214457594243e-09,1.8151300906765755e-08
1939,0.0,9.176430282309411e-09
1940,0.0,4.057252667166722e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,8.709705845433291e-09
1944,0.0,4.819779064746399e-08
1945,0.0,2.832055301382752e-08
1946,0.0,4.037120149291695e-08
1947,1.1920870957027319e-09,3.099426493236024e-08
1948,2.174377566888097e-09,1.3046265401328583e-08
1949,0.0,2.4542520904446974e-08
1950,1.0635361480382244e-09,2.4461330738745346e-08
1951,1.0661401539380222e-08,2.5587365115598004e-08
1952,6.326882129314981e-09,2.5307528517259925e-08
1953,0.0,1.6160740301529586e-08
1954,0.0,1.2704297169818801e-08
1955,0.0,1.783265446420046e-08
1956,0.0,1.744228228517386e-08
1957,1.7670075402875796e-09,1.6786572132332367e-08
1958,8.272243445794913e-10,1.4890038535497752e-08
1959,7.750747821333448e-10,1.5501495198577686e-08
1960,0.0,7.612916519406099e-09
1961,2.08444772553662e-09,1.598076693198891e-08
1962,3.805173953708163e-09,2.3465238641051656e-08
1963,3.879631726988464e-09,2.198458126656533e-08
1964,6.083968440151466e-09,1.5818317322668918e-08
1965,1.6416130677043839e-09,1.9699356812452606e-08
1966,3.8773522170743036e-09,2.1048483844765542e-08
1967,4.930335695263466e-09,1.429797347185513e-08
1968,2.6948494546985557e-09,2.2906220920049236e-08
1969,4.995933444718048e-09,2.679637134406221e-08
1970,4.598724956395017e-09,2.8971967935831344e-08
1971,6.166076982339064e-09,2.8261185391897925e-08
1972,2.0520587451500205e-09,1.6416469961200164e-08
1973,7.1671650836435674e-09,2.3155456219114967e-08
1974,6.1881286761433785e-09,1.3501372464475025e-08
1975,6.282628195464213e-09,1.4278700888326057e-08
1976,2.856763492431469e-09,2.7996280849151844e-08
1977,4.7014254711541525e-09,1.3516598507123945e-08
1978,9.504946163474415e-09,1.128712323605896e-08
1979,1.6970723493159312e-08,2.750427441355896e-08
1980,8.527726080842513e-09,2.5014662341504845e-08
1981,4.427884725544118e-09,3.28928564385933e-08
1982,6.2075020679230875e-09,2.855450986771757e-08
1983,6.946847541655643e-09,2.273513821648976e-08
1984,1.1018116197192285e-08,1.5657322549600394e-08
1985,1.0226449020933615e-08,1.8648229627160617e-08
1986,9.591176741707841e-09,2.6975184752586756e-08
1987,9.166225112267057e-09,1.9554613928107756e-08
1988,8.994830658082265e-09,1.8589316752581908e-08
1989,1.0976243913773942e-08,1.8659616074501173e-08
1990,5.448650863826288e-09,2.7243254763220648e-08
1991,1.2309077312977479e-08,2.1101275393675678e-08
1992,1.0468894195980738e-08,3.1406681699763794e-08
1993,5.539207315052863e-09,2.1602909683338112e-08
1994,8.967375286772494e-09,2.637463225596548e-08
1995,7.0491861237087505e-09,2.76544991351102e-08
1996,5.871901187504136e-09,2.7758080278772468e-08
1997,8.151320507465698e-09,3.356426248046773e-08
1998,7.629006759657386e-09,3.2900093316357015e-08
1999,5.0272213059088244e-09,2.559312584082818e-08
2000,1.1045078629479121e-08,3.1368024622224766e-08
2001,1.270551397425379e-08,3.504969470213837e-08
2002,9.200564754507923e-09,2.9354184860608257e-08
2003,7.500461585152607e-09,2.5001536840818517e-08
2004,9.250062049659391e-09,2.642874719072097e-08
2005,3.602999676388663e-09,3.1075870765562286e-08
2006,7.000412693969338e-09,2.84134404893166e-08
2007,5.592271090648637e-09,2.4765773432022797e-08
2008,4.257439734089985e-09,2.809910171208685e-08
2009,5.245011536203492e-09,2.574823909640145e-08
2010,5.196172381261022e-09,2.4091344030807704e-08
2011,3.059177577924288e-09,1.911985947344874e-08
2012,4.425528388196653e-09,1.974466634635519e-08
2013,4.183687618564136e-09,1.8966050063795592e-08
2014,3.4647122948427977e-09,1.2126492698882885e-08
2015,3.32486305154589e-09,1.795426030071212e-08
2016,3.314144070287739e-09,1.3256576281150956e-08
2017,3.018733707449428e-09,1.685459594114036e-08
2018,4.64663996169179e-09,1.2649186587054828e-08
2019,4.591778068885333e-09,1.9642605764147447e-08
