year,voulant_VERB être_VERB,voulant_VERB etre_VERB,voulant_VERB mettre_VERB
1855,3.2053900511641586e-07,2.653468555990912e-09,3.311528615768111e-07
1856,3.877714851441283e-07,0.0,2.8785173000756004e-07
1857,3.6416056836685584e-07,4.881509085841174e-10,3.954022460561646e-07
1858,3.278763003322638e-07,1.468102750479261e-09,2.774714289444091e-07
1859,3.2386222770242057e-07,1.5276520048956854e-09,3.2386223125513425e-07
1860,3.3184584147250007e-07,4.577183909670879e-10,3.28184086129113e-07
1861,3.1266839961574533e-07,0.0,3.697315520412303e-07
1862,3.3433097890167573e-07,9.035972525772706e-10,2.999942907422337e-07
1863,2.806976819869078e-07,0.0,3.121638023628748e-07
1864,3.385077871342901e-07,9.589455896019672e-10,3.169315156981156e-07
1865,3.1771200426078394e-07,9.41368871743009e-10,3.068862621802282e-07
1866,3.2307668895725783e-07,0.0,2.671221537298152e-07
1867,3.110652286864024e-07,4.85281148598915e-10,2.610812579462163e-07
1868,3.1022408997216644e-07,2.9639244392143382e-09,2.632952877945627e-07
1869,2.759188397760681e-07,9.767038289254515e-10,2.9545292079546925e-07
1870,2.5975242401443666e-07,1.7202146374017957e-09,3.19386515457154e-07
1871,3.2607015754138047e-07,1.0621177271019633e-09,1.9118118466110445e-07
1872,2.9269122148178894e-07,1.8142017887967654e-09,2.4975511436764464e-07
1873,2.6817299136894235e-07,1.1972008939764578e-09,2.5979259987707337e-07
1874,2.443615185754311e-07,5.974609140757536e-10,2.718447085214848e-07
1875,2.8149914044206525e-07,5.721527140956084e-10,2.4373705542757307e-07
1876,2.1281971562814306e-07,6.04601479992084e-10,1.8379885347030722e-07
1877,2.2203489180583347e-07,6.184815992682502e-10,1.954401867010347e-07
1878,2.2042673997191287e-07,6.039088673581716e-10,2.2827754975196513e-07
1879,2.6270098052449953e-07,0.0,2.4009647603406847e-07
1880,2.5928100200189874e-07,6.417846254436199e-10,2.6505704653345674e-07
1881,2.7959753978734625e-07,0.0,2.1754222956360536e-07
1882,2.7486741593918396e-07,1.3310770263785798e-09,2.568978736405825e-07
1883,2.534054885927617e-07,0.0,2.3760713929732447e-07
1884,2.7529077684107506e-07,1.3203393933736152e-09,2.5680601112298973e-07
1885,2.8102970262011695e-07,6.445635691854079e-10,2.043266533746646e-07
1886,2.7878963670957546e-07,3.2267319927115068e-09,2.484583632167414e-07
1887,2.4352888772227743e-07,0.0,1.9195038802877207e-07
1888,2.732804915694942e-07,6.340614699951175e-10,2.390411708574902e-07
1889,2.668948191342224e-07,6.265136742733546e-10,1.8043593641436928e-07
1890,2.2022738299654065e-07,0.0,1.9663158923322044e-07
1891,2.575184954167753e-07,0.0,1.9696340469721463e-07
1892,2.5387475233173973e-07,6.268512375839919e-10,1.8868221474122038e-07
1893,2.2909309116414533e-07,0.0,1.681247718821055e-07
1894,2.6529480123826943e-07,6.301539290376468e-10,2.3504741974988974e-07
1895,2.3532782478241643e-07,6.018614495673091e-10,1.7153051601326297e-07
1896,2.2290768875166123e-07,5.89702897624278e-10,1.993195866134556e-07
1897,2.645328063266561e-07,0.0,1.724707221484323e-07
1898,2.2916337982792356e-07,0.0,1.697506508691049e-07
1899,2.4652999819352317e-07,0.0,1.6969666027932817e-07
1900,2.616290908363794e-07,5.191053142894475e-10,1.3081453964502998e-07
1901,2.35285903649185e-07,0.0,2.1740194355857057e-07
1902,2.3520258984888187e-07,0.0,1.5958422494577462e-07
1903,2.111486185896183e-07,5.400220270956879e-10,1.5876647019297252e-07
1904,1.9724874356086275e-07,0.0,1.3544055654790554e-07
1905,2.296537786605768e-07,0.0,1.4862985864283473e-07
1906,2.443487598924321e-07,5.144184522798412e-10,1.6358506726987798e-07
1907,2.1034229469307775e-07,4.6285588695127444e-09,1.2394252912883985e-07
1908,2.3722009068194438e-07,2.4556945366072114e-09,1.6846063921605037e-07
1909,2.4149317923161107e-07,0.0,1.4852655638719625e-07
1910,2.308673110462678e-07,0.0,1.2505312518840128e-07
1911,2.3409646132677153e-07,0.0,1.4258602298866663e-07
1912,2.542197492516607e-07,0.0,1.1669103638922707e-07
1913,2.3280124139546388e-07,5.30298971401777e-10,1.1772637087403837e-07
1914,2.2099254959329073e-07,2.678697486047099e-09,1.2388976067256863e-07
1915,1.8967027237692946e-07,0.0,1.0720493115456975e-07
1916,2.3623043921006115e-07,1.0987462051303964e-09,8.460345579663908e-08
1917,2.1494191670967666e-07,0.0,8.224818515145671e-08
1918,2.0216021567875941e-07,1.1486376294556067e-09,1.0912057479828263e-07
1919,2.1546365758240427e-07,9.207848372660976e-10,1.2798908954891886e-07
1920,2.513980916774017e-07,0.0,1.0828291330255979e-07
1921,1.9310506438330322e-07,2.2718242842501013e-09,8.481477298261098e-08
1922,2.3461835141347365e-07,0.0,1.0476668244052689e-07
1923,2.0807257961052983e-07,1.0615948120573648e-09,1.1783702280609987e-07
1924,2.33338406374628e-07,0.0,1.1086796725123804e-07
1925,2.276622836916431e-07,0.0,1.286786837084719e-07
1926,1.9505741732928072e-07,0.0,9.920063082091701e-08
1927,2.5197248199049227e-07,1.1149224876660924e-09,1.1706686020573898e-07
1928,1.8967228321287166e-07,0.0,8.798051442937549e-08
1929,2.2392216436628587e-07,1.1140406375176326e-09,1.1808830535642301e-07
1930,2.28978560556925e-07,1.0503603542488804e-09,1.449497339933714e-07
1931,1.8248570832213318e-07,0.0,1.0378874293337503e-07
1932,1.731606751320669e-07,1.0959536611565568e-09,1.1069132099805756e-07
1933,1.5485393589642626e-07,0.0,9.291236402475533e-08
1934,2.0967765657076143e-07,0.0,8.986185306980587e-08
1935,1.9388619953986108e-07,2.393656828303392e-09,1.0053358678874247e-07
1936,1.721709530499993e-07,1.2124714565686645e-09,1.2488455958248323e-07
1937,1.8005298763057453e-07,0.0,6.925114615086159e-08
1938,1.711408259552627e-07,0.0,8.168085052773222e-08
1939,1.5141109699357003e-07,1.5294050470515685e-09,9.329370698196726e-08
1940,1.6482588538480059e-07,0.0,6.085879178385767e-08
1941,1.5642963901996154e-07,0.0,1.2101160962174617e-07
1942,1.9722376087827342e-07,0.0,9.406056289407161e-08
1943,1.016132320508234e-07,0.0,9.000029344008453e-08
1944,1.638724977937045e-07,0.0,7.390328171652527e-08
1945,2.0913638199004936e-07,2.178504043826024e-09,1.241747327185294e-07
1946,2.1160078489401712e-07,1.3921104269343232e-09,1.0719250198576447e-07
1947,1.9907854298395478e-07,0.0,9.655905675032272e-08
1948,1.7938615215484788e-07,1.0871887834440486e-09,6.523132789482133e-08
1949,1.4627341826667362e-07,0.0,6.381055417392645e-08
1950,1.6910224687194386e-07,0.0,8.720996547140203e-08
1951,1.577887438486414e-07,0.0,6.716683120799871e-08
1952,1.8242510080312968e-07,0.0,6.432330312833301e-08
1953,2.0901225816771785e-07,0.0,4.955960619668076e-08
1954,1.6906488031764866e-07,0.0,8.795282724349818e-08
1955,1.4829260130966304e-07,0.0,6.945349495524056e-08
1956,2.1628431134956827e-07,0.0,5.232684907596763e-08
1957,1.599141778996227e-07,0.0,6.802978891329303e-08
1958,1.6048152895464796e-07,8.272243445794913e-10,7.858631012602757e-08
1959,1.9996929445653677e-07,0.0,7.285702796622218e-08
1960,2.048566720702638e-07,2.7683333403416555e-09,9.481541862754739e-08
1961,2.063603350421772e-07,0.0,9.241051657227217e-08
1962,1.8074575969251327e-07,6.341956404476434e-10,9.195836714326333e-08
1963,1.3772693030489336e-07,0.0,8.923153860251887e-08
1964,1.8616943009419629e-07,1.2167936658258327e-09,8.700074438650063e-08
1965,1.833134497530864e-07,2.188817349590977e-09,8.755269575999591e-08
1966,2.2211689554296754e-07,0.0,9.804162459658983e-08
1967,1.9918556404263654e-07,0.0,8.529480854946314e-08
1968,2.1558796348131182e-07,4.4914158503495116e-10,9.836200387525196e-08
1969,2.1755020007674375e-07,4.5417578031781147e-10,1.3625272998751825e-07
1970,1.9452607169512248e-07,0.0,1.039311872119697e-07
1971,2.142711812425091e-07,5.138397485282553e-10,9.249115251463991e-08
1972,1.8006815594162617e-07,5.130146862875051e-10,7.438713200969005e-08
1973,1.6319083862015304e-07,5.513203782392395e-10,7.994145789780305e-08
1974,1.5751600557223355e-07,0.0,8.382101768233952e-08
1975,1.4564274852801873e-07,0.0,5.311676654073949e-08
1976,1.3312518198915768e-07,5.713526873840635e-10,7.370449583987693e-08
1977,1.4456882979629881e-07,1.7630346071939584e-09,9.402850587036937e-08
1978,1.681187349333868e-07,0.0,9.32672845621596e-08
1979,1.802407822992791e-07,0.0,9.070558526502737e-08
1980,1.5691016308494454e-07,0.0,8.357171665807073e-08
1981,1.2271566074417706e-07,1.2651099057237047e-09,8.349725622025517e-08
1982,1.4401405756814256e-07,0.0,7.262777934613496e-08
1983,1.5661984242854032e-07,1.89459470334441e-09,8.58882955867557e-08
1984,1.7628985382600604e-07,0.0,9.104443687846242e-08
1985,1.4196717579295637e-07,0.0,8.542092544416846e-08
1986,1.810334566698657e-07,0.0,7.612996544281714e-08
1987,1.7354719439310884e-07,1.2221633705067347e-09,7.210764074727649e-08
1988,1.6490522902756766e-07,1.798966087207532e-09,8.335209678023148e-08
1989,1.5750910442591248e-07,1.6464366536794728e-09,7.738252527644818e-08
1990,1.302227650157306e-07,1.6345953479657283e-09,7.79157094399352e-08
1991,1.5181195323066277e-07,0.0,9.085271113207227e-08
1992,1.4876848553058153e-07,1.65298330578878e-09,1.0138297490414061e-07
1993,1.6340661623814867e-07,1.1078414852150331e-09,7.47793009736597e-08
1994,1.334556420928834e-07,0.0,8.809127560738261e-08
1995,1.6918046430447475e-07,0.0,9.977309822772895e-08
1996,1.4039182261171845e-07,5.338092190498855e-10,8.59432853772546e-08
1997,1.4720325935968503e-07,0.0,8.007473972782009e-08
1998,1.5114970342011702e-07,0.0,8.296545139785394e-08
1999,1.5218770244018742e-07,4.570201161957499e-10,9.140402568164063e-08
2000,1.6965241300681555e-07,4.4180314962005696e-10,9.852210602900868e-08
2001,1.612285966956506e-07,4.3812117822561447e-10,8.893859693159811e-08
2002,1.7262012619312372e-07,4.38122149670761e-10,8.718631150372858e-08
2003,1.7626083348432076e-07,0.0,9.542253742722551e-08
2004,1.660606265829756e-07,0.0,8.765534520449592e-08
2005,1.5492898697289093e-07,9.007499190971657e-10,7.611336538815294e-08
2006,1.7871641944111616e-07,8.235779835885637e-10,7.165128490527195e-08
2007,1.7495820525681438e-07,3.994479469415779e-10,8.747910129613956e-08
2008,1.7114906913917594e-07,8.514879357157668e-10,7.024775428021712e-08
2009,1.7833039755998925e-07,4.76819250749827e-10,1.010856802707849e-07
2010,1.610813455954485e-07,1.4171379625338432e-09,7.935972412553838e-08
2011,1.5601806246934302e-07,3.82397197240536e-10,7.839142845966762e-08
2012,1.9438282805595009e-07,0.0,7.591483441871105e-08
2013,1.8770812104662582e-07,0.0,8.227918613101792e-08
2014,2.2563938095743197e-07,0.0,7.947184066381396e-08
2015,2.1722439313975883e-07,2.2165753954528356e-10,8.733307055308615e-08
2016,2.2391185439119e-07,2.0713400439298368e-10,1.0605260936102923e-07
2017,1.876646038567742e-07,0.0,7.546834179805728e-08
2018,2.5117670965357775e-07,0.0,9.060948169548055e-08
2019,2.2295632717828084e-07,2.55098775436835e-10,7.959082104491699e-08
