year,faudrait_VERB être_VERB,faudrait_VERB etre_VERB,faudrait_VERB mettre_VERB
1834,6.870214974696864e-07,1.8669061851994684e-09,2.1282730244820414e-07
1835,8.17569798527984e-07,0.0,1.8227041209684103e-07
1836,5.820169803882891e-07,2.016224964762614e-09,1.438240531115298e-07
1837,5.761133934356621e-07,2.7831563720326358e-09,1.3637466622640204e-07
1838,5.927120128035313e-07,6.312161904276081e-10,1.559103992576638e-07
1839,5.026870439905906e-07,6.9914751765765e-10,1.985578990115755e-07
1840,5.853743800798838e-07,0.0,1.4650284185790952e-07
1841,7.4414157325009e-07,6.420548537278137e-10,1.6115576784159202e-07
1842,6.346018608383019e-07,2.0124795163667386e-09,1.5294844502022897e-07
1843,8.09837501947186e-07,1.1813822142769936e-09,1.7957009390556777e-07
1844,7.12964094873314e-07,1.097712254427563e-09,1.663034083776438e-07
1845,7.025507215985272e-07,1.1160455892778032e-09,1.3057733383448067e-07
1846,6.750240117980866e-07,5.854501328173001e-10,1.6216968390381226e-07
1847,5.81928816245636e-07,5.393223645455691e-10,1.7150451014913415e-07
1848,6.548810347339895e-07,8.045221711050488e-10,2.598606556603045e-07
1849,6.343217364701559e-07,2.513824481908955e-09,2.002680190571482e-07
1850,5.858903477928834e-07,6.788996032014438e-10,1.2355972955901962e-07
1851,6.681618742732098e-07,0.0,1.1351012574323249e-07
1852,6.927220397301426e-07,6.510545436100301e-10,1.3607039761609485e-07
1853,7.452970862686925e-07,5.971931837933653e-10,1.4153478389289376e-07
1854,7.528518040089693e-07,1.558699391779328e-09,1.7405476171461487e-07
1855,6.670820198451111e-07,5.306937111981824e-10,2.0219430041379383e-07
1856,7.02026852650306e-07,0.0,1.2684112959959748e-07
1857,7.742073648842052e-07,4.881509085841174e-10,1.337533461764906e-07
1858,7.154554282351455e-07,9.787352039936081e-10,1.7715106537252723e-07
1859,7.612799208800425e-07,5.092173349652285e-10,1.37997901106246e-07
1860,9.062824233296851e-07,1.373155145145688e-09,1.4738532172486885e-07
1861,7.380482998087246e-07,9.431927461278633e-10,1.9146813201587065e-07
1862,6.501382472379191e-07,4.517986262886353e-10,1.8794823120060755e-07
1863,7.90648471138411e-07,1.9978483312144135e-09,1.7581065492322523e-07
1864,7.82499625984201e-07,1.9178911792039344e-09,1.9178911259132292e-07
1865,7.257954166561831e-07,9.41368871743009e-10,2.066304602976743e-07
1866,7.210838361970673e-07,1.4596839292835284e-09,1.8781265964662452e-07
1867,6.740555136275361e-07,4.85281148598915e-10,2.2711157043886487e-07
1868,7.291254178198869e-07,1.975949626142892e-09,2.3168009022356273e-07
1869,7.129937671379594e-07,9.767038289254515e-10,1.5871437142322975e-07
1870,6.273049280025589e-07,1.7202146374017957e-09,1.9897149172720674e-07
1871,6.032828423485626e-07,0.0,1.2426777118434984e-07
1872,7.407990665342368e-07,6.047339295989218e-10,2.2556575629550935e-07
1873,5.830368081660708e-07,2.3944017879529156e-09,1.8137593826850207e-07
1874,5.508589424607635e-07,1.1949218281515073e-09,1.905900290921636e-07
1875,6.923048090357042e-07,5.721527140956084e-10,1.361723462878217e-07
1876,5.864634431418381e-07,1.209202959984168e-09,1.8077584229558852e-07
1877,6.240479137886723e-07,0.0,1.5214646964523126e-07
1878,6.093440561016905e-07,1.8117265465633636e-09,1.9808210538485582e-07
1879,6.921865747244738e-07,6.10932526790009e-10,2.0160773317456915e-07
1880,6.533367695737979e-07,0.0,1.8162505455165956e-07
1881,5.863878982381721e-07,1.3945015142624584e-09,1.6315667039634718e-07
1882,6.828425398452964e-07,1.3310770263785798e-09,1.690467854587041e-07
1883,5.662127477989998e-07,1.8958017378167824e-09,1.4155318694974994e-07
1884,6.047154670341115e-07,1.9805090900604227e-09,2.0861362770574488e-07
1885,6.561656960002438e-07,6.445635691854079e-10,2.0368209163734718e-07
1886,6.059802331037645e-07,0.0,1.9231322312407428e-07
1887,6.300411996562616e-07,6.528924623161458e-10,1.867272487743321e-07
1888,5.890431111765793e-07,1.268122939990235e-09,1.6866034968643362e-07
1889,5.807781917610555e-07,6.265136742733546e-10,1.685321819877572e-07
1890,5.997263770041172e-07,0.0,1.7893475501296052e-07
1891,5.602939268101181e-07,0.0,1.778407323627107e-07
1892,5.290624471854244e-07,6.268512375839919e-10,2.0435349767922162e-07
1893,4.452535051768791e-07,0.0,2.48800034796659e-07
1894,5.683988320015487e-07,1.8904617871129403e-09,1.6257970969490998e-07
1895,6.17509840594721e-07,1.8055843487019274e-09,1.919938057426407e-07
1896,5.879338118575106e-07,1.179405795248556e-09,2.158312639721771e-07
1897,5.686872555088485e-07,5.826713556089658e-10,1.5499058747536765e-07
1898,5.477287459143554e-07,5.6583548957434e-10,1.5956560162067035e-07
1899,5.87581610034249e-07,1.6582735185011188e-09,1.6085253662367904e-07
1900,5.232581656855473e-07,1.038210628578895e-09,1.822059658707076e-07
1901,5.644626526191132e-07,5.588738916095792e-10,1.7548640585118847e-07
1902,4.7138723857642617e-07,0.0,1.5369188588465477e-07
1903,5.686432018592313e-07,2.7001101354784396e-09,2.057483925455017e-07
1904,5.707851755687443e-07,0.0,1.6983815953608428e-07
1905,5.940033815932111e-07,0.0,1.8011049007782276e-07
1906,5.339663289305463e-07,0.0,1.9959435348937404e-07
1907,5.461699856823543e-07,0.0,2.1651371184816526e-07
1908,6.262021088332403e-07,4.911389073214423e-10,2.0234922715189896e-07
1909,6.331632107503538e-07,1.1001967115120692e-09,1.941847216357928e-07
1910,6.097675964156224e-07,5.344150677544235e-10,2.3140172800140135e-07
1911,5.373577778300387e-07,0.0,1.6918789924602606e-07
1912,6.699315804326034e-07,2.6047106693738442e-09,1.7243183947357466e-07
1913,6.512071308861778e-07,0.0,1.6492298016146378e-07
1914,5.913224754294788e-07,2.678697486047099e-09,2.1429579533105425e-07
1915,4.877235255662526e-07,1.1780761921542648e-09,1.5314989809667168e-07
1916,6.185941288094909e-07,1.0987462051303964e-09,1.7579938571543607e-07
1917,5.943801966168394e-07,2.1932848870420685e-09,1.677862968563204e-07
1918,5.490487637871411e-07,1.1486376294556067e-09,2.3317343789130973e-07
1919,6.970341246415046e-07,0.0,1.6666206192894606e-07
1920,6.519691737594258e-07,0.0,1.8551968139490782e-07
1921,5.709851507162966e-07,7.572747429129834e-10,1.7795956352983922e-07
1922,6.049907028682355e-07,0.0,1.8592398021155532e-07
1923,6.146634063952661e-07,0.0,1.4013050986250164e-07
1924,5.839905838911363e-07,0.0,1.6243447475972062e-07
1925,6.906855674060353e-07,2.1996355847875293e-09,1.6607248198852176e-07
1926,6.48705281491857e-07,1.1146138456652466e-09,1.72765140860065e-07
1927,6.812176138737414e-07,0.0,1.4939961090476572e-07
1928,5.815854819957167e-07,0.0,1.3939769871740282e-07
1929,6.583979939023266e-07,0.0,1.626499397389125e-07
1930,6.123601110630261e-07,0.0,1.8171233762132033e-07
1931,6.13608165167534e-07,0.0,1.653776706689314e-07
1932,5.698959171240858e-07,2.1919073223131136e-09,1.8521616595990054e-07
1933,5.138856522535207e-07,0.0,1.8238353050037404e-07
1934,5.116134502713976e-07,0.0,1.7852553924058157e-07
1935,5.601157226919895e-07,0.0,1.615718332459437e-07
1936,4.886259716840868e-07,1.2124714565686645e-09,1.3822175048971985e-07
1937,4.4320736947156547e-07,1.2591118148108649e-09,1.397614113329837e-07
1938,4.887886007054476e-07,1.2965214457594243e-09,1.6725127238714776e-07
1939,5.001154477213277e-07,0.0,1.9576384602260077e-07
1940,3.803674246682931e-07,0.0,1.4200384157447843e-07
1941,5.135614742357575e-07,0.0,1.9184767552360427e-07
1942,4.824396455660462e-07,0.0,1.7295006671247393e-07
1943,6.735505735377956e-07,0.0,1.8871028828471026e-07
1944,5.462416652335378e-07,0.0,1.799384250489311e-07
1945,5.533400440072e-07,0.0,2.1567190344740084e-07
1946,5.61020499389997e-07,0.0,2.0603233963356615e-07
1947,6.270378207773319e-07,1.1920870957027319e-09,2.157677698733096e-07
1948,6.023025775903079e-07,1.0871887834440486e-09,1.9243240956257068e-07
1949,5.438622565634432e-07,1.9634016634739737e-09,1.8357805231516977e-07
1950,4.5519345803768374e-07,0.0,1.893094321303579e-07
1951,6.354195534186147e-07,0.0,1.8230997511636815e-07
1952,5.156409201845236e-07,1.0544803918932644e-09,1.9296990672046377e-07
1953,5.796318873763084e-07,0.0,1.4760144040337764e-07
1954,6.186015184539428e-07,0.0,1.8176916682932642e-07
1955,5.584436735261988e-07,0.0,1.61432453182897e-07
1956,6.322827630356187e-07,0.0,1.7878340941024362e-07
1957,5.292187665872916e-07,0.0,1.546131613849866e-07
1958,5.451408355838794e-07,1.6544486891589827e-09,1.869527039843888e-07
1959,5.735553259000881e-07,0.0,2.2554675638275512e-07
1960,4.7546126324959914e-07,6.920833350854139e-10,1.958595845508171e-07
1961,5.655801373904978e-07,6.948159270159238e-10,1.7578842914645065e-07
1962,6.018516387484851e-07,6.341956404476434e-10,2.0991875260278903e-07
1963,5.405620413512224e-07,1.2932106496776896e-09,1.9268838968855562e-07
1964,5.974457053525839e-07,3.041984220075733e-09,1.9347019986071246e-07
1965,5.592428351519629e-07,6.0192477668863376e-09,1.5704765132795728e-07
1966,5.433832370727032e-07,5.539074754423723e-10,1.8555900282990478e-07
1967,5.107827405481657e-07,1.4791006197611978e-09,1.6220803900068859e-07
1968,5.955617439212801e-07,1.7965663401398047e-09,2.1154568230485893e-07
1969,4.387337924072199e-07,0.0,2.361714024345929e-07
1970,4.7504829581157537e-07,1.8394900047624674e-09,2.1889931645091565e-07
1971,5.333656645234441e-07,5.138397485282553e-10,2.0142518053489766e-07
1972,5.001893441658467e-07,2.0520587451500205e-09,2.1546617290368886e-07
1973,4.6145515852913377e-07,5.513203782392395e-10,2.0674514189522597e-07
1974,4.151671930685552e-07,0.0,2.2783565611916856e-07
1975,4.049439326081483e-07,5.711480177694739e-10,2.0561328994972428e-07
1976,4.890778768640303e-07,1.142705374768127e-09,2.393967690750287e-07
1977,4.3899561319449276e-07,2.3507127355770763e-09,1.992229101688281e-07
1978,4.6990078317321604e-07,1.1881182704343018e-09,2.1920781989592797e-07
1979,4.769358383782674e-07,1.7555920051037788e-09,1.9838189757592772e-07
1980,4.889229785476346e-07,2.2740602734216964e-09,1.927266026768848e-07
1981,4.4278846189627075e-07,6.325549528618524e-10,2.0494780983426608e-07
1982,4.71770164267582e-07,6.207502289967692e-10,1.93053324437642e-07
1983,4.5596581799145497e-07,5.68378455412244e-09,1.9388019723010075e-07
1984,4.4884325234306743e-07,5.799008495621649e-10,2.3196034248940123e-07
1985,4.325186182541074e-07,8.421781494405423e-09,2.189663064200431e-07
1986,4.5797870029673504e-07,2.997242676272549e-09,2.1280423823100136e-07
1987,4.4547854827214906e-07,6.110816852533674e-10,2.1998940269440936e-07
1988,4.539391227353917e-07,1.1993107618124554e-09,1.9188972544270655e-07
1989,4.3630572577058047e-07,1.0976244357863152e-09,1.8769377163607714e-07
1990,4.4406505139704677e-07,5.44865097484859e-10,2.2666388588277186e-07
1991,5.029137355450075e-07,5.861465202094962e-10,2.0690971780368272e-07
1992,3.8900205368008756e-07,1.1019888335184191e-09,1.74114234141598e-07
1993,4.5532286208072037e-07,1.1078414852150331e-09,1.922104928553381e-07
1994,4.1355423263667035e-07,5.274926606624319e-10,2.2260189780354267e-07
1995,3.708956342052261e-07,5.422450821690461e-10,1.783986363079748e-07
1996,4.313178578740917e-07,5.871901187504136e-09,2.2259844456584688e-07
1997,4.272251032944041e-07,0.0,2.0570097092331707e-07
1998,4.462968945517787e-07,9.536258449571733e-10,2.1551943518716143e-07
1999,4.282278496248182e-07,0.0,2.1068626665510237e-07
2000,3.971810258462938e-07,1.7672125984802278e-09,1.9218437330437155e-07
2001,4.021952406674245e-07,1.7524847129024579e-09,2.3395671178150224e-07
2002,3.802900323535141e-07,3.9430991805033955e-09,2.1511797854145698e-07
2003,4.125253667552897e-07,1.2500769308587678e-09,2.1626330237722868e-07
2004,3.9687168396085326e-07,8.809582507929292e-10,2.409420858384692e-07
2005,4.2290207602491137e-07,4.503749373441224e-09,2.2383635212008812e-07
2006,4.780870312970364e-07,4.1178899179428186e-10,2.4707338752705255e-07
2007,4.881254085375986e-07,2.7961355453243186e-09,2.352748396106108e-07
2008,5.096155177852779e-07,1.7029758714315335e-09,2.328819448393915e-07
2009,5.211634288571076e-07,9.53638501499654e-10,2.1790640403196448e-07
2010,5.663827664648124e-07,9.447586046817946e-10,2.616981475966895e-07
2011,5.781845402452745e-07,1.529588788962144e-09,1.9884653568169597e-07
2012,6.25020788902475e-07,0.0,1.7395731788383273e-07
2013,6.406619945664715e-07,5.578250084070646e-10,1.9719114163763152e-07
2014,7.550907525910588e-07,0.0,1.8362975140462368e-07
2015,7.066442435643694e-07,4.433150790905671e-10,1.6624315435365133e-07
2016,7.61631724799372e-07,0.0,1.74406835640184e-07
2017,6.538073762385466e-07,0.0,1.5798039498804428e-07
2018,7.212618129415205e-07,2.5814667070633845e-10,1.6314869810685195e-07
2019,7.165724582591793e-07,7.65296326310505e-10,1.619877281200388e-07
