year,devant_VERB être_VERB,devant_VERB etre_VERB,devant_VERB mettre_VERB
1842,3.4594522730913013e-06,1.1404051036834062e-08,3.8907936428245193e-08
1843,3.5677742289408343e-06,7.088293507706567e-09,3.1306630177141415e-08
1844,3.4665752082219115e-06,3.841992946007622e-09,2.3051957898090336e-08
1845,4.176242782705231e-06,1.2276501426544684e-08,3.2923345827384765e-08
1846,3.515628122841008e-06,7.025401815852206e-09,2.4588905134237393e-08
1847,3.9570081753481645e-06,8.089835468183537e-09,1.4561703842730367e-08
1848,3.806194399658125e-06,1.0458788002321029e-08,3.137636639394259e-08
1849,3.9852498048276175e-06,1.4245005175439474e-08,1.1731181359664333e-08
1850,3.5295990983286174e-06,1.1541293254424545e-08,8.82569484161877e-09
1851,3.490436256470275e-06,9.029214709244116e-09,1.3543821175687754e-08
1852,3.7298914321581833e-06,9.114763610540422e-09,2.278690836021724e-08
1853,3.3281576179433614e-06,1.0749477752369785e-08,2.9859659633757474e-08
1854,3.570460648916196e-06,1.0910895298366086e-08,1.4028294081924741e-08
1855,3.308875193397398e-06,7.429711956774554e-09,4.2455496895854594e-08
1856,3.615748937590979e-06,1.2425253714809514e-08,2.0708756931497874e-08
1857,3.280862301835441e-06,7.810414537345878e-09,1.8549734193129552e-08
1858,3.2239538541034563e-06,6.361778659424999e-09,3.3766365703513657e-08
1859,3.3139863262476865e-06,6.619825576592575e-09,3.4626779665813956e-08
1860,3.5015457342524314e-06,4.57718396518203e-09,1.876645328025006e-08
1861,3.7251397770887706e-06,8.017138064531082e-09,1.650587222457034e-08
1862,3.6767371511814417e-06,8.132375661773494e-09,2.3945327498609004e-08
1863,3.611110969359288e-06,1.0988165932701577e-08,2.2475793670651e-08
1864,3.7020095078332815e-06,9.589456340108882e-09,1.4863656971897399e-08
1865,3.3879866805364145e-06,3.294791106611683e-09,2.729969672543575e-08
1866,3.367004183019162e-06,7.784980660119345e-09,2.77339928800302e-08
1867,3.5600226055976236e-06,5.338092634588065e-09,3.008743121313273e-08
1868,3.964742973039392e-06,1.0373735648272486e-08,2.4699369660652337e-08
1869,3.7285669804987265e-06,1.4162205630441349e-08,2.0999133099053324e-08
1870,3.6623368941945955e-06,1.3188312664169644e-08,1.6628741050794815e-08
1871,4.37061453339993e-06,2.2304472935275044e-08,1.6993883633631413e-08
1872,4.057764726894675e-06,1.1489944995446422e-08,3.62840353318461e-08
1873,4.129145963815972e-06,1.1373408881354408e-08,2.573981916498269e-08
1874,4.210904535284499e-06,5.377148060148329e-09,3.7042575229406793e-08
1875,3.943276624340797e-06,8.010138052849669e-09,3.032409434666761e-08
1876,3.991578978457255e-06,8.464420275799966e-09,1.269663130187837e-08
1877,3.877260951412609e-06,5.566334504436554e-09,2.72131899237138e-08
1878,4.28835664934013e-06,1.3285995414946683e-08,1.932508458812876e-08
1879,4.525787971942918e-06,1.8327975581655664e-08,2.1382637882538802e-08
1880,4.1613316170696635e-06,1.6044616302224313e-08,1.4119262203848848e-08
1881,4.188385446468601e-06,1.6036766581351003e-08,2.5798277292210514e-08
1882,4.079085556440987e-06,1.0648616211028639e-08,1.7969540522244642e-08
1883,4.14359055866953e-06,1.0110942305630033e-08,3.4756364897248204e-08
1884,4.236969289195258e-06,1.4523733327109767e-08,2.9047466654219534e-08
1885,4.410103883856209e-06,1.0313017162477678e-08,1.9981470755769948e-08
1886,4.593575795297511e-06,1.8069698626277386e-08,1.613365974151293e-08
1887,4.7576272663718555e-06,1.4363633837888301e-08,2.285123557044244e-08
1888,4.714881015388528e-06,1.0779045211961602e-08,2.599652049184442e-08
1889,4.415668172441656e-06,1.8795409673089125e-09,3.195219733242993e-08
1890,5.111765858600847e-06,9.176140736144589e-09,2.4906668727453507e-08
1891,5.155469352757791e-06,1.402328420052612e-08,1.657297121759882e-08
1892,4.848694516113028e-06,1.3163876211308434e-08,2.3193495124473884e-08
1893,4.930428076477256e-06,6.7742580989182954e-09,1.9091091374434654e-08
1894,5.2384698392415885e-06,9.452309157609307e-09,2.9617234886814003e-08
1895,5.107396191306179e-06,1.2037229435435393e-08,1.5648398132839247e-08
1896,5.0272174121346325e-06,1.3563166589847242e-08,3.3023361822870356e-08
1897,5.143822818354238e-06,1.7480140002135158e-08,3.554295346930303e-08
1898,5.061964202468516e-06,9.05336783318944e-09,1.810673566637888e-08
1899,5.379992217058316e-06,1.2713430308508578e-08,2.3215829259015663e-08
1900,5.109553512738785e-06,1.142031713641245e-08,2.7512582434496835e-08
1901,5.196968231757637e-06,1.1177477665658131e-08,2.4031577172678453e-08
1902,6.201688393048244e-06,1.0802624572647801e-08,2.7497589982772297e-08
1903,5.368358870327938e-06,1.1880484152015924e-08,3.888158772724637e-08
1904,5.2923933253623545e-06,1.7736264013024083e-08,2.042357571951925e-08
1905,5.429118573374581e-06,8.773290538499623e-09,3.406100806957468e-08
1906,5.4785564316262025e-06,1.3374879870298173e-08,3.1893943264194036e-08
1907,5.438556854642229e-06,1.902852098112362e-08,2.5199932807140613e-08
1908,5.3155963541939855e-06,1.2278472460991452e-08,2.9468335327464956e-08
1909,5.4811798690934666e-06,1.8153246017504898e-08,1.2102163715610459e-08
1910,5.162449724593898e-06,1.1757131268552712e-08,5.2907090264397993e-08
1911,5.166083155927481e-06,1.7025198029152477e-08,1.542908456553249e-08
1912,5.626695838145679e-06,2.031674206648404e-08,1.8232974852150363e-08
1913,5.656168923451332e-06,1.3787773589513108e-08,3.2878535061175995e-08
1914,5.602496003120905e-06,1.4732836561837104e-08,4.151981158884155e-08
1915,6.391063379851403e-06,2.120537156979907e-08,3.887651445211304e-08
1916,6.50347874397994e-06,3.076489463182952e-08,3.5159878564172686e-08
1917,6.191643024067162e-06,1.973956464951243e-08,2.4126133979507358e-08
1918,5.918929673498496e-06,1.722956355365568e-08,5.054005480786827e-08
1919,6.455622497014701e-06,2.025726608678724e-08,1.9336480860943084e-08
1920,6.533321538881864e-06,2.0445025228355007e-08,3.180337193597893e-08
1921,6.22555580775952e-06,2.347551730785824e-08,3.332008802203745e-08
1922,6.117046268627746e-06,1.475587119159627e-08,3.7627472693202435e-08
1923,5.9491771935427096e-06,3.1847844805810155e-08,2.866305948145964e-08
1924,5.415771283878712e-06,2.1915761205804074e-08,2.836157442231979e-08
1925,5.645364581141621e-06,4.949179976954099e-08,1.3197813508725176e-08
1926,5.289957243803656e-06,8.916910432255065e-09,2.0063049555041346e-08
1927,5.280272944219178e-06,1.5608915271414503e-08,2.5643217327342427e-08
1928,5.773578777734656e-06,2.5137291359556002e-08,2.742249805010033e-08
1929,5.667124696628889e-06,8.912325100141061e-09,3.0079096546842266e-08
1930,5.4146075854077935e-06,2.4158288369768854e-08,2.10072066408884e-08
1931,5.906834303459618e-06,9.124285327288817e-09,3.9918749195066994e-08
1932,5.959795998933259e-06,1.0959536500543265e-08,2.520693354046699e-08
1933,5.720419267163379e-06,1.261772819560747e-08,2.7529589274877253e-08
1934,5.4300521696859505e-06,1.677421224144382e-08,9.585264137967897e-09
1935,5.4395850384025835e-06,1.795242710045386e-08,2.2739740757060645e-08
1936,5.4633965191897005e-06,1.576212937948185e-08,1.576212937948185e-08
1937,5.725181381421862e-06,1.8886677000118368e-08,2.3923124703451037e-08
1938,5.7721135817701e-06,2.5930428804166183e-08,1.8151300906765755e-08
1939,5.651151695929002e-06,5.352917753498332e-08,2.5999884911698246e-08
1940,5.152710855327314e-06,2.0286263113789005e-08,2.7893612752905028e-08
1941,5.5429218264180236e-06,2.066051862925633e-08,2.066051862925633e-08
1942,5.337178663467057e-06,1.5171058853624686e-08,1.517105907566929e-08
1943,4.125497071072459e-06,2.322588210645904e-08,3.774205836748479e-08
1944,4.427770363690797e-06,3.534504777746861e-08,2.8918675454292497e-08
1945,4.470290150493383e-06,5.010559434026618e-08,1.742803235060819e-08
1946,5.334567049430916e-06,3.2018538931311014e-08,2.5057987684817817e-08
1947,5.29048247699393e-06,1.5497132244135514e-08,3.2186350917839945e-08
1948,4.460735453903908e-06,2.0656587107481528e-08,1.3046265401328583e-08
1949,5.562316800933331e-06,4.123143426681963e-08,2.3560819073509265e-08
1950,4.8720589802542236e-06,2.0207187034770868e-08,2.3397795700930146e-08
1951,5.204896297072992e-06,4.477788650980585e-08,1.9190522948520083e-08
1952,5.1247748160676565e-06,1.7926167217297007e-08,2.6362009464264702e-08
1953,5.308264917402994e-06,4.417269394707546e-08,2.693456835345387e-08
1954,4.8344736569561064e-06,3.322662234239715e-08,1.172704333640695e-08
1955,5.08324501424795e-06,2.1586897602787758e-08,3.660387104531537e-08
1956,4.8306401367881335e-06,1.657016879264006e-08,2.2674967681268754e-08
1957,5.1031179282290395e-06,2.2971097468627022e-08,2.297109880089465e-08
1958,4.902958607999608e-06,2.6471179914722143e-08,1.4062814024384807e-08
1959,4.78298670714139e-06,1.705164542897819e-08,1.705164542897819e-08
1960,4.906870799459284e-06,2.560708367571607e-08,1.9378332827280076e-08
1961,4.7803337110963184e-06,3.821487692956538e-08,3.2656349790993744e-08
1962,6.118719738879008e-06,1.395230386780355e-08,2.0928455413127267e-08
1963,4.525590611592634e-06,1.4871922249248826e-08,3.36234755593523e-08
1964,4.7479288696195e-06,3.4070223087212526e-08,1.8860301764789256e-08
1965,4.522096787695773e-06,2.9001830270658502e-08,1.9699356812452606e-08
1966,4.549795903585618e-06,2.437192891946438e-08,2.0494577035456985e-08
1967,4.602961325872457e-06,1.725617493342213e-08,2.218651079521905e-08
1968,4.167135557509027e-06,3.0990769284144903e-08,2.3804503146429568e-08
1969,4.951424216415035e-06,3.133812853661766e-08,3.4971535001204757e-08
1970,5.018588581151562e-06,2.6672605457633836e-08,2.0694262303777577e-08
1971,4.638945029000752e-06,2.363662865434435e-08,3.5968782063910965e-08
1972,4.6484260565193836e-06,3.4884998001416534e-08,2.2059631621385023e-08
1973,4.624475423042895e-06,2.7566017912761254e-08,3.142526200372586e-08
1974,4.640533916244749e-06,3.319087360509343e-08,2.1939729200060043e-08
1975,4.628583610610804e-06,2.056132908379027e-08,2.513051322594606e-08
1976,4.7033754526637495e-06,2.628222350864462e-08,2.628222439682304e-08
1977,4.74256285087904e-06,3.937443704415955e-08,2.8796231177352638e-08
1978,4.413859187479829e-06,3.683166571732954e-08,2.316830638449119e-08
1979,4.24151039624121e-06,1.9896709613220764e-08,2.808947208166046e-08
1980,4.064882887178101e-06,3.069981424630441e-08,2.38776323158163e-08
1981,4.054677447129507e-06,2.7199862806526198e-08,2.5302197670384885e-08
1982,4.4414678086468484e-06,3.476201326790829e-08,1.8622506203769262e-08
1983,4.75038086733548e-06,3.34711742766558e-08,2.273513821648976e-08
1984,4.500610430113738e-06,2.8995041922996734e-08,2.3775934110403796e-08
1985,4.68792450192268e-06,2.4062232650834403e-08,3.188245800700429e-08
1986,4.036086920677917e-06,1.9182353039326472e-08,3.4168566753756124e-08
1987,4.697385065810522e-06,2.3221104594739472e-08,2.5665431391264093e-08
1988,4.499214355746517e-06,2.5785181545501246e-08,3.89775997589048e-08
1989,4.2203660086670425e-06,1.920842729319361e-08,2.359892514736117e-08
1990,3.8238631532294676e-06,2.288433420538638e-08,3.432650075296806e-08
1991,3.869739430228947e-06,1.523980985851381e-08,2.6376593631471934e-08
1992,3.973771526943892e-06,1.5427843447213263e-08,2.369276025371292e-08
1993,3.906803158315597e-06,2.049506697687775e-08,4.154405469636302e-08
1994,3.826431566267274e-06,1.4242301449307604e-08,3.2177052078363744e-08
1995,3.775110371861956e-06,1.843633334885908e-08,2.9281235214284607e-08
1996,3.930971161025809e-06,1.601427590536275e-08,3.362997991196437e-08
1997,3.7237150536384434e-06,5.130537106268207e-08,3.4523239822448204e-08
1998,3.598983994379523e-06,6.770743565809312e-08,2.5747898035888284e-08
1999,3.8622770262009e-06,4.798711250586507e-08,3.3362468343511864e-08
2000,3.7593028991977917e-06,2.3415567262929926e-08,3.357703848294591e-08
2001,3.879562882502796e-06,9.638665643407762e-09,2.7601633506568746e-08
2002,3.960624326282414e-06,1.1391175724906333e-08,3.548789351270898e-08
2003,3.82481857741368e-06,7.083768960303161e-09,3.208530685583355e-08
2004,3.9911815292725805e-06,6.166707949839534e-09,2.026203915761471e-08
2005,3.888987976097269e-06,1.1709749059285457e-08,3.422849559342467e-08
2006,3.5405616927164374e-06,9.059358152541108e-09,3.829637512664519e-08
2007,3.356161641931976e-06,6.790614959228947e-09,3.555086749984504e-08
2008,3.5877444588550134e-06,7.2376473703172906e-09,2.5118893631770334e-08
2009,3.52989286511729e-06,8.105927262747059e-09,3.9575998922458666e-08
2010,3.165413772876491e-06,5.668551850135373e-09,3.117703428756613e-08
2011,2.8775389182555955e-06,9.177532483972684e-09,3.3650952246944144e-08
2012,2.2440833618020406e-06,3.404252768568483e-09,2.2127641940983267e-08
2013,2.578824933152646e-06,1.3945624655065103e-09,3.0680375573410856e-08
2014,2.2213137071958045e-06,4.114345752981308e-09,2.338680796243331e-08
2015,2.4260418740595924e-06,2.881548111233201e-09,2.2387411591218154e-08
2016,2.373755705775693e-06,1.86420612280358e-09,1.822779316373868e-08
2017,2.3749887532176217e-06,1.2578056374223934e-09,2.3898308498804255e-08
2018,2.0708525880763773e-06,1.0325866828253538e-09,2.4782079777185828e-08
2019,2.1009934698668076e-06,1.2754939326953263e-09,1.8877309548859245e-08
