year,devrait_VERB hériter_VERB,devrait_VERB mériter_VERB
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,2.3401266702194334e-08
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,1.8880061958270744e-08
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,1.712560715461109e-08
1818,0.0,7.152706427149269e-09
1819,0.0,2.173720581311045e-08
1820,0.0,1.6613073583471305e-08
1821,0.0,3.94459531705138e-09
1822,1.0025615893027862e-09,5.012807946513931e-09
1823,0.0,1.6800567381736187e-08
1824,1.6842225392110777e-09,2.5263338088166165e-09
1825,0.0,3.522177216552791e-09
1826,0.0,2.201995996653494e-08
1827,0.0,1.659109177820639e-08
1828,0.0,5.503380751115117e-09
1829,0.0,1.971830476676928e-08
1830,0.0,1.0436835840010872e-09
1831,0.0,1.870944776882766e-08
1832,0.0,8.117981509236927e-09
1833,1.1583628500844156e-09,1.2741991461950875e-08
1834,9.334530925997342e-10,5.600718555598405e-09
1835,1.8151411040889798e-08,6.806779140333674e-09
1836,6.720750067579218e-10,6.720750067579218e-10
1837,3.478945576063097e-09,2.0873671680021744e-09
1838,0.0,1.0099458824797125e-08
1839,0.0,2.7965900706306e-09
1840,2.5478754661634184e-09,0.0
1841,0.0,4.494383976094696e-09
1842,6.708265054555795e-10,4.024959032733477e-09
1843,1.7720733769266417e-09,5.906911015873817e-09
1844,5.488561272137815e-10,3.841992946007622e-09
1845,2.7901139176833567e-09,1.1160455892778032e-09
1846,2.3418005312692003e-09,1.7563503984519002e-09
1847,2.1572894581822766e-09,3.235934187273415e-09
1848,1.528592186161859e-08,0.0
1849,4.1897072478036534e-09,0.0
1850,0.0,1.3577992064028876e-09
1851,6.449438760824933e-10,1.0319102017319892e-08
1852,3.906327261660181e-09,6.510545214055696e-09
1853,6.569124799682413e-09,5.971931837933653e-09
1854,1.558699391779328e-09,4.676098175337984e-09
1855,5.837630823180007e-09,3.1841622671890946e-09
1856,0.0,5.694908100650764e-09
1857,0.0,9.763018171682347e-10
1858,9.787352039936081e-10,7.829881631948865e-09
1859,4.582956236731661e-09,2.5460866748261424e-09
1860,0.0,9.154367819341758e-10
1861,1.4147891747029462e-09,9.431927461278633e-10
1862,0.0,4.9697850279528666e-09
1863,4.994620828036034e-10,0.0
1864,7.1920918109924514e-09,0.0
1865,4.706844358715045e-10,2.8241067262513297e-09
1866,4.865612912574591e-10,5.838735717134114e-09
1867,3.396968040192405e-09,1.455843445796745e-09
1868,4.93987406535723e-10,3.4579118457500613e-09
1869,3.906815315701806e-09,2.9301114867763545e-09
1870,2.8670243956696595e-09,6.880858549607183e-09
1871,3.18635318130589e-09,3.18635318130589e-09
1872,6.047339295989218e-10,0.0
1873,1.7958012854535355e-09,1.7958012854535355e-09
1874,2.9873046258899194e-09,3.5847653734322193e-09
1875,1.716458086775674e-09,5.721527140956084e-09
1876,0.0,2.418405919968336e-09
1877,6.184816214727107e-09,8.040260790487253e-09
1878,3.6234530931267273e-09,6.039088673581716e-10
1879,1.4662380642960215e-08,6.720257683667796e-09
1880,1.2835692508872398e-09,2.5671385017744797e-09
1881,2.7890030285249168e-09,0.0
1882,6.655385131892899e-10,0.0
1883,5.0554711528150165e-09,5.0554711528150165e-09
1884,0.0,5.941527270181268e-09
1885,3.2228177904158883e-09,3.2228177904158883e-09
1886,6.453463874400711e-10,1.2906927748801422e-09
1887,1.9586774424595887e-09,3.264462256069578e-09
1888,3.1703073499755874e-09,0.0
1889,0.0,1.8795409673089125e-09
1890,0.0,0.0
1891,1.2748440081367107e-09,0.0
1892,0.0,6.268512375839919e-10
1893,0.0,1.847525021858587e-09
1894,6.301539290376468e-10,0.0
1895,6.018614495673091e-10,3.611168697403855e-09
1896,5.89702897624278e-10,4.717623180994224e-09
1897,4.078699600285063e-09,2.9133566670225264e-09
1898,1.13167097914868e-09,1.13167097914868e-09
1899,3.8693048765026106e-09,7.185851913504848e-09
1900,3.114631885736685e-09,4.671947717582725e-09
1901,5.588738916095792e-10,3.912117296778206e-09
1902,4.910283846193408e-10,3.437198747846537e-09
1903,5.400220270956879e-10,5.940242076007962e-09
1904,0.0,5.374625189347171e-09
1905,0.0,3.096455536422127e-09
1906,5.144184522798412e-10,3.0865106026567446e-09
1907,1.5428529565042481e-09,9.771402353919711e-09
1908,4.911389073214423e-10,5.40252820258047e-09
1909,2.7504918342913243e-09,3.300590023513905e-09
1910,0.0,5.344150677544235e-10
1911,0.0,9.044636151145369e-09
1912,5.209421227725386e-10,2.0837684910901544e-09
1913,1.060597942803554e-09,2.6514948014977335e-09
1914,5.357394972094198e-09,2.678697486047099e-09
1915,0.0,1.1780761921542648e-09
1916,0.0,8.789969641043172e-09
1917,2.1932848870420685e-09,0.0
1918,0.0,1.1486376294556067e-09
1919,3.6831393490643904e-09,5.524709134618888e-09
1920,2.2716695191604686e-09,6.815008557481406e-09
1921,0.0,1.5145494858259667e-09
1922,0.0,4.426761179843197e-09
1923,0.0,0.0
1924,0.0,2.578324886925998e-09
1925,6.598906754362588e-09,4.399271169575059e-09
1926,0.0,3.343841648018042e-09
1927,0.0,0.0
1928,2.2852082448565625e-09,3.4278122562625413e-09
1929,1.1140406375176326e-09,3.342121912552898e-09
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,0.0,5.7026783295555106e-09
1932,0.0,4.383814644626227e-09
1933,1.1470662197865522e-09,1.1470662197865522e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,2.393656828303392e-09,1.196828414151696e-09
1936,4.849885826274658e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,0.0,6.482607339819424e-09
1939,0.0,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,0.0,6.068423541449874e-09
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,0.0
1946,1.3921104269343232e-09,2.7842208538686464e-09
1947,5.960435700558264e-09,2.3841741914054637e-09
1948,1.0871887834440486e-09,8.697510267552389e-09
1949,6.8719057111366055e-09,3.9268033269479474e-09
1950,5.317680518146517e-09,6.381216888229346e-09
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,0.0,3.1634410646574906e-09
1953,1.0773827385790469e-09,3.232148326759443e-09
1954,2.9317608341017376e-09,3.9090144454689835e-09
1955,9.385607846468247e-10,6.569925492527773e-09
1956,5.232684952005684e-09,2.616342476002842e-09
1957,0.0,8.835037701437898e-10
1958,1.6544486891589827e-09,1.6544486891589827e-09
1959,0.0,2.325224457422337e-09
1960,4.152500121534786e-09,4.152500121534786e-09
1961,0.0,6.25334317660986e-09
1962,1.2683912808952869e-09,6.976152100435229e-09
1963,1.2932106496776896e-09,1.939815863494232e-09
1964,6.083968329129164e-10,3.041984220075733e-09
1965,5.472043373977442e-10,2.73602163147757e-09
1966,2.215629901769489e-09,6.092982118843793e-09
1967,4.930335584241163e-10,2.9582012395223956e-09
1968,4.4914158503495116e-10,2.6948494546985557e-09
1969,1.090021850558287e-08,5.904285060864822e-09
1970,1.1496812390987543e-08,5.978342709767048e-09
1971,0.0,2.569198631618974e-09
1972,1.5390440033513642e-09,8.721249500354133e-09
1973,3.859242703185828e-09,4.9618833486420044e-09
1974,1.6876715580593782e-09,6.750686232237513e-09
1975,5.711480177694739e-10,1.028066431985053e-08
1976,1.142705374768127e-09,7.998937512354587e-09
1977,5.876781838942691e-10,2.3507127355770763e-09
1978,1.7821774056514528e-09,4.752473081737207e-09
1979,0.0,7.607565244427406e-09
1980,1.7055452605774235e-09,1.0233271119375331e-08
1981,4.427884725544118e-09,5.69299452024552e-09
1982,4.966001831974154e-09,9.932003663948308e-09
1983,1.89459470334441e-09,8.841442245000053e-09
1984,1.1598016991243298e-09,8.698512798943625e-09
1985,1.2031116103372597e-09,6.015558051686298e-10
1986,4.7955883708539204e-09,4.7955883708539204e-09
1987,1.8332451112712533e-09,7.332980445085013e-09
1988,1.798966087207532e-09,5.396898483667201e-09
1989,1.0976244357863152e-09,7.134558721588746e-09
1990,4.90378582185258e-09,7.083246433836621e-09
1991,3.5168792322792797e-09,7.033758464558559e-09
1992,2.2039776670368383e-09,6.61193322315512e-09
1993,6.093128224193833e-09,4.985286850001103e-09
1994,3.164955852952289e-09,6.329911705904578e-09
1995,6.506940763983948e-09,9.21816667442954e-09
1996,1.6014276571496566e-09,1.1209993822092201e-08
1997,2.3974471297094624e-09,1.3425704992187093e-08
1998,6.675381136744818e-09,5.72175506974304e-09
1999,5.941261704833778e-09,7.312321859131998e-09
2000,1.3254094488601709e-09,7.510653432518666e-09
2001,3.5049694258049158e-09,1.1391150245287918e-08
2002,6.571832411594869e-09,7.886198361006791e-09
2003,4.1669229178253886e-10,7.91715315529018e-09
2004,2.2023955992267474e-09,5.726228824443069e-09
2005,5.404499514582994e-09,9.457874483587148e-09
2006,1.6471559671771274e-09,5.353256948836815e-09
2007,3.1955835755326234e-09,5.192823504529542e-09
2008,4.257439734089985e-09,7.2376473703172906e-09
2009,3.337734755248789e-09,8.105927484791664e-09
2010,7.085689368580006e-09,6.140930874920514e-09
2011,5.7359579308524644e-09,5.7359579308524644e-09
2012,7.489355802192676e-09,4.425528388196653e-09
2013,5.578249862026041e-09,6.4149877077035455e-09
2014,7.795602385840539e-09,7.145969066479907e-09
2015,3.32486305154589e-09,4.433150652127793e-09
2016,5.799752234025846e-09,4.556948152156792e-09
2017,3.018733707449428e-09,5.0312225496895735e-09
2018,4.130346731301415e-09,4.904786632398128e-09
2019,6.377469219387422e-09,5.3570743396846865e-09
