year,tout_DET être_NOUN,tout_DET mètre_NOUN,tout_DET etre_NOUN
1859,1.084632894610138e-07,6.619825576592575e-09,5.092173349652285e-10
1860,1.6752492759675164e-07,3.2040287090140396e-09,1.373155145145688e-09
1861,2.315538241148829e-07,1.4147891080895647e-08,0.0
1862,1.7123167772581382e-07,3.614389121331385e-09,0.0
1863,1.778085056969303e-07,7.491931297565202e-09,9.989241656072068e-10
1864,1.534312921158687e-07,3.3563094525845827e-09,3.3563094525845827e-09
1865,1.3791053832257205e-07,6.118897832863013e-09,9.41368871743009e-10
1866,1.6153835186161203e-07,1.4596839292835284e-09,0.0
1867,7.715969907451381e-08,1.2132028714972876e-08,1.455843445796745e-09
1868,1.2448482245019932e-07,1.975949626142892e-09,0.0
1869,1.841086673115555e-07,1.4650557433881772e-09,0.0
1870,1.370437647807421e-07,2.2936195165357276e-09,5.734048791339319e-10
1871,9.98390687900752e-08,0.0,0.0
1872,1.632781571059283e-07,1.8142017887967654e-09,0.0
1873,7.961385861676717e-08,1.7359413462259e-08,5.986004469882289e-10
1874,1.2785663727754581e-07,1.7923826867161097e-09,0.0
1875,1.4132171699543505e-07,4.577221601742565e-09,0.0
1876,2.4063139036911707e-07,6.650616501957529e-09,0.0
1877,7.483627140203453e-08,3.7108897066318036e-09,6.184815992682502e-10
1878,9.964496783254617e-08,6.6429977074733415e-09,0.0
1879,1.044694606378016e-07,3.665595160740054e-09,6.10932526790009e-10
1880,1.1937193922229028e-07,9.626769603698904e-09,0.0
1881,1.0458761678933115e-07,2.091752326904839e-09,6.972507571312292e-10
1882,8.385785355002895e-08,2.6621540527571597e-09,0.0
1883,9.605395084877344e-08,5.687405213450347e-09,0.0
1884,8.450172117591137e-08,1.650424241717019e-08,6.601696966868076e-10
1885,8.637151838186696e-08,6.445635580831777e-09,1.2891271383708158e-09
1886,8.066830226027832e-08,6.453463874400711e-10,0.0
1887,5.4842967112112007e-08,7.1818169189441505e-09,0.0
1888,1.528088138247341e-07,1.268122939990235e-09,0.0
1889,9.961567365435187e-08,2.5060546970934183e-09,6.265136742733546e-10
1890,1.0224842839079429e-07,3.2771931834929546e-09,1.3108772956016423e-09
1891,8.22274408562862e-08,2.5496880162734215e-09,1.2748440081367107e-09
1892,1.2286284523099766e-07,3.761107425503951e-09,6.268512375839919e-10
1893,1.244000121802813e-07,5.542574843531156e-09,6.158416554491453e-10
1894,1.1846893599454233e-07,4.4110775032635274e-09,0.0
1895,1.0111272685797701e-07,0.0,5.416752824061177e-09
1896,1.3209344945641632e-07,2.94851448812139e-09,1.7691086373616827e-09
1897,1.2003030036566997e-07,5.826713556089658e-10,5.826713556089658e-10
1898,1.312738335812469e-07,9.053367944211743e-09,5.6583548957434e-10
1899,1.122098414185757e-07,0.0,1.1055156790007459e-09
1900,1.3444827695607842e-07,1.038210628578895e-09,5.191053142894475e-10
1901,1.2574662744402332e-07,7.824234593556412e-09,0.0
1902,8.936716788809917e-08,3.437198747846537e-09,1.9641135384773634e-09
1903,1.209649340694341e-07,2.1600881083827517e-09,1.6200660812870638e-09
1904,1.3544055299519187e-07,4.837162670412454e-09,1.0749250378694342e-09
1905,1.3263150933084944e-07,9.805442235943929e-09,1.0321518084666081e-09
1906,1.4300832845703937e-07,5.144184633820714e-09,2.0576737536082135e-09
1907,1.0645685399879312e-07,4.1142746431965804e-09,5.142843373384665e-10
1908,1.3702775447654858e-07,0.0,4.911389073214423e-10
1909,1.672299037025482e-07,4.950885035270858e-09,1.6502950117569526e-09
1910,1.6085893150830088e-07,2.137660271017694e-09,3.740905363258662e-09
1911,1.686558633862134e-07,8.51259862599818e-09,1.5961122423746588e-09
1912,1.4169625961457655e-07,3.6465949149189214e-09,3.6465949149189214e-09
1913,1.2727175185967e-07,5.833288518886093e-09,1.060597942803554e-09
1914,1.7813337854777345e-07,2.678697486047099e-09,1.3393487430235496e-09
1915,1.060268557395716e-07,1.1780761921542648e-09,2.3561523843085297e-09
1916,1.42837009775576e-07,7.69122365795738e-09,4.394984820521586e-09
1917,1.2063067134082672e-07,3.289927441585405e-09,0.0
1918,1.0337738842736144e-07,1.1486376294556067e-09,0.0
1919,9.299926873040931e-08,2.762354567309444e-09,0.0
1920,1.5750242132739345e-07,1.514446346106979e-09,8.329454903588385e-09
1921,1.1283394052430396e-07,6.81547268621685e-09,2.27182422873895e-09
1922,1.3206504634322158e-07,5.164555005876537e-09,3.6889677978990676e-09
1923,2.7176826611352567e-07,5.307974060286824e-09,1.0615948120573648e-09
1924,1.6501279231917465e-07,1.6759111320929776e-08,0.0
1925,1.7817047748280856e-07,9.898360353588487e-09,5.499089184013428e-09
1926,1.54931320772711e-07,3.566764172902026e-08,5.573069339348535e-09
1927,1.8173236160379247e-07,4.0137210444157745e-08,0.0
1928,1.8967228854194218e-07,4.227635397313634e-08,3.4278122562625413e-09
1929,1.4928144764780882e-07,1.1140406375176326e-09,0.0
1930,1.649065701769814e-07,3.1510811737689437e-09,2.100720708497761e-09
1931,1.437074956811557e-07,1.9389105432310316e-08,1.1405356659111021e-09
1932,1.7425663589865081e-07,6.575721855917038e-09,1.0959536611565568e-09
1933,1.365008799325551e-07,1.1470662197865522e-09,0.0
1934,1.3659001574239937e-07,0.0,1.1981580172459871e-09
1935,1.1130504162792931e-07,4.787313656606784e-09,1.196828414151696e-09
1936,1.2003467197985174e-07,9.699771208460106e-09,0.0
1937,8.561960029851434e-08,2.5182236296217297e-09,1.2591118148108649e-09
1938,1.2576258145990948e-07,9.075649898271365e-09,3.8895642262559704e-09
1939,1.5599931657561683e-07,4.588215141154706e-09,1.5294050470515685e-09
1940,1.5214697413057365e-07,0.0,0.0
1941,1.918476684181769e-07,2.9515025978810172e-09,0.0
1942,1.9115534644065235e-07,3.034211770724937e-09,1.517105907566929e-08
1943,1.6838764693716257e-07,5.806470415592457e-09,8.709705845433291e-09
1944,2.1849665898798776e-07,1.927911696952833e-08,0.0
1945,1.829943343523155e-07,6.535512131478072e-09,0.0
1946,3.410670679215855e-07,5.568441707737293e-09,0.0
1947,3.123268259574985e-07,1.3112958274774655e-08,2.3841741914054637e-09
1948,2.3265840365382928e-07,5.435944139264848e-09,0.0
1949,1.7081594672063716e-07,3.9268033269479474e-09,9.817008317369869e-10
1950,2.3823209627238384e-07,2.1270722960764488e-09,2.1270722960764488e-09
1951,1.6098716093537746e-07,3.1984206394497505e-09,7.462981344019681e-09
1952,2.0140575318627896e-07,3.1634410646574906e-09,1.0544803918932644e-09
1953,2.1008963912994005e-07,3.232148326759443e-09,5.386913581872932e-09
1954,2.1206402989193407e-07,7.818028890937967e-09,1.9545072227344917e-09
1955,2.534114145191779e-07,3.754243138587299e-09,0.0
1956,1.9622567970500882e-07,4.360570571293465e-09,6.104799332717903e-09
1957,1.7581724875981308e-07,0.0,8.835037701437898e-10
1958,1.679265470011515e-07,8.272243445794913e-09,2.4816730892496253e-09
1959,1.7671705210275945e-07,7.750747821333448e-10,9.300897829689347e-09
1960,1.7924958278792147e-07,4.152500121534786e-09,6.920833350854139e-10
1961,2.1469812699903557e-07,3.47407969059077e-09,1.3896318540318475e-09
1962,1.7630639137511395e-07,6.341956404476434e-10,8.244543714397423e-09
1963,1.467794104037523e-07,1.2932106496776896e-09,0.0
1964,1.6305035344110763e-07,1.2167936658258327e-09,3.6503808864551957e-09
1965,2.1012645956552944e-07,1.6416130677043839e-09,9.302473458205895e-09
1966,1.6783396750152946e-07,2.215629901769489e-09,4.431259803538978e-09
1967,1.646732123439243e-07,3.944268356370628e-09,4.437301970305896e-09
1968,1.5360641714146084e-07,2.69484942694298e-09,5.838840522187638e-09
1969,1.4806130133049322e-07,4.087581828571274e-09,9.083515606356229e-10
1970,1.5681651677201813e-07,2.2993624781975086e-09,1.2876430144359574e-08
1971,1.4130592718153423e-07,3.083038491169532e-09,6.166077093361366e-09
1972,1.569824952252219e-07,4.10411743478889e-09,2.0520587451500205e-09
1973,1.1632860286159286e-07,1.102640756478479e-09,6.615844538870874e-09
1974,1.7608038677119353e-07,7.875800234202757e-09,3.937900228123681e-09
1975,1.1765648810779794e-07,2.2845920710778955e-09,0.0
1976,1.6340687369886808e-07,5.1421741309454205e-09,4.570821499072508e-09
1977,1.37516692477746e-07,1.7630346071939584e-09,2.3507127355770763e-09
1978,1.3722766056822877e-07,7.1287097336281136e-09,1.7821774056514528e-09
1979,1.2581742658834827e-07,3.5111840102075575e-09,2.3407893401383717e-09
1980,1.2507331392797028e-07,2.2740602734216964e-09,7.959210845953635e-09
1981,1.486504178083159e-07,1.897664858585557e-09,2.5302198114474095e-09
1982,2.0795132182893639e-07,4.345251713999687e-09,2.483000915987077e-09
1983,1.9072254175966918e-07,3.157658134966823e-09,5.052252838311233e-09
1984,1.6237224037540798e-07,5.219107590548333e-09,3.479405208395292e-09
1985,1.4738117004586826e-07,3.0077789148208467e-09,1.8046674155058895e-09
1986,1.4087040711707743e-07,2.997242676272549e-09,1.1988970927134801e-09
1987,1.8149125297073354e-07,4.277571630240118e-09,6.110816852533674e-10
1988,1.4091901845425525e-07,1.798966087207532e-09,2.99827696004229e-09
1989,1.3994711345333144e-07,1.0976244357863152e-09,2.7440609784434855e-09
1990,1.9506169834926368e-07,5.44865097484859e-10,5.44865097484859e-10
1991,1.5122579510862266e-07,2.930732601047481e-09,1.52398094144246e-08
1992,1.5207446524279078e-07,4.958949750832886e-09,2.754972083796048e-09
1993,1.3958802941305137e-07,8.308811416668505e-09,1.1078414852150331e-09
1994,1.5508284068044276e-07,0.0,0.0
1995,1.567088294684993e-07,5.422450821690461e-10,4.337960657352369e-09
1996,1.6067658004104146e-07,5.3380921904988554e-09,4.270473752399084e-09
1997,1.9898812753105233e-07,3.835915696193126e-09,1.917957792585412e-09
1998,1.6259321000688942e-07,1.43043876743576e-09,1.9072516899143466e-09
1999,1.6909744263160498e-07,3.656160929565999e-09,3.1991407856146736e-09
2000,1.7893027193238709e-07,1.3254094488601709e-09,1.3254094488601709e-09
2001,1.8926834521870717e-07,1.3143635069212678e-09,6.1336963841363e-09
2002,2.2256604381709622e-07,1.752488598683044e-09,1.0076809386916352e-08
2003,1.7834430643404175e-07,2.5001538617175356e-09,8.333845835650777e-10
2004,1.5725105095842906e-07,2.2023955992267474e-09,4.404791115186768e-09
2005,1.6303572836218194e-07,4.053374524914943e-09,4.5037495954858286e-10
2006,1.655391816401952e-07,3.706100981659688e-09,8.235779835885637e-10
2007,1.8334661233687655e-07,2.7961355453243186e-09,2.7961355453243186e-09
2008,1.8306990801075784e-07,1.7029758714315335e-09,4.257439678578834e-10
2009,2.026481782380074e-07,2.384096253749135e-09,2.860915504498962e-09
2010,1.95092659360796e-07,4.723793023408973e-10,4.2514138876015295e-09
2011,1.9464016709491716e-07,1.529588788962144e-09,2.6767803529281764e-09
2012,2.233189837497207e-07,1.0212758416727752e-09,4.765953909302567e-09
2013,2.0332721684113153e-07,8.367375126105969e-10,8.367375126105969e-10
2014,2.1719415599363856e-07,1.2992671383216248e-09,1.7323561751769745e-09
2015,1.7134128560414297e-07,4.433150790905671e-10,2.2165753954528356e-10
2016,2.0899821784325923e-07,1.657072062899445e-09,1.4499380585064614e-09
2017,2.1583945475356359e-07,1.0062445598979508e-09,4.52810045015184e-09
2018,2.3233200607819526e-07,2.0651733656507076e-09,2.323319980845895e-09
2019,1.7576305921807034e-07,7.65296326310505e-10,1.5305927081321613e-09
