year,excellent_ADJ être_NOUN,excellent_ADJ maître_NOUN
1862,0.0,1.612921143867574e-07
1863,0.0,1.6432303207025711e-07
1864,4.794727948009836e-10,2.1336539612892835e-07
1865,4.706844358715045e-10,2.3581289898544355e-07
1866,4.865612912574591e-10,1.5910554740372618e-07
1867,0.0,1.9459774769359228e-07
1868,0.0,1.9265508188759384e-07
1869,2.441759683335931e-09,2.163398979959652e-07
1870,0.0,1.983980912889649e-07
1871,1.0621177271019633e-09,1.4657224300940186e-07
1872,6.047339295989218e-10,1.959337988521881e-07
1873,5.986004469882289e-10,1.7119973061419103e-07
1874,0.0,1.9178494914395827e-07
1875,0.0,1.7336227625674994e-07
1876,0.0,2.28539352553625e-07
1877,0.0,2.0471741191130377e-07
1878,0.0,2.711550712852784e-07
1879,0.0,1.9000002282609785e-07
1880,0.0,2.342513847342076e-07
1881,1.3945015142624584e-09,2.572855239968419e-07
1882,0.0,2.549012405594908e-07
1883,0.0,2.022188390071733e-07
1884,0.0,2.845331277256946e-07
1885,6.445635691854079e-10,2.642710646427737e-07
1886,0.0,3.013767653214927e-07
1887,0.0,2.800908674438496e-07
1888,0.0,2.7074425634765475e-07
1889,0.0,2.1552069728869583e-07
1890,0.0,1.85489135717809e-07
1891,0.0,2.307467594775403e-07
1892,0.0,2.5074050435947015e-07
1893,0.0,2.112336843218543e-07
1894,0.0,1.783335603633418e-07
1895,6.018614495673091e-10,2.545874002723991e-07
1896,0.0,1.9578136112308187e-07
1897,0.0,1.9636025161418047e-07
1898,0.0,1.561705924579826e-07
1899,0.0,2.0009833434642132e-07
1900,0.0,1.697474412143407e-07
1901,1.1177477832191585e-09,1.2574662577868878e-07
1902,0.0,1.3503281204307882e-07
1903,0.0,1.1286460299686496e-07
1904,0.0,1.3920279506862698e-07
1905,1.5482277682110634e-09,1.2953504713308917e-07
1906,0.0,1.3271995813468607e-07
1907,0.0,1.460567489175446e-07
1908,0.0,1.453771205639498e-07
1909,0.0,1.3697448997262995e-07
1910,0.0,1.571180335835365e-07
1911,0.0,1.787645717010733e-07
1912,0.0,1.4273814857856948e-07
1913,0.0,1.4371102441401717e-07
1914,0.0,1.7277598429732421e-07
1915,0.0,8.482148305954951e-08
1916,0.0,1.3184954283929073e-07
1917,0.0,9.869781669724631e-08
1918,0.0,1.5851199908212266e-07
1919,0.0,1.0312790071909106e-07
1920,0.0,1.6810354841467756e-07
1921,7.572747429129834e-10,1.6887226644834996e-07
1922,0.0,1.2690048573071877e-07
1923,1.0615948120573648e-09,1.1040586223032278e-07
1924,0.0,1.0700048447276345e-07
1925,0.0,8.908523896344889e-08
1926,0.0,1.270659775176597e-07
1927,0.0,1.1149224665718549e-07
1928,0.0,1.0511958148384792e-07
1929,0.0,9.469345307877575e-08
1930,0.0,7.562594517285248e-08
1931,0.0,6.957267473239881e-08
1932,0.0,8.219652791741083e-08
1933,4.588264879146209e-09,6.308864253234958e-08
1934,2.3963160344919743e-09,7.668211132738634e-08
1935,0.0,8.736847334489539e-08
1936,0.0,8.123558714601131e-08
1937,0.0,7.428759962735398e-08
1938,0.0,7.260520362706302e-08
1939,0.0,5.352917753498332e-08
1940,0.0,9.128818589942966e-08
1941,0.0,4.7224042454274695e-08
1942,0.0,1.0316320020464786e-07
1943,0.0,4.935499875458049e-08
1944,0.0,1.574461219178147e-07
1945,0.0,6.099811145077183e-08
1946,0.0,5.986074746999748e-08
1947,0.0,6.318061940291386e-08
1948,5.435944139264848e-09,6.088257320513435e-08
1949,0.0,5.3011845135841895e-08
1950,0.0,7.23204551800194e-08
1951,0.0,5.757157006680558e-08
1952,0.0,7.065018625684871e-08
1953,0.0,6.4642963648609e-08
1954,0.0,7.036225690981723e-08
1955,0.0,5.819076864810313e-08
1956,0.0,6.192010681971283e-08
1957,0.0,5.035971373246184e-08
1958,8.272243445794913e-10,4.136121695141881e-08
1959,3.8753737996444215e-09,4.107896289795576e-08
1960,0.0,5.3982498526838896e-08
1961,0.0,5.350082465938044e-08
1962,0.0,6.088278131644032e-08
1963,6.466053248388448e-10,6.789356221670317e-08
1964,1.2167936658258327e-09,6.69236518424654e-08
1965,5.472043373977442e-10,7.551419978213403e-08
1966,0.0,6.591499079888763e-08
1967,1.9721342336964653e-09,5.3740658922940554e-08
1968,0.0,8.443861598816937e-08
1969,0.0,4.2238345682177325e-08
1970,1.3796175313274261e-09,4.8286612708281496e-08
1971,0.0,6.268845009760327e-08
1972,0.0,8.618646618607784e-08
1973,0.0,5.67859979039298e-08
1974,0.0,3.431598877279285e-08
1975,0.0,3.826691719055475e-08
1976,5.713526873840635e-10,4.6279568122198356e-08
1977,0.0,3.1734622096823983e-08
1978,5.940591352171509e-10,3.2673252214898696e-08
1979,0.0,3.745263099652618e-08
1980,0.0,4.434417461007811e-08
1981,0.0,3.858585095883882e-08
1982,0.0,3.9107264093729555e-08
1983,0.0,2.5892796129411977e-08
1984,5.799008495621649e-10,3.189454655938562e-08
1985,0.0,3.308556961734155e-08
1986,5.994485463567401e-10,3.3569117374732116e-08
1987,0.0,3.299841189186026e-08
1988,0.0,2.818380373525997e-08
1989,0.0,2.744061089465788e-08
1990,0.0,2.451892872068484e-08
1991,0.0,2.579044677819553e-08
1992,0.0,2.6447732115464362e-08
1993,0.0,3.711268964368131e-08
1994,0.0,3.2177051634274534e-08
1995,0.0,3.6330419450614215e-08
1996,2.135236876199542e-09,4.3772356850269034e-08
1997,4.79489448146353e-10,3.020783612139866e-08
1998,0.0,3.480734300786992e-08
1999,0.0,4.890115362643499e-08
2000,0.0,3.3577038260901304e-08
2001,0.0,2.8477876806709546e-08
2002,0.0,4.512658025035421e-08
2003,8.333845835650777e-10,3.875238396844338e-08
2004,0.0,4.40479144270256e-08
2005,1.8014998381943315e-09,3.242699675443106e-08
2006,0.0,3.994353220404534e-08
2007,0.0,3.1556388502274046e-08
2008,4.257439678578834e-10,3.448526314508982e-08
2009,4.76819250749827e-10,3.528462544366562e-08
2010,0.0,3.353893102131522e-08
2011,1.1471915639660324e-09,3.862211517269287e-08
2012,6.808505426114664e-10,4.2553158108304956e-08
2013,0.0,4.155796390348243e-08
2014,4.330890368553497e-10,4.049382613946495e-08
2015,4.433150790905671e-10,5.231117883308656e-08
2016,6.214020409345267e-10,7.581104433107555e-08
2017,0.0,2.9181091321106578e-08
2018,0.0,5.472709502241102e-08
2019,5.1019755087367e-10,3.954030891595295e-08
