year,tout_ADV uni_VERB,tout_ADV muni_VERB
1951,3.3050344683260846e-08,0.0
1952,1.370824520563474e-08,0.0
1953,1.2928593307037772e-08,0.0
1954,2.14995790059902e-08,2.9317608341017376e-09
1955,2.0648336374051723e-08,0.0
1956,1.3081712602058815e-08,8.72114158667614e-10
1957,1.236905244894615e-08,0.0
1958,1.7371711180658167e-08,0.0
1959,1.3951345856355601e-08,0.0
1960,2.0070416439921246e-08,0.0
1961,1.667558180429296e-08,0.0
1962,2.029426049432459e-08,0.0
1963,1.3578711488548834e-08,0.0
1964,1.8251904876365188e-08,1.8251904432275978e-09
1965,2.407699106754535e-08,5.472043373977442e-10
1966,1.38476865529924e-08,0.0
1967,1.9721342781053863e-08,4.930335584241163e-10
1968,9.88111459321317e-09,8.982831700699023e-10
1969,8.629339909305145e-09,3.1792304344691047e-09
1970,1.0577067222072856e-08,0.0
1971,1.6956711590410123e-08,1.0276794970565106e-09
1972,8.208234980600082e-09,0.0
1973,1.2129047988196362e-08,0.0
1974,6.750686232237513e-09,0.0
1975,3.4268881066168433e-09,5.711480177694739e-10
1976,6.2848797277581525e-09,0.0
1977,9.990529292736028e-09,0.0
1978,1.6633656230169436e-08,0.0
1979,5.851973128301324e-09,4.681578680276743e-09
1980,8.527726080842513e-09,0.0
1981,6.958104314946922e-09,6.325549528618524e-10
1982,7.449002747961231e-09,0.0
1983,1.1999100379966876e-08,0.0
1984,9.858314165001048e-09,0.0
1985,6.617113967877231e-09,6.015558051686298e-10
1986,8.392279760016663e-09,0.0
1987,3.6664902225425067e-09,0.0
1988,3.597932174415064e-09,5.996553809062277e-10
1989,9.329808037250586e-09,0.0
1990,7.083246433836621e-09,1.089730194969718e-09
1991,1.1722930404189924e-09,5.861465202094962e-10
1992,5.509944056569793e-09,0.0
1993,6.093128224193833e-09,0.0
1994,1.160483886764041e-08,5.274926606624319e-10
1995,7.591431483433553e-09,1.0844901643380922e-09
1996,5.871901187504136e-09,0.0
1997,7.671831170341648e-09,0.0
1998,5.72175506974304e-09,0.0
1999,8.683382013430219e-09,1.3710603763428253e-09
2000,8.83606254831193e-09,8.836062992401139e-10
2001,5.695575122643959e-09,4.3812117822561447e-10
2002,7.009954394732176e-09,0.0
2003,4.166922806803086e-09,0.0
2004,6.607186797680242e-09,0.0
2005,6.7556245042510454e-09,4.5037495954858286e-10
2006,5.7650457740976435e-09,0.0
2007,5.192823504529542e-09,1.1983438685803094e-09
2008,4.6831836186811415e-09,0.0
2009,5.245011536203492e-09,0.0
2010,2.8342759250676863e-09,0.0
2011,7.647943611743813e-09,0.0
2012,6.468080293586809e-09,6.808505426114664e-10
2013,9.204113027294625e-09,5.578250084070646e-10
2014,7.362513709807672e-09,2.1654451842767486e-10
2015,9.531274436369586e-09,2.2165753954528356e-10
2016,1.304944241553585e-08,2.0713400439298368e-10
2017,4.024978128569501e-09,0.0
2018,8.518839855753413e-09,0.0
2019,1.1224345897176136e-08,0.0
