year,fallut_VERB être_VERB,fallut_VERB mettre_VERB
1800,3.772997558826319e-08,4.7162465932615305e-08
1801,1.4287095950749062e-08,1.904946067554647e-08
1802,3.5805442166747525e-08,6.042168365638645e-08
1803,2.7304748684287006e-08,1.4042441875972145e-07
1804,1.2359254952798437e-08,8.651478111687538e-08
1805,7.391481915419718e-08,6.822906328807221e-08
1806,3.7461699520235925e-08,6.339671898558663e-08
1807,1.7081731584767113e-08,5.97860605466849e-08
1808,2.7192887941396293e-08,1.0877155176558517e-07
1809,3.6144488291256494e-08,1.1521055398588942e-07
1810,4.680253340438867e-08,5.616304221689461e-08
1811,1.2535384286138651e-08,9.526891631139733e-08
1812,5.867858021701977e-08,2.9339290108509886e-08
1813,2.8757416448144113e-09,6.614205716459765e-08
1814,2.2026739543434815e-08,1.4160046646338742e-07
1815,2.697223555614414e-09,7.821948599939788e-08
1816,1.3905623319487859e-08,4.6352077731626196e-08
1817,2.1796227045456362e-08,3.7364962679475866e-08
1818,3.099506074022429e-08,6.318224166079744e-08
1819,1.7596784473994376e-08,1.1800197086131448e-07
1820,2.1359666035891678e-08,6.645229433388522e-08
1821,2.859831660373402e-08,1.015733275266939e-07
1822,2.8071724500478012e-08,9.624591257306747e-08
1823,4.644862983127496e-08,9.38855251320092e-08
1824,6.652678763430231e-08,8.842168597311684e-08
1825,4.9310479255382234e-08,1.831532188134588e-07
1826,2.7304752237000685e-08,1.3123896280831104e-07
1827,5.2538457140371975e-08,1.0323346089080587e-07
1828,2.7516904310687096e-08,1.3758452155343548e-07
1829,2.4004892296147773e-08,1.1488055662312036e-07
1830,1.7742621594152297e-08,1.3776623575267877e-07
1831,2.494592976631793e-08,1.4499821077151864e-07
1832,5.0060886991332154e-08,1.1365174401589684e-07
1833,3.359252431778259e-08,1.760711541010096e-07
1834,1.6802156110884425e-08,1.3908450569033448e-07
1835,3.857174846189082e-08,1.0210168710500511e-07
1836,2.5538851033957144e-08,1.2030142215735395e-07
1837,9.74104708006962e-09,1.2385045522478322e-07
1838,1.5780404538645598e-08,1.5149188925533963e-07
1839,1.5381244722334486e-08,1.4612183463214024e-07
1840,1.2739377552861697e-08,1.0955864837569607e-07
1841,2.247191943638427e-08,6.035315891494974e-08
1842,3.018719141323345e-08,9.12324082946725e-08
1843,1.3585895075607368e-08,8.801297468608027e-08
1844,3.2931367854871496e-08,9.769639319756607e-08
1845,2.0646844234306627e-08,1.0769839775548462e-07
1846,2.3418005312692003e-08,7.786486833083472e-08
1847,1.0786447290911383e-08,8.089835290547853e-08
1848,3.539897619475596e-08,9.654266364123032e-08
1849,2.262441967104678e-08,8.714591359648693e-08
1850,1.5614691761811628e-08,9.844044512874461e-08
1851,3.031236062156495e-08,9.996630012665264e-08
1852,7.161600201754936e-09,7.161600024119252e-08
1853,2.448492075757258e-08,1.003284566536422e-07
1854,1.9223959313308114e-08,1.2417638117767638e-07
1855,3.02495415382964e-08,1.0985360177073744e-07
1856,2.1226476576430287e-08,7.040977578753882e-08
1857,1.610898081594314e-08,8.542640728137485e-08
1858,1.761723389392955e-08,8.466059853162733e-08
1859,1.4258085379026397e-08,9.929738098435337e-08
1860,1.4189270203246451e-08,8.742421186980209e-08
1861,1.4147890858851042e-08,6.743827896116272e-08
1862,2.5300723294208183e-08,9.48777127973699e-08
1863,2.3974180862751382e-08,8.191177869321109e-08
1864,2.0137857603685916e-08,8.582563282288902e-08
1865,2.118079933666195e-08,8.801799111779474e-08
1866,2.6760870852626795e-08,1.0753004886510098e-07
1867,4.367530337390235e-09,9.074757656435395e-08
1868,1.0867722721741302e-08,1.2695475959390023e-07
1869,1.4162205630441349e-08,9.474027251599182e-08
1870,1.548193218070537e-08,7.511604138699113e-08
1871,8.496941816815706e-09,9.346636176132961e-08
1872,1.5723081503438152e-08,7.438227100919903e-08
1873,8.380406590902112e-09,5.207823861042016e-08
1874,1.3741600746186577e-08,7.82673765797881e-08
1875,1.602027666081085e-08,8.925582051233505e-08
1876,2.6602464231473277e-08,6.348315650939185e-08
1877,1.2369632429454214e-08,6.555904974447913e-08
1878,7.850815109122777e-09,6.34104324603868e-08
1879,2.077170613290491e-08,8.430868803088742e-08
1880,1.4119262203848848e-08,7.701415682959123e-08
1881,2.998178416646624e-08,7.600033313792665e-08
1882,1.9300616216355593e-08,5.257754409626614e-08
1883,1.7694148368718743e-08,9.605395234757452e-08
1884,5.941527270181268e-09,6.139578090369469e-08
1885,1.4824961702686323e-08,8.443782917311182e-08
1886,1.2906927970846027e-08,1.0002869288427974e-07
1887,1.2404957061562527e-08,7.508263166755569e-08
1888,1.5851536971922542e-08,6.974676125537371e-08
1889,1.3156786771162388e-08,8.019375030698939e-08
1890,1.4419650362640368e-08,8.520702721170892e-08
1891,2.5496881050912634e-08,4.780665108228277e-08
1892,2.005923960268774e-08,4.4506439422775657e-08
1893,2.155445777418663e-08,6.527921669885473e-08
1894,1.0082462864602348e-08,1.0145478057665969e-07
1895,3.370423939941247e-08,6.861220214204877e-08
1896,2.4177818858106548e-08,5.130415203780103e-08
1897,9.905413378419325e-09,4.836172351474488e-08
1898,1.1316709347397591e-08,6.903192684148962e-08
1899,4.9748205555033564e-09,5.251199297617859e-08
1900,9.34389543516545e-09,6.02162160134867e-08
1901,1.117747761014698e-08,5.7005138387467014e-08
1902,9.820567470342212e-09,5.057592389334786e-08
1903,1.6200660368781428e-08,4.9142006020019835e-08
1904,1.5048950530172078e-08,4.622177840474251e-08
1905,1.5482276793932215e-08,6.089695858690902e-08
1906,1.388929860013377e-08,4.5268823356536814e-08
1907,1.337139288182243e-08,4.4742737514980035e-08
1908,2.1118973236866623e-08,5.746325371092098e-08
1909,1.265226234892225e-08,6.051082124258755e-08
1910,9.085056262847502e-09,6.680188135987919e-08
1911,9.044636151145369e-09,5.479985532019782e-08
1912,9.376957876838787e-09,6.355493553655833e-08
1913,1.9090762748419365e-08,6.363587345958877e-08
1914,1.7411533548283842e-08,3.8841115213017474e-08
1915,1.5314990164938536e-08,4.947920118070215e-08
1916,1.3184954461564757e-08,4.1752354462687435e-08
1917,2.1932848426331475e-08,6.360526327853222e-08
1918,2.2972752589112133e-09,7.121553124989077e-08
1919,1.3811772170413406e-08,7.918749389546065e-08
1920,1.0601124422748853e-08,5.982062845077962e-08
1921,1.3630945261411398e-08,5.755288157160976e-08
1922,7.377935595798135e-09,9.665095745958752e-08
1923,4.246379248229459e-09,4.352538596208433e-08
1924,6.445812328337297e-09,4.898817351772777e-08
1925,2.0896537833436923e-08,7.258797296572084e-08
1926,1.3375366592072169e-08,4.56991671171636e-08
1927,1.5608915049369898e-08,5.4631200896437804e-08
1928,1.2568645679778001e-08,6.284322751071159e-08
1929,5.570202965543558e-09,7.01845621620123e-08
1930,1.1553964007759987e-08,5.04172987803031e-08
1931,6.843213995466613e-09,6.84321435073798e-08
1932,4.383814644626227e-09,6.794912366103745e-08
1933,8.02946331646126e-09,5.850037609889114e-08
1934,1.0783422155213884e-08,6.949316855298093e-08
1935,9.574627313213568e-09,4.188899538348778e-08
1936,2.424942913137329e-09,3.6374142808881516e-08
1937,7.554670666820584e-09,4.784624962894668e-08
1938,1.2965214679638848e-08,4.148868626430158e-08
1939,1.2235240376412548e-08,6.423501019980904e-08
1940,1.2678914806940611e-08,4.3108308034334186e-08
1941,1.4757512545315876e-08,7.67390702094417e-08
1942,1.8205270180260413e-08,3.3376331032286544e-08
1943,8.709705845433291e-09,5.8064703267746154e-08
1944,1.2852744646352221e-08,1.0282195717081777e-07
1945,1.5249527862692958e-08,7.406913482554955e-08
1946,8.352662561605939e-09,5.986074569364064e-08
1947,1.549713246618012e-08,4.4107220986688844e-08
1948,1.848220954059343e-08,7.936478141346015e-08
1949,9.817008539414473e-09,3.9268034157657894e-08
1950,6.381216888229346e-09,4.5732054587688253e-08
1951,1.1727541604500402e-08,3.838104589704017e-08
1952,4.2179215675730575e-09,7.170466886918803e-08
1953,5.386913581872932e-09,4.201792691560513e-08
1954,7.818028890937967e-09,4.202190595492539e-08
1955,6.569925492527773e-09,3.472674947602172e-08
1956,1.1337483840634377e-08,5.755953580433015e-08
1957,2.6505113659425206e-09,3.445664731316356e-08
1958,9.099467845885556e-09,5.1287909030861556e-08
1959,9.300897829689347e-09,4.960478605653407e-08
1960,8.305000243069571e-09,4.014083287984249e-08
1961,9.72742331128984e-09,3.126671543896009e-08
1962,5.7077609305622445e-09,5.0735650347633054e-08
1963,6.466053470433053e-09,3.9442923593924206e-08
1964,7.300761772910391e-09,3.8937397306426647e-08
1965,8.20806533852192e-09,4.7059572239049885e-08
1966,3.3234448526542337e-09,4.597432123887302e-08
1967,6.902469706915326e-09,3.007504645324843e-08
1968,9.88111459321317e-09,4.895643357372137e-08
1969,1.3171097990039016e-08,4.541757903098187e-08
1970,1.1956685419534097e-08,4.460763136648893e-08
1971,6.679916619845017e-09,2.8261185391897925e-08
1972,3.5911027485013847e-09,3.642404422521395e-08
1973,2.205281512956958e-09,4.410562937096074e-08
1974,6.1881286761433785e-09,3.431598827319249e-08
1975,3.998036124386317e-09,3.255543745694922e-08
1976,6.8562320265641574e-09,3.6566571992580066e-08
1977,4.7014254711541525e-09,3.761140376923322e-08
1978,5.940591130126904e-09,2.5544542481270582e-08
1979,6.437170796402825e-09,4.271940667877061e-08
1980,1.0233271119375331e-08,4.661823638230089e-08
1981,3.1627747087981106e-09,3.7320742052315836e-08
1982,6.2075020679230875e-09,3.5382761609525915e-08
1983,5.052252838311233e-09,2.9050454486423405e-08
1984,9.278413592994639e-09,4.5812168281145205e-08
1985,3.609334831011779e-09,4.4515129360434e-08
1986,4.7955883708539204e-09,2.1580147446798037e-08
1987,4.888653482026939e-09,2.627651163322753e-08
1988,7.195864348830128e-09,2.6384837426007834e-08
1989,4.939309850016116e-09,3.2928731741321826e-08
1990,2.724325431913144e-09,2.669838927715773e-08
1991,7.033758464558559e-09,4.3374843272658836e-08
1992,2.7549720282848966e-09,3.305966345124034e-08
1993,8.862731881720265e-09,3.655877023334142e-08
1994,1.5824779264761446e-09,5.011180448377672e-08
1995,1.4098372247417501e-08,2.982347879765257e-08
1996,3.736664311304594e-09,4.056949975961288e-08
1997,5.753873377756236e-09,3.116681313031222e-08
1998,1.0013071261028017e-08,2.3840646790063147e-08
1999,6.398281460207045e-09,3.4733528053720875e-08
2000,7.068850393920911e-09,3.269343196166119e-08
2001,7.886181485616817e-09,3.461157405126869e-08
2002,9.200564754507923e-09,2.4534839937473407e-08
2003,1.0000615446870142e-08,3.4168767371056674e-08
2004,5.285749615779878e-09,2.8190664025373735e-08
2005,5.854874363109275e-09,3.2426996199319547e-08
2006,7.823991232669414e-09,3.3354908168803377e-08
2007,7.988958827809256e-09,3.7947554432093966e-08
2008,3.8316958494988285e-09,3.320802832718073e-08
2009,9.53638501499654e-09,3.528462499957641e-08
2010,7.085689368580006e-09,3.7317963830219014e-08
2011,5.7359579308524644e-09,2.829739287335542e-08
2012,9.531907707582832e-09,4.1872308287338456e-08
2013,1.0877587719448911e-08,3.374841384129468e-08
2014,9.094869746206768e-09,3.5080212512639264e-08
2015,1.0861219479352258e-08,3.8346755104612384e-08
2016,1.6156452176119274e-08,5.095496646845277e-08
2017,3.773417134311785e-09,2.2388940479345365e-08
2018,1.1358453733123497e-08,3.3300921131740324e-08
2019,9.693753355577428e-09,3.1122048937959335e-08
