year,dut_VERB être_VERB,dut_VERB etre_VERB,dut_VERB mettre_VERB
1800,1.78588538801705e-06,3.144164484325529e-09,7.231578535993322e-08
1801,1.697783204690495e-06,0.0,2.3811825400343878e-08
1802,1.2442391152944765e-06,2.2378401354217203e-09,8.503792514602537e-08
1803,1.3593864878203021e-06,0.0,9.751696339321825e-09
1804,1.4781668369323597e-06,0.0,2.7190360185613827e-08
1805,1.7995415646510082e-06,5.685755422035754e-09,4.5486043376286034e-08
1806,1.4465979347733082e-06,0.0,2.305335300434308e-08
1807,1.5658253005312872e-06,5.693910232196231e-09,1.9928686256776018e-08
1808,1.6043803725551697e-06,2.2660739951163578e-09,1.1330369531492579e-08
1809,1.8140015072276583e-06,9.036122072814123e-09,2.9367397402779716e-08
1810,1.4976810689404374e-06,0.0,6.786367379163494e-08
1811,1.5719371049272013e-06,0.0,1.7549536934780008e-08
1812,1.7976983599510277e-06,2.6672082320544632e-09,2.9339290108509886e-08
1813,1.2480718396545853e-06,2.8757416448144113e-09,2.300593315851529e-08
1814,2.4858750293788034e-06,3.1466771410748606e-09,0.0
1815,2.076862074318342e-06,2.697223555614414e-09,5.664169577812572e-08
1816,1.5041249525893363e-06,0.0,8.1116134253989e-08
1817,2.285490154463332e-06,3.113746815941454e-09,6.227493543065066e-08
1818,1.877585418696981e-06,2.384235475716423e-09,3.814776761146277e-08
1819,1.9439271454757545e-06,1.035105001712111e-09,4.864993385922389e-08
1820,1.8155716361434315e-06,1.1866481131050932e-09,2.966620371580575e-08
1821,1.987089945032494e-06,1.97229765852569e-09,2.070912508145284e-08
1822,1.768518586686696e-06,0.0,3.208197085768916e-08
1823,1.7077283018807066e-06,0.0,1.9765373338032077e-08
1824,2.134752094207215e-06,0.0,7.242157096243318e-08
1825,2.392438773313188e-06,8.805443041381977e-10,6.692136622632461e-08
1826,2.183499418606516e-06,8.807984341885344e-10,1.4973572604048968e-08
1827,2.0812601633224403e-06,2.7651818612639545e-09,6.452091128039683e-08
1828,1.8381291511104791e-06,2.7516904310687096e-09,5.228211819030548e-08
1829,2.0712793684651842e-06,1.714635211591542e-09,3.6864655328372464e-08
1830,2.3524628431914607e-06,5.218417697960831e-09,4.279102583382155e-08
1831,1.8397623762211879e-06,3.1182412207897414e-09,7.171954763407484e-08
1832,2.8818835744459648e-06,2.705993873419743e-09,6.900284432731496e-08
1833,2.2808164885645965e-06,2.3167257001688313e-09,1.1467792404573629e-07
1834,2.4325788672285853e-06,1.8669061851994684e-09,8.68111342811062e-08
1835,2.8603599275811575e-06,9.075705520444899e-09,6.277362984974388e-08
1836,2.5780798296182184e-06,1.1425274948351216e-08,6.787957573806125e-08
1837,2.532672397137503e-06,8.349468672008697e-09,9.810626266926192e-08
1838,2.5229710445273668e-06,5.680945491803868e-09,3.5348108440302894e-08
1839,2.366614353377372e-06,9.788065469251706e-09,5.733009800223954e-08
1840,2.7510684503795346e-06,5.732719632334238e-09,9.93671420701503e-08
1841,2.939969135695719e-06,5.778493683550323e-09,6.035315891494974e-08
1842,2.7879550543730147e-06,5.366612043644636e-09,9.39157089874243e-08
1843,2.8010572350467555e-06,5.906910960362666e-09,1.033709438047481e-07
1844,2.871615151889273e-06,2.7442805805577564e-09,7.519329159322297e-08
1845,3.06800939142704e-06,6.696273757711424e-09,1.1551071565918392e-07
1846,2.886269157897914e-06,5.854501328173001e-09,8.371937099127535e-08
1847,2.4490627765771933e-06,3.775256551818984e-09,5.44715597072809e-08
1848,2.4521834802726517e-06,8.04522137798358e-09,6.597081636527946e-08
1849,2.50125526690681e-06,6.703531951757213e-09,5.9493846293889874e-08
1850,2.3218367459776346e-06,6.1100964288129944e-09,7.467895812851566e-08
1851,2.68877101916587e-06,9.029214709244116e-09,8.061798695280231e-08
1852,2.8854738047812134e-06,7.161600201754936e-09,1.0026239749549859e-07
1853,2.9274410735524725e-06,5.3747388761848924e-09,1.0271723027699409e-07
1854,2.307394652234507e-06,6.234797567117312e-09,5.871100938747986e-08
1855,2.7479320579004707e-06,4.776243400783642e-09,9.605555817415734e-08
1856,2.5979136353271315e-06,3.6240324075009767e-09,1.3564235246121825e-07
1857,2.5217875645466847e-06,3.905207268672939e-09,1.0055908461481522e-07
1858,2.609308012324618e-06,5.3830437884982985e-09,7.683071601150004e-08
1859,3.064979182454408e-06,5.092173349652285e-09,1.0031581609837303e-07
1860,2.387916765655973e-06,2.746310290291376e-09,1.1259872678692773e-07
1861,2.5527510842948686e-06,4.2443675241088386e-09,7.922819378336499e-08
1862,2.7482910809339955e-06,6.776979422085105e-09,7.409497726484915e-08
1863,2.505301836208673e-06,6.493007020935693e-09,6.842630284609186e-08
1864,2.733953806455247e-06,5.753673537611803e-09,6.185199197261682e-08
1865,2.820341251208447e-06,4.706844247692743e-09,1.2661411119552213e-07
1866,2.870224989237613e-06,7.784980660119345e-09,1.0947628936719411e-07
1867,2.7340740871295566e-06,5.338092634588065e-09,1.0239432413072791e-07
1868,2.7302683065499878e-06,1.975949714960734e-08,7.558007553143398e-08
1869,2.730375626924797e-06,6.348574999037737e-09,7.325278517100742e-08
1870,3.03388515021652e-06,1.1468097582678638e-08,1.0493309332559875e-07
1871,2.7997423330816673e-06,2.1242354542039266e-09,1.1046024184224734e-07
1872,2.8930471671628766e-06,9.675742873582749e-09,9.010535251263718e-08
1873,2.5596154955565e-06,8.979006871356887e-09,1.1253688114720717e-07
1874,2.9908892429375555e-06,6.572069999322139e-09,1.0814042639140098e-07
1875,2.749766053966596e-06,6.293679799540541e-09,8.124568751100014e-08
1876,2.6977318157150876e-06,7.859819461941697e-09,1.0036384878731042e-07
1877,2.866662271117093e-06,6.184816214727107e-09,9.52461647329983e-08
1878,2.9645887025253614e-06,7.850815109122777e-09,9.481369289687791e-08
1879,2.4962703264463926e-06,4.887460214320072e-09,9.46945419855183e-08
1880,2.5183628622471588e-06,6.417846254436199e-09,9.241698251116759e-08
1881,2.533111910452135e-06,4.8807553554297556e-09,8.157833519817359e-08
1882,2.4984315132314805e-06,5.324308105514319e-09,8.319231170617059e-08
1883,2.539742354201735e-06,6.951272890631799e-09,1.1690777057538071e-07
1884,2.620213535919902e-06,1.1222884843675729e-08,1.0166613151341153e-07
1885,2.8238330287422286e-06,6.445635580831777e-09,1.4889418764596485e-07
1886,2.669152763701277e-06,5.162771099520569e-09,1.1874373484488387e-07
1887,2.5508509224891895e-06,2.6115698492645834e-09,8.944626728180083e-08
1888,2.5045428628800437e-06,6.340614699951175e-09,1.2173980223906256e-07
1889,2.5705855932756094e-06,5.6386229019267375e-09,1.0462778021746999e-07
1890,2.3628563212696463e-06,3.2771931834929546e-09,9.700492142883377e-08
1891,2.2195033579919254e-06,7.649063604731055e-09,9.115134957937698e-08
1892,2.539374463594868e-06,4.387958441043338e-09,1.2035543761612644e-07
1893,2.3802278974471847e-06,1.1085149687062312e-08,1.3117427499764744e-07
1894,2.5369997729285387e-06,5.671385139294216e-09,9.956431767932372e-08
1895,2.5585129606042756e-06,4.213029924926559e-09,1.0592761157113273e-07
1896,2.5380811621289467e-06,1.1794058174530164e-08,1.1145385059307955e-07
1897,2.3907005015644245e-06,4.661370844871726e-09,9.381008680975356e-08
1898,2.517967914172914e-06,1.0750873968845553e-08,8.657283245838698e-08
1899,2.5277615804952802e-06,4.4220627160029835e-09,9.507434839406415e-08
1900,2.505721340639866e-06,6.748368974740515e-09,1.0641659287102812e-07
1901,2.424395006528357e-06,9.500856101851696e-09,8.159558717579785e-08
1902,2.141865707017132e-06,1.178468167495339e-08,9.820567470342212e-08
1903,2.497601826689788e-06,6.480264325148255e-09,9.774398535000728e-08
1904,2.631953975651413e-06,4.299700151477737e-09,1.0910488867921231e-07
1905,2.535480916776578e-06,7.741138396966107e-09,7.276670288547393e-08
1906,2.668288516360917e-06,1.0288369267641428e-08,9.46529965517584e-08
1907,2.650621581778978e-06,9.771402353919711e-09,1.0182829868199406e-07
1908,2.5814260879997164e-06,5.40252820258047e-09,9.675436274392268e-08
1909,2.5920635380316526e-06,6.0510818578052294e-09,1.0781927528569213e-07
1910,2.536334022806841e-06,5.878565634276356e-09,1.1703689750675039e-07
1911,2.5702727270981995e-06,5.3203743632934675e-09,1.0374729697559815e-07
1912,2.8037104584655026e-06,7.293189607793238e-09,1.0054183263719096e-07
1913,2.6552070266916417e-06,3.181793939432964e-09,1.0287799767638717e-07
1914,2.595657861093059e-06,4.68772043404897e-09,1.3862259606867156e-07
1915,2.369111143707414e-06,0.0,7.775302890422608e-08
1916,2.1821099380758824e-06,1.0987462051303964e-09,8.789969285771804e-08
1917,2.4224832486652303e-06,3.289927441585405e-09,8.992468281121546e-08
1918,2.4879491320461966e-06,2.2972752589112133e-09,1.1601240146319469e-07
1919,2.4630994630570058e-06,3.6831393490643904e-09,9.115770183143468e-08
1920,2.446588041493669e-06,2.2716695191604686e-09,7.875121355027659e-08
1921,2.2188150978763588e-06,8.330022005509363e-09,5.452378104564559e-08
1922,2.4450478122162167e-06,5.164555005876537e-09,6.71392115236813e-08
1923,2.5563203962519765e-06,3.1847844361720945e-09,9.129715294875496e-08
1924,2.432649580441648e-06,2.578324886925998e-09,8.379555538340355e-08
1925,2.458092694723746e-06,7.698724324711748e-09,7.038833871320094e-08
1926,2.624915623528068e-06,4.458455382660986e-09,7.356451448004009e-08
1927,2.6802736101672053e-06,2.2298449753321847e-09,9.922810306761676e-08
1928,2.615420726215234e-06,2.2852082448565625e-09,7.769708076921233e-08
1929,2.4653718355693854e-06,3.342121912552898e-09,7.57547624630206e-08
1930,2.5072101834666682e-06,5.2518016602221e-09,7.037414206934045e-08
1931,2.3996869913389673e-06,3.4216069977333063e-09,7.755642172924126e-08
1932,2.309174305992201e-06,1.0959536611565568e-09,8.986820176914989e-08
1933,2.4214568838942796e-06,2.2941324395731044e-09,6.76769076335404e-08
1934,2.522122713344288e-06,2.3963160344919743e-09,7.907843269094883e-08
1935,2.2871390683576465e-06,2.393656828303392e-09,6.821922227118193e-08
1936,2.338857484573964e-06,0.0,6.547345776652946e-08
1937,2.423790192551678e-06,3.777335333410292e-09,9.191516170403702e-08
1938,1.999236019400996e-06,2.5930428915188486e-09,8.9459980756601e-08
1939,2.5005772386066383e-06,9.176430282309411e-09,6.882322622914216e-08
1940,2.436887371004559e-06,7.607348528892999e-09,9.382397081481031e-08
1941,2.526486241549719e-06,8.854508237732261e-09,1.151085982087352e-07
1942,2.5608746909711044e-06,9.102635090130207e-09,8.49579322448335e-08
1943,2.5345243557239883e-06,1.1612940831184915e-08,1.1032293656398906e-07
1944,2.0564391434163554e-06,9.639558484764166e-09,7.069009200222354e-08
1945,2.801556092890678e-06,1.089252066321933e-08,4.7927088075994106e-08
1946,2.2218082449398935e-06,5.568441707737293e-09,8.07424029858339e-08
1947,2.5153037768177455e-06,5.960435700558264e-09,9.298279479708071e-08
1948,2.1798134639539057e-06,6.523132700664291e-09,6.740570768215548e-08
1949,2.06942536351562e-06,1.9634016634739737e-09,6.871906066407973e-08
1950,2.018591658270452e-06,1.0635361480382244e-09,7.232046073113452e-08
1951,2.157867811547476e-06,3.1984206394497505e-09,6.290227361205325e-08
1952,1.816869712456537e-06,3.1634410646574906e-09,7.170466886918803e-08
1953,2.152610704797553e-06,8.619061908632375e-09,8.080370861307529e-08
1954,1.7864196024675039e-06,3.9090144454689835e-09,5.374894840315392e-08
1955,1.8095452105626464e-06,0.0,6.569925403709931e-08
1956,1.6901572053029668e-06,4.360570571293465e-09,6.366433069615596e-08
1957,1.8058816522170673e-06,2.6505113659425206e-09,7.686482916824389e-08
1958,1.9009615925824619e-06,8.272243445794913e-10,7.69318617699355e-08
1959,1.5889032738414244e-06,3.8753737996444215e-09,7.053180439697826e-08
1960,1.8582437633085647e-06,6.920833350854139e-10,6.436375343810141e-08
1961,1.8509896335672238e-06,2.08444772553662e-09,6.114380113331208e-08
1962,1.7116940398409497e-06,5.7077609305622445e-09,7.54692806026469e-08
1963,1.6404377447543084e-06,7.1126584622049904e-09,7.888584718784841e-08
1964,1.6055591913755052e-06,7.909158661334459e-09,6.38816644027429e-08
1965,1.8840245274986955e-06,2.188817349590977e-09,5.417322768153099e-08
1966,1.7586562535143457e-06,2.769537488234164e-09,5.53907462119696e-08
1967,1.7680183646007208e-06,3.944268467392931e-09,7.198289608822961e-08
1968,1.804201701816055e-06,8.084548142051062e-09,7.186265094105693e-08
1969,1.666370962993824e-06,4.995933444718048e-09,6.721801781850445e-08
1970,1.6725563227737439e-06,5.058597540852361e-09,5.794393587166269e-08
1971,1.5733772897874587e-06,3.5968783507200897e-09,6.474380853660477e-08
1972,1.496463823968952e-06,2.565073486948677e-09,5.284051241005727e-08
1973,1.640729465179902e-06,4.410563025913916e-09,5.5683358368696645e-08
1974,1.393454112985637e-06,3.937900228123681e-09,5.40054898579001e-08
1975,1.3975992487758049e-06,4.569184142155791e-09,5.3687912782152125e-08
1976,1.3489636785379844e-06,3.4281160132820787e-09,5.370715427943651e-08
1977,1.1965128123847535e-06,5.876781727920388e-09,5.994317575641617e-08
1978,1.3633657545142341e-06,6.534650598410963e-09,5.22772047872877e-08
1979,1.3096716884319903e-06,2.3407893401383717e-09,6.14457178471639e-08
1980,1.2086629794794135e-06,2.2740602734216964e-09,5.742002073816366e-08
1981,1.1379663646948757e-06,3.1627747087981106e-09,4.617651327976091e-08
1982,1.206738488690462e-06,2.483000915987077e-09,4.6556266397601576e-08
1983,1.1222316516068531e-06,1.89459470334441e-09,5.5574780333245144e-08
1984,1.0548396858212072e-06,4.639206796497319e-09,4.929157171318366e-08
1985,1.0713708888943074e-06,3.609334831011779e-09,6.075713798736615e-08
1986,1.0394437595095951e-06,4.196139880008332e-09,6.174320077434459e-08
1987,1.0522826414671727e-06,6.110816741511371e-09,6.538574126579988e-08
1988,1.0457989674250712e-06,2.99827696004229e-09,5.037105310634615e-08
1989,9.8456916930445e-07,2.7440609784434855e-09,3.951447880012893e-08
1990,9.987377325160196e-07,3.814055737905164e-09,4.90378582185258e-08
1991,9.589357432560064e-07,5.861465202094962e-10,4.8650161232899336e-08
1992,9.912389486999018e-07,3.856960972825618e-09,4.7385519508225116e-08
1993,1.038601340042078e-06,2.2156829704300662e-09,5.262247171344825e-08
1994,9.484318184149743e-07,3.164955852952289e-09,5.274926451193096e-08
1995,9.261545983463293e-07,1.626735190995987e-09,7.699880200107145e-08
1996,8.599666330155742e-07,4.804283193493575e-09,5.711758532811473e-08
1997,8.539707323507173e-07,4.315404922294874e-09,4.219507232505748e-08
1998,8.487269838042266e-07,2.3840645013706308e-09,5.149579607177657e-08
1999,8.834198865770304e-07,1.3710603763428253e-09,4.798711117359744e-08
2000,8.160104130183754e-07,2.2090156370779823e-09,4.683113274950301e-08
2001,8.385639489461028e-07,1.3143635069212678e-09,5.0383935246145484e-08
2002,8.337464691976493e-07,1.752488598683044e-09,4.337409365007261e-08
2003,8.367181294488546e-07,1.2500769308587678e-09,4.4169382817926817e-08
2004,7.118142661965976e-07,4.404791253964646e-10,4.933366071213641e-08
2005,7.530269385824795e-07,1.3511248786457486e-09,5.4945743954704085e-08
2006,7.165128295127943e-07,2.4707338397433887e-09,5.435614625071139e-08
2007,6.49901835458877e-07,3.994479469415779e-10,4.833320232933147e-08
2008,6.347842713694263e-07,2.554463751636149e-09,5.1940762801905294e-08
2009,6.780369972148037e-07,1.907277002999308e-09,6.29401384344419e-08
2010,5.333162107490352e-07,0.0,5.432362115698197e-08
2011,5.37650464593753e-07,0.0,6.691951170978427e-08
2012,5.86212308917311e-07,3.404252713057332e-10,7.931908641012342e-08
2013,6.504239422611136e-07,8.367375126105969e-10,9.176221738016466e-08
2014,8.92379944161803e-07,0.0,1.043744575213168e-07
2015,7.7779628782082e-07,0.0,8.511649696174572e-08
2016,9.033113883560873e-07,2.0713400439298368e-10,9.693871305671564e-08
2017,5.199768793318071e-07,2.515611330355938e-10,7.873863694385363e-08
2018,5.911558673687978e-07,2.5814667070633845e-10,9.57724139993843e-08
2019,8.543257763449219e-07,0.0,9.744773166175946e-08
