year,tout_DET auteur_NOUN,tout_DET moteur_NOUN
1896,1.5273305109531066e-07,5.720118145813302e-08
1897,1.3401441378846357e-07,5.302309435961661e-08
1898,1.573022690992687e-07,6.224190318704359e-08
1899,1.5145564979945902e-07,6.24616340871853e-08
1900,1.681901267147623e-07,6.59263732494253e-08
1901,1.5704356570722666e-07,1.0674491379703e-07
1902,1.0508007619591808e-07,2.0083060547904097e-07
1903,1.8522756306538213e-07,1.306853318894241e-07
1904,1.4833965344962508e-07,8.491907621532846e-08
1905,1.4398517933500443e-07,7.89596148464966e-08
1906,1.9239250192981672e-07,4.063905656437328e-08
1907,1.1159970370044903e-07,5.348557108320051e-08
1908,1.768100013066487e-07,5.107844458507316e-08
1909,1.3587429492645242e-07,5.3359539897712693e-08
1910,1.8757968855975804e-07,5.771682598521011e-08
1911,1.8621309372246486e-07,3.6178542384135426e-08
1912,1.4013343019314561e-07,5.3136098188133474e-08
1913,1.4848371027165186e-07,6.522677242770669e-08
1914,1.4732836461917032e-07,3.683208937843574e-08
1915,8.717763755328178e-08,2.3561523398996087e-08
1916,1.3404703480546232e-07,2.0876177453388323e-08
1917,9.650453769438627e-08,1.7546278430202733e-08
1918,7.466144591461443e-08,2.756730310693456e-08
1919,1.224643817465676e-07,4.4197671300594266e-08
1920,1.5523075092005456e-07,5.3762845730886966e-08
1921,1.4842585116525697e-07,4.392193475588613e-08
1922,1.5788782192771578e-07,4.131644004701229e-08
1923,1.411921140004324e-07,3.715581886609698e-08
1924,1.985310190688594e-07,5.285565940482684e-08
1925,1.6277302838929586e-07,2.4195991432662822e-08
1926,1.5938978492613387e-07,5.461607877066399e-08
1927,1.6946822256613814e-07,1.7838759358568268e-08
1928,1.6567759786312308e-07,3.999114595032438e-08
1929,1.359129591094188e-07,1.671060956276449e-08
1930,1.2394252135727868e-07,6.722306356010677e-08
1931,1.7108035166302216e-07,5.360517540964338e-08
1932,1.654890039448631e-07,2.1919073223131136e-08
1933,1.2732434839790585e-07,4.7029715233293246e-08
1934,1.929034390002471e-07,6.110605887954534e-08
1935,1.9268937023753097e-07,4.787313656606784e-08
1936,1.7702083265902502e-07,3.516167179640206e-08
1937,1.3346584970541642e-07,2.7700459703794422e-08
1938,1.8929213041474213e-07,3.241303536682949e-08
1939,1.1776419128750604e-07,3.8235126176289214e-08
1940,2.5357829258609854e-07,1.7750480196809804e-08
1941,7.378756494702543e-08,2.3612021671226557e-08
1942,1.1833426327712004e-07,1.517105907566929e-08
1943,1.5096822991722547e-07,2.3225881884414434e-08
1944,1.8636480092482088e-07,1.6065930807940276e-08
1945,1.4378126556024995e-07,2.3963544037997053e-08
1946,1.3364260098569503e-07,4.1763314584386535e-08
1947,1.5616341642044063e-07,1.4305044926388177e-08
1948,1.2285233208508828e-07,2.2830965118458835e-08
1949,1.3056621028795234e-07,1.6688914139528777e-08
1950,1.53149208870218e-07,2.1270723182809093e-08
1951,1.3539980114884997e-07,2.5587364671508794e-08
1952,1.423548532386576e-07,3.796129366406831e-08
1953,1.6268479186010154e-07,2.693456790936466e-08
1954,1.5929233754263805e-07,1.9545072449389522e-08
1955,2.1774609804126044e-07,2.815682309531553e-08
1956,2.0145836998608502e-07,2.0058624761176702e-08
1957,1.6786571066518263e-07,2.5621609722747962e-08
1958,1.588270763797084e-07,2.8952852559882558e-08
1959,1.1781136999289288e-07,1.0075972611822692e-08
1960,1.8340208640665878e-07,1.314958320008941e-08
1961,1.7648324046604102e-07,1.876002997391879e-08
1962,2.409943484771304e-07,1.2049717335038679e-08
1963,2.903257865227715e-07,1.810494842935384e-08
1964,1.721762996620413e-07,1.3384730435106462e-08
1965,2.3037302909756363e-07,2.0246560428205385e-08
1966,2.4150365973696353e-07,1.107814973089205e-08
1967,2.1151139328878799e-07,1.5777074091616328e-08
1968,2.3579933827733157e-07,1.3025105660702252e-08
1969,1.6849921213868413e-07,1.2716921515831814e-08
1970,2.0970185943269826e-07,1.0577067582895339e-08
1971,2.0245285359266063e-07,1.1304474800688524e-08
1972,1.8930241019177174e-07,1.7442499222752872e-08
1973,2.0178326098907462e-07,1.2680368532969055e-08
1974,1.5864112268282327e-07,1.125114318378806e-08
1975,1.861942542369377e-07,1.313640396460869e-08
1976,2.1197184979504513e-07,1.25697592334717e-08
1977,2.1626557611398312e-07,1.5867311020656416e-08
1978,1.9247515703479934e-07,1.6039596317796168e-08
1979,2.182786120741298e-07,1.2874341259738742e-08
1980,1.8192482104106844e-07,1.2507331226263574e-08
1981,1.7395260620833852e-07,1.138598904049104e-08
1982,2.2533233223764881e-07,6.207502289967692e-09
1983,1.9514326987657427e-07,2.020901079813342e-08
1984,1.7570995175519855e-07,1.6817124803836236e-08
1985,1.4858428443176308e-07,1.4437338879957906e-08
1986,1.768373208421714e-07,1.6784559075944117e-08
1987,1.7904694049608594e-07,1.099947022353831e-08
1988,2.1227800650613915e-07,1.0793796745289796e-08
1989,2.2940351063205355e-07,1.5366742101008413e-08
1990,2.1413198680875212e-07,9.80757214330552e-09
1991,2.1746035427927524e-07,1.0550637696837839e-08
1992,1.7356324022443914e-07,1.0468893973936133e-08
1993,2.4150944533118945e-07,9.416652624327781e-09
1994,2.23129401066835e-07,2.637463358823311e-08
1995,2.0171517522982185e-07,3.1450214432737766e-08
1996,1.7722466338909726e-07,2.1886178647179122e-08
1997,2.3159340756251368e-07,1.0548767526152858e-08
1998,2.3745284105647357e-07,1.2873948795899537e-08
1999,2.2851005843094185e-07,2.1479944767310855e-08
2000,2.2531960508498372e-07,7.952456693161025e-09
2001,1.862014999964856e-07,1.533424159871899e-08
2002,1.8620191166718314e-07,1.270554239596322e-08
2003,1.920951482325961e-07,1.5000922726216004e-08
2004,1.8500123033504678e-07,1.013102030045232e-08
2005,2.0492060515131527e-07,1.0358623625528196e-08
2006,1.8448146688054834e-07,1.317724773741702e-08
2007,2.0132176103970778e-07,7.988959188631739e-09
2008,1.698718388176701e-07,1.702975849227073e-08
2009,1.5448944301610368e-07,1.0013204487790972e-08
2010,1.4549282312259493e-07,1.1809482836078189e-08
2011,1.3077984073461835e-07,2.6385406304285652e-08
2012,9.872332851212917e-08,1.2595735010556552e-08
2013,1.048711038009742e-07,9.761937480590177e-09
2014,1.1909948743893395e-07,9.961048208495527e-09
2015,1.0839053476985328e-07,1.1969506941156283e-08
2016,1.0646687648163677e-07,1.719212239237322e-08
2017,9.106513232381985e-08,8.553078689743643e-09
2018,8.673728402186498e-08,8.518840077798018e-09
2019,1.0357010510331222e-07,1.1734543559072108e-08
