year,grand_ADJ arbre_NOUN,grand_ADJ marbre_NOUN
1868,6.960282830092979e-07,3.951899252285784e-09
1869,7.232492134079394e-07,4.395167341186834e-09
1870,7.33384819540106e-07,3.4404292748035914e-09
1871,6.606371982798009e-07,3.18635318130589e-09
1872,6.50693721127027e-07,5.442605477412599e-09
1873,6.991653265231434e-07,5.9860045809045914e-09
1874,7.61762684931e-07,8.364453130127458e-09
1875,6.385224224914055e-07,3.432916173551348e-09
1876,1.0532158079001874e-06,1.269663130187837e-08
1877,7.675356918923626e-07,5.566334504436554e-09
1878,7.971596893696642e-07,8.4547240319921e-09
1879,6.830225629528286e-07,4.887460214320072e-09
1880,6.270235797245505e-07,1.9253538763308597e-09
1881,6.393789711012232e-07,8.367009307619355e-09
1882,7.227748071159112e-07,3.3276925659464496e-09
1883,7.538971074083634e-07,4.423537092179686e-09
1884,7.327883544405722e-07,3.9610181801208455e-09
1885,6.123353628595396e-07,9.023890079618013e-09
1886,1.162268830512403e-06,8.38950331427668e-09
1887,7.090412061927509e-07,1.1752064210668323e-08
1888,6.486448906883879e-07,5.706553452000662e-09
1889,7.367800805013758e-07,1.8795409673089125e-08
1890,6.07591626788917e-07,1.0487018364813139e-08
1891,5.679430188365586e-07,4.461953917456185e-09
1892,6.092994055961753e-07,8.149066310636499e-09
1893,6.115307726872743e-07,3.079208221734575e-09
1894,6.295237469089443e-07,1.8904617871129403e-09
1895,7.071872261121825e-07,4.213029924926559e-09
1896,5.372193569996853e-07,4.717623180994224e-09
1897,7.708742018053272e-07,3.4960281336537946e-09
1898,8.470557304463e-07,1.6975064909274806e-08
1899,5.815012631416039e-07,9.949641111006713e-09
1900,8.404315252619199e-07,5.710158568206225e-09
1901,4.962800348451424e-07,4.470991132876634e-09
1902,5.867789241165156e-07,1.3257766440233354e-08
1903,7.34429974613704e-07,3.7801539676252105e-09
1904,5.213386202740367e-07,1.0749250378694342e-09
1905,6.502556360032941e-07,2.580379465655369e-09
1906,6.852053644479383e-07,2.0576738091193647e-09
1907,5.14284334229842e-07,7.71426478252124e-09
1908,5.87402126939196e-07,7.858222517143076e-09
1909,5.798036397663964e-07,8.251475058784763e-09
1910,7.246668616289753e-07,3.740905363258662e-09
1911,5.15012231971923e-07,1.5961122423746588e-09
1912,4.813505185552458e-07,5.2094213387476884e-09
1913,6.231013074398106e-07,1.0605979205990934e-08
1914,6.06724960050542e-07,7.366418142140674e-09
1915,4.947919904907394e-07,1.1780761921542648e-09
1916,4.691646253718318e-07,0.0
1917,5.899936397213423e-07,2.1932848870420685e-09
1918,6.317506944242268e-07,5.743188147278033e-09
1919,6.813807686967266e-07,5.524709134618888e-09
1920,8.22344389916907e-07,1.514446346106979e-09
1921,6.15664340841704e-07,7.572747762196741e-09
1922,8.735475631738154e-07,1.4755870969551665e-09
1923,6.252793216532382e-07,8.492758496458919e-09
1924,7.038826979055557e-07,3.867487219366694e-09
1925,7.016837564322032e-07,2.1996355847875293e-09
1926,8.983787722627312e-07,1.1146138456652466e-09
1927,6.165521142520447e-07,2.2298449753321847e-09
1928,7.941098658648116e-07,2.2852082448565625e-09
1929,7.374948864935504e-07,2.2280812750352652e-09
1930,5.766478423652188e-07,4.201441416995522e-09
1931,5.828137226160379e-07,2.3951248095954725e-08
1932,4.887953259924416e-07,4.383814644626227e-09
1933,4.507970139400186e-07,3.4411986593596566e-09
1934,6.050697791692983e-07,2.2765002327673756e-08
1935,7.827257917369934e-07,3.590485242455088e-09
1936,6.438223465465853e-07,2.424942913137329e-09
1937,5.666003204396475e-07,5.0364472592434595e-09
1938,7.999537459113526e-07,2.5930428915188486e-09
1939,4.481156743452175e-07,1.5294050470515685e-09
1940,5.375859792877691e-07,7.607348528892999e-09
1941,8.5298423613267e-07,8.854508237732261e-09
1942,8.28339835834413e-07,0.0
1943,9.406482277540817e-07,0.0
1944,1.0121536178075985e-06,3.2131861615880553e-09
1945,4.683783760839333e-07,4.357008087652048e-09
1946,5.331782695350284e-07,5.568441707737293e-09
1947,6.484953516405767e-07,1.1920870957027319e-09
1948,7.40375568852869e-07,1.0871887834440486e-09
1949,5.3306355241034e-07,0.0
1950,7.508565502689635e-07,7.444753258312176e-09
1951,6.194274391191357e-07,3.1984206394497505e-09
1952,7.328638815806698e-07,1.0544803918932644e-09
1953,5.570068708493636e-07,5.386913581872932e-09
1954,5.668070670594716e-07,1.9545072227344917e-09
1955,7.348931063688724e-07,4.6928039232341234e-09
1956,4.3344074640572217e-07,8.72114158667614e-10
1957,6.317051841620014e-07,2.6505113659425206e-09
1958,4.6241841467065115e-07,4.1361216673863055e-09
1959,5.944823655568143e-07,1.5501495642666896e-09
1960,5.730449750274147e-07,2.076250060767393e-09
1961,5.871194588280559e-07,6.948159270159238e-10
1962,5.282849464549599e-07,6.341956404476434e-10
1963,6.692365168703418e-07,0.0
1964,6.771456995124936e-07,2.4335873316516654e-09
1965,4.859174396187882e-07,5.472043373977442e-10
1966,5.190112837283323e-07,4.431259803538978e-09
1967,4.846519905399305e-07,2.465167847631733e-09
1968,4.909117645723882e-07,1.3474247273492779e-09
1969,5.363816164560831e-07,1.8167031212712459e-09
1970,5.201157904366482e-07,3.219107425067591e-09
1971,4.732463967371814e-07,6.679916619845017e-09
1972,5.581599999970877e-07,4.104117490300041e-09
1973,4.978423238100049e-07,4.410563025913916e-09
1974,4.027909383808037e-07,2.2502286700643026e-09
1975,4.175091969926825e-07,2.2845920710778955e-09
1976,5.764948731723507e-07,4.570821499072508e-09
1977,4.3370648583618276e-07,9.990529292736028e-09
1978,4.859403794910122e-07,5.346532105932056e-09
1979,3.967638022572828e-07,5.266775904289034e-09
1980,4.40030666126745e-07,5.116635559687666e-09
1981,4.1558861241242084e-07,1.2651099057237047e-09
1982,4.30179900590133e-07,3.7245013739806154e-09
1983,5.626946482095718e-07,6.315316269933646e-09
1984,4.813177003626379e-07,3.479405208395292e-09
1985,4.674088671663412e-07,1.8046674155058895e-09
1986,4.6697042677124045e-07,3.5966913891627428e-09
1987,4.968093989532463e-07,6.110816741511371e-09
1988,4.6653189933465455e-07,8.395175221664886e-09
1989,4.856988020662811e-07,5.488121956886971e-09
1990,4.653148018007869e-07,3.2691906959314565e-09
1991,4.5133282000620056e-07,6.4476117778156095e-09
1992,4.6118233498759764e-07,5.509944056569793e-09
1993,4.902198753597986e-07,3.323524566667402e-09
1994,5.032280210315321e-07,2.637463358823311e-09
1995,5.07541390248889e-07,2.7112254663563817e-09
1996,5.172611494685952e-07,5.871901187504136e-09
1997,4.6126884001296276e-07,3.835915585170824e-09
1998,3.8955616599167797e-07,2.3840645013706308e-09
1999,4.634183916607526e-07,5.941261704833778e-09
2000,4.5726627284636834e-07,8.83606254831193e-09
2001,4.806189322081877e-07,6.133696661692056e-09
2002,5.266228448874699e-07,4.81934359086722e-09
2003,5.07114516601348e-07,1.12506919336397e-08
2004,4.4356248807275733e-07,3.9643119897903034e-09
2005,4.364133356915545e-07,3.1526248278623825e-09
2006,5.032061469734117e-07,5.7650457740976435e-09
2007,4.925193071159129e-07,6.391167151065247e-09
2008,4.58526264068837e-07,8.940623352771127e-09
2009,5.206866031670643e-07,5.245011536203492e-09
2010,5.413466777071108e-07,1.4171379625338432e-09
2011,5.61741495985757e-07,2.6767803529281764e-09
2012,6.798292648824145e-07,6.808505426114664e-10
2013,6.618593753060509e-07,1.6734750252211938e-09
2014,6.669571304129818e-07,6.496335691608124e-10
2015,6.973346291516691e-07,2.438232948875907e-09
2016,7.278688851641846e-07,1.2428040818690533e-09
2017,6.009795425754305e-07,1.7609279590047322e-09
2018,6.895097808268247e-07,1.290733298020541e-09
2019,7.247356172968011e-07,1.2754939326953263e-09
