year,était_VERB annuel_ADJ,était_VERB manuel_ADJ
1899,7.738609753005221e-09,1.1055156790007459e-09
1900,1.349673794948103e-08,0.0
1901,7.265360757457984e-09,0.0
1902,2.9461704187383475e-09,4.910283846193408e-10
1903,8.640352433531007e-09,0.0
1904,9.13686282189019e-09,0.0
1905,1.0837593933388234e-08,0.0
1906,8.745113966313056e-09,0.0
1907,1.9542804707839423e-08,0.0
1908,1.3751889405000384e-08,0.0
1909,7.701377313651392e-09,0.0
1910,5.878565634276356e-09,0.0
1911,1.3300935464144459e-08,0.0
1912,2.0837684910901544e-09,0.0
1913,5.833288518886093e-09,0.0
1914,5.357394972094198e-09,0.0
1915,9.424609537234119e-09,0.0
1916,2.4172416956957932e-08,0.0
1917,9.869782324756216e-09,1.0966424435210342e-09
1918,2.6418664589300533e-08,2.2972752589112133e-09
1919,1.1970202606903513e-08,0.0
1920,9.086678076641874e-09,0.0
1921,3.0290989716519334e-09,0.0
1922,4.426761179843197e-09,7.377935484775833e-10
1923,9.554353752605493e-09,0.0
1924,2.1915761649893284e-08,0.0
1925,5.499089184013428e-09,0.0
1926,1.1146138456652466e-09,0.0
1927,6.689535148041159e-09,0.0
1928,1.4853853258500749e-08,0.0
1929,4.4561625500705304e-09,3.342121912552898e-09
1930,6.302162347537887e-09,0.0
1931,3.4216069977333063e-09,0.0
1932,7.6716757391182e-09,0.0
1933,0.0,3.4411986593596566e-09
1934,5.990790086229936e-09,0.0
1935,1.0771455727365264e-08,0.0
1936,6.0623572828433225e-09,0.0
1937,6.295559185076627e-09,0.0
1938,9.075650453382877e-09,0.0
1939,3.058810094103137e-09,0.0
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,2.9032351633873077e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,4.357008087652048e-09,0.0
1946,1.3921104269343232e-09,0.0
1947,4.7683483828109274e-09,1.1920870957027319e-09
1948,7.610321262063735e-09,2.174377566888097e-09
1949,9.817008539414473e-09,0.0
1950,8.508289184305795e-09,1.0635361480382244e-09
1951,6.396841278899501e-09,0.0
1952,5.272402070488624e-09,0.0
1953,1.0773827385790469e-09,0.0
1954,9.772536557761669e-09,1.9545072227344917e-09
1955,9.385607846468247e-10,9.385607846468247e-10
1956,7.849027205963921e-09,5.232684952005684e-09
1957,3.534015080575159e-09,0.0
1958,1.0753916868111446e-08,8.272243445794913e-10
1959,3.8753737996444215e-09,1.5501495642666896e-09
1960,5.536666680683311e-09,1.3841666701708277e-09
1961,6.94815938118154e-09,6.948159270159238e-10
1962,1.0781326054143392e-08,3.805173953708163e-09
1963,1.1638896069143811e-08,0.0
1964,3.041984220075733e-09,1.2167936658258327e-09
1965,7.1136563306595235e-09,5.472043373977442e-10
1966,7.200797291773142e-09,0.0
1967,1.1832804958089582e-08,2.9582012395223956e-09
1968,6.737123747768692e-09,3.5931326802796093e-09
1969,8.175163657142548e-09,9.083515606356229e-10
1970,7.817832603507213e-09,2.2993624781975086e-09
1971,4.624557625731995e-09,2.0553589941130213e-09
1972,3.0780880067027283e-09,1.5390440033513642e-09
1973,1.6539611902288698e-09,5.513203782392395e-10
1974,1.012602890426706e-08,3.937900228123681e-09
1975,1.0851811893530794e-08,3.998036124386317e-09
1976,7.427584769459372e-09,0.0
1977,1.1753563455840776e-08,1.1753563677885381e-09
1978,1.0693064211864112e-08,2.3762365408686037e-09
1979,4.096381456264453e-09,2.3407893401383717e-09
1980,6.253665585376211e-09,0.0
1981,8.855769451088236e-09,2.5302198114474095e-09
1982,4.345251713999687e-09,1.8622506869903077e-09
1983,1.89459470334441e-09,3.157658134966823e-09
1984,2.8995041922996734e-09,1.333771937339634e-08
1985,9.624892882698077e-09,3.609334831011779e-09
1986,9.591176741707841e-09,2.997242676272549e-09
1987,6.721898593298192e-09,3.0554083707556856e-09
1988,3.597932174415064e-09,1.798966087207532e-09
1989,3.2928733073589456e-09,1.0976244357863152e-09
1990,2.724325431913144e-09,2.179460389939436e-09
1991,4.68917216167597e-09,3.5168792322792797e-09
1992,3.30596661157756e-09,2.2039776670368383e-09
1993,6.093128224193833e-09,0.0
1994,3.6924485691258724e-09,3.164955852952289e-09
1995,1.626735190995987e-09,3.253470381991974e-09
1996,1.067618438099771e-09,3.2028553142993132e-09
1997,4.315404922294874e-09,5.274384040632185e-09
1998,7.629006759657386e-09,2.3840645013706308e-09
1999,5.941261704833778e-09,2.7421207526856506e-09
2000,5.743440834038438e-09,1.3254094488601709e-09
2001,5.257454027685071e-09,4.381211837767296e-09
2002,2.1906108038649563e-09,8.76244299341522e-10
2003,6.250384210204629e-09,4.1669229178253886e-10
2004,2.642874807889939e-09,3.9643119897903034e-09
2005,1.3511248786457486e-09,4.954124666056714e-09
2006,7.000412693969338e-09,5.7650457740976435e-09
2007,1.997239706952314e-09,3.994479413904628e-09
2008,3.405951742863067e-09,1.7029758714315335e-09
2009,1.430457752249481e-09,5.245011536203492e-09
2010,9.447586046817946e-10,3.7790344187271785e-09
2011,0.0,2.6767803529281764e-09
2012,2.382976926895708e-09,3.744677901096338e-09
2013,1.9523875849358774e-09,4.741512515948898e-09
2014,8.661780737106994e-10,3.2481677347817595e-09
2015,2.21657536769726e-09,4.211493376260478e-09
2016,1.6570720351438695e-09,4.349814286541687e-09
2017,2.7671724911471074e-09,5.282783988036499e-09
2018,1.290733298020541e-09,4.3884935685412074e-09
2019,2.5509878653906526e-09,4.3366790158927415e-09
