year,peuvent_VERB être_VERB,peuvent_VERB etre_VERB,peuvent_VERB mettre_VERB
1908,6.146013765828684e-05,1.1738220218049378e-07,3.963490939895564e-07
1909,6.118579040048644e-05,1.8043226157615777e-07,4.329274077008449e-07
1910,6.120014586485922e-05,1.7742580116220097e-07,3.4683537819546473e-07
1911,6.240852235350758e-05,1.415219545997104e-07,3.39439878871417e-07
1912,6.38018682366237e-05,2.2452604930833786e-07,3.854971737382584e-07
1913,6.375041994033381e-05,2.2060437432358526e-07,3.717395884450525e-07
1914,6.651540752500296e-05,1.7880305502870897e-07,3.750176347239176e-07
1915,6.635160389123484e-05,2.0262910593871197e-07,3.239709656099876e-07
1916,6.538089655805379e-05,2.0876178385975663e-07,3.966473798300285e-07
1917,6.898977881064638e-05,2.620975394496128e-07,4.1343420775774575e-07
1918,6.533795385621488e-05,2.400652698852923e-07,4.2269863342880853e-07
1919,6.534257408929989e-05,2.1454287058020327e-07,3.2779939829197247e-07
1920,6.952747207833454e-05,2.0445025494808533e-07,3.8845547578603146e-07
1921,7.010319677647203e-05,2.1506602898568872e-07,3.3698725587782974e-07
1922,6.74542534397915e-05,1.475587030341785e-07,3.2094018820316705e-07
1923,6.409060006262735e-05,2.1868852950746032e-07,3.386487321677123e-07
1924,6.37387711321935e-05,1.5985614210123344e-07,2.93929048211794e-07
1925,6.215730536496267e-05,3.574407740902785e-07,3.07948994304752e-07
1926,6.3277744629886e-05,2.0397433608820847e-07,3.2769648328212497e-07
1927,6.02359177719336e-05,2.486277010937954e-07,3.311319858312345e-07
1928,6.932979158591479e-05,1.371124883631225e-07,3.222143618586415e-07
1929,6.43013117951341e-05,1.4148315985451632e-07,2.707118653688667e-07
1930,6.663380918325856e-05,1.5650369045161483e-07,2.930505331733002e-07
1931,6.679660873487592e-05,2.1099909286448337e-07,3.3759855000425887e-07
1932,6.340858817566186e-05,1.3699420176038757e-07,3.254982345879398e-07
1933,6.517171277664602e-05,1.6403046831925394e-07,3.0626668490185693e-07
1934,6.645104440394789e-05,1.461752852094378e-07,2.9834134807060764e-07
1935,6.975714495638385e-05,1.7713060529445102e-07,2.716800509006134e-07
1936,6.912663229741156e-05,2.0369521092078458e-07,3.0796775263297604e-07
1937,7.230197661556304e-05,3.009277285137557e-07,3.097414946751087e-07
1938,7.439958426402882e-05,2.5152516158755134e-07,2.7097297561340383e-07
1939,7.353991531999782e-05,3.395279231099835e-07,3.043516016987269e-07
1940,6.991914415266365e-05,2.738645679123408e-07,2.7893611331819557e-07
1941,6.927471986273304e-05,3.069562808377668e-07,2.597322179553885e-07
1942,6.751120963599533e-05,2.912843228841666e-07,2.9431853931782825e-07
1943,6.554634455824271e-05,1.7129087925837894e-07,3.3387203757229145e-07
1944,6.483567267423496e-05,4.6912517959185607e-07,2.8918674388478394e-07
1945,6.005699833622202e-05,4.0084475161350497e-07,3.180615806286369e-07
1946,6.471364758908749e-05,2.1577711351028483e-07,2.895589545914845e-07
1947,6.644454697379842e-05,3.135189201586286e-07,3.039822047412599e-07
1948,7.067922706482932e-05,2.60925315131999e-07,3.392028986581863e-07
1949,7.781451859045774e-05,2.788030339928582e-07,3.2494298807250743e-07
1950,7.543449464719743e-05,2.318508744991732e-07,3.7542827158176806e-07
1951,7.418416498694569e-05,4.968213236367092e-07,3.2197434052250173e-07
1952,7.978831126820296e-05,3.4059716469414525e-07,3.448150778240233e-07
1953,7.8544435382355e-05,3.4153033290351686e-07,3.4907199619738094e-07
1954,7.74502768763341e-05,3.430160262496429e-07,3.4106150792467815e-07
1955,7.63988500693813e-05,4.617718998289888e-07,3.519602955748269e-07
1956,7.864376675570384e-05,4.13382108988003e-07,3.52334126318965e-07
1957,8.017089567147195e-05,3.083428112837794e-07,3.348479253872938e-07
1958,8.407991117564961e-05,3.515703337342302e-07,3.67287611879874e-07
1959,8.387006528209895e-05,4.851967978503069e-07,3.7591127011182834e-07
1960,8.091631025308743e-05,3.7856958501336635e-07,3.093612406246393e-07
1961,8.00907364464365e-05,3.404598101219847e-07,3.5366130646252714e-07
1962,7.818236917955801e-05,3.8051739359445946e-07,3.4500243373258854e-07
1963,7.885416562203318e-05,3.717980581185998e-07,3.239492798456922e-07
1964,7.757059938739985e-05,5.01319015633328e-07,3.632129050856747e-07
1965,7.766690396238118e-05,4.0657283051359627e-07,3.3215303574252175e-07
1966,7.915393507573754e-05,3.3123666742795876e-07,4.254009411397419e-07
1967,7.579405064461753e-05,3.1356934560022864e-07,4.0330144202016527e-07
1968,7.25206482456997e-05,4.3342161593074024e-07,3.9704116261418676e-07
1969,7.469466072507203e-05,3.351817392527323e-07,3.8832030213598046e-07
1970,7.975522748893127e-05,3.4030566364862125e-07,3.9319098732448765e-07
1971,7.710165664320812e-05,3.427311181525283e-07,3.8897670151527564e-07
1972,7.92530772741884e-05,5.089105483691014e-07,3.8424801118708274e-07
1973,7.673828076804057e-05,4.333378136323063e-07,3.578069254217553e-07
1974,8.085915760602802e-05,4.3316901532364227e-07,4.061662650656217e-07
1975,7.937472400953993e-05,4.3407249350480015e-07,4.0437279835714435e-07
1976,7.593219925183803e-05,4.2622910356726607e-07,3.902338789885107e-07
1977,7.374244887614623e-05,4.489861424872288e-07,3.7846476175218413e-07
1978,7.065917452564463e-05,4.3603940369507654e-07,3.409899420603324e-07
1979,7.207348971860483e-05,3.9383781569313214e-07,4.1666049810373806e-07
1980,7.196775550255552e-05,5.355412149299354e-07,4.366195867078204e-07
1981,7.052861474221572e-05,4.529093473593093e-07,3.9661196638007823e-07
1982,7.224477303680032e-05,4.214893998266689e-07,3.432748769682803e-07
1983,7.274865492945537e-05,4.1554778462682407e-07,3.6123608992966183e-07
1984,7.256473327288404e-05,4.018712917996936e-07,3.415615879021061e-07
1985,7.524561078753322e-05,4.2590151139165755e-07,3.958237186907354e-07
1986,7.108380668796599e-05,3.842465314818355e-07,3.404867641165765e-07
1987,7.252867362694815e-05,3.373170809339854e-07,3.978141762672749e-07
1988,7.257089600898325e-05,3.9217462521889956e-07,3.801815182669088e-07
1989,6.913442484801635e-05,3.7154586962628855e-07,4.0996272332449735e-07
1990,7.167863805079833e-05,4.0701423387190516e-07,4.157320745434845e-07
1991,6.549953104695305e-05,3.2296672358711476e-07,4.0326881389773916e-07
1992,6.754971400368959e-05,3.035979236898356e-07,3.5704437095773756e-07
1993,6.487243081210181e-05,2.653280422038051e-07,3.594945496843138e-07
1994,6.594396836590022e-05,2.2523936049623217e-07,3.9192704548440815e-07
1995,6.580035551451147e-05,3.513748105810066e-07,4.300003411117359e-07
1996,6.654198659816757e-05,3.165488609013778e-07,4.313178578740917e-07
1997,6.469463551184162e-05,5.116152141937391e-07,4.27704577532495e-07
1998,6.538011075463146e-05,1.1004841966588685e-06,4.4963459799873817e-07
1999,6.677703640889376e-05,6.402851697728806e-07,4.912966460324242e-07
2000,6.918062717886642e-05,3.070531930937648e-07,5.151424602445331e-07
2001,6.967791705392301e-05,2.0153574631365245e-07,5.152305107003485e-07
2002,7.066340913297608e-05,1.7393449613933853e-07,5.060310854787531e-07
2003,7.220902625704184e-05,1.6417676373947643e-07,5.079479024061584e-07
2004,7.343579636653885e-05,1.5945344689072272e-07,5.528012820832373e-07
2005,7.36817964934744e-05,2.423017235742009e-07,6.026016876603535e-07
2006,6.978711462579668e-05,2.133066976384157e-07,5.682688311026141e-07
2007,6.629437848459929e-05,9.586750882029094e-08,5.835934757669747e-07
2008,6.961424514884129e-05,1.9839668263799126e-07,5.4835822993482e-07
2009,7.125014963094145e-05,1.749926687999448e-07,5.612162681245536e-07
2010,6.994850991759449e-05,9.35310986438509e-08,6.008664854562085e-07
2011,7.225815352285281e-05,2.198783874973742e-07,5.980692208140681e-07
2012,6.282480171648785e-05,3.846805540774767e-08,6.188931251926988e-07
2013,5.884997881366871e-05,3.8489925469065156e-08,5.346752800505783e-07
2014,4.925781468045898e-05,3.183204311252297e-08,4.649210723073338e-07
2015,5.38731983397156e-05,9.664268474374182e-08,4.743471322399273e-07
2016,5.006035280530341e-05,5.6133316661544086e-08,4.770296300193877e-07
2017,5.40549517609179e-05,3.3709193048014896e-08,4.928082830701896e-07
2018,4.9895363190444186e-05,2.220061290358899e-08,4.695687891853595e-07
2019,4.957308919983916e-05,3.596892739210489e-08,4.6785115159764246e-07
