year,devrait_VERB être_VERB,devrait_VERB etre_VERB,devrait_VERB mettre_VERB
1845,8.857496140990406e-06,2.1204865419122143e-08,6.863680113156079e-08
1846,8.829759281070437e-06,1.1123552745573306e-08,6.849766265304424e-08
1847,9.190592209051829e-06,2.1572894581822766e-08,7.820174374728595e-08
1848,1.0016300620918628e-05,2.333114235142375e-08,7.321151684891447e-08
1849,9.9539065558929e-06,2.011059629936085e-08,8.211826951765033e-08
1850,8.378299753530882e-06,1.6972489191857676e-08,8.282574981421931e-08
1851,8.469402928312775e-06,1.3543821175687754e-08,5.7400004749297295e-08
1852,8.21240246295929e-06,1.4974254725075298e-08,5.989701890030119e-08
1853,7.6189908213564195e-06,1.2541057081705276e-08,1.1824425172335395e-07
1854,8.228893420891836e-06,1.454786069388092e-08,7.014146774508845e-08
1855,8.001268724910915e-06,1.751289246954002e-08,7.482780972623004e-08
1856,8.205845006159507e-06,1.6049286344355096e-08,6.989205303398194e-08
1857,7.6200358307687566e-06,1.3180074809326925e-08,6.931743001814539e-08
1858,7.868541615607683e-06,1.3702292633865909e-08,5.970284888690003e-08
1859,8.722892744117416e-06,1.4258085823115607e-08,6.212451353349024e-08
1860,7.96841959527228e-06,1.4646988510946812e-08,1.0619066870276583e-07
1861,8.275573236460332e-06,1.1789909493131745e-08,1.212002729289452e-07
1862,7.858585377107374e-06,9.035972858839614e-09,7.635397025751445e-08
1863,8.288573553727474e-06,2.0977406700595225e-08,8.490855663012553e-08
1864,7.864792678446975e-06,1.6781547818034426e-08,6.808513575151665e-08
1865,8.578694178140722e-06,1.3649848862318237e-08,8.566456699554692e-08
1866,8.363015695067588e-06,1.8489329178805747e-08,8.90407179099384e-08
1867,8.947613423515577e-06,1.747012134956094e-08,1.1840860025813527e-07
1868,9.339820280729327e-06,2.272342025655405e-08,6.668830110356794e-08
1869,8.940746738517191e-06,1.8557372527538973e-08,1.1915786757299429e-07
1870,8.655546480440535e-06,1.6055336615750093e-08,8.31437105830446e-08
1871,9.84052076091757e-06,2.7615060460561835e-08,1.0196330180178848e-07
1872,9.488275281910319e-06,2.1770421909650395e-08,8.224381531363179e-08
1873,9.465668881603051e-06,2.454261860407314e-08,7.781805777540285e-08
1874,9.26900884223869e-06,1.4339061493728877e-08,7.52800772829687e-08
1875,8.660676030558534e-06,1.716458086775674e-08,8.58229043387837e-08
1876,9.390670129505452e-06,1.6928840551599933e-08,7.617978781127022e-08
1877,8.570917998440564e-06,1.5462040536817767e-08,1.0081249968152406e-07
1878,8.975897799246013e-06,1.9928991790152395e-08,8.394333406158694e-08
1879,9.847621186054312e-06,2.6270098985037293e-08,9.347267848625052e-08
1880,9.470173608860932e-06,2.0537107348062023e-08,8.022308151112156e-08
1881,9.174425031233113e-06,3.69542902944886e-08,7.94865897546515e-08
1882,9.384758413943928e-06,2.1962771157291172e-08,1.2312462160934956e-07
1883,8.809158316580579e-06,1.1374810426900694e-08,7.140852886777793e-08
1884,9.382992175233085e-06,2.178559910248623e-08,6.139578090369469e-08
1885,9.604641491023358e-06,2.1915161685370776e-08,7.799219048365558e-08
1886,9.220709216606338e-06,1.8069698626277386e-08,7.292414494486366e-08
1887,9.988601959776133e-06,1.958677409152898e-08,9.66280850889234e-08
1888,9.137459528574254e-06,2.599652049184442e-08,8.68664216113757e-08
1889,9.717226930661127e-06,1.628935564212952e-08,7.079604813498008e-08
1890,1.0348720934416633e-05,1.9007721618891082e-08,8.979509402706753e-08
1891,1.0147120519832242e-05,1.529812720946211e-08,7.521579448166449e-08
1892,9.935592061083298e-06,2.2566645441202127e-08,7.083419006903569e-08
1893,9.80851018539397e-06,1.539604177480669e-08,7.88277318974906e-08
1894,9.698069334262982e-06,1.827446460822557e-08,9.767386188741511e-08
1895,1.022983906295849e-05,2.347259631108045e-08,8.907549187142649e-08
1896,1.070133839675691e-05,3.0074846835148605e-08,8.96348382184442e-08
1897,1.0305708201485686e-05,2.73855541577106e-08,9.555810009942434e-08
1898,1.0939297681034077e-05,2.8857609635224435e-08,9.223118269119368e-08
1899,1.1052945410483517e-05,2.819064981451902e-08,8.291367237234226e-08
1900,1.0742884114733897e-05,2.232152884751315e-08,9.395806443990296e-08
1901,1.171511485154042e-05,3.297355988252093e-08,9.500855924216012e-08
1902,1.0070992175315041e-05,2.3078333910575566e-08,6.432471622019875e-08
1903,1.0766419109131675e-05,2.6461079327688708e-08,1.0368422920237208e-07
1904,1.115610939450562e-05,2.203596238814498e-08,7.094504894666898e-08
1905,1.1542553693288937e-05,2.8900250637065028e-08,7.328277717988385e-08
1906,1.18429416033905e-05,2.6235340733204993e-08,8.796555306389564e-08
1907,1.2059967957611661e-05,4.422845378826423e-08,7.86855025580735e-08
1908,1.1062412340834271e-05,2.406580645875067e-08,1.119796735338241e-07
1909,1.1080081094405614e-05,3.960708028216686e-08,1.0561888075244497e-07
1910,1.1197598723811097e-05,3.313373397872965e-08,1.0474535372395621e-07
1911,1.0847178600670304e-05,3.085816913106498e-08,8.086968961151797e-08
1912,1.1736826309061144e-05,3.438218065809906e-08,9.741617645886436e-08
1913,1.1229080882912967e-05,2.7575547179026216e-08,7.901454779357664e-08
1914,1.0840019058377948e-05,2.9465672568562695e-08,7.701255100300841e-08
1915,1.070046619133791e-05,1.1780762143587253e-08,8.246533411693235e-08
1916,1.1273135896772146e-05,3.0764893077517286e-08,1.274545553542339e-07
1917,1.3254020814201795e-05,3.509255963596303e-08,9.760118047097421e-08
1918,1.2639608030440286e-05,1.8378202071289707e-08,8.499918635607173e-08
1919,1.2851393876189832e-05,3.959374894613177e-08,1.178604591700605e-07
1920,1.3369532098295167e-05,3.180337415642498e-08,1.1131180599477375e-07
1921,1.2688895367318764e-05,2.6504615391331754e-08,7.421292735898533e-08
1922,1.264209276996553e-05,3.24629156334133e-08,8.853522359686394e-08
1923,1.132296983996639e-05,4.0340601970001444e-08,8.386599148479945e-08
1924,1.1467100193840452e-05,3.3518222752881854e-08,8.121723737986031e-08
1925,1.206170145451324e-05,5.389107182729447e-08,1.1548086575885463e-07
1926,1.1379092939023394e-05,2.229227646921572e-08,9.028372005559504e-08
1927,1.1207201168872416e-05,4.0137208334734e-08,8.807887752482202e-08
1928,1.1215802260267083e-05,3.313552099371009e-08,1.0740478728621383e-07
1929,1.2128560229029972e-05,1.7824650422326727e-08,7.57547624630206e-08
1930,1.2294467524043284e-05,2.3107928015519974e-08,1.0503603675715567e-07
1931,1.2467195119825192e-05,5.816731984964463e-08,8.668071416195744e-08
1932,1.283361780224368e-05,2.4110979879310435e-08,1.0301964437076094e-07
1933,1.290564159717178e-05,2.064719240024715e-08,9.75006315684368e-08
1934,1.1967202226514928e-05,2.6359476379411717e-08,1.0903237779302799e-07
1935,1.1508702300488949e-05,4.308582290946106e-08,8.497481474023516e-08
1936,1.2031354344799183e-05,4.607391446143083e-08,8.48730010716281e-08
1937,1.1984226148342714e-05,1.2591118370153254e-08,6.673292318737367e-08
1938,1.211339986184612e-05,4.0192164929564456e-08,9.205302120562919e-08
1939,1.0851128536160104e-05,6.270560959364957e-08,6.423501019980904e-08
1940,1.0609715900500305e-05,5.832300686847702e-08,5.5787225505810056e-08
1941,9.846212378761265e-06,6.198155233505531e-08,7.969057236323351e-08
1942,9.654861969465856e-06,3.034211815133858e-08,8.49579322448335e-08
1943,1.0231000487692654e-05,5.516146828199453e-08,6.967764676346633e-08
1944,1.1670292224152945e-05,8.354284197764628e-08,7.711646787811333e-08
1945,1.751735180732794e-05,4.661998787014454e-07,1.1110370934375169e-07
1946,1.2928529940836597e-05,3.897909195416105e-08,1.0023195073927127e-07
1947,1.3083155863569118e-05,4.649139517809431e-08,1.0490366264548356e-07
1948,1.2881012480647769e-05,5.544662773360187e-08,1.3916016428083822e-07
1949,1.4622433809563518e-05,8.737137591197097e-08,1.148589987565174e-07
1950,1.3856812074664049e-05,3.93508372553697e-08,1.3294202005909028e-07
1951,1.270092798222322e-05,1.5032575917395263e-07,9.488647378930182e-08
1952,1.3690319065062795e-05,5.9050902390112014e-08,8.752187596883232e-08
1953,1.3480213056027424e-05,8.834538389734803e-08,1.1851209791302608e-07
1954,1.4002089301357046e-05,7.036225935230789e-08,1.202021877588777e-07
1955,1.3686093552678358e-05,8.165478515564928e-08,1.088730527953885e-07
1956,1.391109253745526e-05,8.285084573955714e-08,8.808353157974125e-08
1957,1.3858640159014612e-05,8.128234729731787e-08,1.1308848257840509e-07
1958,1.4354824088513851e-05,8.603132961582105e-08,1.2987422337573662e-07
1959,1.4632636521128006e-05,8.990867828018168e-08,1.240119615886215e-07
1960,1.380637058900902e-05,7.40529151332936e-08,1.2803542404071777e-07
1961,1.4626570191467181e-05,1.0700165509192061e-07,1.1950834277740796e-07
1962,1.4194566574587952e-05,8.244543447943897e-08,1.4713339169247774e-07
1963,1.517906002845848e-05,8.599850509494189e-08,1.545386680845695e-07
1964,1.4782217476749793e-05,1.241129519158335e-07,1.3141371368874388e-07
1965,1.4607072444050573e-05,9.576076109851783e-08,1.2530979631719674e-07
1966,1.5384226571768522e-05,7.422360037701026e-08,1.4900111011684203e-07
1967,1.3946440049039666e-05,5.669885982939604e-08,1.3952849542420154e-07
1968,1.5637762771802954e-05,1.1632766927505145e-07,1.2081908096206462e-07
1969,1.6383482943638228e-05,8.85642785775076e-08,1.430653639999946e-07
1970,1.762369356583804e-05,8.829552111677685e-08,1.5819614418433048e-07
1971,1.7557904357090592e-05,7.090988596303305e-08,1.6699792126928514e-07
1972,1.5831632481422275e-05,1.0055087606986035e-07,1.4620918875607458e-07
1973,1.558858457428869e-05,8.655730265871853e-08,1.5878026715654414e-07
1974,1.7168120393762365e-05,1.0744841638654634e-07,1.7833062315730785e-07
1975,1.5888195775914937e-05,8.281646435293055e-08,1.736289902964927e-07
1976,1.694689126452431e-05,9.827266467254958e-08,1.811188070632852e-07
1977,1.6867539670784026e-05,1.1871099303562005e-07,1.8276791990956553e-07
1978,1.5642764992662705e-05,1.1762370988321891e-07,1.7584150668881193e-07
1979,1.6612582840025425e-05,9.129078648584255e-08,1.6385524759243708e-07
1980,1.756654637574684e-05,1.580471931106331e-07,1.89315514376176e-07
1981,1.654700463404879e-05,1.537108502702722e-07,1.9419437080614443e-07
1982,1.7371074136462994e-05,1.1545954237135447e-07,1.8374207400029263e-07
1983,1.759446968208067e-05,9.346667440013334e-08,2.1787840864817554e-07
1984,1.6910487829591148e-05,9.336403561377438e-08,1.9658638450437138e-07
1985,1.5976720533217303e-05,9.023337277369592e-08,2.1234919245216588e-07
1986,1.6778565623098984e-05,8.632058895452488e-08,2.3438438745415624e-07
1987,1.6119724023155868e-05,1.0510605008562379e-07,2.0410128342973621e-07
1988,1.6332214727299288e-05,1.0134176142706508e-07,1.9488800262479344e-07
1989,1.7124588339356706e-05,9.713976045766515e-08,2.2611062888699962e-07
1990,1.6378100553993136e-05,9.480652574112014e-08,2.0704874259536155e-07
1991,1.7224501789314672e-05,6.857913970037544e-08,2.3621704769993812e-07
1992,1.5551817341474816e-05,6.611932867883752e-08,2.0001097311705962e-07
1993,1.5788957171025686e-05,6.148520093063325e-08,2.2544574562743946e-07
1994,1.7884111002786085e-05,5.43317422163625e-08,2.5530644620630483e-07
1995,1.6664276699884795e-05,6.832287802183146e-08,2.429258074698737e-07
1996,1.6274241716018878e-05,1.1850564507476236e-07,2.07117977879534e-07
1997,1.5974670532159507e-05,3.044758014603133e-07,1.9659067618249537e-07
1998,1.5716706911916845e-05,4.105359270312192e-07,2.1933394123152539e-07
1999,1.6078882254078053e-05,3.916662439928942e-07,2.2302582181055186e-07
2000,1.6417847291450016e-05,1.374007789767262e-07,2.1780894599032763e-07
2001,1.6485186279169284e-05,4.2497754981773994e-08,2.0285010293719097e-07
2002,1.6933421647991054e-05,3.285916194695204e-08,2.3001412330359017e-07
2003,1.7196058252011426e-05,3.708561280291178e-08,2.1918015136179747e-07
2004,1.6707374015823007e-05,3.6119288365776825e-08,2.0878709960925335e-07
2005,1.591580075910315e-05,6.215174153112457e-08,2.454543448493496e-07
2006,1.6331550796166994e-05,4.6943944731481224e-08,2.0548270640574628e-07
2007,1.4646957424702123e-05,1.9173501564218043e-08,1.8813997826327977e-07
2008,1.4670711607323028e-05,4.768332506621675e-08,1.9286201791146595e-07
2009,1.4829078281763941e-05,2.0980046810947783e-08,2.1313820752766333e-07
2010,1.4791140529268887e-05,2.5508482270897304e-08,2.139878176876664e-07
2011,1.3413346096058376e-05,2.562061141020422e-08,2.248495576395726e-07
2012,1.2409182090777904e-05,9.19148204769904e-09,1.8961686976126657e-07
2013,1.2054877515765838e-05,5.578250028559495e-09,1.771094417790664e-07
2014,1.0620859029586427e-05,5.413613113347537e-09,1.719363496022197e-07
2015,1.0600107088976074e-05,2.6598904745434027e-09,1.6203166808281821e-07
2016,1.092652564693708e-05,5.799752067492392e-09,1.949130989942205e-07
2017,1.134565900429152e-05,3.018733707449428e-09,1.7533811558223533e-07
2018,1.1366198123141658e-05,6.711813271831346e-09,1.9283555729998625e-07
2019,1.0590170859359205e-05,2.5509878653906526e-09,1.734671712938507e-07
