year,pouvaient_VERB être_VERB,pouvaient_VERB etre_VERB,pouvaient_VERB mettre_VERB
1851,9.556133591104299e-06,1.2898877521649865e-08,1.805842799740276e-07
1852,8.598477506893687e-06,1.1067927019325907e-08,1.634146968854111e-07
1853,8.433562470600009e-06,9.555090940693844e-09,1.767691770737656e-07
1854,7.778949111525435e-06,1.3508727469968562e-08,1.8184825023581652e-07
1855,8.557435648981482e-06,1.8043586180738203e-08,1.6133088820424746e-07
1856,8.4414068624028e-06,1.1907535402144731e-08,1.1441588299021532e-07
1857,8.44940404931549e-06,1.122747050885664e-08,1.5913720119442587e-07
1858,8.391675692109857e-06,1.1744822003834088e-08,1.9819387375719089e-07
1859,8.560961759940255e-06,1.171199848215565e-08,1.4716380292156828e-07
1860,8.281956979772076e-06,1.1442959468865865e-08,1.7988332956520026e-07
1861,8.293021892313845e-06,7.073945429425521e-09,1.5987116341875662e-07
1862,8.236288522311952e-06,9.939570055905733e-09,1.3147339927854773e-07
1863,8.339517989952583e-06,9.489779628779615e-09,1.7381280770223384e-07
1864,7.597725925734267e-06,9.589456340108882e-09,1.5582865842134197e-07
1865,8.153666385624092e-06,1.1767110841276462e-08,1.5579654188968561e-07
1866,8.188339961634483e-06,2.238181906477621e-08,1.780814358198768e-07
1867,8.284720024676062e-06,1.261730986357179e-08,1.7518649997327884e-07
1868,8.141900252667256e-06,1.975949714960734e-08,1.9907692205833882e-07
1869,7.627568720636191e-06,1.70923168951731e-08,2.0461945382521662e-07
1870,9.138353561866097e-06,1.6055336615750093e-08,1.657140131783308e-07
1871,8.422593964496627e-06,2.1242353653860846e-08,1.0196330180178848e-07
1872,8.236475878220517e-06,1.69325495846806e-08,1.5481188597732398e-07
1873,8.245720891864039e-06,1.4366410283628284e-08,1.6222071508309455e-07
1874,8.632115168438759e-06,9.559374625212058e-09,1.8162812409627804e-07
1875,8.041034561756533e-06,1.0870901512305409e-08,1.567698433291298e-07
1876,8.067197995842434e-06,1.0882827083946722e-08,1.2394330894949235e-07
1877,7.923367775219958e-06,8.040260901509555e-09,1.6204218411530746e-07
1878,7.754793841741048e-06,1.509772218355465e-08,1.727179324007011e-07
1879,7.620772521477193e-06,1.0385853066452455e-08,1.4112541180111293e-07
1880,7.669967999390792e-06,8.984985200299889e-09,1.2386443870582298e-07
1881,7.646051926712971e-06,9.761510710859511e-09,1.736154331410944e-07
1882,7.96649601397803e-06,4.6587693702804245e-09,1.2512124669683544e-07
1883,7.5604571065923665e-06,5.687405213450347e-09,1.232271102935556e-07
1884,7.590630957565736e-06,1.1883054540362536e-08,1.6966360760761745e-07
1885,7.83918221713975e-06,1.160214413431504e-08,1.0506386161068804e-07
1886,7.604116490256274e-06,7.098810428374236e-09,1.4262154479638411e-07
1887,7.277792064996902e-06,9.793386546164129e-09,1.462479133351735e-07
1888,7.3963269642263185e-06,6.974675947901687e-09,1.356891488057954e-07
1889,7.280715635715751e-06,4.385595886446936e-09,9.773613385277713e-08
1890,7.161322628235212e-06,9.831579994568074e-09,8.586246025288347e-08
1891,7.207330781966448e-06,6.3742202627281586e-09,1.2748439814913581e-07
1892,7.265832664415939e-06,9.402768341715273e-09,1.0719156051663958e-07
1893,7.184408786997665e-06,9.23762488724833e-09,8.80653558965605e-08
1894,7.34444392946898e-06,1.1342770278588432e-08,1.367434094845521e-07
1895,7.4004883572342806e-06,1.1435367319734269e-08,1.4444674434344051e-07
1896,7.380131592071848e-06,9.435246361988447e-09,1.0791563198608856e-07
1897,6.622642558795633e-06,8.740070001067579e-09,1.2643968716474774e-07
1898,6.934879820619244e-06,7.921697076085366e-09,1.1543043854089774e-07
1899,6.787866368540563e-06,7.738609753005221e-09,1.1663190235822185e-07
1900,6.844403742434224e-06,1.557315876254961e-08,1.1887511419672592e-07
1901,6.824967840657337e-06,1.2295225282343836e-08,1.4251284596866753e-07
1902,6.2439171415462624e-06,9.329538919189417e-09,6.13785502423525e-08
1903,6.846939413662767e-06,9.1803746826713e-09,9.990407789928213e-08
1904,6.79030154060456e-06,1.289910045443321e-08,9.889310348398794e-08
1905,7.1089457378548104e-06,8.773290538499623e-09,1.1508493003020703e-07
1906,7.091772658895934e-06,1.18316245689698e-08,1.1111438880107016e-07
1907,6.713467882946134e-06,7.71426478252124e-09,1.1108541997373322e-07
1908,6.610238415305503e-06,6.384805573134145e-09,1.4635939749041427e-07
1909,6.59292891214136e-06,7.151278680339601e-09,7.536347368386487e-08
1910,6.49260846330435e-06,1.8170112525695004e-08,7.642135813057394e-08
1911,6.736125669704052e-06,4.788336838146279e-09,9.204246964600316e-08
1912,6.565954663528828e-06,1.5628263128064646e-08,9.481146889811498e-08
1913,6.697675871691899e-06,5.833288518886093e-09,9.65144124620565e-08
1914,6.632455097133061e-06,1.4732836284281348e-08,8.571831955350717e-08
1915,6.67733593218145e-06,1.4136913861761968e-08,1.3547875710173685e-07
1916,6.825411219324451e-06,8.789969641043172e-09,1.4393575042959128e-07
1917,7.106243174348492e-06,1.864292187292449e-08,8.55381117048637e-08
1918,6.729867891408503e-06,2.756730310693456e-08,1.274987795341076e-07
1919,6.83222333464073e-06,6.4454939163738345e-09,1.3351380800941115e-07
1920,7.041418484732276e-06,1.665890891899835e-08,1.1055458060127421e-07
1921,6.70945428282721e-06,1.2116395886607734e-08,8.254294669995943e-08
1922,6.820163434895221e-06,1.1804696775641332e-08,1.0993123567004659e-07
1923,6.731572739226976e-06,9.554353752605493e-09,9.023555946896522e-08
1924,6.440655397454975e-06,1.0313299547703991e-08,1.2118127301619097e-07
1925,6.201872565725353e-06,1.9796720707176974e-08,7.258797296572084e-08
1926,6.512688742077444e-06,8.916910765321973e-09,9.251294841305935e-08
1927,6.169981134007685e-06,1.1149224654616319e-08,1.1818178080602593e-07
1928,6.148352895252174e-06,5.713020723163709e-09,8.6837914636817e-08
1929,6.829069207014982e-06,4.4561625500705304e-09,9.803557787790851e-08
1930,6.368334652506746e-06,6.302162347537887e-09,7.772666776872938e-08
1931,6.3881402638799045e-06,1.2545892325022123e-08,8.325910272333203e-08
1932,6.820119779149536e-06,7.6716757391182e-09,7.123698964051073e-08
1933,6.484365258074831e-06,1.4911860191091364e-08,9.405943046658649e-08
1934,6.214845598151442e-06,4.7926320689839486e-09,6.82950087593781e-08
1935,6.607689556403784e-06,1.3165112555668657e-08,8.258115968828861e-08
1936,6.236953140614787e-06,1.2124714565686645e-08,6.66859278908305e-08
1937,6.6506286202638876e-06,1.0072894518486919e-08,7.554670844456268e-08
1938,6.438525360863423e-06,1.6854778905894818e-08,1.1539040656316502e-07
1939,6.432677764678374e-06,1.8352860564618823e-08,8.870549095263414e-08
1940,6.088414920668583e-06,1.5214697057785997e-08,6.846613587185857e-08
1941,5.7141091929224785e-06,8.854508237732261e-09,1.121570960549434e-07
1942,6.247441888262983e-06,1.517105907566929e-08,8.192371581117186e-08
1943,6.297117124631768e-06,1.4516175816936538e-08,9.580676163523094e-08
1944,6.092201147112064e-06,2.5705489292704442e-08,9.960876923287287e-08
1945,6.8252529672463425e-06,1.5249527862692958e-08,9.803267886354661e-08
1946,7.098371042957297e-06,1.6705325123211878e-08,1.0440827935553898e-07
1947,6.858077085780678e-06,1.1920871401116528e-08,9.298279479708071e-08
1948,6.265468982746825e-06,1.195907639583993e-08,7.175445659868274e-08
1949,6.9131374402786605e-06,1.668891336237266e-08,5.693864935096826e-08
1950,6.331230906653218e-06,8.508289184305795e-09,6.168509969484148e-08
1951,6.540769845742034e-06,2.2388944032059044e-08,9.062191708153478e-08
1952,6.472400855273008e-06,1.370824520563474e-08,8.435843312781799e-08
1953,6.856463642179733e-06,1.6160740301529586e-08,8.619061730996691e-08
1954,6.434238002839265e-06,2.14995790059902e-08,5.0817188679275205e-08
1955,6.303374448179966e-06,2.440258128899586e-08,6.569925403709931e-08
1956,6.544344614667352e-06,2.616342520411763e-08,9.15719837735196e-08
1957,6.35680953564588e-06,1.4136060322300636e-08,8.569986675865948e-08
1958,6.43249632048537e-06,1.3235589513271862e-08,8.437688592266568e-08
1959,6.569533979927655e-06,1.9376869886400527e-08,7.440718263751478e-08
1960,6.6509210228105076e-06,1.7302083321624195e-08,7.543708591128961e-08
1961,6.194978595885914e-06,2.36237411854745e-08,8.059864597953492e-08
1962,6.70535064273281e-06,1.8391673961559718e-08,1.090816468263256e-07
1963,6.636110356339486e-06,3.168366191630412e-08,8.082566438361027e-08
1964,6.520188890135614e-06,1.9468698653213323e-08,5.658090529436777e-08
1965,6.364533874148037e-06,2.188817305182056e-08,9.138312151435457e-08
1966,6.445821327361045e-06,2.1048483844765542e-08,7.200797114137458e-08
1967,6.245749318622984e-06,1.7256175155466735e-08,7.198289608822961e-08
1968,6.716014013363747e-06,2.4253646202510026e-08,1.0195513766575459e-07
1969,6.45020463707624e-06,1.1808570121729645e-08,7.493900255894914e-08
1970,6.3085308283916675e-06,1.9314645882673176e-08,7.679870606125405e-08
1971,5.907615559408441e-06,1.6956711590410123e-08,7.553444447694346e-08
1972,5.9776471061923075e-06,1.9494558856081312e-08,7.079602681869801e-08
1973,5.853919901710469e-06,2.7566018800939673e-08,7.828749204463747e-08
1974,6.06999174124212e-06,1.8564387360697765e-08,7.0882201441691e-08
1975,5.722903097193921e-06,1.4849848462006321e-08,5.197447094928975e-08
1976,6.162038516777102e-06,1.8283285996290033e-08,8.341748980456032e-08
1977,5.877957391930977e-06,2.938390863960194e-08,8.168726850499297e-08
1978,6.0504921748361085e-06,1.7227714366185864e-08,9.148510571321822e-08
1979,6.2739004533796106e-06,2.2822696621460636e-08,7.900163723206788e-08
1980,5.6743488130450714e-06,2.8994268319593175e-08,7.561250470189407e-08
1981,5.7676361393532716e-06,2.4037088763861902e-08,7.464148410463167e-08
1982,5.9548569879552815e-06,1.924325765401136e-08,7.262777756977812e-08
1983,5.86250780543196e-06,3.0945049189767815e-08,7.641532562274733e-08
1984,5.90976969760959e-06,1.681712546997005e-08,6.262929019840158e-08
1985,5.987285021546995e-06,2.2257564680217e-08,1.040691515186154e-07
1986,5.826640062878141e-06,3.6566362382473017e-08,7.193382600689802e-08
1987,6.0772072174586356e-06,1.9554613928107756e-08,7.699629378521422e-08
1988,5.985160441923654e-06,2.0388283061834045e-08,9.054796379359686e-08
1989,6.042971108399797e-06,2.030605195102453e-08,8.945639251578541e-08
1990,6.0414640756789595e-06,2.3429199913493903e-08,9.099247222366103e-08
1991,6.022069555911003e-06,1.6998249918742658e-08,9.554188551419429e-08
1992,6.1727905631414615e-06,2.0937788391961476e-08,7.218027064936905e-08
1993,6.139657671155874e-06,1.1078414630105726e-08,7.200969776022248e-08
1994,6.060363375581801e-06,1.2132331583813993e-08,8.176136390147803e-08
1995,6.138756361906417e-06,1.3556126887692699e-08,9.218166496793856e-08
1996,6.164962542243302e-06,2.028474987980644e-08,8.540947504798169e-08
1997,6.158562428026926e-06,2.2536003285722472e-08,7.911575750085831e-08
1998,6.2114418142300565e-06,6.293930709944107e-08,7.867413387430133e-08
1999,6.317388852039585e-06,3.153438754566196e-08,8.317766031495921e-08
2000,6.0323800425976515e-06,1.502130686503733e-08,7.908276700163697e-08
2001,6.331727490760386e-06,9.638665865452367e-09,8.28049024903521e-08
2002,6.138967364677228e-06,7.009954394732176e-09,1.0646368053812694e-07
2003,6.258718258322915e-06,1.2917460878725251e-08,9.083891683303591e-08
2004,6.11561199548305e-06,7.488145215006625e-09,1.0483402945737907e-07
2005,6.1940068007970694e-06,9.457874483587148e-09,9.818174362408172e-08
2006,5.664569471264258e-06,1.6883348052942893e-08,9.182894444847989e-08
2007,5.637408776237862e-06,7.190063211481856e-09,9.466916139899695e-08
2008,5.7441375247435644e-06,1.1495087548496485e-08,8.387156213984781e-08
2009,5.388534191297367e-06,6.675469510497578e-09,9.441021120437654e-08
2010,5.450784556160215e-06,8.030448306328708e-09,1.0628534141687851e-07
2011,4.7734642976138275e-06,1.0324724186716594e-08,1.0362963820398363e-07
2012,4.930379418510711e-06,2.7234021704458655e-09,9.838290537800276e-08
2013,5.5149371291918214e-06,3.904775169871755e-09,1.0821805318528277e-07
2014,5.398238499765284e-06,1.5158115873603606e-09,1.048075475296173e-07
2015,5.243974101176718e-06,4.433150790905671e-10,9.95242359635995e-08
2016,5.195542144065257e-06,8.285360175719347e-10,1.0418840190595802e-07
2017,4.973112027073512e-06,1.509366853724714e-09,1.0037289399633664e-07
2018,5.219725608185399e-06,4.64663996169179e-09,1.0764716051880896e-07
2019,5.211412826611195e-06,7.65296326310505e-10,9.566203829081132e-08
