year,grand_ADJ auteur_NOUN,grand_ADJ moteur_NOUN
1954,1.6906487587675656e-07,4.006739984241392e-08
1955,2.1868466149044252e-07,3.003394510869839e-08
1956,2.3808717219964137e-07,3.314033847345854e-08
1957,2.570995867867687e-07,5.566073824070372e-08
1958,2.043244080596196e-07,4.797901342890043e-08
1959,1.7361675475058291e-07,4.960478716675709e-08
1960,1.9032292186693667e-07,3.737250153790228e-08
1961,2.584715350084643e-07,4.655266749864495e-08
1962,2.2006588551448658e-07,5.7711801559889864e-08
1963,2.0238746900602678e-07,4.267595110629685e-08
1964,2.403167433939757e-07,4.745495374436359e-08
1965,1.8987990424434997e-07,4.9248392031131516e-08
1966,1.838972858436705e-07,3.5450078428311826e-08
1967,2.2383723852215098e-07,5.374065653596105e-08
1968,1.9852057953073654e-07,4.9854717160124906e-08
1969,1.803077793738339e-07,4.6780105539268035e-08
1970,1.9084709057537452e-07,3.173120149968511e-08
1971,2.101604605897478e-07,4.1107178549992796e-08
1972,1.9956270858045855e-07,3.95021309551602e-08
1973,1.5933159236425354e-07,3.307922430417776e-08
1974,1.4795253666655128e-07,4.162923183947953e-08
1975,2.244611740920277e-07,3.655347269315712e-08
1976,2.188280754378269e-07,3.6566571992580066e-08
1977,1.904077280290295e-07,3.643604762348929e-08
1978,1.6514843492743125e-07,2.257424647211792e-08
1979,1.8550755109814077e-07,4.447499790671827e-08
1980,1.6714343603618786e-07,2.6720208379238386e-08
1981,1.707898334424307e-07,3.0362637848391216e-08
1982,1.5332530856060345e-07,3.289976291398489e-08
1983,2.077738958661257e-07,3.0945049189767815e-08
1984,1.9310698240460056e-07,3.537395087960249e-08
1985,1.9610719803608845e-07,3.910112700289403e-08
1986,2.1280423778691215e-07,1.7384007122700496e-08
1987,2.1326750276884354e-07,3.299840972692536e-08
1988,2.0568180025826166e-07,2.638483725947438e-08
1989,1.8988902694694332e-07,2.908704743731505e-08
1990,2.413752386853929e-07,3.7595691448899515e-08
1991,2.2156337919909674e-07,3.575493734420121e-08
1992,2.1654081083788412e-07,2.6447731782397454e-08
1993,2.41509451770483e-07,3.545092797097027e-08
1994,2.0624962338011699e-07,3.059457387433184e-08
1995,2.3045416464029245e-07,3.687266703078507e-08
1996,2.412817601271655e-07,2.7224270615633372e-08
1997,1.9659066996524643e-07,2.3974473184473766e-08
1998,2.1456581045242729e-07,2.9562401748783884e-08
1999,2.376504633083698e-07,3.3819488126640707e-08
2000,2.3813189120591716e-07,3.490244937509601e-08
2001,2.457859720195188e-07,2.891599715226789e-08
2002,2.260710250112652e-07,2.672545151849448e-08
2003,2.2959745971107282e-07,3.166861584080749e-08
2004,2.673708299205657e-07,3.303593382186776e-08
2005,3.2877370959027985e-07,2.0717248805368627e-08
2006,2.857815735168856e-07,4.076711057621196e-08
2007,2.832085869153289e-07,2.95591473520318e-08
2008,2.1500070701563345e-07,2.2564430324223395e-08
2009,2.24581870211793e-07,2.765551587735615e-08
2010,2.385515531777571e-07,2.550848160476349e-08
2011,1.6443080141925748e-07,2.2179037273417634e-08
2012,1.5182966561777533e-07,2.1106366321355097e-08
2013,1.4196646791475587e-07,2.3428650797185924e-08
2014,2.1741070002634366e-07,3.031623307947484e-08
2015,1.9638857828851997e-07,2.837216578344126e-08
2016,1.3919405206230806e-07,3.9148327607430033e-08
2017,1.592381983217539e-07,2.364674603350103e-08
2018,1.6727903551227996e-07,2.5814666515522333e-08
2019,1.9846684784496915e-07,2.06630014210063e-08
