year,petit_ADJ être_NOUN,petit_ADJ etre_NOUN,petit_ADJ mètre_NOUN
1800,1.3519907193781933e-07,3.144164484325529e-09,0.0
1801,1.0953440221506128e-07,0.0,0.0
1802,1.969299319171114e-07,0.0,0.0
1803,7.216254971353919e-08,0.0,0.0
1804,8.404293083685843e-08,0.0,0.0
1805,7.960057502032214e-08,0.0,0.0
1806,6.051504897186533e-08,2.0171682990621775e-08,0.0
1807,1.0818429263537155e-07,0.0,0.0
1808,6.798222074166915e-08,0.0,0.0
1809,8.358412628695078e-08,0.0,0.0
1810,1.310471020588011e-07,0.0,0.0
1811,7.019814773912003e-08,0.0,0.0
1812,1.787029546562735e-07,0.0,0.0
1813,2.444380360344667e-07,0.0,0.0
1814,7.866692897096073e-08,0.0,0.0
1815,5.1247248222807684e-08,0.0,0.0
1816,5.0987285504788815e-08,0.0,0.0
1817,1.214361304846534e-07,0.0,0.0
1818,1.8120189060333303e-07,2.384235475716423e-09,0.0
1819,1.583710655950199e-07,0.0,0.0
1820,1.3765118378472607e-07,1.1866481131050932e-09,0.0
1821,1.065040748926549e-07,0.0,0.0
1822,1.2632276025215106e-07,0.0,0.0
1823,7.807322788266902e-08,0.0,0.0
1824,1.229482506914792e-07,0.0,0.0
1825,1.0654586324321258e-07,0.0,0.0
1826,1.497357402513444e-07,0.0,0.0
1827,1.318069990929871e-07,0.0,0.0
1828,7.06267186956211e-08,0.0,0.0
1829,1.23453735956236e-07,0.0,0.0
1830,1.1167414015744725e-07,0.0,0.0
1831,1.2784788339104125e-07,0.0,0.0
1832,2.4353946059818554e-07,0.0,0.0
1833,1.5058717162119706e-07,0.0,1.1583628500844156e-09
1834,9.241185949804276e-08,0.0,9.334530925997342e-10
1835,1.2403464211274695e-07,0.0,0.0
1836,1.686908330245096e-07,1.3441500135158435e-09,1.1425274948351216e-08
1837,1.426367646217841e-07,0.0,6.957891152126194e-09
1838,1.1740620919908906e-07,0.0,0.0
1839,1.50316722624666e-07,0.0,5.5931801412612e-09
1840,1.3185255909320404e-07,6.369688665408546e-10,0.0
1841,2.439808497456397e-07,0.0,0.0
1842,1.7173158539662836e-07,0.0,6.708265054555795e-10
1843,1.506262262696012e-07,0.0,0.0
1844,1.926485043157733e-07,5.488561272137815e-10,0.0
1845,2.07584482769807e-07,0.0,5.580227946389016e-10
1846,9.894107222407911e-08,0.0,5.854501328173001e-09
1847,1.7851569733551287e-07,5.393223645455691e-10,0.0
1848,2.1963455587581393e-07,0.0,8.045221711050488e-10
1849,1.4245004820168106e-07,0.0,0.0
1850,1.39853317371319e-07,6.788996032014438e-10,0.0
1851,1.3930787190474803e-07,6.449438760824933e-10,0.0
1852,2.0182690563252947e-07,0.0,0.0
1853,2.776948235805321e-07,0.0,0.0
1854,1.5586992674343492e-07,0.0,0.0
1855,2.2342204886172112e-07,5.306937111981824e-10,5.306937111981824e-10
1856,2.2469001770275554e-07,0.0,6.212626857404757e-09
1857,1.9916557314481054e-07,0.0,2.001418764052687e-08
1858,2.4076886218082905e-07,0.0,4.893676019968041e-10
1859,2.968736929620519e-07,5.092173349652285e-10,0.0
1860,3.3138811095234644e-07,0.0,0.0
1861,3.079524182325599e-07,0.0,0.0
1862,3.8493244192139286e-07,9.035972525772706e-10,0.0
1863,3.2265251204144363e-07,9.989241656072068e-10,4.994620828036034e-10
1864,3.1309573378379696e-07,0.0,4.794727948009836e-10
1865,3.741941291268702e-07,1.4120533631256649e-09,3.765475486972036e-09
1866,3.152917145143874e-07,9.731225825149181e-10,5.838735717134114e-09
1867,4.0181280525075636e-07,1.455843445796745e-09,1.6014277903764196e-08
