year,puissent_VERB être_VERB,puissent_VERB etre_VERB,puissent_VERB mettre_VERB
1845,7.015462415438378e-06,2.2320911341466854e-08,1.1774280750387334e-07
1846,7.232651114463806e-06,1.4050803187615202e-08,1.1709002478710318e-07
1847,7.5138391366635915e-06,2.6426796750911308e-08,1.2781940483819199e-07
1848,5.955877441010671e-06,1.126331028444838e-08,1.456185145798372e-07
1849,6.157194093248108e-06,2.513824526317876e-08,8.547003460535052e-08
1850,6.002830104989698e-06,1.2220192857625989e-08,9.368814346544241e-08
1851,6.2030703702475876e-06,1.870337307252612e-08,7.094382681316347e-08
1852,6.759248208254576e-06,2.0833745395520964e-08,1.0547083917344935e-07
1853,5.843535291205626e-06,1.911018188138769e-08,9.614809926006274e-08
1854,6.483669494627975e-06,1.558699302961486e-08,1.0962852314833071e-07
1855,5.7028346418519504e-06,9.021793090369101e-09,9.234070574848374e-08
1856,5.978100489301141e-06,1.2942972915652717e-08,1.1803991384340407e-07
1857,5.266660082270391e-06,1.7085282522089074e-08,7.078187991282903e-08
1858,5.520555987459375e-06,2.4468379322684086e-08,9.738415229776365e-08
1859,5.615139343717601e-06,1.782260738991681e-08,1.0540799166847137e-07
1860,5.650075763696805e-06,1.1442959468865865e-08,9.29168351149201e-08
1861,5.891653472644975e-06,8.017138064531082e-09,1.1554111267741973e-07
1862,6.128648237790912e-06,1.400575744270327e-08,1.1204605954162616e-07
1863,5.843206963618286e-06,1.6482248454963155e-08,1.0238972691922754e-07
1864,6.329040843411349e-06,1.0068928801842958e-08,9.349719221063424e-08
1865,5.807775323773967e-06,1.2708479601997169e-08,1.3979327206925518e-07
1866,5.639732080453541e-06,9.244664589402873e-09,8.952727625910484e-08
1867,5.355077519197948e-06,1.7955402498159856e-08,1.2957006845226715e-07
1868,6.68414350002422e-06,1.8277534152844055e-08,1.205329311915193e-07
1869,5.55890983378049e-06,7.325278605918584e-09,8.741499613051928e-08
1870,5.646891167998547e-06,7.454262984651905e-09,1.0665331018344659e-07
1871,6.184711310197599e-06,2.8677177965619194e-08,8.815577245968598e-08
1872,5.711711764888605e-06,2.2979889990892843e-08,1.1671365029997105e-07
1873,5.762726686953101e-06,1.1972009161809183e-08,8.260686001904105e-08
1874,5.721883098885883e-06,1.4339061493728877e-08,9.081406204813902e-08
1875,5.58421061214176e-06,1.4875970677508121e-08,6.808617314391086e-08
1876,5.959556801826693e-06,9.673623679873344e-09,8.948101992700686e-08
1877,5.4809838729852345e-06,9.895705588292003e-09,6.98884221606022e-08
1878,4.872336830885615e-06,1.1474268646338714e-08,7.367687970827319e-08
1879,7.215724053821759e-06,2.932476128592043e-08,8.919614913338592e-08
1880,6.111073162173852e-06,1.4761046607247863e-08,1.0011839890466945e-07
1881,5.481785592564847e-06,1.9523021421719022e-08,9.761510710859511e-08
1882,5.2138288992864545e-06,1.5972924316542958e-08,9.583754945197143e-08
1883,5.270328529149992e-06,1.2638677659992936e-08,1.0237329206574941e-07
1884,5.303803391143447e-06,1.0562715146988921e-08,5.545425452169184e-08
1885,5.656045232171891e-06,2.2559724754955823e-08,7.928132106371777e-08
1886,5.415101441030856e-06,2.19417763958063e-08,7.7441569601433e-08
1887,5.312585926731117e-06,1.4363633837888301e-08,8.291734587828614e-08
1888,5.4852657740411814e-06,1.6485598663962264e-08,9.003672829521747e-08
1889,5.3786197895533405e-06,1.9421923624918236e-08,9.397705014180247e-08
1890,5.295944447425427e-06,1.7696843102044113e-08,1.1273544942014269e-07
1891,5.717037765862187e-06,7.0116419337296065e-09,6.182993672609882e-08
1892,5.1734032240347005e-06,1.3790726782758611e-08,8.838602383320904e-08
1893,5.413248345575994e-06,1.9091091374434654e-08,6.220000869916475e-08
1894,5.3285816647985484e-06,1.7014155417882648e-08,3.465846631911518e-08
1895,5.366798632167047e-06,1.3240951446391591e-08,7.402896073926968e-08
1896,5.521388175111497e-06,1.0614652268259306e-08,7.076435082353782e-08
1897,5.527220309886616e-06,1.981082675683865e-08,7.39992600529149e-08
1898,5.282639904180542e-06,1.2448380992680086e-08,6.054439438685222e-08
1899,5.37667528988095e-06,7.738609753005221e-09,7.793885714590942e-08
1900,5.24867391504813e-06,2.180242297811219e-08,6.644548022904928e-08
1901,5.390338628785685e-06,1.117747761014698e-08,6.42704947040329e-08
1902,7.52108189772116e-06,1.178468167495339e-08,5.892340482205327e-08
1903,5.72531371290097e-06,1.4580594509538969e-08,5.778235845355084e-08
1904,5.468143626785604e-06,1.5048950530172078e-08,6.610788716443494e-08
1905,5.604068064712919e-06,9.28936660926638e-09,6.347733716438597e-08
1906,5.332975888450164e-06,1.4403716441790948e-08,6.687439935149087e-08
1907,5.384556970966514e-06,2.468564730406797e-08,6.42855439991763e-08
1908,5.446239356388105e-06,1.0313916831705683e-08,7.317969874520713e-08
1909,5.549942216021009e-06,1.4852655993990993e-08,7.97642627503592e-08
1910,5.513560154213337e-06,1.7101282168141552e-08,8.497199388557419e-08
1911,5.636936293740291e-06,1.4365010514438836e-08,8.35298763490755e-08
1912,5.7793317864707205e-06,1.8753915753677575e-08,6.824341625133457e-08
1913,5.293444246490253e-06,1.3257474229533273e-08,6.310557409960893e-08
1914,5.3955664043314755e-06,7.366418142140674e-09,5.089525245693949e-08
1915,6.228488928172737e-06,1.4136913861761968e-08,4.7123048574349014e-08
1916,5.859613338543568e-06,1.9777431248257926e-08,3.955486249651585e-08
1917,5.712410711566918e-06,2.1932848426331475e-08,4.8252267959014716e-08
1918,5.6708240663283505e-06,2.1824114071478107e-08,6.202643021424592e-08
1919,5.5145806072687265e-06,1.749491218561161e-08,6.537572261322566e-08
1920,5.383856660046149e-06,1.590168707821249e-08,4.694783584113793e-08
1921,5.410728135757381e-06,1.3630945261411398e-08,5.300923078266351e-08
1922,5.6544499784649815e-06,1.1066902949607993e-08,4.721878710256533e-08
1923,5.420502930064686e-06,2.866305948145964e-08,5.8387715995422695e-08
1924,5.344867531675845e-06,9.02413699321869e-09,4.769901096324247e-08
1925,5.2857244554616045e-06,3.409435223034052e-08,6.048998102414771e-08
1926,5.077065907244105e-06,1.0031524944054127e-08,4.7928395474627905e-08
1927,4.929072474624263e-06,2.2298449309232637e-08,5.797597069090443e-08
1928,5.183994744584197e-06,1.4853853258500749e-08,6.512843242489907e-08
1929,5.345166755432729e-06,7.798284684668033e-09,6.684243913923638e-08
1930,5.472377324622357e-06,1.2604324695075775e-08,5.2518018378577835e-08
1931,5.398155281000072e-06,1.3686427990933225e-08,3.649714130915527e-08
1932,5.365789093048079e-06,8.767629289252454e-09,5.698959171240858e-08
1933,5.312063876772299e-06,6.882397318719313e-09,5.6206243215228824e-08
1934,5.204798526392551e-06,1.1981580172459871e-08,6.350237669039416e-08
1935,5.189448074816028e-06,8.377798899061872e-09,4.787313656606784e-08
1936,5.323962341208244e-06,7.274828739411987e-09,6.66859278908305e-08
1937,5.256791610008804e-06,8.813782592653752e-09,3.651424407280501e-08
1938,5.263877028482966e-06,1.2965214679638848e-08,5.186085871855539e-08
1939,5.017977855459321e-06,2.5999884911698246e-08,5.505858169385647e-08
1940,4.27786562795518e-06,1.0143131667916805e-08,5.0715659227762444e-08
1941,4.560071374726249e-06,2.066051862925633e-08,2.9515025090631752e-08
1942,4.399606950755697e-06,1.517105907566929e-08,6.371844563091145e-08
1943,4.801951035915408e-06,5.806470415592457e-09,5.8064703267746154e-08
1944,4.472755335882539e-06,1.927911696952833e-08,3.534504600111177e-08
1945,5.210981726122554e-06,3.485606470121638e-08,7.62476446425353e-08
1946,5.085379598313011e-06,1.2528993842408909e-08,7.238973864787113e-08
1947,5.539628546102904e-06,1.1920871401116528e-08,5.722018059373113e-08
1948,5.354404947865987e-06,1.9569398546082084e-08,4.783630558335972e-08
1949,5.631035946862539e-06,1.8652315247891238e-08,6.184715317658629e-08
1950,5.666520792146912e-06,2.1270722072586068e-08,7.763814124928103e-08
1951,5.713445261790184e-06,3.5182626589858046e-08,5.543929049167673e-08
1952,5.4527181418961845e-06,2.8470971358274255e-08,4.428817490520487e-08
1953,5.831872840644792e-06,2.9089333608567358e-08,4.3095308654983455e-08
1954,5.621162927127443e-06,2.052232517257835e-08,6.938500973774353e-08
1955,5.3648136599804275e-06,3.2849627018549654e-08,4.880516257799172e-08
1956,5.691416845365893e-06,2.703553825256222e-08,4.7966278060584955e-08
1957,5.319576303008944e-06,2.5621609722747962e-08,9.453490434907508e-08
1958,5.607753791991854e-06,1.9026160202884057e-08,5.1287909030861556e-08
1959,5.661146133206785e-06,2.712761748568937e-08,7.363210130506559e-08
1960,5.728373707825085e-06,2.145458388724819e-08,7.33608302994071e-08
1961,5.475844318425516e-06,4.655266749864495e-08,5.280601200752244e-08
1962,5.674782642017817e-06,3.4880759613997725e-08,7.610347552144958e-08
1963,5.730862994823838e-06,3.36234755593523e-08,7.435961180135564e-08
1964,5.9355193116061855e-06,2.6161064425878067e-08,6.327326929067567e-08
1965,5.723757567466237e-06,3.55682807651192e-08,7.441978766564716e-08
1966,5.753990990342572e-06,2.437192847537517e-08,6.2591546168278e-08
1967,5.757645794801647e-06,2.3665609916179164e-08,6.45873967641819e-08
1968,5.4849169828230515e-06,3.188905139950293e-08,8.084548852593798e-08
1969,7.017015832389006e-06,2.815889921237158e-08,8.720174804466296e-08
1970,6.225293873285409e-06,2.6672605457633836e-08,6.622163795100278e-08
1971,5.709787274099654e-06,2.5178147566862208e-08,4.881477622120656e-08
1972,5.5220903050212655e-06,2.667676390899487e-08,4.3093233870195036e-08
1973,5.0715962061076425e-06,1.6539610570021068e-08,6.450448353234606e-08
1974,5.554689323616913e-06,3.431598827319249e-08,7.031964344150765e-08
1975,5.002114448870998e-06,1.9419033492340532e-08,5.6543655091445544e-08
1976,4.929059741698438e-06,2.0568696967870892e-08,6.342014557958464e-08
1977,4.815435204363894e-06,2.938390863960194e-08,5.05403221495726e-08
1978,4.732275101559935e-06,1.900989232694883e-08,5.762373689321976e-08
1979,4.9156574277731124e-06,2.2822696621460636e-08,5.676414005506558e-08
1980,4.722086032415973e-06,2.7288724169238776e-08,5.457744833847755e-08
1981,4.507586709223688e-06,2.213942273954217e-08,5.9460166568214845e-08
1982,4.956690645485651e-06,3.3520510811513304e-08,6.207502423194455e-08
1983,4.564710252452642e-06,2.7155859783078995e-08,5.810090897284681e-08
1984,4.654863914765883e-06,2.0296528902008504e-08,6.494889248642721e-08
1985,4.633182925317669e-06,2.2257564680217e-08,5.5343132743246315e-08
1986,4.415538114699302e-06,1.3787316177626963e-08,6.29420995323926e-08
1987,4.408343102113577e-06,1.9554613928107756e-08,4.949761489569937e-08
1988,4.662320407078369e-06,1.2592763276586538e-08,6.476278002764957e-08
1989,4.796069788426394e-06,1.7013178421620978e-08,5.4332410570623324e-08
1990,4.608468771039043e-06,3.105731138930423e-08,6.48389431034957e-08
1991,4.409580469655339e-06,1.4067516929117119e-08,5.4511627212150415e-08
1992,4.2354940887889825e-06,2.0937788391961476e-08,6.171137556520989e-08
1993,4.466262907953933e-06,1.1078414630105726e-08,6.259304541345045e-08
1994,4.51111736765597e-06,1.3714808844156323e-08,5.802419167366679e-08
1995,4.493042524700286e-06,2.114755837112625e-08,4.7175323203418884e-08
1996,4.339335191616556e-06,2.989331449043675e-08,6.779377059729086e-08
1997,4.4395928853191435e-06,3.979762297490197e-08,6.329261026394306e-08
1998,4.506358891376294e-06,6.675380603837766e-08,5.769436484115431e-08
1999,4.468742645258317e-06,3.93037282719888e-08,6.44398383542466e-08
2000,4.5355509428191e-06,2.9159007652879154e-08,6.185243961454034e-08
2001,4.570918463286944e-06,7.886181485616817e-09,7.754744757448861e-08
2002,4.699736109614605e-06,1.4896152755738967e-08,6.878517666564221e-08
2003,4.518194600677816e-06,8.750538071922165e-09,6.125376472709831e-08
2004,4.37968401456601e-06,1.2333415178034102e-08,7.091713882800832e-08
2005,4.269104465493001e-06,2.0717248361279417e-08,7.791486922315016e-08
2006,4.223307769279927e-06,1.317724773741702e-08,6.670981633760675e-08
2007,4.05120090363198e-06,5.592271090648637e-09,7.230007526004556e-08
2008,4.005399205198046e-06,1.2772319202269955e-08,5.364373834026992e-08
2009,3.931374521926045e-06,9.53638501499654e-09,7.581426331171315e-08
2010,3.825327439699322e-06,6.613310343794865e-09,7.321879280652865e-08
2011,3.5058174034929834e-06,9.55992973672437e-09,4.971163392042399e-08
2012,3.1819549803913105e-06,2.7234021704458655e-09,5.412761794332255e-08
2013,3.5243383535998873e-06,1.9523875849358774e-09,7.446963934398809e-08
2014,3.0422338568314444e-06,1.5158115873603606e-09,5.2836863773109144e-08
2015,3.2009565984481014e-06,2.881548111233201e-09,5.8295931637530884e-08
2016,3.1581721486872993e-06,3.5212781579474495e-09,5.5719048930313875e-08
2017,3.0894223073119065e-06,1.509366853724714e-09,5.861374319238166e-08
2018,2.9761729365418432e-06,1.5488800242380307e-09,5.240377376480865e-08
2019,2.9318503038666677e-06,1.02039510174734e-09,5.204014996706974e-08
