year,petit_ADJ arbre_NOUN,petit_ADJ marbre_NOUN
1843,1.6480282138964242e-07,0.0
1844,2.1899359947674668e-07,2.195424508855126e-09
1845,1.7242903860292813e-07,5.580227835366713e-09
1846,1.949548931179379e-07,3.5127007969038004e-09
1847,1.9038078846733697e-07,0.0
1848,1.600999048889662e-07,4.82713291560799e-09
1849,2.2792008458338842e-07,8.379414495607307e-09
1850,2.1521117332667927e-07,4.752297222410107e-09
1851,2.16056196933323e-07,1.6123596680017727e-08
1852,2.102906160317275e-07,6.510545436100301e-10
1853,1.887130443023466e-07,5.3747388761848924e-09
1854,1.8860261441489e-07,7.79349651480743e-09
1855,2.488953469992339e-07,3.1841622671890946e-09
1856,1.8948512314764798e-07,9.318940286107136e-09
1857,2.7092376075898983e-07,9.763018171682347e-10
1858,2.363645466019193e-07,5.872411001917044e-09
1859,1.5327442426382731e-07,7.638259802433822e-09
1860,2.6501894456743e-07,5.950338888283113e-09
1861,2.541904349229185e-07,9.431927461278633e-10
1862,2.380978720850635e-07,4.517986262886353e-10
1863,2.0178268411719102e-07,9.989241656072068e-10
1864,2.071322473540249e-07,1.1986819536957682e-08
1865,1.840376127049126e-07,9.41368871743009e-10
1866,2.72474318663285e-07,4.865612912574591e-10
1867,2.2419989598176926e-07,5.82337378318698e-09
1868,2.2822218515017312e-07,2.9639244392143382e-09
1869,2.2610694117020103e-07,9.767038733343725e-09
1870,2.0986618487484066e-07,1.1468097582678638e-09
1871,3.069520335685638e-07,0.0
1872,1.7476811287053806e-07,1.2094678591978436e-09
1873,2.107073591162134e-07,1.0774807712721213e-08
1874,3.9312928379331424e-07,1.2546678807012768e-08
1875,1.8995470441041107e-07,3.432916173551348e-09
1876,2.8355809078561833e-07,2.418405919968336e-09
1877,2.659470750288051e-07,2.968711676487601e-08
1878,3.1644823383913945e-07,1.8117265465633636e-09
1879,2.61479128127462e-07,3.0546627449723474e-09
1880,2.3296781659354338e-07,8.343199908722454e-09
1881,2.4194601522253834e-07,1.045876096839038e-08
1882,2.55566792617401e-07,2.1297232422057277e-08
1883,2.7931478019382894e-07,1.2006744043446815e-08
1884,2.277585489096623e-07,5.941527270181268e-09
1885,2.326874479763319e-07,1.740321664556177e-08
1886,8.157178115197894e-07,7.744156427236248e-09
1887,2.5985120011284835e-07,1.4363633837888301e-08
1888,2.092402908715485e-07,7.608737417896805e-09
1889,3.9846270283305785e-07,8.14467782106476e-09
1890,2.608645708335189e-07,7.865263995654459e-09
1891,4.0858750338657046e-07,9.561330394092238e-09
1892,2.845904560899726e-07,1.1283322720601063e-08
1893,5.283921495902177e-07,7.390100087434348e-09
1894,4.089699103815292e-07,9.452309157609307e-09
1895,3.5389453501011303e-07,1.023164486468886e-08
1896,2.9426174563695895e-07,1.0614652268259306e-08
1897,6.951269284627415e-07,1.0488084178916779e-08
1898,8.040522345709178e-07,2.3765091228256097e-08
1899,2.2331417426357802e-07,1.5477219506010442e-08
1900,3.7323671620015375e-07,2.07642125715779e-09
1901,2.213140621876164e-07,1.2295225282343836e-08
1902,4.718782644630437e-07,2.0132164380015638e-08
1903,4.028564291047587e-07,1.2420506401156217e-08
1904,2.4884514360223875e-07,1.5586412160928376e-08
1905,2.4513605367815217e-07,1.186974607492175e-08
1906,3.5906406736785357e-07,1.9033482345776065e-08
1907,2.1342800060608624e-07,1.6971383132169393e-08
1908,2.1708339659198828e-07,1.8663278922304016e-08
1909,2.1508845193807247e-07,9.351672325408344e-09
1910,2.7736141916534507e-07,3.206490406526541e-09
1911,2.351605399297796e-07,1.3300935242099854e-08
1912,2.526569353733521e-07,1.8232974852150363e-08
1913,2.8105845828463316e-07,2.0681659052002033e-08
1914,2.1630481938927915e-07,1.6741859676372428e-08
1915,2.615329144362022e-07,9.424609537234119e-09
1916,2.680940731636383e-07,2.6369908923129515e-08
1917,2.7745054254069146e-07,5.483212106582869e-09
1918,2.8371350424549746e-07,1.4932290071101306e-08
1919,4.0606610696158896e-07,2.025726569820918e-08
1920,3.9602771551017213e-07,2.4231141537711665e-08
1921,3.2032721719588153e-07,6.058198054326169e-09
1922,3.747991144109619e-07,1.770704471937279e-08
1923,2.1231896951690032e-07,1.1677542488541803e-08
1924,3.003748609842205e-07,7.734974438733389e-09
1925,2.881522647157908e-07,1.8696901804560184e-08
1926,3.733956290830065e-07,6.687683296036084e-09
1927,2.430531047536988e-07,1.6723837648058293e-08
1928,6.147209887785721e-07,5.713020723163709e-09
1929,4.0662483868914023e-07,1.3368487650211591e-08
1930,3.05654857868376e-07,4.201441416995522e-09
1931,2.611826595000366e-07,1.8248571542756054e-08
1932,3.265941863617172e-07,2.52069338735339e-08
1933,2.603840378867517e-07,1.8353059516584835e-08
1934,4.54101900970727e-07,2.2765002327673756e-08
1935,5.182266988867923e-07,3.590485242455088e-09
1936,5.383373320455576e-07,2.424942913137329e-09
1937,4.0921132438143104e-07,5.0364472592434595e-09
1938,4.17479913750185e-07,1.0372171566075394e-08
1939,1.9270503770485448e-07,1.5294050470515685e-09
1940,3.0429393760300627e-07,2.5357829169792012e-09
1941,6.96554636192559e-07,0.0
1942,5.249186330047451e-07,3.034211770724937e-09
1943,7.722605630533508e-07,5.806470415592457e-09
1944,8.000833275900732e-07,3.2131861615880553e-09
1945,2.4181394309152893e-07,0.0
1946,3.744776932990135e-07,9.744772988540262e-09
1947,8.439976753038536e-07,1.1920870957027319e-09
1948,5.805588045859622e-07,2.174377566888097e-09
1949,3.1316256254854125e-07,1.6688914028506474e-08
1950,6.34931083709489e-07,6.381216888229346e-09
1951,5.767818294089011e-07,1.0661401761424827e-09
1952,8.467477243812027e-07,2.1089607837865287e-09
1953,3.7061965940665687e-07,4.3095309543161875e-09
1954,4.124010217765317e-07,8.795282724349818e-09
1955,4.430007010114423e-07,9.385607846468247e-09
1956,2.4419196620328876e-07,3.488456634670456e-09
1957,2.535655774238421e-07,3.534015080575159e-09
1958,2.7960182791275656e-07,7.445019101215422e-09
1959,4.99148157473428e-07,8.525822714489095e-09
1960,2.567629220351364e-07,2.076250060767393e-09
1961,3.7936949581762747e-07,1.389631876236308e-08
1962,2.2387105502730265e-07,4.43936931660005e-09
1963,3.543397255612035e-07,5.1728425987107585e-09
1964,2.652610220366114e-07,3.6503808864551957e-09
1965,2.9384873556637103e-07,5.47204326295514e-09
1966,2.0106840992184516e-07,8.862519607077957e-09
1967,2.465167767695675e-07,4.437302081328198e-09
1968,1.9133431194973127e-07,7.186265305048067e-09
1969,2.0483327034526155e-07,5.904285060864822e-09
1970,1.5681652243415556e-07,5.978342487722443e-09
1971,2.127296561127423e-07,3.5968783507200897e-09
1972,3.488499871195927e-07,3.5911027485013847e-09
1973,1.8855156724839617e-07,4.410563025913916e-09
1974,2.1433427832562302e-07,3.937900228123681e-09
1975,2.941412411416877e-07,2.8557400888473694e-09
1976,2.8281959174591975e-07,0.0
1977,9.696690339566771e-08,3.526069214387917e-09
1978,1.8950486335711503e-07,4.158414057542359e-09
1979,1.6151446757817212e-07,4.681578680276743e-09
1980,1.7623966996893614e-07,0.0
1981,1.7332005697312525e-07,1.8976649140967083e-09
1982,3.9417638930672183e-07,1.8622506869903077e-09
1983,2.968198486996698e-07,3.157658134966823e-09
1984,1.7281045217032442e-07,0.0
1985,2.1776320480171307e-07,9.02333674446254e-09
1986,1.8043401439626905e-07,4.196139880008332e-09
1987,1.7171395327864047e-07,4.888653482026939e-09
1988,1.6790350709783297e-07,2.398621523624911e-09
1989,1.882425841870372e-07,3.841685636274406e-09
1990,2.4246497076774176e-07,2.724325431913144e-09
1991,1.6529331148262827e-07,4.68917216167597e-09
1992,2.347236183197765e-07,5.509944056569793e-09
1993,1.5343604609086015e-07,1.1078414852150331e-09
1994,1.8884237462657438e-07,2.6374633033121597e-09
1995,1.447794382158918e-07,2.7112254663563817e-09
1996,2.3487606171102016e-07,2.6690460952494277e-09
1997,1.706982448723693e-07,5.753873488778538e-09
1998,1.3589168190719647e-07,1.9072516899143466e-09
1999,2.257679376782562e-07,2.285100553223174e-09
2000,1.219376724037602e-07,2.2090156370779823e-09
2001,1.476468431960143e-07,8.762423675534592e-09
2002,1.3713222912770107e-07,5.257465907071435e-09
2003,1.43342149705461e-07,3.7502307925763034e-09
2004,1.872036250460951e-07,5.7262286579096155e-09
2005,1.3241024099386323e-07,5.854874363109275e-09
2006,1.5030298694540534e-07,5.353256671281059e-09
2007,1.933328057646122e-07,1.1983438685803094e-09
2008,2.1244623660265916e-07,3.8316958494988285e-09
2009,2.5080692367396296e-07,1.907277002999308e-09
2010,1.9320314015303097e-07,1.4171379625338432e-09
2011,1.6175401107432208e-07,2.294383100176489e-09
2012,2.454466176970982e-07,6.808505426114664e-10
2013,2.420960480975509e-07,5.578250084070646e-10
2014,2.1697760210770412e-07,8.661780737106994e-10
2015,2.1123964177860444e-07,1.10828768384863e-09
2016,1.9615590485244638e-07,2.278474076078396e-09
2017,1.770990407656825e-07,5.031222660711876e-10
2018,2.2019911316562002e-07,1.5488800242380307e-09
2019,2.1504826186458104e-07,2.2958890344426663e-09
