year,profond_ADJ auteur_NOUN,profond_ADJ moteur_NOUN
1800,2.2009151834367913e-08,0.0
1801,4.7623651688866175e-09,0.0
1802,2.9091921760482364e-08,0.0
1803,5.070882025393075e-08,0.0
1804,9.887403784603066e-09,0.0
1805,1.1371510844071508e-08,0.0
1806,2.881669125542885e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,1.3596443970698147e-08,0.0
1809,4.743964243658638e-08,0.0
1810,9.360507036149102e-09,0.0
1811,2.5070767684098882e-09,0.0
1812,4.5342538612658245e-08,0.0
1813,1.1502966579257645e-08,0.0
1814,5.034683248084093e-08,0.0
1815,1.6183340889597275e-08,0.0
1816,1.8540831092650478e-08,0.0
1817,2.3353100786493997e-08,0.0
1818,2.2650237241350624e-08,0.0
1819,2.6912729822470283e-08,0.0
1820,1.0679833017945839e-08,0.0
1821,3.155676253641104e-08,0.0
1822,2.90742860897808e-08,0.0
1823,1.8777104315859106e-08,0.0
1824,3.536867243525421e-08,0.0
1825,1.584979791857677e-08,0.0
1826,2.290075862276808e-08,0.0
1827,4.7929820112813104e-08,0.0
1828,9.172301140836225e-09,0.0
1829,1.800366966620004e-08,0.0
1830,1.3567886369969528e-08,0.0
1831,1.4032085715598441e-08,0.0
1832,3.6530916958099624e-08,0.0
1833,1.0425265983826648e-08,0.0
1834,1.213489042584115e-08,0.0
1835,1.0588323107185715e-08,0.0
1836,1.8146025126952736e-08,0.0
1837,1.0436836284100082e-08,0.0
1838,1.199310784016916e-08,0.0
1839,1.3982950353153e-09,0.0
1840,1.46502836528839e-08,0.0
1841,1.4125206782011901e-08,0.0
1842,4.695785538189057e-09,0.0
1843,1.6539351221922516e-08,0.0
1844,3.2931368743049916e-09,0.0
1845,6.138250796539069e-09,0.0
1846,1.6978054517835517e-08,0.0
1847,1.5101026207275936e-08,0.0
1848,2.252662056889676e-08,0.0
1849,8.379414495607307e-09,0.0
1850,8.82569484161877e-09,0.0
1851,3.8696632564949596e-09,0.0
1852,6.510545436100301e-09,0.0
1853,2.6873692604567623e-08,2.9859659189668264e-09
1854,1.4028294081924741e-08,0.0
1855,9.552486801567284e-09,0.0
1856,2.5885945831305435e-08,5.177189232874468e-10
1857,1.513267733344037e-08,0.0
1858,1.3212924976357954e-08,0.0
1859,1.7313389832906978e-08,0.0
1860,1.6020143434047895e-08,0.0
1861,1.5091083938045813e-08,0.0
1862,6.776979422085105e-09,0.0
1863,2.1976331865403154e-08,0.0
1864,2.0617330065419992e-08,0.0
1865,3.294791106611683e-09,0.0
1866,1.4110277390955162e-08,0.0
1867,7.279217228983725e-09,0.0
1868,1.1855697756857353e-08,0.0
1869,1.953407746668745e-08,0.0
1870,7.454262984651905e-09,0.0
1871,5.3105884134652115e-09,6.37270636261178e-09
1872,4.8378714367913744e-09,0.0
1873,2.095101514498765e-08,0.0
1874,2.0313670745508716e-08,0.0
1875,9.154443425529735e-09,0.0
