year,petit_ADJ archer_NOUN,petit_ADJ marché_NOUN
1928,3.4278122562625413e-09,5.141718384393812e-08
1929,7.798284462623428e-09,8.46670893395185e-08
1930,3.1510811737689437e-09,9.243171406048134e-08
1931,1.1405356659111021e-08,5.930785285102047e-08
1932,6.575721966939341e-09,3.5070517934165935e-08
1933,1.1470662197865522e-09,4.817678211921361e-08
1934,9.585264137967897e-09,3.71428985346256e-08
1935,1.0771455727365264e-08,7.180970573728018e-08
1936,6.0623572828433225e-09,9.093535613402537e-08
1937,1.2591118148108649e-09,7.176937255604088e-08
1938,6.482607339819424e-09,6.482607051161438e-08
1939,0.0,4.7411557346777045e-08
1940,2.5357829169792012e-09,3.55009599495304e-08
1941,2.9515025978810172e-09,8.559357178583582e-08
1942,0.0,3.337632992206352e-08
1943,5.806470415592457e-09,5.806470348979076e-08
1944,9.639558484764166e-09,6.747690939334916e-08
1945,2.178504043826024e-09,7.842614424546923e-08
1946,1.5313215584455975e-08,4.1763312808029696e-08
1947,3.5762612871081956e-09,6.675687735935298e-08
1948,4.348755133776194e-09,6.196976176653379e-08
1949,4.908504047662632e-09,1.0504198877381299e-07
1950,3.190608444114673e-09,6.59392407342807e-08
1951,8.529121409139861e-09,5.330700780792341e-08
1952,0.0,6.432330046379775e-08
1953,0.0,9.157753511068734e-08
1954,6.840775057526116e-09,4.495366479062568e-08
1955,0.0,9.479463569661561e-08
1956,8.72114158667614e-10,1.1424695545159125e-07
1957,6.184526224473075e-09,1.007194280200352e-07
1958,8.272243445794913e-10,8.437688636675489e-08
1959,6.200598257066758e-09,7.750747765822297e-08
1960,2.7683333403416555e-09,9.343124923733015e-08
1961,6.25334317660986e-09,8.824162511800182e-08
1962,6.341956293454132e-09,1.0464228072937232e-07
1963,5.819447923549603e-09,8.276548224550595e-08
1964,5.475571496216247e-09,7.361601522815064e-08
1965,9.302473902295105e-09,7.660860978919715e-08
1966,2.769537488234164e-09,8.585565935970152e-08
1967,4.437301970305896e-09,1.2375141966725067e-07
1968,8.084548253073365e-09,1.0959054352888131e-07
1969,1.135439423038953e-08,1.1081889117470212e-07
1970,5.058597457585634e-09,1.218662148139149e-07
1971,1.5415192122780752e-08,1.079063467468444e-07
1972,4.617132121076395e-09,1.0311595399770113e-07
1973,1.6539611902288698e-09,1.0419954965534828e-07
1974,5.625571730671908e-09,1.1476166461577009e-07
1975,0.0,1.165141969572403e-07
1976,6.2848797277581525e-09,1.2112677033604413e-07
1977,1.7630346071939584e-09,1.2047402941917085e-07
1978,1.7821774056514528e-09,1.1465341032135257e-07
1979,4.681578791299046e-09,1.1060229587744885e-07
1980,5.6851505725319385e-09,1.2166222740361832e-07
1981,0.0,1.8470604867815155e-07
1982,4.345251491955082e-09,1.3284054456441652e-07
1983,1.0736036948344463e-08,1.5156758637058232e-07
1984,4.639206629963866e-09,1.9020748620590666e-07
1985,3.0077789148208467e-09,1.5459983548904432e-07
1986,1.7983456390702202e-09,1.6424889548449784e-07
1987,7.33298027855156e-09,1.344379674805829e-07
1988,4.437449868666121e-08,1.1873176819499065e-07
1989,1.2073869015694072e-08,1.4159355921083971e-07
1990,3.269190529398003e-09,1.8252981315303174e-07
1991,2.110127406140805e-08,1.7408551178377252e-07
1992,4.958949695321735e-09,1.597883799164812e-07
1993,3.877445031719162e-09,1.80024235518772e-07
1994,4.2199412852994556e-09,1.888423755147528e-07
1995,7.0491861237087505e-09,1.6267352132004476e-07
1996,2.6690460952494277e-09,1.8096133058698172e-07
1997,5.274383929609883e-09,1.4528530833946007e-07
1998,3.814503379828693e-09,1.4971925155204957e-07
1999,1.2339542720951613e-08,1.4807451256815263e-07
2000,3.97622823555821e-09,1.533056951386058e-07
2001,6.571817534606339e-09,1.8006780466706118e-07
2002,4.81934359086722e-09,1.70867643589645e-07
2003,9.167230530238157e-09,1.8292791176266476e-07
2004,8.369103188243798e-09,1.7398925822309508e-07
2005,4.503749484463526e-09,1.6123423351999122e-07
2006,7.000412638458187e-09,1.8818756908345335e-07
2007,2.3966877371606188e-09,2.3567429074944357e-07
2008,3.405951826129794e-09,2.5885233601030677e-07
2009,6.198650259747751e-09,3.380648425643784e-07
2010,1.4171379625338432e-09,3.112979479746869e-07
2011,3.059177577924288e-09,4.638478045548844e-07
2012,1.0893608293205403e-08,4.1599967451344533e-07
2013,1.1156499946096687e-08,2.6775601341677557e-07
2014,3.248167693148396e-09,2.8670494101046273e-07
2015,3.103205470367243e-09,3.0500078640471884e-07
2016,1.0356700524960516e-08,3.2768598212662425e-07
2017,5.282783821503045e-09,2.9306870841239174e-07
2018,4.388493513030056e-09,3.0074088519516096e-07
2019,2.04079020349468e-09,3.658116446980664e-07
