year,devait_VERB être_VERB,devait_VERB etre_VERB,devait_VERB mettre_VERB
1832,3.3302665542578325e-05,3.111892965534935e-08,6.467325306402927e-07
1833,3.1442599720321596e-05,2.0850531967653296e-08,5.38638744274067e-07
1834,3.28370115312282e-05,3.360431222176885e-08,5.451366291708837e-07
1835,3.0272771255113184e-05,5.596685070941021e-08,5.664753075507178e-07
1836,2.8118945920141414e-05,6.653542783396915e-08,5.463969614538655e-07
1837,3.014575850102119e-05,6.888311787633938e-08,5.260165494291869e-07
1838,3.237760392948985e-05,7.195864526465812e-08,5.516829446605698e-07
1839,3.180492058163509e-05,8.87917366299007e-08,5.411401957644557e-07
1840,3.645627657533623e-05,5.6690229399691816e-08,6.554409424097685e-07
1841,3.696695057442412e-05,7.447836480878323e-08,5.42536326975096e-07
1842,3.712622128659859e-05,6.708265232191479e-08,5.81606570904114e-07
1843,3.4475095162633806e-05,6.556670939517062e-08,5.906911155761918e-07
1844,3.7007721402915195e-05,6.805815644383983e-08,6.756418997611036e-07
1845,3.895054760505445e-05,5.524425716885162e-08,7.276616997842211e-07
1846,3.62891260010656e-05,4.6836010625384006e-08,6.082826757847215e-07
1847,3.7039582821307704e-05,8.197699941092651e-08,5.770749567091116e-07
1848,3.655587715911679e-05,6.275273278788518e-08,5.527067514776718e-07
1849,4.1224207961931825e-05,8.630797054820505e-08,6.175628755045182e-07
1850,3.530345929902978e-05,7.87523504186538e-08,5.125692155161232e-07
1851,3.5877583286492154e-05,5.546517201082679e-08,5.785146299785993e-07
1852,3.402671427465975e-05,5.859491025717034e-08,5.384221140047885e-07
1853,3.423350062803365e-05,4.18035241978032e-08,5.637503477373684e-07
1854,3.198607009835541e-05,6.182840905921694e-08,5.80355731472082e-07
1855,3.394688610569574e-05,4.404757802944914e-08,5.052204414823791e-07
1856,3.329295213916339e-05,5.7466799319172424e-08,6.264398848543351e-07
1857,3.2950672903098166e-05,5.2232145719699474e-08,5.520986974261177e-07
1858,3.3422340493416414e-05,5.725600971118183e-08,5.050273443885089e-07
1859,3.410941280890256e-05,3.564521477983362e-08,5.565745482272177e-07
1860,3.337911402923055e-05,4.577183787546346e-08,5.899989901081426e-07
1861,3.315935464343056e-05,5.234719679947375e-08,5.484665734911687e-07
1862,3.4521028283052146e-05,6.00892207103243e-08,5.841756092195283e-07
1863,3.3549367799423635e-05,4.894728533599846e-08,5.758797669841442e-07
1864,3.360097252880223e-05,5.4659899717535154e-08,5.072822091278795e-07
1865,3.365629163454287e-05,6.730787305286867e-08,5.186942644286319e-07
1866,3.4037395380437374e-05,6.763202264892243e-08,5.493276944434911e-07
1867,3.3685304515529424e-05,4.4160586298858107e-08,5.255594714981271e-07
1868,3.23492604366038e-05,8.743577240011291e-08,4.831196633858781e-07
1869,3.331146217533387e-05,9.181015769854639e-08,5.71371742807969e-07
1870,3.5220822610426694e-05,5.504686839685746e-08,5.607899993265164e-07
1871,3.5362147173145786e-05,6.372706451429622e-08,6.255873472582607e-07
1872,3.5032237065024674e-05,6.833493415570047e-08,5.890108241146663e-07
1873,3.366409146110527e-05,6.764184945495799e-08,4.902537398265849e-07
1874,3.401464346097782e-05,3.525019565131515e-08,5.377148113439034e-07
1875,3.241759986849502e-05,4.748867610260277e-08,4.983450025974889e-07
1876,3.253965041949414e-05,3.9903696347209916e-08,4.6554313826163707e-07
1877,3.219691643607803e-05,3.710889728836264e-08,5.776618081654306e-07
1878,3.209775604773313e-05,6.099479321619583e-08,4.3783393266494386e-07
1879,3.1321287679020315e-05,4.7041805117942204e-08,4.91189723561547e-07
1880,3.2980671676341444e-05,4.043243251317108e-08,5.198455710342387e-07
1881,3.1383257010020316e-05,4.671580100534811e-08,4.6855251412125654e-07
1882,3.1867981306277215e-05,6.189507928411331e-08,5.397517384153616e-07
1883,3.119794564554468e-05,4.549924170760278e-08,4.4045791014468705e-07
1884,3.169936826452613e-05,4.357119820497246e-08,4.6541964593416196e-07
1885,3.2029009162215516e-05,4.447488777259423e-08,4.363695325082517e-07
1886,3.126122464891523e-05,4.130216879616455e-08,4.581959274219116e-07
1887,3.0634368158644065e-05,3.852065688647599e-08,4.929337933390343e-07
1888,3.251594171160832e-05,4.628648753168818e-08,4.799845214620291e-07
1889,3.068413207074627e-05,2.6313573542324775e-08,4.260292882918293e-07
1890,3.115103390882723e-05,3.211649257650606e-08,4.240688156187389e-07
1891,3.1090257834875956e-05,3.059625441892422e-08,4.2898500396404415e-07
1892,3.022488635906484e-05,3.6984221907232495e-08,3.792449945194676e-07
1893,3.032219501619693e-05,4.249307394843527e-08,4.846673959946202e-07
1894,3.141506385873072e-05,5.734400687629204e-08,4.953009806740738e-07
1895,3.134073267574422e-05,4.995450098022047e-08,4.483867712679057e-07
1896,3.057904541492462e-05,6.722613221654683e-08,4.794284791387327e-07
1897,2.8474565624492243e-05,6.351118031489023e-08,3.793190614942432e-07
1898,3.0507586416206323e-05,4.4701003787395166e-08,4.2381077491882024e-07
1899,2.994399801536929e-05,5.417026827103655e-08,3.758753450711083e-07
1900,2.903304084611591e-05,4.8276795894253155e-08,3.5766356631938834e-07
1901,3.045191988348961e-05,6.035838140405758e-08,3.727688806520746e-07
1902,2.679001772776246e-05,5.5977235291493344e-08,3.3684545996948145e-07
1903,2.9870237995055504e-05,4.5361851164216205e-08,3.5047429491896764e-07
1904,3.036931957467459e-05,4.998401337275027e-08,3.8643554489681264e-07
1905,2.9590244594146498e-05,5.212366716023098e-08,3.86024765930415e-07
1906,3.0179387977113947e-05,4.8869754465385995e-08,4.3879893496523437e-07
1907,2.885495086957235e-05,3.959989314239465e-08,3.800561216849019e-07
1908,2.8760603527189232e-05,3.3397444809679655e-08,4.385870511214307e-07
1909,2.956833668577019e-05,5.4459736276157855e-08,4.521808421031892e-07
1910,2.8281245249672793e-05,5.076943310200477e-08,3.992080621628702e-07
1911,2.808412682497874e-05,4.788336838146279e-08,4.6340457515725575e-07
1912,2.888780363718979e-05,5.2094211611120045e-08,3.907065888597572e-07
1913,2.8006148568238132e-05,5.2499597558153255e-08,3.759819833248912e-07
1914,2.873438825190533e-05,5.759199694921335e-08,4.6006630327610765e-07
1915,2.883930574171245e-05,4.358881966481931e-08,4.2646357201192586e-07
1916,2.8884938728879206e-05,5.383856560570166e-08,4.845470584768918e-07
1917,2.860372478608042e-05,8.005489604556715e-08,4.1782075754781545e-07
1918,2.8936479793628678e-05,6.547234221443432e-08,4.077663504631346e-07
1919,2.807104647217784e-05,3.6831394822911534e-08,4.963030164617521e-07
1920,2.8520053092506714e-05,4.846228307542333e-08,4.043571664169576e-07
1921,2.807596138154622e-05,4.922285867792198e-08,3.483463899556227e-07
1922,2.8447106160456315e-05,4.943216680430851e-08,4.1095100300481135e-07
1923,2.845498784154188e-05,5.095655097875351e-08,3.556342562660575e-07
1924,2.8028969609295018e-05,5.9301473953610184e-08,4.576526748678589e-07
1925,2.7742904421756975e-05,8.798542694421485e-08,3.4534278370301763e-07
1926,2.7740508812712505e-05,4.7928395474627905e-08,3.89000234690684e-07
1927,2.877726365113631e-05,6.355057990958812e-08,5.028300620324444e-07
1928,2.6741507099359296e-05,3.427812345080383e-08,3.839149940176867e-07
1929,2.833896542142611e-05,4.67897081080082e-08,4.545285889889783e-07
1930,2.717912502703257e-05,2.8359728787563654e-08,3.8548225234080746e-07
1931,2.7097987185698003e-05,3.763767608688795e-08,3.9576588051204453e-07
1932,2.825368574121967e-05,4.055028668403793e-08,4.1427048813602596e-07
1933,2.8851009119534865e-05,4.932384811695556e-08,4.2900276753243816e-07
1934,2.713708090595901e-05,2.875579241390369e-08,3.7382528716989327e-07
1935,2.6063333280035295e-05,6.462873614054843e-08,4.4761381445823645e-07
1936,2.5854740670183674e-05,4.849885826274658e-08,3.8799086610197264e-07
1937,2.6428757337271236e-05,5.288269733227935e-08,4.0921133859228576e-07
1938,2.627660069265403e-05,6.871563584809337e-08,3.7339816572057316e-07
1939,2.6717176297097467e-05,7.494084997006212e-08,3.9764532289154886e-07
1940,2.544911694712937e-05,9.889553354014424e-08,3.093655038810539e-07
1941,2.5855162675725296e-05,9.739958528598436e-08,3.571318245576549e-07
1942,2.597588718344923e-05,5.461581054078124e-08,3.337632961120107e-07
1943,2.798428431560751e-05,6.67744117777147e-08,4.703240961134725e-07
1944,2.8725884476443753e-05,1.285274464635222e-07,3.952218889935466e-07
1945,2.9775792427244596e-05,7.189063211399116e-08,4.879848916061746e-07
1946,2.8123415177105926e-05,6.40370814153357e-08,4.6496487016156607e-07
1947,2.91346077574417e-05,7.510148947176276e-08,5.030607326261816e-07
1948,2.510536251065787e-05,5.6533817627268945e-08,4.022598432129598e-07
1949,2.5136449039564468e-05,5.5956945743673714e-08,3.543939897099335e-07
1950,2.545786446717102e-05,5.7430952438153327e-08,4.03080207433959e-07
1951,2.6797433747560717e-05,8.209279656057333e-08,4.3498519630702503e-07
1952,2.5812625608523376e-05,8.646739502182754e-08,3.3005235877681116e-07
1953,2.6100673494511284e-05,6.679773179030235e-08,4.255661849583703e-07
1954,2.5910901968018152e-05,6.547599440409613e-08,4.124010217765317e-07
1955,2.43518989009317e-05,1.2107433633445908e-07,3.707314988332655e-07
1956,2.4118317014654167e-05,8.023449993288523e-08,3.331475966206199e-07
1957,2.464180397510063e-05,6.007825703591152e-08,3.790231062339444e-07
1958,2.4308814317919314e-05,6.700517474200751e-08,3.53224805849095e-07
1959,2.4214887162088417e-05,8.370807336177677e-08,3.4103291568499117e-07
1960,2.516138192731887e-05,6.574791910907152e-08,3.273554227689601e-07
1961,2.3731437977403402e-05,9.17157052526818e-08,3.279531313182815e-07
1962,2.3812142899259925e-05,6.84931293903901e-08,4.280820462554402e-07
1963,2.4245759050245397e-05,6.983337641486287e-08,3.6403881154001283e-07
1964,2.4223319996963255e-05,6.874883951013544e-08,3.7233886018839257e-07
1965,2.4070972358458675e-05,8.043903676480113e-08,3.693629366807727e-07
1966,2.4115470296237618e-05,7.699313897546745e-08,3.6391722346706956e-07
1967,2.327463516849093e-05,3.747054933000982e-08,3.9048256894602673e-07
1968,2.4510554794687778e-05,7.051522743495298e-08,4.141085412356915e-07
1969,2.3609420168213546e-05,6.540130925714038e-08,3.715157959049975e-07
1970,2.2880956748849712e-05,5.5184699476740207e-08,3.9135150586844247e-07
1971,2.1942498278804123e-05,5.292549332125418e-08,3.689369520998298e-07
1972,2.1782603653264232e-05,6.720492251588439e-08,3.883521060288331e-07
1973,2.1627747628372163e-05,8.931390027555608e-08,3.236250734062196e-07
1974,2.1875035599805415e-05,7.031964344150765e-08,3.667872761070612e-07
1975,2.0957133529009297e-05,5.768594846244923e-08,3.986613137385575e-07
1976,2.086922904709354e-05,5.1993094274394025e-08,3.125299201656162e-07
1977,1.9898783648386598e-05,7.052138073504466e-08,3.1910926168166043e-07
1978,2.026929723797366e-05,6.712868128033733e-08,3.023760939413478e-07
1979,2.0572611902025528e-05,7.666085366508923e-08,3.5872596981789684e-07
1980,1.9813887774944305e-05,6.99273527970945e-08,3.1268328370970266e-07
1981,1.9208164303563535e-05,7.211126273887203e-08,2.941380614629452e-07
1982,2.017624501604587e-05,7.821452641110227e-08,3.4451636565790977e-07
1983,1.9830093151540495e-05,7.578379523920376e-08,3.0502977210744575e-07
1984,1.996366700041108e-05,5.335087749358536e-08,3.4446111385477707e-07
1985,1.9359869838808663e-05,6.917891681723631e-08,3.338634826377529e-07
1986,1.9387365682632662e-05,8.272390061847545e-08,3.3868843729578657e-07
1987,1.9552169760572724e-05,6.110816741511371e-08,3.0126327033030975e-07
1988,1.9376664567971602e-05,5.936588109989316e-08,2.9622975716847577e-07
1989,1.9358802092028782e-05,5.8722907425590165e-08,3.1392059440804587e-07
1990,1.898146547318902e-05,8.554381736303185e-08,3.1493203778154566e-07
1991,1.857263850979507e-05,3.51687923227928e-08,2.9365941145442775e-07
1992,1.8939881556434557e-05,5.014049264673304e-08,3.344536025906564e-07
1993,1.9682465790538117e-05,4.2651898013446043e-08,3.378916630936146e-07
1994,1.8878961782320403e-05,4.325439917352014e-08,2.737686770615255e-07
1995,1.8571352484286763e-05,4.392185104507007e-08,3.063684630433272e-07
1996,1.8009121049544774e-05,3.84342655479486e-08,3.074741243835888e-07
1997,1.8493428797228262e-05,6.425158716183432e-08,3.131065966499591e-07
1998,1.8275286493008025e-05,9.870027639635737e-08,2.918094992310216e-07
1999,1.8158780221710913e-05,7.038109828272354e-08,2.9157882863728446e-07
2000,1.7335913071292453e-05,4.9040149718848625e-08,2.734761608280678e-07
2001,1.8063297829939984e-05,3.329720854594598e-08,3.018654979314306e-07
2002,1.785347740224097e-05,2.7601695151702188e-08,2.8565563070515054e-07
2003,1.8417798855807632e-05,2.8335076507346457e-08,3.0335198175635014e-07
2004,1.765528395480942e-05,2.114299846311951e-08,2.898352704505669e-07
2005,1.7543005014886148e-05,2.8373621674404603e-08,2.967971113321255e-07
2006,1.723213426885195e-05,3.5825642896725185e-08,2.911348246925627e-07
2007,1.768675610946957e-05,1.997239706952314e-08,3.37932959837417e-07
2008,1.8067295968648978e-05,3.363377487630714e-08,3.201594722668233e-07
2009,1.8895392713602632e-05,2.0026408975581944e-08,2.889524637339491e-07
2010,2.033120472333394e-05,1.6060896612657416e-08,3.5617398452814086e-07
2011,2.0176423277007416e-05,2.332622983658439e-08,3.433926849538693e-07
2012,2.310398303961847e-05,8.851056776393307e-09,4.245103184530308e-07
2013,2.594444049464073e-05,1.0877587719448911e-08,4.4765457118955965e-07
2014,2.7274430976831354e-05,4.330890313042346e-09,4.5864129560868605e-07
2015,2.612522257550154e-05,2.438232948875907e-09,4.703572926700872e-07
2016,2.7084013709099963e-05,7.871092222444531e-09,4.96707343700109e-07
2017,2.4051760192378424e-05,4.528100561174142e-09,4.5130067860554846e-07
2018,2.6499272280489095e-05,1.884470712809616e-08,4.6724548496968055e-07
2019,2.5719824407133274e-05,1.7856913725466939e-09,4.3723929366024095e-07
