year,ait_VERB uni_VERB,ait_VERB muni_VERB
1920,1.1358347151713133e-08,1.514446346106979e-09
1921,1.9689142760626055e-08,0.0
1922,1.0329110011753073e-08,1.4755870969551665e-09
1923,1.1677542488541803e-08,0.0
1924,9.02413699321869e-09,0.0
1925,1.5397448649423495e-08,0.0
1926,7.802296586589819e-09,0.0
1927,1.3379070296082318e-08,3.3447675740205796e-09
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,0.0
1930,1.1553964007759987e-08,1.0503603542488804e-09
1931,2.2810713318222042e-08,3.4216069977333063e-09
1932,6.575722188983946e-09,1.0959536611565568e-09
1933,4.588264879146209e-09,0.0
1934,1.5576054224197833e-08,0.0
1935,1.555876849579363e-08,2.393656828303392e-09
1936,1.091224355320719e-08,0.0
1937,1.2591118370153254e-08,5.0364472592434595e-09
1938,7.779128452511941e-09,2.5930428915188486e-09
1939,1.3764645423464117e-08,1.5294050470515685e-09
1940,7.607348528892999e-09,5.0715658339584024e-09
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,0.0,0.0
1943,8.709705845433291e-09,0.0
1944,9.639558484764166e-09,0.0
1945,6.535512131478072e-09,0.0
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,1.1920871401116528e-08,0.0
1948,1.3046265401328583e-08,0.0
1949,1.0798709482173763e-08,9.817008317369869e-10
1950,1.1698897850465073e-08,2.1270722960764488e-09
1951,1.9190522948520083e-08,2.1322803522849654e-09
1952,4.2179215675730575e-09,1.0544803918932644e-09
1953,1.8315507332999914e-08,0.0
1954,1.3681550115052232e-08,0.0
1955,1.6894095011821264e-08,0.0
1956,8.72114158667614e-10,0.0
1957,1.0602045463770082e-08,2.6505113659425206e-09
1958,5.790570245522986e-09,0.0
1959,8.525822714489095e-09,0.0
1960,1.4533750203327145e-08,0.0
1961,1.181187059273725e-08,1.3896318540318475e-09
1962,5.7077609305622445e-09,6.341956404476434e-10
1963,6.466053470433053e-09,1.2932106496776896e-09
1964,3.041984220075733e-09,0.0
1965,3.830430195250756e-09,0.0
1966,6.6468897053084675e-09,0.0
1967,7.395503320850594e-09,0.0
1968,8.084548142051062e-09,1.3474247273492779e-09
1969,8.175163657142548e-09,0.0
1970,4.598724956395017e-09,1.3796175313274261e-09
1971,7.193756701440179e-09,0.0
1972,4.104117490300041e-09,2.565073486948677e-09
1973,6.615844760915479e-09,0.0
1974,6.750686232237513e-09,5.625571675160757e-10
1975,4.569184142155791e-09,1.7134440533084216e-09
1976,3.9994687561772935e-09,1.142705374768127e-09
1977,5.289103821581875e-09,2.938390863960194e-09
1978,8.316828115084718e-09,5.940591352171509e-10
1979,1.7555920051037788e-09,2.3407893401383717e-09
1980,3.97960553399912e-09,0.0
1981,6.325549528618524e-10,1.8976649140967083e-09
1982,2.483000915987077e-09,3.7245013739806154e-09
1983,5.052252838311233e-09,1.2630632095778083e-09
1984,2.3196033982486597e-09,0.0
1985,2.4062232206745193e-09,0.0
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,7.332980445085013e-09,6.110816852533674e-10
1988,4.797243047249822e-09,0.0
1989,1.6464366536794728e-09,1.0976244357863152e-09
1990,2.724325431913144e-09,0.0
1991,2.344586080837985e-09,0.0
1992,3.856960972825618e-09,0.0
1993,5.539207315052863e-09,0.0
1994,2.1099706426497278e-09,1.5824779264761446e-09
1995,1.626735190995987e-09,5.422450821690461e-10
1996,4.804283193493575e-09,0.0
1997,2.876936688878118e-09,3.835915585170824e-09
1998,5.2449422582867555e-09,0.0
1999,2.7421207526856506e-09,0.0
2000,2.2090156370779823e-09,8.836062992401139e-10
2001,6.133696661692056e-09,0.0
2002,2.1906108038649563e-09,0.0
2003,8.333845613606172e-09,0.0
2004,2.2023955992267474e-09,1.3214374039449694e-09
2005,1.8014998381943315e-09,1.8014998381943315e-09
2006,2.8825228870488218e-09,4.1178899179428186e-10
2007,1.997239706952314e-09,0.0
2008,3.8316958494988285e-09,1.7029758714315335e-09
2009,1.907277002999308e-09,0.0
2010,1.8895172093635892e-09,0.0
2011,3.059177577924288e-09,3.82397197240536e-10
2012,2.382976926895708e-09,6.808505426114664e-10
2013,3.0680376017500066e-09,2.789125042035323e-10
2014,3.031623174720721e-09,6.496335691608124e-10
2015,2.881548111233201e-09,4.433150790905671e-10
2016,3.5212781579474495e-09,6.214020409345267e-10
2017,1.7609279590047322e-09,1.0062445321423752e-09
2018,2.323319980845895e-09,2.5814667070633845e-10
2019,2.5509878653906526e-09,0.0
