year,tout_DET an_NOUN,tout_DET man_NOUN
1891,5.418087090092172e-08,1.9122659011827636e-09
1892,5.202865427378356e-08,3.761107425503951e-09
1893,4.434059919233846e-08,4.310891643655168e-09
1894,4.537108289071057e-08,1.8904617871129403e-09
1895,5.597311303340291e-08,0.0
1896,4.00997970384509e-08,0.0
1897,5.127507751723215e-08,5.826713556089658e-10
1898,5.884688925039683e-08,2.26334195829736e-09
1899,4.532614283903058e-08,2.7637891975018647e-09
1900,5.1391426669766815e-08,2.07642125715779e-09
1901,5.365189231776313e-08,1.1177477832191585e-09
1902,4.4192553616539954e-08,0.0
1903,5.8322378038155875e-08,1.0800440541913758e-09
1904,7.524475087450355e-08,2.6873125946735854e-09
1905,5.47040444054403e-08,2.0643036169332163e-09
1906,5.4013936157115694e-08,2.0576738091193647e-09
1907,5.965698218757254e-08,5.142843373384665e-10
1908,5.598983587873363e-08,2.4556945366072114e-09
1909,5.115914536446553e-08,2.2003934230241384e-09
1910,5.451033668890659e-08,2.137660271017694e-09
1911,4.9479480068725934e-08,1.5961122423746588e-09
1912,5.7303632061689314e-08,0.0
1913,4.719660712249052e-08,1.060597942803554e-09
1914,5.960101834290299e-08,0.0
1915,6.008188702111283e-08,0.0
1916,4.394984731703744e-08,0.0
1917,5.154219528957782e-08,4.386569774084137e-09
1918,5.628324206696789e-08,0.0
1919,6.077179848240633e-08,0.0
1920,5.3762846174976175e-08,7.572231730534895e-10
1921,6.66401783200321e-08,0.0
1922,5.164554894854234e-08,2.951174193910333e-09
1923,8.386599104071024e-08,0.0
1924,8.89522118185937e-08,0.0
1925,1.0888196300129493e-07,4.399271169575059e-09
1926,7.133528434621894e-08,0.0
1927,7.469980900509654e-08,0.0
1928,9.9406560316595e-08,3.4278122562625413e-09
1929,8.689517105864297e-08,0.0
1930,8.192810962981412e-08,2.100720708497761e-09
1931,6.38699964028433e-08,1.1405356659111021e-09
1932,6.356531168094648e-08,0.0
1933,6.42357074198685e-08,1.1470662197865522e-09
1934,5.990790086229936e-08,1.1981580172459871e-09
1935,5.0266792506192814e-08,1.196828414151696e-09
1936,6.426098586587159e-08,0.0
1937,4.5328025333191135e-08,0.0
1938,4.797129227185337e-08,1.2965214457594243e-09
1939,4.894096239382861e-08,0.0
1940,5.0715657451405605e-08,0.0
1941,4.7224043342453115e-08,5.9030051957620344e-09
1942,5.158160010232393e-08,0.0
1943,4.935499942071431e-08,2.9032352077962287e-09
1944,4.498460803858961e-08,0.0
1945,6.7533628023142e-08,2.178504043826024e-09
1946,5.150808668474838e-08,4.1763312808029696e-09
1947,6.079644165879472e-08,1.1920870957027319e-09
1948,5.87081931957556e-08,0.0
1949,6.970075883128146e-08,2.945102384188658e-09
1950,7.338399132805762e-08,0.0
1951,4.904244743642039e-08,1.0661401761424827e-09
1952,5.061505825576518e-08,1.0544803918932644e-09
1953,4.632745842503283e-08,1.0773827385790469e-09
1954,4.202190417856855e-08,0.0
1955,5.5375088070519496e-08,0.0
1956,4.8838391997207964e-08,0.0
1957,4.417518734145531e-08,8.835037701437898e-10
1958,3.722509600567747e-08,0.0
1959,4.1854038901334434e-08,3.100299128533379e-09
1960,3.668041603788197e-08,0.0
1961,3.7520061002549454e-08,0.0
1962,3.9320131595133034e-08,6.341956404476434e-10
1963,3.233026713012066e-08,0.0
1964,4.3804573079953e-08,0.0
1965,3.5021076982832966e-08,1.0944086747954884e-09
1966,2.6587559043278475e-08,5.539074754423723e-10
1967,4.7824256055317704e-08,4.930335584241163e-10
1968,3.27873352912178e-08,0.0
1969,3.179230539940292e-08,4.5417578031781147e-10
1970,2.3913370506001286e-08,4.5987250119061684e-10
1971,3.5454943092538826e-08,5.138397485282553e-10
1972,3.385896840679692e-08,0.0
1973,2.3155456718715328e-08,5.513203782392395e-10
1974,2.5315072926801463e-08,5.625571675160757e-10
1975,2.341706872854843e-08,5.711480177694739e-10
1976,3.713792601223176e-08,1.142705374768127e-09
1977,2.9971587101051966e-08,0.0
1978,2.5544542925359792e-08,0.0
1979,2.5163484851375983e-08,1.1703946700691858e-09
1980,2.2172088387506506e-08,0.0
1981,2.150686922997025e-08,6.325549528618524e-10
1982,1.6760255627801257e-08,0.0
1983,1.957747897129991e-08,0.0
1984,1.3337719650952096e-08,0.0
1985,1.02264483547998e-08,0.0
1986,1.7983456945813714e-08,5.994485463567401e-10
1987,2.13878585952898e-08,6.110816852533674e-10
1988,1.3792073927376691e-08,1.1993107618124554e-09
1989,1.0427432250992297e-08,1.0976244357863152e-09
1990,7.628111586832631e-09,2.179460389939436e-09
1991,8.20605094986604e-09,5.861465202094962e-10
1992,6.060938473329003e-09,1.1019888335184191e-09
1993,1.1632335650268999e-08,0.0
1994,1.8989735950381004e-08,0.0
1995,1.0844901865425527e-08,5.422450821690461e-10
1996,1.0676184603042316e-08,1.067618438099771e-09
1997,6.233362936924891e-09,4.79489448146353e-10
1998,1.144350969539687e-08,2.3840645013706308e-09
1999,1.416762326900134e-08,0.0
2000,1.1045078296412214e-08,4.4180314962005696e-10
2001,7.448060113102173e-09,4.3812117822561447e-10
2002,7.448076710936391e-09,1.3143663935011318e-09
2003,5.833692029444393e-09,4.1669229178253886e-10
2004,1.1452457482352685e-08,0.0
2005,8.557124120400772e-09,4.5037495954858286e-10
2006,1.1118302611912156e-08,4.1178899179428186e-10
2007,1.0385646564969875e-08,0.0
2008,9.792111205220166e-09,8.514879357157668e-10
2009,1.0966842323156811e-08,9.53638501499654e-10
2010,4.2514138876015295e-09,0.0
2011,7.64794394481072e-09,3.82397197240536e-10
2012,3.744677928851914e-09,0.0
2013,3.904775169871755e-09,0.0
2014,4.7639794331644225e-09,0.0
2015,6.649726325136385e-10,2.2165753954528356e-10
2016,4.349813981230355e-09,0.0
2017,1.0062445598979508e-09,5.031222660711876e-10
2018,5.421080029321956e-09,0.0
2019,5.101975730781305e-09,2.55098775436835e-10
