year,devaient_VERB être_VERB,devaient_VERB etre_VERB,devaient_VERB mettre_VERB
1889,1.2143714229750913e-05,1.50363277384713e-08,1.1214594763941932e-07
1890,1.1733007340808399e-05,1.5730527991308918e-08,1.035593086839981e-07
1891,1.2070860066160094e-05,8.92390783491237e-09,1.313089370569287e-07
1892,1.1789818017859943e-05,1.191017329205124e-08,1.0781841552898186e-07
1893,1.1497148079797626e-05,1.0469308087124318e-08,7.75960486976146e-08
1894,1.266105300601339e-05,2.079507943619774e-08,1.2729108789244492e-07
1895,1.2777518350048922e-05,1.3240951446391591e-08,9.088108043897591e-08
1896,1.1910229659406468e-05,1.9460195233023114e-08,1.315037394533647e-07
1897,1.1118534530396573e-05,2.0393496669157685e-08,9.788878685412783e-08
1898,1.1556057870620862e-05,1.5277558773618694e-08,1.0977208830809104e-07
1899,1.1523895409482066e-05,1.2160672469008205e-08,1.2658153991651488e-07
1900,1.1540229934325907e-05,2.1283318218934255e-08,1.3081454142138682e-07
1901,1.1620106306509115e-05,1.676621685930968e-08,1.0786266102513764e-07
1902,1.058313500834629e-05,1.6203935970793282e-08,8.838510723307991e-08
1903,1.1798400919360574e-05,1.6200660368781428e-08,8.532347806067264e-08
1904,1.1532333701325115e-05,1.3974025492302644e-08,1.0211788037395308e-07
1905,1.1190590157639235e-05,1.3934049469810361e-08,1.001187257543279e-07
1906,1.15656703201239e-05,1.800464666246171e-08,8.179253541129583e-08
1907,1.1202141649846453e-05,1.6457098794830927e-08,1.1365683860731224e-07
1908,1.139393134508282e-05,1.1296195090437777e-08,8.644045124128752e-08
1909,1.0990965165547095e-05,1.4302557360679202e-08,9.241652065838935e-08
1910,1.0646616829035338e-05,1.9238942883248455e-08,8.817848851094823e-08
1911,1.0946137990686111e-05,1.4365010514438836e-08,1.1438804392582824e-07
1912,1.108043852582341e-05,1.614920641657136e-08,8.126696826593616e-08
1913,1.0662721251719631e-05,1.590896836489719e-08,8.643873172786698e-08
1914,1.095989046007162e-05,1.8081207919795617e-08,8.906668824693043e-08
1915,1.09384372990462e-05,1.4136913861761968e-08,1.3076645188903058e-07
1916,1.1024819286831189e-05,2.0876177231343718e-08,9.119593613604593e-08
1917,1.0548603313509375e-05,1.5352993543160665e-08,1.008911070243812e-07
1918,1.105908268073108e-05,3.790504266021344e-08,8.614782132099208e-08
1919,1.1162675036757719e-05,2.2098836149897494e-08,9.760319130691641e-08
1920,1.1134966371173505e-05,2.4231140649533245e-08,1.0676846784463123e-07
1921,1.0514760106161702e-05,1.5902769878728407e-08,8.935842288337881e-08
1922,1.0428711902932264e-05,2.0658220023506146e-08,1.0476668421688373e-07
1923,1.0585162272036541e-05,2.9724654737606215e-08,9.235874642854469e-08
1924,1.0237238711852115e-05,2.4494086758863887e-08,7.477142105472012e-08
1925,1.0323989954486024e-05,3.629398781512805e-08,1.077821423223213e-07
1926,1.0324668437533546e-05,3.009457216762712e-08,8.582526334066642e-08
1927,9.878212949843146e-06,2.3413372574054847e-08,7.024011949852138e-08
1928,9.893808964989148e-06,1.4853853258500749e-08,8.226749770301467e-08
1929,1.0484236554475501e-05,2.33948540540041e-08,1.0917598558535246e-07
1930,1.0201099939877167e-05,9.453243521306831e-09,9.978423065604147e-08
1931,1.016445366985863e-05,1.8248570654577634e-08,7.983749839013399e-08
1932,1.0742537597252522e-05,9.863582839386709e-09,1.1945894584641792e-07
1933,1.0866157936106902e-05,1.9500125958415992e-08,1.066771559976587e-07
1934,9.784158464754e-06,1.3179738189705859e-08,1.1741948924282042e-07
1935,9.705081538413651e-06,2.393656828303392e-08,8.856530087086867e-08
1936,9.588224202161655e-06,1.9399542861009422e-08,8.48730010716281e-08
1937,9.926837265084032e-06,1.6368453259474336e-08,9.317427185351335e-08
1938,9.43997292779386e-06,4.019216603978748e-08,1.1927997434213466e-07
1939,9.486899216426536e-06,1.988226472349197e-08,7.494084997006212e-08
1940,9.468613825447392e-06,4.3108308034334186e-08,9.63597486247636e-08
1941,9.037500603881199e-06,1.7709016475464523e-08,8.559357667081713e-08
1942,9.342337762063835e-06,1.2136847082899749e-08,1.1226583751522412e-07
1943,9.923257493937854e-06,2.0322646676618206e-08,9.290352664947932e-08
1944,9.491752280155197e-06,3.534504600111177e-08,6.42637232317611e-08
1945,1.1023230399587192e-05,3.485606470121638e-08,9.367567344042982e-08
1946,1.0277951332682278e-05,2.0881657292193267e-08,1.0162406027802717e-07
1947,1.124614936998114e-05,2.1457568166738383e-08,1.1920870690573793e-07
1948,9.048671927303076e-06,9.784699050996437e-09,8.697510622823756e-08
1949,1.0032982572738547e-05,2.5524220959027843e-08,9.620668350862616e-08
1950,9.236811820301227e-06,1.701657836861159e-08,8.295582176742755e-08
1951,9.552615665597841e-06,1.9190522948520083e-08,1.151431376911205e-07
1952,9.207722541759722e-06,2.2144087452602434e-08,7.065018792218325e-08
1953,9.6156409199466e-06,2.693456835345387e-08,9.80418306539832e-08
1954,8.971188435680233e-06,1.9545073115523337e-08,1.006571253014954e-07
1955,8.566244105168153e-06,3.566530892840092e-08,9.104039833118804e-08
1956,8.351365067937877e-06,2.7907653077363648e-08,9.593255612116991e-08
1957,8.537296707800124e-06,1.767007518083119e-08,7.951533831374036e-08
1958,8.756169336265884e-06,1.0753916868111446e-08,7.610464081153623e-08
1959,8.862205504556186e-06,2.5577467255288866e-08,8.138285068071127e-08
1960,8.813681233732495e-06,1.868625076895114e-08,9.827583369315107e-08
1961,8.445487765129656e-06,2.987708569435199e-08,9.17157052526818e-08
1962,8.403726496908348e-06,2.473363025501385e-08,1.0273969053287146e-07
1963,8.73305179993622e-06,3.362347633650842e-08,1.0733648281302521e-07
1964,8.648969014757313e-06,2.7377857980681597e-08,7.604960217122425e-08
1965,8.812726264295634e-06,2.7907421540351862e-08,1.1819613376928828e-07
1966,8.548454388801474e-06,2.4925835617750636e-08,8.364003178940038e-08
1967,8.043349225772545e-06,2.169347657066112e-08,9.269030698533243e-08
1968,8.592527592554688e-06,2.649935287868388e-08,8.982831900539168e-08
1969,8.834626896714326e-06,2.1346261647181564e-08,1.1626899976135974e-07
1970,8.498444003635086e-06,3.219107683194444e-08,1.0117194904069038e-07
1971,8.074477591435425e-06,1.849823050292798e-08,9.043579751732977e-08
1972,7.965579243318643e-06,3.026786643545165e-08,8.669947959560886e-08
1973,8.113782314467244e-06,4.3002987837326145e-08,9.758370822510187e-08
1974,8.292092388728634e-06,2.81278591529599e-08,9.675983392298804e-08
1975,7.601408924529096e-06,2.7415104852934746e-08,9.252597976683319e-08
1976,7.763540452287998e-06,2.4568166168137395e-08,7.256178946590808e-08
1977,7.56988265493419e-06,2.7033195959536016e-08,7.874887586467594e-08
1978,7.620590622536838e-06,2.613860150546543e-08,7.128709711423653e-08
1979,7.670766535738949e-06,2.223749828722532e-08,1.1938026034385985e-07
1980,7.275855750776827e-06,3.58164506941705e-08,8.414023255909342e-08
1981,7.1333220148517285e-06,3.795329761580035e-08,8.729258382800253e-08
1982,7.304367954930058e-06,3.2279012573965815e-08,9.000878264942003e-08
1983,7.33650267648045e-06,2.462973291983417e-08,8.58882955867557e-08
1984,7.3084902396658435e-06,2.145633182237816e-08,8.292582265312376e-08
1985,7.074296263454016e-06,1.3835783185811579e-08,6.256180284935908e-08
1986,7.004556209722068e-06,3.7165808208783346e-08,7.253327538592202e-08
1987,7.367812031588983e-06,1.5277042575423394e-08,8.066277956686463e-08
1988,7.115510925359558e-06,3.058242370457265e-08,9.414589641210114e-08
1989,7.318411007872783e-06,1.7013178421620978e-08,8.780995131019154e-08
1990,6.838601620984264e-06,2.1794604454505873e-08,7.464652185262821e-08
1991,6.820400813012384e-06,1.641210189973208e-08,8.20605094986604e-08
1992,6.919939096405869e-06,2.0386792698445788e-08,7.603723162219467e-08
1993,7.4020426836796105e-06,2.1602909072715448e-08,8.364203551991523e-08
1994,7.145943072828231e-06,1.5297286992677073e-08,7.806891488826295e-08
1995,7.059488780214451e-06,2.2774294172744902e-08,9.055492711240731e-08
1996,6.897349067003233e-06,2.2953797085278893e-08,8.007138063703678e-08
1997,6.935335477464832e-06,4.6030987022049885e-08,7.432086590597464e-08
1998,6.800305982324062e-06,8.582632915477006e-08,1.0203796563246215e-07
1999,7.153736078180373e-06,4.067479153491149e-08,8.45487235778819e-08
2000,6.698177458019927e-06,1.8113929911578452e-08,7.554833558742757e-08
2001,6.8491485762933735e-06,1.5334240544007116e-08,7.798556822535829e-08
2002,6.847410986665636e-06,9.63868718173444e-09,9.288189772860278e-08
2003,6.797084552090382e-06,1.3750845795357236e-08,8.250507477214342e-08
2004,6.586484232684597e-06,6.607186797680242e-09,8.589343281073525e-08
2005,6.628168193856254e-06,1.3511249119524393e-08,9.728098859795864e-08
2006,6.357198344630888e-06,1.4412615101377924e-08,9.100536857431507e-08
2007,5.960562248219503e-06,9.586750948642475e-09,6.91044945710928e-08
2008,6.11921814197558e-06,7.663391698997657e-09,9.238644338438462e-08
2009,6.067525191610912e-06,1.0966842545201416e-08,6.723151102505653e-08
2010,6.015277904225513e-06,4.251413721068076e-09,8.597303491342245e-08
2011,5.5134028116299305e-06,3.823971805871906e-09,6.538991925708615e-08
2012,5.962207978882361e-06,2.0425516833455504e-09,8.919142402419311e-08
2013,6.790961833758047e-06,8.64628757479835e-09,8.144245100538683e-08
2014,6.776111149520148e-06,2.3819897165822113e-09,7.7306395951382e-08
2015,6.399031462933635e-06,6.649726325136385e-10,8.511649696174572e-08
2016,6.729991127940593e-06,1.86420612280358e-09,8.906761905791427e-08
2017,5.721003162761917e-06,1.7609279590047322e-09,7.622302433674122e-08
2018,6.272189693845576e-06,4.904786798931582e-09,8.983504073967197e-08
2019,6.261399448703742e-06,2.55098775436835e-10,8.418259511699944e-08
