year,léger_ADJ apport_NOUN,léger_ADJ rapport_NOUN
1903,1.6200660812870638e-09,5.400220270956879e-10
1904,2.6873125946735854e-09,1.6123875568041512e-09
1905,5.160759042333041e-10,4.1286072338664326e-09
1906,1.0288369045596824e-09,1.0802787109298606e-08
1907,3.0857059130084963e-09,3.599990305858114e-09
1908,6.875944702500192e-09,5.40252820258047e-09
1909,6.60118004702781e-09,5.500983557560346e-10
1910,4.809735720812114e-09,3.740905363258662e-09
1911,3.7242617878519013e-09,2.128149656499545e-09
1912,6.251305251225858e-09,3.646594803896619e-09
1913,1.0605979205990934e-08,5.30298971401777e-10
1914,0.0,6.696743715117748e-10
1915,1.1780761921542648e-09,0.0
1916,0.0,5.493730803607377e-09
1917,0.0,0.0
1918,3.44591288836682e-09,0.0
1919,8.287063479883727e-09,1.8415696745321952e-09
1920,3.786115865267448e-09,0.0
1921,6.815472630705699e-09,3.7863738810983705e-09
1922,4.426761179843197e-09,7.377935484775833e-10
1923,4.246379248229459e-09,9.554353752605493e-09
1924,7.734974438733389e-09,0.0
1925,3.299453377181294e-09,0.0
1926,8.916910765321973e-09,5.57306911730393e-09
1927,1.2264147031260109e-08,0.0
1928,1.3711249025050165e-08,0.0
1929,8.912325100141061e-09,4.4561625500705304e-09
1930,1.3654684494213143e-08,4.201441416995522e-09
1931,1.1405356659111021e-08,7.983749661377715e-09
1932,4.383814644626227e-09,9.863582839386709e-09
1933,8.02946331646126e-09,1.0323596200123575e-08
1934,4.7926320689839486e-09,0.0
1935,1.795242710045386e-08,1.196828414151696e-09
1936,9.699771652549316e-09,4.849885826274658e-09
1937,1.888667711114067e-08,1.2591118148108649e-09
1938,7.779128452511941e-09,1.2965214457594243e-09
1939,1.6823456405745674e-08,3.058810094103137e-09
1940,2.028626333583361e-08,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0
1942,9.102635090130207e-09,0.0
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,4.357008087652048e-09,8.714016175304096e-09
1946,2.3665876369705074e-08,0.0
1947,1.4305045148432782e-08,1.1920870957027319e-09
1948,7.610321262063735e-09,0.0
1949,8.835307596655184e-09,3.9268033269479474e-09
1950,1.2762433776458693e-08,1.0635361480382244e-09
1951,6.396841278899501e-09,1.0661401761424827e-09
1952,1.1599284199803606e-08,1.0544803918932644e-09
1953,1.4005975934594517e-08,0.0
1954,1.07497895029951e-08,1.9545072227344917e-09
1955,1.5016972554349195e-08,2.815682353940474e-09
1956,1.9186511934776718e-08,1.744228317335228e-09
1957,1.767007518083119e-08,4.417518795207798e-09
1958,1.8198935691771112e-08,5.790570245522986e-09
1959,1.4726420971555854e-08,0.0
1960,1.7994166157109248e-08,6.920833350854139e-10
1961,1.528595028332802e-08,0.0
1962,8.8787386332001e-09,0.0
1963,1.1638896069143811e-08,1.2932106496776896e-09
1964,1.5818317322668918e-08,1.2167936658258327e-09
1965,9.302473458205895e-09,2.188817349590977e-09
1966,9.970334780007306e-09,2.215629901769489e-09
1967,1.5284040699725665e-08,5.423369309198733e-09
1968,1.4821671889819754e-08,8.084548142051062e-09
1969,1.3171097990039016e-08,1.3625273131978588e-09
1970,8.277704743875347e-09,1.8394900047624674e-09
1971,1.284599360218408e-08,4.624557625731995e-09
1972,1.0773308467548759e-08,2.0520587451500205e-09
1973,5.513203671370093e-09,3.859242703185828e-09
1974,1.3501372464475025e-08,2.2502286700643026e-09
1975,9.709516746170266e-09,4.569184142155791e-09
1976,5.713526984862938e-09,2.285410749536254e-09
1977,7.052138428775834e-09,5.876781838942691e-10
1978,1.0693064211864112e-08,1.1881182704343018e-09
1979,4.096381456264453e-09,5.851973350345929e-10
1980,5.6851505725319385e-09,2.2740602734216964e-09
1981,1.2651099057237047e-09,1.2651099057237047e-09
1982,2.483000915987077e-09,3.1037510339615437e-09
1983,6.946847541655643e-09,1.89459470334441e-09
1984,9.858314165001048e-09,2.3196033982486597e-09
1985,3.609334831011779e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,2.3977941854269602e-09
1987,6.721898593298192e-09,1.2221633705067347e-09
1988,4.797243047249822e-09,1.798966087207532e-09
1989,3.2928733073589456e-09,2.1952488715726304e-09
1990,6.538381391862913e-09,0.0
1991,7.033758464558559e-09,3.5168792322792797e-09
1992,2.7549720282848966e-09,2.2039776670368383e-09
1993,6.647049133334804e-09,1.1078414852150331e-09
1994,2.637463358823311e-09,3.164955852952289e-09
1995,1.626735190995987e-09,1.626735190995987e-09
1996,1.067618438099771e-09,2.6690460952494277e-09
1997,1.917957792585412e-09,9.58978896292706e-10
1998,1.9072516899143466e-09,9.536258449571733e-10
1999,9.140402323914998e-10,9.140402323914998e-10
2000,2.2090156370779823e-09,8.836062992401139e-10
2001,2.190605918883648e-09,1.3143635069212678e-09
2002,8.76244299341522e-10,2.6287327870022636e-09
2003,1.2500769308587678e-09,2.5001538617175356e-09
2004,1.3214374039449694e-09,1.3214374039449694e-09
2005,4.954124666056714e-09,1.8014998381943315e-09
2006,3.706100981659688e-09,8.235779835885637e-10
2007,7.988958938831558e-10,2.7961355453243186e-09
2008,3.405951742863067e-09,8.514879357157668e-10
2009,9.53638501499654e-10,1.907277002999308e-09
2010,2.3618964561933353e-09,0.0
2011,1.529588788962144e-09,1.529588788962144e-09
2012,3.4042526575461807e-09,6.808505426114664e-10
2013,1.1156499724052082e-08,2.789125042035323e-10
2014,4.330890368553497e-10,2.3819897165822113e-09
2015,2.438232948875907e-09,2.881548111233201e-09
2016,1.532791671365885e-08,3.314144070287739e-09
2017,3.773417134311785e-09,2.264050280587071e-09
2018,2.323319980845895e-09,7.744400121190154e-10
2019,5.101975730781305e-09,2.04079020349468e-09
