year,premier_ADJ achat_NOUN,premier_ADJ rachat_NOUN
1800,1.760732146749433e-07,0.0
1801,1.0715321963061797e-07,0.0
1802,1.432217686669901e-07,0.0
1803,5.655983770225248e-08,0.0
1804,2.7190360185613827e-08,0.0
1805,2.842877755426798e-08,0.0
1806,8.645007376628655e-09,0.0
1807,6.547996633798903e-08,0.0
1808,1.4276265858370607e-07,0.0
1809,5.421673421324158e-08,0.0
1810,3.2761775514700275e-08,0.0
1811,2.5070768572277302e-08,0.0
1812,1.0668832928217853e-08,0.0
1813,3.4508900625951355e-08,0.0
1814,7.237357380063258e-08,0.0
1815,5.3944472000466703e-08,0.0
1816,5.7940098940889584e-08,0.0
1817,3.269434145636296e-08,0.0
1818,2.8610825708597076e-08,0.0
1819,4.34744116262209e-08,0.0
1820,2.610625848831205e-08,0.0
1821,3.944595405869222e-08,1.676452932031225e-08
1822,6.917674966189225e-08,0.0
1823,4.4472091786929013e-08,0.0
1824,6.989523626543814e-08,0.0
1825,3.522177394188475e-08,0.0
1826,9.953022583886195e-08,9.688783109140786e-09
1827,7.097300169789378e-08,9.217273166939322e-09
1828,2.659967357487858e-08,0.0
1829,2.914879893012312e-08,3.429270423183084e-09
1830,1.982998831806526e-08,0.0
1831,2.182768810143898e-08,9.354723218280014e-09
1832,4.058990654698391e-08,8.117981842303834e-09
1833,1.1583628278799551e-08,3.4750886612755494e-09
1834,3.267085801894609e-08,9.334530925997342e-10
1835,1.663879345414898e-08,0.0
1836,3.36037508930076e-08,2.016224964762614e-09
1837,4.5922078584226256e-08,1.2524203896191466e-08
1838,6.817134590164642e-08,1.8936485712828244e-09
1839,3.076248944466897e-08,3.4957374772659477e-09
1840,4.458782143501594e-08,6.3696887764308485e-09
1841,5.1364388298225094e-08,1.926164561183441e-09
1842,2.1466448174578545e-08,5.366612043644636e-09
1843,7.974330173965427e-08,4.7255288571079745e-09
1844,6.641159444598088e-08,2.7442805805577564e-09
1845,3.4039391749729475e-08,4.464182357111213e-09
1846,2.2832555401919308e-08,1.1709002656346001e-09
1847,4.6921044827286096e-08,0.0
1848,2.494018680465615e-08,0.0
1849,5.446619866233959e-08,8.379414939696517e-10
1850,1.6293590476834652e-08,2.0366988096043315e-09
1851,3.676180071465751e-08,3.2247193804124663e-09
1852,2.2135854038651814e-08,1.1067927019325907e-08
1853,3.0456853039595444e-08,2.388772735173461e-09
1854,1.558699302961486e-08,2.5978321716024766e-09
1855,1.8574279891936385e-08,5.306937111981824e-10
1856,1.3978411317339123e-08,1.5531567143511893e-09
1857,3.124165814938351e-08,0.0
1858,2.5447114637699997e-08,9.787352039936081e-10
1859,5.092173438470127e-08,1.5276520048956854e-09
1860,2.9751696217772405e-08,2.746310290291376e-09
1861,2.169343282787395e-08,8.960331143725853e-09
1862,4.563166200455271e-08,1.8071945051545413e-09
1863,3.446288232566985e-08,9.989241656072068e-10
1864,1.4384183621984903e-08,9.589455896019672e-10
1865,1.835669216632141e-08,3.765475486972036e-09
1866,1.9949013108089275e-08,2.432806400776144e-09
1867,5.386620927083641e-08,1.455843445796745e-09
1868,2.766329387782207e-08,0.0
1869,3.857980246380066e-08,3.906815315701806e-09
1870,2.695002976338401e-08,1.7202146374017957e-09
1871,1.3807530230280918e-08,2.1242354542039266e-09
1872,3.9912439575573444e-08,4.23313739617015e-09
1873,2.993002112816612e-08,0.0
1874,5.018671700440791e-08,1.1949218281515073e-09
1875,4.748867610260277e-08,0.0
1876,4.111290152764013e-08,2.418405919968336e-09
1877,4.329371350308975e-08,6.184815992682502e-10
1878,4.9520526346213956e-08,3.0195443923020093e-09
1879,4.215434401544371e-08,3.665595160740054e-09
1880,2.9522093214495726e-08,3.8507077526617195e-09
1881,1.743126887276958e-08,0.0
1882,3.8601232432711186e-08,1.3310770263785798e-09
1883,3.4756364897248204e-08,3.791603475633565e-09
1884,3.630933420595284e-08,0.0
1885,3.287274097374393e-08,0.0
1886,3.743009102663564e-08,1.936039106809062e-09
1887,2.2198344495905076e-08,6.528924623161458e-10
1888,2.9800888867725916e-08,0.0
1889,2.318100555953606e-08,6.265136742733546e-10
1890,2.6872983838188702e-08,3.2771931834929546e-09
1891,6.820415165975646e-08,6.374220040683554e-10
1892,1.8805536683430546e-08,2.5074049503359674e-09
1893,3.4487133149241345e-08,0.0
1894,2.898708117982096e-08,1.0082462864602348e-08
1895,3.8519132772307785e-08,4.213029924926559e-09
1896,1.4152869098893461e-08,3.5382172747233653e-09
1897,1.4566784223291052e-08,1.7480140668268973e-09
1898,4.809601605870739e-08,5.6583548957434e-10
1899,2.65323762960179e-08,0.0
1900,2.0245106924221545e-08,0.0
1901,2.3472702892490815e-08,3.912117296778206e-09
1902,4.566564015817676e-08,4.910283846193408e-10
1903,4.3201762167655033e-08,1.0800440541913758e-09
1904,3.923476299405593e-08,0.0
1905,2.5287718585786934e-08,5.160759042333041e-10
1906,6.01869558636281e-08,1.5432553013283723e-09
1907,3.5485619775954547e-08,4.114274698707732e-09
1908,3.192402786567072e-08,4.911389073214423e-10
1909,3.4656196135074424e-08,3.850688656825696e-09
1910,3.313373397872965e-08,6.947395991829808e-09
1911,3.830669470517023e-08,9.044636151145369e-09
1912,4.271725373428126e-08,0.0
1913,4.295421618394357e-08,2.121195885607108e-09
1914,4.8216556081115414e-08,3.3483718020477227e-09
1915,5.301343009023185e-08,4.712304768617059e-09
1916,4.1752354462687435e-08,6.592477230782379e-09
1917,2.631941953268324e-08,1.0966424435210342e-09
1918,3.5607765624945387e-08,0.0
1919,3.4069039145379065e-08,2.762354567309444e-09
1920,2.5745588771997063e-08,0.0
1921,2.2718241510233383e-08,7.572747429129834e-10
1922,2.7298360905092522e-08,0.0
1923,3.927900849021171e-08,2.1231896241147297e-09
1924,1.675911143195208e-08,1.289162443462999e-09
1925,3.299453510408057e-08,1.0998177923937646e-09
1926,2.1177662290483568e-08,0.0
1927,3.6792442870137165e-08,0.0
1928,3.1992914983902665e-08,2.742249805010033e-08
1929,2.2280811862174232e-08,0.0
1930,1.2604324695075775e-08,0.0
1931,2.3951248095954725e-08,2.2810713318222042e-09
1932,2.9590749406338546e-08,3.287861094491973e-09
1933,3.0970788600370724e-08,2.2941324395731044e-09
1934,5.990790441501304e-08,0.0
1935,4.0692164304800826e-08,0.0
1936,2.0612015205756506e-08,0.0
1937,1.888667711114067e-08,1.2591118148108649e-09
1938,3.3709557811789637e-08,0.0
1939,2.4470480752825097e-08,1.2235240376412548e-08
1940,2.2822046474857416e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,2.9032351633873077e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,2.227376683094917e-08,1.3921104269343232e-09
1947,2.9802176726434482e-08,1.1920870957027319e-09
1948,1.6307831529616124e-08,0.0
1949,1.9634017078828947e-08,3.9268033269479474e-09
1950,2.6588404367089424e-08,0.0
1951,1.9190522948520083e-08,3.1984206394497505e-09
1952,2.741649041126948e-08,2.1089607837865287e-09
1953,2.477980309834038e-08,3.232148326759443e-09
1954,3.9090146231046674e-08,1.9545072227344917e-09
1955,2.627970197011109e-08,9.385607846468247e-10
1956,2.8779767902165077e-08,0.0
1957,7.333080986882123e-08,0.0
1958,3.6397871383542224e-08,2.4816730892496253e-09
1959,5.735553543217975e-08,0.0
1960,3.18358317485945e-08,0.0
1961,3.47407969059077e-08,3.47407969059077e-09
1962,3.4880759613997725e-08,6.341956404476434e-10
1963,3.103705381590771e-08,1.2932106496776896e-09
1964,3.467862086381501e-08,3.041984220075733e-09
1965,4.4323552828018364e-08,2.73602163147757e-09
1966,4.431259981174662e-08,2.769537488234164e-09
1967,2.5144711202074177e-08,0.0
1968,3.5931325470528463e-08,4.4914158503495116e-10
1969,3.587988572917311e-08,0.0
1970,3.7709543931896405e-08,4.5987250119061684e-10
1971,5.087013477123037e-08,0.0
1972,3.745007148836521e-08,0.0
1973,2.811733956775697e-08,2.205281512956958e-09
1974,4.387946006545462e-08,0.0
1975,4.112265727940212e-08,0.0
1976,3.599522102604169e-08,0.0
1977,4.113747209544272e-08,1.7630346071939584e-09
1978,4.633661276898238e-08,1.1881182704343018e-09
1979,5.676414005506558e-08,5.851973128301324e-09
1980,4.8892296433677984e-08,1.1370301367108482e-09
1981,6.199038438126081e-08,6.325549528618524e-10
1982,4.8418517195614186e-08,1.2415004579935385e-09
1983,4.2312617409834274e-08,0.0
1984,5.97297855620127e-08,1.1598016991243298e-09
1985,4.090579608373446e-08,1.2031116103372597e-09
1986,3.6566362382473017e-08,1.7983456945813714e-09
1987,6.905222704745029e-08,6.110816852533674e-10
1988,6.356346915481481e-08,0.0
1989,5.1588347815823e-08,2.1952488715726304e-09
1990,6.647353956168445e-08,1.089730194969718e-09
1991,4.10302547493302e-08,1.1722930404189924e-09
1992,5.014049264673304e-08,3.856960972825618e-09
1993,5.483815357365529e-08,3.877445031719162e-09
1994,6.804655328096487e-08,0.0
1995,8.296349562897376e-08,5.964695848348356e-09
1996,5.818520421030371e-08,0.0
1997,5.178485906753849e-08,3.3564262480467733e-09
1998,6.341611680227288e-08,4.768129224785866e-10
1999,6.535387342410104e-08,1.3710603763428253e-09
2000,5.522539225921719e-08,1.7672125984802278e-09
2001,5.345078335494691e-08,4.3812117822561447e-10
2002,4.994592472939985e-08,1.3143663935011318e-09
2003,4.916968876500505e-08,2.5001538617175356e-09
