year,premier_ADJ épi_NOUN,premier_ADJ répit_NOUN
1800,9.432493897065797e-09,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,4.27043254092041e-08,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.0130190847567064e-08,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,0.0,3.113746815941454e-09
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,3.94459531705138e-09,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,8.805443041381977e-10,0.0
1826,8.807984341885344e-10,0.0
1827,9.217273055917019e-10,0.0
1828,1.0089530988466322e-08,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,6.236482441579483e-09,0.0
1832,5.411987658021644e-08,1.3529969367098715e-09
1833,3.70676112027013e-08,1.50587169400751e-08
1834,1.8669061851994684e-09,1.8669061851994684e-09
1835,7.563087933704082e-09,7.563087933704082e-10
1836,4.704525213838906e-09,0.0
1837,6.262101948095733e-09,1.3915781860163179e-09
1838,8.2058102535143e-09,6.312161904276081e-10
1839,9.088918062616358e-09,6.9914751765765e-10
1840,1.46502836528839e-08,2.5478754661634184e-09
1841,0.0,7.704658244733764e-09
1842,1.0733224087289273e-08,7.379091560011375e-09
1843,8.860366662588604e-09,2.953455480181333e-09
1844,6.037417232818143e-09,0.0
1845,3.348136878855712e-09,2.7901139176833567e-09
1846,1.1709002656346001e-08,9.367202125076801e-09
1847,2.1572894581822766e-09,2.1572894581822766e-09
1848,4.82713291560799e-09,0.0
1849,6.703531951757213e-09,5.02764896381791e-09
1850,1.0183494048021657e-08,6.788996032014438e-10
1851,8.384270167027807e-09,1.6768540334055615e-08
1852,2.6042181744401205e-09,1.9531636308300904e-09
1853,5.971931837933653e-10,2.9859659189668264e-09
1854,1.558699391779328e-09,9.871762074453727e-09
1855,5.306937111981824e-10,4.2455496895854594e-09
1856,3.1063134287023786e-09,4.659470143053568e-09
1857,5.369659827891837e-09,0.0
1858,1.1255455234504552e-08,3.4255731584664773e-09
1859,1.5276520048956854e-09,2.036869339860914e-09
1860,2.288591982591015e-09,0.0
1861,4.2443675241088386e-09,3.772770984511453e-09
1862,4.517986262886353e-10,0.0
1863,1.048870412745373e-08,7.491931519609807e-09
1864,3.3563094525845827e-09,1.9178911792039344e-09
1865,2.8241067262513297e-09,9.41368871743009e-10
1866,5.352174259343201e-09,4.865612912574591e-10
1867,3.88224918879132e-09,1.455843445796745e-09
1868,4.93987406535723e-10,1.4819622196071691e-09
1869,4.883519144627257e-10,3.906815315701806e-09
1870,3.4404292748035914e-09,6.880858549607183e-09
1871,3.611200227737754e-08,2.1242354542039266e-09
1872,4.23313739617015e-09,6.047339295989218e-10
1873,1.7958012854535355e-09,2.3944017879529156e-09
1874,5.974609251779839e-09,3.5847653734322193e-09
1875,6.865832347102696e-09,7.437985338754061e-09
1876,1.0882827083946722e-08,0.0
1877,6.184815992682502e-10,1.8554447978047506e-09
1878,5.495570576385944e-08,6.039088673581716e-10
1879,6.720257683667796e-09,6.10932526790009e-10
1880,6.417846254436199e-09,2.5671385017744797e-09
1881,5.5780060570498335e-09,3.4862537301449947e-09
1882,2.6621540527571597e-09,1.3310770263785798e-09
1883,8.21514056781325e-09,2.5277355764075082e-09
1884,4.621187876807653e-09,7.922036360241691e-09
1885,6.445635691854079e-10,2.5782542767416317e-09
1886,3.2267319927115068e-09,5.162771099520569e-09
1887,1.3057849246322917e-09,6.528924623161458e-10
1888,8.242799331981132e-09,3.804368819970705e-09
1889,6.265136853755848e-09,6.265136742733546e-10
1890,1.3108772956016423e-09,3.2771931834929546e-09
1891,3.824531802365527e-09,7.0116419337296065e-09
1892,1.8805537127519756e-09,1.2537024751679837e-09
1893,1.0469308087124318e-08,1.847525021858587e-09
1894,4.411077725308132e-09,1.2603078580752936e-09
1895,2.4074457982692365e-09,0.0
1896,1.0024948871034667e-08,0.0
1897,1.1653427112179315e-09,5.826713334045053e-09
1898,2.8291773368493978e-09,2.26334195829736e-09
1899,8.291367592505594e-09,1.6582735185011188e-09
1900,1.5573159428683425e-09,1.5573159428683425e-09
1901,3.912117296778206e-09,0.0
1902,5.4013122863239005e-09,1.9641135384773634e-09
1903,5.400220270956879e-10,2.7001101354784396e-09
1904,3.2247751136083025e-09,2.1498500757388683e-09
1905,2.0643036169332163e-09,1.5482277682110634e-09
1906,5.658602919567102e-09,5.144184522798412e-10
1907,5.65712765521198e-09,3.599990305858114e-09
1908,4.911389073214423e-10,0.0
1909,1.6502950117569526e-09,2.2003934230241384e-09
1910,3.206490406526541e-09,0.0
1911,1.0640748282497725e-09,2.6601871816467337e-09
1912,2.6047106693738442e-09,7.293189607793238e-09
1913,1.4318072061314524e-08,5.302989602995467e-09
1914,5.357394972094198e-09,5.357394972094198e-09
1915,1.0602685840410686e-08,2.3561523843085297e-09
1916,0.0,6.592477230782379e-09
1917,1.0966424435210342e-09,1.7546279096336548e-08
1918,1.1486376294556067e-09,1.4932290071101306e-08
1919,6.4454939163738345e-09,1.3811772170413406e-08
1920,6.057785384427916e-09,1.4387239843927091e-08
1921,6.058197943303867e-09,3.7863738810983705e-09
1922,2.951174193910333e-09,2.2133805899215986e-09
1923,3.1847844361720945e-09,2.1231896241147297e-09
1924,1.289162443462999e-09,3.867487219366694e-09
1925,3.299453377181294e-09,4.399271169575059e-09
1926,3.343841648018042e-09,7.802296586589819e-09
1927,5.574612327308159e-09,1.1149224876660924e-09
1928,5.713020723163709e-09,2.2852082448565625e-09
1929,6.684243825105796e-09,4.4561625500705304e-09
1930,1.3654684494213143e-08,1.0503603542488804e-09
1931,4.5621426636444085e-09,4.5621426636444085e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,6.882397318719313e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,4.7926320689839486e-09
1935,3.590485242455088e-09,4.787313656606784e-09
1936,4.849885826274658e-09,2.424942913137329e-09
1937,1.2591118370153254e-08,1.2591118148108649e-09
1938,1.2965214457594243e-09,3.8895642262559704e-09
1939,1.3764645423464117e-08,0.0
1940,1.7750480196809804e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,2.730790527039062e-08,6.068423541449874e-09
1943,1.4516175816936538e-08,0.0
1944,1.927911696952833e-08,9.639558484764166e-09
1945,1.742803235060819e-08,0.0
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,6.523132700664291e-09,2.174377566888097e-09
1949,0.0,9.817008317369869e-10
1950,5.317680518146517e-09,8.508289184305795e-09
1951,1.2793682557799002e-08,9.595261474260042e-09
1952,4.2179215675730575e-09,2.1089607837865287e-09
1953,4.3095309543161875e-09,5.386913581872932e-09
1954,1.4658803948464083e-08,5.863521668203475e-09
1955,9.385607846468247e-09,1.8771215692936494e-09
1956,6.976913269340912e-09,2.616342476002842e-09
1957,7.068030161150318e-09,4.417518795207798e-09
1958,1.1581140491045971e-08,8.272243445794913e-10
1959,7.750747599288843e-09,1.5501495642666896e-09
1960,1.6610000486139143e-08,2.076250060767393e-09
1961,7.64297514166401e-09,5.55852741612739e-09
1962,3.805173953708163e-09,6.976152100435229e-09
1963,5.1728425987107585e-09,1.2932106496776896e-09
1964,9.125952438182594e-09,0.0
1965,1.094408652591028e-08,1.6416130677043839e-09
1966,7.200797291773142e-09,1.1078149508847446e-09
1967,9.860671168482327e-10,4.930335584241163e-10
1968,3.5931326802796093e-09,4.042274071025531e-09
1969,2.7250546263957176e-09,2.2708788183223305e-09
1970,2.7592350626548523e-09,1.8394900047624674e-09
1971,3.083038491169532e-09,5.138397485282553e-10
1972,2.565073486948677e-09,1.5390440033513642e-09
1973,1.102640756478479e-09,3.859242703185828e-09
1974,1.6876715580593782e-09,1.6876715580593782e-09
1975,5.711480177694739e-10,3.998036124386317e-09
1976,2.285410749536254e-09,5.713526873840635e-10
1977,5.876781838942691e-10,2.938390863960194e-09
1978,4.158414057542359e-09,0.0
1979,3.5111840102075575e-09,3.5111840102075575e-09
1980,5.116635559687666e-09,5.685150683554241e-10
1981,7.590659656386833e-09,1.8976649140967083e-09
