year,premier_ADJ établissement_NOUN,premier_ADJ etablissement_NOUN,premier_ADJ rétablissement_NOUN
1800,8.143386125425423e-07,3.144164484325529e-09,0.0
1801,8.66750487382717e-07,2.3811825844433088e-09,0.0
1802,1.125633559695416e-06,2.2378401354217203e-09,0.0
1803,5.616976856970268e-07,3.900678446910888e-09,0.0
1804,1.0950299209611103e-06,9.887403784603066e-09,0.0
1805,9.950072126230225e-07,0.0,0.0
1806,1.3284494739806973e-06,2.881669125542885e-09,0.0
1807,1.0277507733746916e-06,5.693910232196231e-09,0.0
1808,1.1511655593210435e-06,6.798221985349073e-09,4.305540457494317e-08
1809,1.4548156335170148e-06,9.036122072814123e-09,0.0
1810,9.617921001847662e-07,2.3401267590372754e-09,9.360507036149102e-09
1811,1.3212294049935736e-06,2.2563691359778204e-08,1.7549536934780008e-08
1812,1.0668833425597768e-06,5.3344164641089264e-09,0.0
1813,9.720006488578292e-07,5.751483289628823e-09,0.0
1814,1.0824569613987478e-06,9.440030979135372e-09,0.0
1815,2.1523843187765124e-06,0.0,0.0
1816,8.459254203785349e-07,2.3176038865813098e-09,2.3176038865813098e-09
1817,8.796334611815837e-07,3.113746815941454e-09,0.0
1818,9.93034110052804e-07,4.768470951432846e-09,8.344824387052086e-09
1819,1.0506315857305992e-06,5.175525008560555e-09,1.035105001712111e-09
1820,8.971059486384547e-07,1.1866481131050932e-09,7.119888678630559e-09
1821,7.672238027112144e-07,2.9584463767662328e-09,9.86148829262845e-10
1822,9.87523137041535e-07,1.5038423839541792e-08,1.804610860745015e-08
1823,8.874652976942343e-07,6.917880934764753e-09,2.9648061783404955e-09
1824,7.89058264061282e-07,1.6842225392110777e-09,8.421112696055388e-10
1825,8.180256827472476e-07,6.163810351011989e-09,5.283265824829186e-09
1826,9.583086821862707e-07,2.6423953025656033e-09,1.6735169694470642e-08
1827,1.2812009515528189e-06,2.7651818612639545e-09,1.1982455028203276e-08
1828,9.419953528322367e-07,3.6689205562545624e-09,1.1923991571904935e-08
1829,1.0124920777343505e-06,6.001223351592699e-09,0.0
1830,1.132396739045305e-06,1.1480519646056564e-08,3.1310507520032616e-09
1831,1.102298320176942e-06,1.091384405071949e-08,0.0
1832,1.4991206409575852e-06,1.0823975493678972e-08,2.705993873419743e-09
1833,1.6414001517972565e-06,5.791814139399776e-09,1.0425265983826648e-08
1834,1.4020465251007863e-06,7.467624740797874e-09,6.534171426153534e-09
1835,1.0860594699124704e-06,6.050470346963266e-09,3.025235173481633e-09
1836,1.2413224856899774e-06,6.048674894287842e-09,0.0
1837,1.4514160326939418e-06,2.7831562610103333e-09,0.0
1838,1.559103949944074e-06,8.837026665986514e-09,1.830527018853445e-08
1839,1.7101148621634366e-06,4.1948851059459e-09,3.4957374772659477e-09
1840,1.5013355616488866e-06,1.910906599622564e-09,3.821813088222825e-09
1841,1.671268837100115e-06,3.2102742686390684e-09,8.346713542550788e-09
1842,1.5509508770605862e-06,5.366612043644636e-09,6.708265054555795e-10
1843,1.9067508887360418e-06,5.316219964246471e-09,2.3627644285539873e-09
1844,1.91111699265889e-06,4.939705144924034e-09,0.0
1845,1.7477274401045406e-06,7.2542965523503256e-09,5.580227946389016e-10
1846,1.5590537465470788e-06,3.5127007969038004e-09,5.854501328173001e-10
1847,1.6034054226565786e-06,5.9325460100012606e-09,1.240441438454809e-08
1848,1.8785593240977505e-06,5.63165514222419e-09,0.0
1849,1.6666656463826257e-06,2.513824481908955e-09,5.865590679832167e-09
1850,1.4616707968428955e-06,4.752297222410107e-09,6.788996032014438e-10
1851,1.5646338109576163e-06,7.094382414862821e-09,1.483370937194195e-08
1852,1.9095429735216385e-06,7.1615997576657264e-09,0.0
1853,2.0382203729241155e-06,7.763511389313749e-09,0.0
1854,1.5659732284234451e-06,2.0782657816909023e-09,0.0
1855,1.663194076684249e-06,4.776243400783642e-09,2.653468555990912e-09
1856,1.64997015339452e-06,1.0354378243704332e-08,6.212626857404757e-09
1857,1.5186375073028557e-06,4.3933582327682075e-09,8.298565390418844e-09
1858,1.3995913299424956e-06,2.9362056119808244e-09,3.4255731584664773e-09
1859,1.585702811723877e-06,5.601390684617513e-09,0.0
1860,1.4555444991515287e-06,5.03490221737124e-09,4.577183909670879e-10
1861,1.4515735990983103e-06,8.488734881684223e-09,5.187560159214399e-09
1862,1.647257741765884e-06,8.5841740937731e-09,1.8071945051545413e-09
1863,1.9069462791065916e-06,1.7980634980929722e-08,9.989241656072068e-10
1864,1.5630813674505362e-06,4.794728059032138e-09,1.1986819536957682e-08
1865,2.169384506700567e-06,1.3649848251695573e-08,4.706844358715045e-10
1866,1.393998074750158e-06,3.8924903300596725e-09,1.9462451650298362e-09
1867,1.5650316615989368e-06,6.79393608038481e-09,0.0
1868,1.8005841528889732e-06,5.9278488784286765e-09,4.939874287401835e-09
1869,1.2374837903283975e-06,8.30198221279943e-09,4.883519144627257e-10
1870,1.4340856111516587e-06,3.4404292748035914e-09,5.734048791339319e-10
1871,1.4551012856856005e-06,1.0621177271019633e-09,1.0621177271019633e-09
1872,1.295944840329355e-06,6.652073114565837e-09,2.4189357183956872e-09
1873,1.7293567378118269e-06,1.1972008939764578e-09,1.1972008939764578e-09
1874,1.9393581087712164e-06,5.974609140757536e-10,2.3898436563030145e-09
1875,2.264580380995085e-06,1.716458086775674e-09,0.0
1876,2.6366669683142163e-06,4.232210359944588e-09,1.813804439976252e-09
1877,1.9636789687638156e-06,6.803297591950752e-09,0.0
1878,2.442207456709866e-06,5.435179750712393e-09,1.2078177347163432e-09
1879,2.048456780201491e-06,3.665595160740054e-09,6.10932526790009e-10
1880,2.161530595401473e-06,3.2089231272180996e-09,1.9253538763308597e-09
1881,2.6160849113665563e-06,8.367009030063599e-09,6.972507571312292e-10
1882,3.026869215716488e-06,9.317539406694664e-09,1.9966155395678697e-09
1883,2.4285219906161615e-06,9.479008244994702e-09,5.0554711528150165e-09
1884,3.100156845903257e-06,8.582206056928499e-09,7.2618666635548834e-09
1885,2.76646682539905e-06,9.66845359329227e-09,3.2228177904158883e-09
1886,2.7414314338614076e-06,1.0970888530970058e-08,5.162771099520569e-09
1887,3.0065697202985575e-06,8.487602010109896e-09,5.876032105334161e-09
1888,2.5229306448437683e-06,1.6485598663962264e-08,1.9021844099853524e-09
1889,2.787359397515843e-06,1.3783300611969196e-08,7.51816386923565e-09
1890,3.1487272309504988e-06,2.228491396971677e-08,0.0
1891,3.243203147818008e-06,1.9122659900006056e-08,5.736798147637501e-09
1892,3.7191083173127026e-06,8.775917326175886e-09,1.8805537127519756e-09
1893,3.593436080251422e-06,2.093861639629324e-08,4.310891643655168e-09
1894,3.6687562001702645e-06,6.301539290376468e-09,0.0
1895,3.332506807396385e-06,1.6852120587884656e-08,1.2037228991346183e-09
1896,3.21211168952118e-06,1.6511681244502086e-08,0.0
1897,3.638200009703496e-06,2.8550895980750113e-08,2.9133566670225264e-09
1898,3.6320980640880407e-06,2.376509045109998e-08,5.6583548957434e-10
1899,3.237502681940896e-06,2.1004797901014172e-08,3.8693048765026106e-09
1900,3.3835284725114434e-06,9.863000971499503e-09,1.038210628578895e-09
1901,3.1961997120077967e-06,1.1736351612778861e-08,5.029864968975062e-09
1902,3.7774812753355036e-06,1.3748795102408451e-08,0.0
1903,4.208931798643789e-06,1.566063878577495e-08,2.1600881083827517e-09
1904,4.287338313702094e-06,1.827372564378038e-08,2.1498500757388683e-09
1905,3.328173548311497e-06,1.806265659265449e-08,3.6125313851442797e-09
1906,3.8601960454798245e-06,1.9033482678842972e-08,1.5432553013283723e-09
1907,4.210445702312882e-06,1.851423558907328e-08,0.0
1908,3.774893649222122e-06,1.3751889627044989e-08,5.40252820258047e-09
1909,4.147191503989234e-06,1.7053048695370165e-08,5.500983557560346e-10
1910,3.9215377469759005e-06,1.3894791539570406e-08,1.6032452032632705e-09
1911,3.547093381683908e-06,1.4897047484474513e-08,5.320374141248863e-10
1912,3.93259230691001e-06,2.0837684466812334e-08,3.125652625612929e-09
1913,4.266255345442005e-06,1.9621061719821142e-08,1.060597942803554e-09
1914,4.592627004029737e-06,2.544762556233593e-08,9.37544086809794e-09
1915,3.6968030627804183e-06,1.649306680118201e-08,7.068456930880984e-09
1916,3.255585113492998e-06,1.7579939282086343e-08,0.0
1917,3.108981239563491e-06,7.676497326691845e-09,0.0
1918,2.7888921891872087e-06,1.2635013924011673e-08,0.0
1919,3.3323202828228204e-06,1.1970203106503874e-08,1.1970202606903513e-08
1920,3.4438509644019177e-06,1.8173356597372958e-08,4.543339038320937e-09
1921,3.275213259712473e-06,1.5145495191326575e-08,1.438822039290244e-08
1922,3.033069241098474e-06,2.2133806343305196e-08,7.377935484775833e-10
1923,3.0722554491546816e-06,1.8047111804975202e-08,8.492758496458919e-09
1924,2.418468634246551e-06,1.1602461658100083e-08,6.445812328337297e-09
1925,2.458092705381887e-06,1.8696902470694e-08,1.0998177923937646e-09
1926,2.89576681922199e-06,1.6719207796001e-08,3.343841648018042e-09
1927,2.236534424326919e-06,5.3516278630816316e-08,2.2298449753321847e-09
1928,2.6908327939167975e-06,1.3711249580161677e-08,6.8556245125250825e-09
1929,2.345055563068854e-06,1.8938691281888964e-08,0.0
1930,2.439987051516823e-06,3.991369335043515e-08,1.0503603542488804e-09
1931,2.676837244308672e-06,3.763767697506637e-08,1.1405356659111021e-09
1932,2.7124853438920127e-06,1.6439304917348352e-08,7.6716757391182e-09
1933,2.3996624474165174e-06,3.785318569704543e-08,4.588264879146209e-09
1934,2.3220302871607146e-06,2.995395043114968e-08,0.0
1935,1.9723732442855635e-06,2.752705441366743e-08,1.196828414151696e-09
1936,2.080600925324916e-06,1.2124714565686645e-08,3.6374143697059935e-09
1937,2.316765778331842e-06,2.644134800000586e-08,2.5182236296217297e-09
1938,1.7840135271285362e-06,2.2040865244044028e-08,1.2965214457594243e-09
1939,2.09528484074184e-06,4.28233404292655e-08,0.0
1940,1.8688719887194338e-06,3.2965178364818826e-08,0.0
1941,1.8092710938333312e-06,3.246652990895882e-08,2.9515025978810172e-09
1942,1.074110950405327e-06,1.8205270402305018e-08,0.0
1943,1.0771003084997233e-06,3.4838822937643954e-08,8.709705845433291e-09
1944,1.3752436309744098e-06,6.4263723231761105e-09,3.2131861615880553e-09
1945,1.1938202391093e-06,2.3963544482086263e-08,2.178504132643866e-08
1946,1.3628761337258766e-06,1.1136883415474585e-08,2.7842208538686464e-09
1947,1.5914362601066045e-06,2.026548107103565e-08,2.3841741914054637e-09
1948,1.3883400402647794e-06,1.0871887834440486e-08,1.0871888278529696e-08
1949,1.5069107561771489e-06,2.6505922789965553e-08,5.890204768377316e-09
1950,1.5836053242068715e-06,9.465471784153578e-08,2.1270722960764488e-09
1951,1.630128283025556e-06,9.595261696304647e-09,5.330700769690111e-09
1952,1.6829507276661104e-06,1.8980646498967246e-08,6.326882129314981e-09
1953,1.235757975948104e-06,2.3702420026694426e-08,3.232148326759443e-09
1954,1.320269589655254e-06,2.8340354507605525e-08,0.0
1955,1.2088662524334381e-06,1.9709776921672528e-08,3.754243138587299e-09
1956,9.392669371166562e-07,8.72114114258693e-09,8.72114158667614e-10
1957,1.0036602544616358e-06,1.3252556663179149e-08,5.301022731885041e-09
1958,1.0398210292805743e-06,8.272243445794913e-09,1.6544486891589827e-09
1959,8.897858521095259e-07,1.007597205671118e-08,7.750747821333448e-10
1960,8.464179135359018e-07,1.0381249915258906e-08,6.920833350854139e-10
1961,8.636561856789626e-07,1.7370397731308884e-08,2.779263708063695e-09
1962,7.432772686222222e-07,7.610347574349419e-09,1.9025869768540815e-09
1963,6.989803527090999e-07,5.819447701504998e-09,1.2932106496776896e-09
1964,7.081739203940174e-07,8.517555660780829e-09,0.0
1965,6.473427198727677e-07,1.422731277234135e-08,0.0
1966,6.746592937645346e-07,1.2185964570754493e-08,1.1078149508847446e-09
1967,5.664955611273115e-07,1.1832805624223397e-08,5.916402479044791e-09
1968,6.234085478951101e-07,1.1228539570362628e-08,4.042274071025531e-09
1969,7.325855273521142e-07,9.99186705596955e-09,4.5417578031781147e-10
1970,7.146418425918455e-07,8.277704882653225e-09,2.2993624781975086e-09
1971,5.31310326401524e-07,6.166077093361366e-09,5.138397485282553e-10
1972,5.391784410058165e-07,7.182205663536223e-09,2.0520587451500205e-09
1973,6.224407131938392e-07,9.92376675279516e-09,6.064523994098181e-09
