year,premier_ADJ apport_NOUN,premier_ADJ rapport_NOUN
1800,0.0,8.39491933746217e-07
1801,0.0,1.2953633543588694e-06
1802,0.0,1.1122065757263044e-06
1803,0.0,6.514132975254938e-07
1804,0.0,8.132389679449403e-07
1805,0.0,7.391482070850941e-07
1806,0.0,8.961991087019783e-07
1807,0.0,8.056883098461753e-07
1808,0.0,1.0537243664288098e-06
1809,0.0,7.499981182768067e-07
1810,0.0,7.23099153443485e-07
1811,0.0,5.23979043265399e-07
1812,0.0,7.548199030260605e-07
1813,0.0,1.0007581126014742e-06
1814,0.0,8.30722790112759e-07
1815,0.0,9.143587593740676e-07
1816,0.0,9.849816731133387e-07
1817,0.0,7.628679866700239e-07
1818,0.0,6.842756046232523e-07
1819,1.035105001712111e-09,8.394701329628163e-07
1820,1.1866481131050932e-09,8.401468578611571e-07
1821,0.0,8.835893745562373e-07
1822,0.0,1.0907869949505766e-06
1823,0.0,7.935797550207013e-07
1824,0.0,8.749536082319764e-07
1825,8.805443041381977e-10,7.7223737404708e-07
1826,0.0,8.913680225042242e-07
1827,9.217273055917019e-10,1.029569422328347e-06
1828,0.0,1.4024448707350423e-06
1829,0.0,1.1325165791831182e-06
1830,0.0,1.157445062460738e-06
1831,0.0,1.390735612893934e-06
1832,0.0,1.2244622422663554e-06
1833,0.0,1.0193592920870742e-06
1834,0.0,1.0221311632641061e-06
1835,0.0,9.794198589929692e-07
1836,0.0,1.0430604278077737e-06
1837,6.957890930081589e-10,8.586037134605817e-07
1838,0.0,8.50248202954873e-07
1839,0.0,1.050818702497125e-06
1840,6.3696887764308485e-09,9.325224263889709e-07
1841,0.0,1.289246093438834e-06
1842,1.341653010911159e-09,1.0196563104969414e-06
1843,0.0,8.860366564888977e-07
1844,1.097712254427563e-09,8.809140714660657e-07
1845,0.0,9.235277480534876e-07
1846,5.854501328173001e-10,1.1346023969238672e-06
1847,0.0,1.078105458240941e-06
1848,0.0,1.2019561044240845e-06
1849,3.3517659758786067e-09,1.1052447801418452e-06
1850,6.788996032014438e-10,1.2729367968589145e-06
1851,1.2898877521649865e-09,1.0583528551322274e-06
1852,3.906327261660181e-09,1.1862214135405225e-06
1853,2.9859659189668264e-09,8.975813639011676e-07
1854,4.1565315633818045e-09,1.0630329299599062e-06
1855,0.0,9.510031482307113e-07
1856,3.6240324075009767e-09,9.717584101842647e-07
1857,4.393358121745905e-09,9.162592280453907e-07
1858,4.893676019968041e-10,9.028832130830722e-07
1859,7.129042689513199e-09,9.318677358649552e-07
1860,3.204028820036342e-09,8.238930977455539e-07
1861,5.187560159214399e-09,8.710384900578738e-07
1862,0.0,9.948605526055587e-07
1863,0.0,8.535807252130212e-07
1864,3.3563094525845827e-09,9.49356147472713e-07
1865,5.177528628053096e-09,6.989663705603277e-07
1866,9.731225825149181e-10,5.415427346555646e-07
1867,8.249779526181555e-09,8.657415584423234e-07
1868,2.4699371437009177e-09,8.92141236441546e-07
1869,1.4650557433881772e-09,8.936839994699852e-07
1870,0.0,1.0023117296142914e-06
1871,1.1683295220166201e-08,9.792725705892735e-07
1872,2.4189357183956872e-09,9.5608432459926e-07
1873,5.387403856360606e-09,8.685692378662679e-07
1874,9.559374625212058e-09,1.0252429043511313e-06
1875,8.010138330405425e-09,9.995508056803715e-07
1876,4.836811839936672e-09,9.026700151792966e-07
1877,6.184815992682502e-10,7.681541290827099e-07
1878,9.058632954861423e-09,8.195043221803644e-07
1879,5.498392852132383e-09,7.129582861864492e-07
1880,7.701415505323439e-09,9.524083641743175e-07
1881,7.669758161910067e-09,9.405912630988666e-07
1882,1.6638463051776853e-08,7.627071116900197e-07
1883,1.579834751908038e-08,8.739645505073668e-07
1884,4.621187876807653e-09,8.7538499915496e-07
1885,5.156508553483263e-09,8.901423145246667e-07
1886,7.098810428374236e-09,9.615661133999254e-07
1887,7.834709769838355e-09,7.769420424796891e-07
1888,6.974675947901687e-09,9.580668818287563e-07
1889,1.1277245803853475e-08,7.474307954780102e-07
1890,1.1797895993481688e-08,7.688295111663024e-07
1891,1.4660706204594476e-08,7.87216158926185e-07
1892,1.8805537127519756e-09,7.616242796437689e-07
1893,1.7859408230069818e-08,8.338495964821391e-07
1894,1.0082462864602348e-08,7.555545824544652e-07
1895,1.625025980445116e-08,8.0829991055964e-07
1896,1.1794058174530164e-08,7.748696029263868e-07
1897,1.2818770045441852e-08,8.128265340801022e-07
1898,7.355861253444118e-09,8.88361707307439e-07
1899,2.1004797901014172e-08,8.158705551153389e-07
1900,7.26747462209687e-09,8.310876262740408e-07
1901,1.5648469187112823e-08,7.773935692956258e-07
1902,1.1293652957267142e-08,7.28686149642499e-07
1903,1.1880484152015924e-08,6.890681292226475e-07
1904,3.2247751136083025e-08,7.524475167386413e-07
1905,9.28936660926638e-09,8.246892844177012e-07
1906,2.006231980544726e-08,7.351039745806531e-07
1907,1.902852098112362e-08,6.510839849482863e-07
1908,1.7680999775393502e-08,7.126425778380963e-07
1909,1.8153245462393386e-08,7.981927057088001e-07
1910,2.8323999146095957e-08,8.823192723106388e-07
1911,2.074945903984826e-08,7.874153649112259e-07
1912,9.376957876838787e-09,5.985624773607867e-07
1913,1.7499866444836698e-08,7.509033501662543e-07
1914,3.281404303834279e-08,7.707952041080546e-07
1915,4.476689596799588e-08,8.599956196064795e-07
1916,2.7468654906215306e-08,8.229608852161618e-07
1917,1.7546279096336548e-08,1.0209741247990678e-06
1918,1.6080926812378493e-08,1.1876912946462426e-06
1919,1.5653341733923298e-08,7.246576443353803e-07
1920,1.8930579326337238e-08,6.958880924834432e-07
1921,1.8931869016913794e-08,6.944209296477766e-07
1922,2.951174238319254e-08,7.901768874774007e-07
1923,1.9108707505210987e-08,7.654098359566319e-07
1924,1.4180787211159895e-08,8.740521453276529e-07
1925,3.6293987148994233e-08,6.521919608815097e-07
1926,2.7865347029809584e-08,8.827741551087342e-07
1927,2.8987985345452216e-08,7.704114568518605e-07
1928,2.9707706517001498e-08,7.255536154104902e-07
1929,1.893869061575515e-08,7.931969641106207e-07
1930,1.470504518152893e-08,7.236982773051182e-07
1931,2.6232321204133768e-08,9.28396033827994e-07
1932,3.616647248350091e-08,7.562080144296601e-07
1933,3.555905436769535e-08,7.364165108825205e-07
1934,2.2765002327673756e-08,6.697703334168637e-07
1935,2.2739740757060645e-08,5.134393896710776e-07
1936,1.576212937948185e-08,6.316976555176268e-07
1937,1.1332006444320086e-08,6.975479571735832e-07
1938,2.852347158466273e-08,7.079007330323961e-07
1939,2.7529290846928234e-08,6.989380949562474e-07
1940,4.057252667166722e-08,7.024118506837596e-07
1941,2.066051862925633e-08,4.309193792906285e-07
1942,2.1239483061208375e-08,4.3389227988299695e-07
1943,3.193558839598154e-08,3.9483997671396764e-07
1944,2.8918675454292497e-08,3.534504706692587e-07
1945,3.92130714566008e-08,7.537624018283395e-07
1946,3.062642850437669e-08,7.531317445241825e-07
1947,2.861009096299938e-08,9.90624377195104e-07
1948,5.870819519415704e-08,1.0110855379608097e-06
1949,1.8652315247891238e-08,1.2467600400967171e-06
1950,4.5732054587688253e-08,9.720720210992795e-07
1951,2.8785784422780125e-08,8.710365015929256e-07
1952,3.9015773722894664e-08,1.09138722592661e-06
1953,6.679773278950307e-08,9.459420358126636e-07
1954,5.4726202014521164e-08,9.713901150121274e-07
1955,7.133062274178315e-08,1.1534912260913188e-06
1956,4.098936412511023e-08,1.3639865894532477e-06
1957,4.770920236651932e-08,1.057554001704375e-06
1958,3.391619751713648e-08,1.881935320469097e-06
1959,4.262911146302173e-08,1.515271232044313e-06
1960,3.94487505439578e-08,1.3087295611668992e-06
1961,4.099414141478519e-08,1.0616787555761675e-06
1962,4.249110796550326e-08,1.0495937683430157e-06
1963,3.6209898857109124e-08,9.718477826936578e-07
1964,5.2322128851756133e-08,9.86819639337e-07
1965,4.377634721386414e-08,1.0249137130102781e-06
1966,5.040557937707746e-08,1.0923055384637337e-06
1967,3.894965061590483e-08,9.840949779515995e-07
1968,3.817703528308236e-08,1.14935334671884e-06
1969,3.8150766934474944e-08,1.2803215296841586e-06
1970,4.5067506726503836e-08,8.778966176237191e-07
1971,5.1897814934420694e-08,9.798924036630297e-07
1972,5.4379555525230217e-08,1.002943708527937e-06
1973,4.631091132800691e-08,8.506873347968735e-07
1974,3.9941559504264035e-08,1.0930485778715138e-06
1975,4.683413745709686e-08,8.73285294744619e-07
1976,4.856497759497813e-08,8.456019795488601e-07
1977,4.995264601959093e-08,9.50863282334069e-07
1978,4.336631520551748e-08,8.061382419377594e-07
1979,5.559374693930863e-08,9.872279091993619e-07
1980,4.6049720703322805e-08,1.1927446257331553e-06
1981,5.6929945868589016e-08,1.0070274942819424e-06
1982,4.4694017375945805e-08,9.249178667403157e-07
1983,4.67333385323343e-08,9.776109184400639e-07
1984,3.24744482971262e-08,1.026424493844047e-06
1985,5.353846688205266e-08,8.915056772806906e-07
1986,4.915478074574153e-08,1.0172641990990883e-06
1987,5.1330861339238254e-08,8.090721470566109e-07
1988,5.756691789926549e-08,9.390603294967548e-07
1989,4.8844287281468723e-08,1.0597563822045686e-06
1990,4.195461089651076e-08,9.202771340532934e-07
1991,5.392548124705243e-08,1.4401620198611909e-06
1992,4.518154383958972e-08,1.0518483621879682e-06
1993,4.5421501226883265e-08,1.0613121306235485e-06
1994,4.3781891445604515e-08,1.1784185849350592e-06
1995,5.85624698734577e-08,1.1707071238542532e-06
1996,5.604996933250561e-08,1.1290064794167165e-06
1997,5.0346393165590086e-08,1.1057027000660469e-06
1998,6.246249351082866e-08,1.0141810911079574e-06
1999,6.078367453810074e-08,1.216130574022145e-06
2000,5.16909701708812e-08,1.1500135543851542e-06
2001,5.1260178102197074e-08,1.228929936480938e-06
2002,6.046085676558732e-08,1.2438288266025666e-06
2003,6.750414949241446e-08,1.2104910958044002e-06
2004,4.316695570438789e-08,1.2778299645077595e-06
2005,6.03502441354209e-08,1.0881058862821646e-06
2006,5.476793596415064e-08,1.1731868179154503e-06
2007,4.513761880931e-08,1.2370902919833782e-06
2008,6.045564471257592e-08,1.1916573159354016e-06
2009,5.578785100546213e-08,9.512543868162027e-07
2010,4.6293170186118004e-08,9.674328247388786e-07
2011,4.359327898662002e-08,7.605880446570623e-07
2012,4.6978688994503415e-08,6.83914394117302e-07
2013,3.207493692869434e-08,6.975601534175979e-07
2014,3.183204422274599e-08,5.430936518280305e-07
2015,2.970210957742303e-08,5.694382378962359e-07
2016,3.355571021046444e-08,5.53669190495043e-07
2017,3.295450778928455e-08,5.831186981053449e-07
2018,3.2010186945541363e-08,5.689552762810912e-07
2019,2.602007542762408e-08,5.359625361300857e-07
