year,dernier_ADJ envoi_NOUN,dernier_ADJ renvoi_NOUN
1961,4.655266749864495e-08,4.86371165564492e-09
1962,4.94672605100277e-08,1.9025869768540815e-09
1963,3.7503109950876024e-08,2.5864212993553792e-09
1964,5.049693641012709e-08,4.867174663303331e-09
1965,5.1984411442163037e-08,2.73602163147757e-09
1966,2.99110034518435e-08,2.215629901769489e-09
1967,3.69775179365206e-08,6.409436092980059e-09
1968,3.952445837285268e-08,2.245707841908029e-09
1969,3.860494146579185e-08,3.1792304344691047e-09
1970,3.49503110896876e-08,3.219107425067591e-09
1971,6.063309143655715e-08,1.541519245584766e-09
1972,5.591860130493842e-08,0.0
1973,5.623467913551394e-08,2.205281512956958e-09
1974,3.825388716904854e-08,1.1251143350321513e-09
1975,3.4268879289811593e-08,7.4249242310031605e-09
1976,4.513686135965145e-08,2.856763492431469e-09
1977,3.702372453062708e-08,1.7630346071939584e-09
1978,3.5643548557118265e-08,2.3762365408686037e-09
1979,4.213420723431227e-08,5.266775904289034e-09
1980,4.60497204812782e-08,3.411090521154847e-09
1981,5.060439534076977e-08,1.8976649140967083e-09
1982,4.034876610603533e-08,4.345251713999687e-09
1983,3.34711742766558e-08,6.946847541655643e-09
1984,2.3775934110403796e-08,2.8995041922996734e-09
1985,4.271046094572739e-08,4.812446441349039e-09
1986,4.136195030923773e-08,1.7983456945813714e-09
1987,3.360949207831254e-08,3.0554083707556856e-09
1988,3.537966719591168e-08,8.395175221664886e-09
1989,3.896566624916886e-08,5.488121956886971e-09
1990,3.650596269721973e-08,9.262707045820662e-09
1991,3.8099525312418336e-08,4.68917216167597e-09
1992,5.1242480481050734e-08,3.30596661157756e-09
1993,3.10195602537533e-08,2.7696036575264316e-09
1994,3.164955941770131e-08,4.2199412852994556e-09
1995,3.524592884218691e-08,4.880205572987961e-09
1996,4.003569031851839e-08,6.4057106285986265e-09
1997,2.924885578181602e-08,4.79489448146353e-10
1998,3.242328006081152e-08,3.814503379828693e-09
1999,4.341691095532951e-08,4.113180906983871e-09
2000,2.164835422036049e-08,2.6508188977203417e-09
2001,3.1544725942467267e-08,3.066848330846028e-09
2002,3.7678503872484725e-08,4.381221607729913e-09
2003,3.500215228768866e-08,3.7502307925763034e-09
2004,2.8631143678126136e-08,3.0833537945085254e-09
2005,3.1976622238971686e-08,5.404499514582994e-09
2006,3.006059756671675e-08,2.0589450144825605e-09
2007,3.754810862233171e-08,2.3966877371606188e-09
2008,4.768332573235057e-08,3.405951742863067e-09
2009,5.626467114439038e-08,8.105927484791664e-09
2010,2.7870378005445673e-08,3.7790344187271785e-09
2011,2.2179037273417634e-08,3.059177577924288e-09
2012,2.655317032917992e-08,3.4042526575461807e-09
2013,1.9802786965783525e-08,3.0680376017500066e-09
2014,3.5080212512639264e-08,2.815078836704288e-09
2015,2.3717356967267733e-08,1.994917786518613e-09
2016,3.396997527715939e-08,2.278474076078396e-09
2017,2.1131135952145996e-08,2.5156112748447867e-09
2018,5.705041417058965e-08,2.0651733656507076e-09
2019,7.168275573121718e-08,2.806086474294034e-09
