year,dernier_ADJ envoi_NOUN,dernier_ADJ renvoi_NOUN
1800,5.65949598296811e-08,0.0
1801,5.9529565277216534e-08,0.0
1802,2.9091921760482364e-08,2.2378401354217203e-09
1803,4.8758479920252285e-08,0.0
1804,9.640218934237055e-08,0.0
1805,1.421438877713399e-08,2.842877711017877e-09
1806,3.7461699520235925e-08,0.0
1807,3.9857372513552036e-08,5.693910232196231e-09
1808,4.078933102391602e-08,2.2660739951163578e-09
1809,5.873479480555943e-08,0.0
1810,5.8503168531842675e-08,2.3401267590372754e-09
1811,3.008491944456182e-08,0.0
1812,6.668020802180763e-08,0.0
1813,1.1502966579257645e-08,0.0
1814,2.8320094713762956e-08,9.440030979135372e-09
1815,8.091670444798638e-09,1.8880564667256294e-08
1816,2.0858434979231788e-08,0.0
1817,2.80237220096069e-08,1.556873407970727e-09
1818,4.2916237674717195e-08,0.0
1819,1.2421260464634543e-08,1.2421260464634543e-08
1820,1.6613073583471305e-08,0.0
1821,4.339054981983281e-08,9.86148829262845e-10
1822,2.2056354964661296e-08,2.0051231786055723e-09
1823,9.289725966254991e-08,1.3835761869529506e-08
1824,5.4737231636181605e-08,1.1789557774477544e-08
1825,6.780191341704267e-08,1.8491430608946757e-08
1826,1.8496766784892316e-08,6.1655889282974385e-09
1827,3.502563927781921e-08,1.6591091167583727e-08
1828,2.5682442839070063e-08,9.172301140836225e-09
1829,4.715246859632316e-08,1.1145129263923081e-08
1830,3.965997663613052e-08,5.218417697960831e-09
1831,7.171954763407484e-08,6.236482441579483e-09
1832,2.976593194148336e-08,2.705993873419743e-09
1833,3.359252431778259e-08,1.1583628500844156e-09
1834,5.694063887062839e-08,0.0
1835,2.571449897459388e-08,3.025235173481633e-09
1836,2.755507466645213e-08,8.064899859050456e-09
1837,3.6876823372722356e-08,2.0873671680021744e-09
1838,1.830527018853445e-08,8.2058102535143e-09
1839,3.8453112694014635e-08,6.9914749545318955e-09
1840,2.993753511759678e-08,3.1848443882154243e-09
1841,4.4301785351308354e-08,1.2841097074556274e-09
1842,3.4882980060046975e-08,6.037438549100216e-09
1843,1.6539351221922516e-08,5.31621990873532e-09
1844,3.1284798751585186e-08,1.097712254427563e-09
1845,4.296775557577348e-08,3.348136878855712e-09
1846,4.859236213405893e-08,1.7563503984519002e-09
1847,4.2067142658197554e-08,2.1572894581822766e-09
1848,4.183515400768556e-08,4.02261068899179e-09
1849,6.954914510970411e-08,2.513824481908955e-09
1850,4.0055077477063605e-08,2.7155984128057753e-09
1851,1.9993260380601896e-08,0.0
1852,2.7344290387532055e-08,2.6042181744401205e-09
1853,4.18035241978032e-08,0.0
1854,4.676098086520142e-08,1.9223959313308114e-08
1855,2.812676669350367e-08,0.0
1856,3.7793480345271746e-08,1.0354378465748937e-09
1857,5.9554409403972386e-08,1.9526036343364694e-09
1858,4.7468656561022726e-08,1.468102750479261e-09
1859,6.925355933162791e-08,4.582956236731661e-09
1860,6.499600857523546e-08,4.57718396518203e-09
1861,9.101810150013989e-08,4.715963730639317e-10
1862,8.493814362964258e-08,7.680577063240435e-09
1863,9.98924178929883e-08,3.995696662428827e-09
1864,7.192092255081661e-08,7.671564716815737e-09
1865,5.836486849375433e-08,0.0
1866,7.298419291146274e-08,1.4596839292835284e-09
1867,5.82337378318698e-08,5.338092634588065e-09
1868,8.0025962745367e-08,2.4699371437009177e-09
1869,7.960136372275883e-08,1.0255390314739543e-08
1870,9.919904186972417e-08,9.747882501187632e-09
1871,1.9542966356311808e-07,8.496941816815706e-09
1872,1.19737322279434e-07,6.047339295989218e-10
1873,1.2750189171129023e-07,1.1972008939764578e-09
1874,1.123226525123755e-07,1.7923826867161097e-09
1875,1.882382463236354e-07,3.432916173551348e-09
1876,1.910540703420338e-07,7.859819461941697e-09
1877,1.8307055427158048e-07,1.2369631985365004e-09
1878,5.495570576385944e-08,1.0266450800600069e-08
1879,1.1118972054191545e-07,1.5273313280772527e-08
1880,6.738738278500023e-08,4.492492600149944e-09
1881,7.321133210780317e-08,4.8807553554297556e-09
1882,9.317539451103585e-08,1.3310770263785798e-09
1883,9.542201695467156e-08,6.951272890631799e-09
1884,5.6114423330200225e-08,1.3203393933736152e-09
1885,8.830520670244368e-08,3.86738152613475e-09
1886,5.937186742244194e-08,1.936039106809062e-09
1887,9.989254579068074e-08,5.223139698529167e-09
1888,6.530833474016617e-08,0.0
1889,8.207329216247672e-08,6.265136853755848e-09
1890,1.0618106216497836e-07,1.9663159989136147e-09
1891,8.159001652074949e-08,3.824531802365527e-09
1892,6.331197255349252e-08,7.522214851007902e-09
1893,6.83584246985447e-08,7.390100087434348e-09
1894,6.616616587962199e-08,6.301539290376468e-09
1895,8.064943557428705e-08,4.213029924926559e-09
1896,7.371286159241208e-08,2.948514543632541e-09
1897,7.691262027265111e-08,1.1653426668090106e-08
1898,5.6017714911149596e-08,8.487532454637403e-09
1899,7.904436927219649e-08,3.3165470370022376e-09
1900,4.879590065343109e-08,5.710158568206225e-09
1901,6.762373772062347e-08,7.265360757457984e-09
1902,8.445687882385755e-08,6.38336894454028e-09
1903,3.294134387488157e-08,3.2401321625741275e-09
1904,7.148251768285263e-08,2.1498500757388683e-09
1905,7.173454719122674e-08,3.096455536422127e-09
1906,5.2985100751357095e-08,1.5432553013283723e-09
1907,6.994267209847749e-08,4.114274698707732e-09
1908,8.349361735326966e-08,5.40252820258047e-09
1909,1.0451869059124874e-07,6.60118004702781e-09
1910,9.13849760308949e-08,3.740905363258662e-09
1911,7.714542249459555e-08,3.7242617878519013e-09
1912,7.29318969661108e-08,4.167536982180309e-09
1913,9.068112660770566e-08,4.772690687104841e-09
1914,5.089525245693949e-08,0.0
1915,9.306801729280778e-08,3.534228465440492e-09
1916,6.922100936890274e-08,3.2962386153911893e-09
1917,5.04455535121906e-08,1.0966424435210342e-09
1918,8.959373332118048e-08,0.0
1919,4.1435317399418636e-08,9.207848372660976e-10
1920,4.921950491620919e-08,1.514446346106979e-09
1921,5.5281056177136634e-08,0.0
1922,3.8365264742878935e-08,2.951174193910333e-09
1923,4.140219900250486e-08,3.1847844361720945e-09
1924,8.379555538340355e-08,9.02413699321869e-09
1925,5.169143690864075e-08,4.399271169575059e-09
1926,4.904300965336006e-08,2.229227691330493e-09
1927,5.2401357919507063e-08,2.2298449753321847e-09
1928,5.255979118601317e-08,1.1426041224282812e-09
1929,5.570203143179242e-08,0.0
1930,6.932378227020308e-08,3.1510811737689437e-09
1931,8.097803316786667e-08,2.2810713318222042e-09
1932,8.000461804158476e-08,3.287861094491973e-09
1933,5.964744076436546e-08,1.1470662197865522e-09
1934,8.02765853791243e-08,7.188948103475923e-09
1935,5.864459140525469e-08,1.196828414151696e-09
1936,4.7286388138445545e-08,2.424942913137329e-09
1937,3.651424407280501e-08,5.0364472592434595e-09
1938,2.463390735840676e-08,1.2965214457594243e-09
1939,7.188203454688846e-08,1.2235240376412548e-08
1940,5.325144059042941e-08,0.0
1941,5.60785480274717e-08,8.854508237732261e-09
1942,3.6410540360520827e-08,0.0
1943,1.4516175816936538e-08,1.1612940831184915e-08
1944,6.7476911169706e-08,0.0
1945,3.0499055725385915e-08,0.0
1946,2.5057987684817817e-08,0.0
1947,5.602809238780537e-08,1.1920870957027319e-09
1948,4.022598432129598e-08,1.0871887834440486e-09
1949,4.417653798327592e-08,9.817008317369869e-10
1950,5.7430952438153327e-08,4.2541445921528975e-09
1951,1.0768015812345766e-07,5.330700769690111e-09
1952,5.166953798152463e-08,3.1634410646574906e-09
1953,4.740483916521043e-08,5.386913581872932e-09
1954,4.0067398288101685e-08,9.772536113672459e-10
1955,4.411235821066839e-08,3.754243138587299e-09
1956,2.8779767902165077e-08,4.360570571293465e-09
1957,2.6505112771246786e-08,8.835037701437898e-10
1958,3.22617488279775e-08,2.4816730892496253e-09
1959,4.1854036680888385e-08,1.5501495642666896e-09
1960,2.7683332959327345e-08,2.7683333403416555e-09
