year,premier_ADJ homme_NOUN,premier_ADJ rhum_NOUN
1853,2.847417154727694e-06,1.1943863675867306e-09
1854,3.0815486136148706e-06,0.0
1855,2.9246531525473074e-06,5.306937111981824e-10
1856,2.6398487324996722e-06,0.0
1857,2.5784130230910307e-06,9.763018171682347e-10
1858,3.2283579877168123e-06,0.0
1859,2.3627684608840127e-06,5.092173349652285e-10
1860,2.175993147002231e-06,0.0
1861,2.464091162668325e-06,0.0
1862,2.160501091807987e-06,4.517986262886353e-10
1863,1.994352063494631e-06,0.0
1864,2.259275876714817e-06,0.0
1865,1.9782866252926468e-06,0.0
1866,2.1666573364331754e-06,0.0
1867,1.864935425643921e-06,0.0
1868,1.7521733236547377e-06,0.0
1869,2.0608449862180578e-06,0.0
1870,2.113570336081949e-06,0.0
1871,2.21026689772863e-06,0.0
1872,1.7646135731519408e-06,0.0
1873,2.6290531823791596e-06,0.0
1874,1.2295745898671662e-06,0.0
1875,1.7347670115408498e-06,0.0
1876,1.8688232001906613e-06,4.232210137899983e-09
1877,1.8746177321560253e-06,0.0
1878,2.113680970472487e-06,0.0
1879,1.7307718296333263e-06,0.0
1880,1.6102376643178928e-06,0.0
1881,1.504667181406738e-06,0.0
1882,1.61925523478601e-06,0.0
1883,1.1602306663194284e-06,0.0
1884,1.252341952806546e-06,0.0
1885,8.321315768666793e-07,0.0
1886,1.024164687224438e-06,0.0
1887,1.0439750766644273e-06,0.0
1888,9.162187950551015e-07,0.0
1889,1.0130726512680432e-06,0.0
1890,8.514148123750509e-07,0.0
1891,7.438714866303542e-07,2.5496880162734215e-09
1892,9.640972207236587e-07,0.0
1893,9.619446932895848e-07,0.0
1894,8.790647585410483e-07,0.0
1895,9.593671772556434e-07,0.0
1896,8.073032680133707e-07,0.0
1897,7.737875833413455e-07,0.0
1898,8.634649617533796e-07,0.0
1899,8.750156759163019e-07,5.527578395003729e-10
1900,8.207055300912813e-07,5.191053142894475e-10
1901,9.517622554522376e-07,0.0
1902,6.943141276360976e-07,0.0
1903,7.770916685689855e-07,0.0
1904,7.27186785454137e-07,0.0
1905,7.457296615775988e-07,0.0
1906,7.659690812733544e-07,0.0
1907,7.822264516121891e-07,0.0
1908,1.0746118759286105e-06,0.0
1909,9.643224333499845e-07,0.0
1910,1.0554697048581474e-06,0.0
1911,9.028675141964371e-07,0.0
1912,7.808922593000034e-07,0.0
1913,7.752971182828361e-07,2.121195885607108e-09
1914,8.022698710918874e-07,0.0
1915,7.798864443131492e-07,0.0
1916,7.3615996343257e-07,0.0
1917,7.040444736094997e-07,0.0
1918,1.0498547737824993e-06,0.0
1919,6.058764175365106e-07,0.0
1920,7.193620077394769e-07,0.0
1921,6.83819113778128e-07,0.0
1922,7.628785458901888e-07,0.0
1923,9.108483687292335e-07,0.0
1924,9.165944744315979e-07,0.0
1925,8.919522427319748e-07,0.0
1926,1.0867484588894527e-06,0.0
1927,9.164662864158402e-07,1.1149224876660924e-09
1928,1.0511957988512677e-06,2.2852082448565625e-09
1929,9.636451714367666e-07,0.0
1930,1.187957579862342e-06,0.0
1931,8.211856536988194e-07,0.0
1932,8.767629382511188e-07,0.0
1933,1.0300654738060189e-06,0.0
1934,9.094019564059863e-07,0.0
1935,9.622500654060673e-07,0.0
1936,1.2330834522344958e-06,0.0
1937,6.988070375690825e-07,0.0
1938,8.920067369189155e-07,0.0
1939,7.647025359602821e-07,1.5294050470515685e-09
1940,6.593035521973434e-07,7.607348528892999e-09
1941,9.917048449104016e-07,0.0
1942,9.86118839918504e-07,0.0
1943,1.1206488261805703e-06,0.0
1944,1.1695997503835542e-06,0.0
1945,1.7428032883515243e-06,0.0
1946,1.2264492905700308e-06,0.0
1947,1.2469231078782173e-06,0.0
1948,1.1491585951706185e-06,0.0
1949,8.874575287975972e-07,0.0
1950,1.106077614387857e-06,0.0
1951,9.52063182069196e-07,2.1322803522849654e-09
1952,1.0608072642526167e-06,2.1089607837865287e-09
1953,8.554419164141791e-07,0.0
1954,1.589014406278011e-06,0.0
1955,1.2257603745347012e-06,0.0
1956,1.727658144545785e-06,0.0
1957,9.753881546892273e-07,0.0
1958,1.2565537299558116e-06,8.272243445794913e-10
1959,1.002171645669847e-06,0.0
1960,9.280837702796418e-07,6.920833350854139e-10
1961,1.470925261148892e-06,0.0
1962,1.244925999621671e-06,0.0
1963,1.05267350214433e-06,1.939815863494232e-09
1964,1.2910180977598884e-06,0.0
1965,1.4413362503518101e-06,2.188817349590977e-09
1966,1.1598822435843203e-06,0.0
1967,1.4726912294094063e-06,4.930335584241163e-10
1968,1.3622464187790229e-06,3.5931326802796093e-09
1969,1.0555045601989832e-06,9.083515606356229e-10
1970,1.1620977957704781e-06,0.0
1971,9.922245816085251e-07,0.0
1972,1.084000036399857e-06,0.0
1973,8.468280832119035e-07,1.102640756478479e-09
1974,9.68160902115045e-07,0.0
1975,1.4004549484525342e-06,5.711480177694739e-10
1976,9.073080855515059e-07,0.0
1977,1.0137448454017317e-06,0.0
1978,1.0015836990895366e-06,5.940591352171509e-10
1979,1.2452999564871448e-06,1.1703946700691858e-09
1980,8.163876543676452e-07,0.0
1981,9.621160907968829e-07,0.0
1982,9.96304099665224e-07,6.207502289967692e-10
1983,8.550937904416855e-07,3.78918940668882e-09
1984,1.004968149587171e-06,1.739702604197646e-09
1985,1.061144427438876e-06,0.0
1986,1.014866398918457e-06,0.0
1987,1.0168399242616033e-06,6.110816852533674e-10
1988,9.786375967379968e-07,2.398621523624911e-09
1989,1.003228776497167e-06,0.0
1990,9.65500944971609e-07,5.44865097484859e-10
1991,1.3317249329958258e-06,1.7584396161396398e-09
1992,9.201606934183815e-07,0.0
1993,9.959494793321255e-07,5.539207426075166e-10
1994,1.3208416245191756e-06,1.0549853213248639e-09
1995,1.6907201318971943e-06,5.422450821690461e-10
1996,1.2400387952027359e-06,1.067618438099771e-09
1997,1.1574874765329923e-06,0.0
1998,1.2749977891246544e-06,3.337690568372409e-09
1999,1.228013043252929e-06,9.140402323914998e-10
2000,1.3298274703643642e-06,8.836062992401139e-10
2001,1.2499597268345042e-06,4.3812117822561447e-10
2002,1.3240051828233845e-06,0.0
2003,1.4292545311711535e-06,8.333845835650777e-10
2004,1.4760455648854531e-06,1.3214374039449694e-09
2005,1.2876219992463689e-06,4.053374524914943e-09
2006,1.366315891981884e-06,4.1178899179428186e-10
2007,1.580615506480143e-06,2.3966877371606188e-09
2008,1.4743514009651904e-06,8.514879357157668e-10
2009,1.530112985648202e-06,2.860915504498962e-09
2010,1.4733510091957669e-06,9.447586046817946e-10
2011,1.4309303661974582e-06,3.059177577924288e-09
2012,1.487658446208684e-06,2.0425516833455504e-09
2013,1.621039503518773e-06,1.6734750252211938e-09
2014,1.6702078475816506e-06,4.114345752981308e-09
2015,1.604135595911771e-06,5.319781060109108e-09
2016,1.626416244349116e-06,5.3854840587064245e-09
2017,1.6115006449268776e-06,5.534344982294215e-09
2018,1.6072211774798006e-06,7.486253394972664e-09
2019,1.5219193514326435e-06,2.04079020349468e-09
