year,dernier_ADJ enseignement_NOUN,dernier_ADJ renseignement_NOUN
1978,1.5445537515645924e-08,1.7821773501403015e-08
1979,2.808947163757125e-08,3.043026097770962e-08
1980,2.160357237546151e-08,3.0699815189993984e-08
1981,2.9097527498578302e-08,2.9730082173884398e-08
1982,3.972801554397165e-08,1.7381006744976446e-08
1983,3.726036634787988e-08,3.0945049189767815e-08
1984,1.681712458179163e-08,2.3196033538397387e-08
1985,1.5640450601317468e-08,2.2859120152318724e-08
1986,2.0980698511863238e-08,1.9182353594437984e-08
1987,2.6276512077316738e-08,2.3221103262471843e-08
1988,1.9788627181327456e-08,2.0388283061834045e-08
1989,2.030605239511374e-08,2.2501301155664066e-08
1990,2.34291996914493e-08,1.3621627381610324e-08
1991,2.2859715009815318e-08,1.4653663171770859e-08
1992,2.5345742837856733e-08,1.4325855279828659e-08
1993,2.3264671078493393e-08,1.7725464318552042e-08
1994,2.320967729119161e-08,1.8462243067673967e-08
1995,2.3858784059527238e-08,1.6809596992128917e-08
1996,2.5089033961478435e-08,1.3879039473252419e-08
1997,2.3974471741183834e-08,1.102825741838842e-08
1998,2.6224711291433778e-08,1.1920322728897759e-08
1999,2.1479946266111938e-08,1.462464363499727e-08
2000,2.2531960297555997e-08,1.6346715980830595e-08
2001,4.0745271157049956e-08,1.2267393323384113e-08
2002,3.19829167594321e-08,1.401990912253126e-08
2003,2.9168460313755418e-08,1.0000615002780933e-08
2004,3.2595453669514995e-08,9.250061383525576e-09
2005,3.2426996199319547e-08,9.908248777001916e-09
2006,2.4295551126485293e-08,1.0706514064207084e-08
2007,3.435252260430843e-08,7.589511241690161e-09
2008,2.937633380994953e-08,8.089135583588813e-09
2009,3.337734710839868e-08,1.2397300297450897e-08
2010,3.8735102070308614e-08,1.0392344762522043e-08
2011,1.797266846459422e-08,1.0324724158961018e-08
2012,2.7234021260369445e-08,1.3617010435895693e-08
2013,2.37075630238337e-08,1.6455838192097616e-08
2014,1.8406283608385365e-08,3.2048588588518e-08
2015,3.1032056369006966e-08,1.5959342292148904e-08
2016,3.9976861376800343e-08,2.1749070239218682e-08
2017,2.087957362562065e-08,7.295272969054523e-09
2018,2.47820808318977e-08,1.1100306451794495e-08
2019,3.418323446524596e-08,3.4438336349307264e-08
