year,dernier_ADJ enseignement_NOUN,dernier_ADJ renseignement_NOUN
1800,0.0,0.0
1801,0.0,4.7623651688866175e-09
1802,2.2378401354217203e-09,4.475680270843441e-09
1803,0.0,3.900678446910888e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,1.7057265822018053e-08
1806,0.0,5.76333825108577e-09
1807,0.0,8.540865792383556e-09
1808,0.0,2.039466551195801e-08
1809,0.0,0.0
1810,0.0,7.020380277111826e-09
1811,0.0,7.521229861140455e-09
1812,0.0,1.3336041604361526e-08
1813,0.0,0.0
1814,9.440030979135372e-09,3.1466771410748606e-09
1815,2.697223555614414e-09,8.091670444798638e-09
1816,2.3176038865813098e-09,2.3176038865813098e-09
1817,0.0,0.0
1818,0.0,3.5763532135746345e-09
1819,0.0,0.0
1820,2.3732962262101864e-09,8.306536791735653e-09
1821,0.0,1.8736827200882544e-08
1822,4.010246357211145e-09,1.0025615893027862e-09
1823,9.882686891060644e-10,3.656594316225892e-08
1824,0.0,2.105278085196005e-08
1825,0.0,1.0566531649658373e-08
1826,1.4092774947016551e-08,1.3211976401805714e-08
1827,1.935627302884768e-08,2.027800150017356e-08
1828,9.172301251858528e-10,3.668920500743411e-09
1829,0.0,1.457439946506156e-08
1830,1.0436835840010872e-09,3.1310507520032616e-09
1831,1.2472964883158966e-08,4.677361609140007e-09
1832,6.764984572527055e-09,1.8941957335982806e-08
1833,5.791814139399776e-09,1.853380560135065e-08
1834,1.120143711119681e-08,1.120143711119681e-08
1835,1.5126175867408165e-09,1.4369867074037757e-08
1836,4.032449929525228e-09,1.2097349788575684e-08
1837,2.435261770017405e-08,4.1051556820548285e-08
1838,1.7674054220151447e-08,1.1361890983607736e-08
1839,2.0974425751774106e-08,1.3283802502428443e-08
1840,2.93005673057678e-08,1.2102408852854296e-08
1841,1.733548060656176e-08,2.0545755319290038e-08
1842,8.720745015011744e-09,1.8112315203211438e-08
1843,2.1264879745963583e-08,2.8353174030826267e-08
1844,1.3172547497219966e-08,2.195424464446205e-08
1845,2.2320911341466854e-08,3.348136701220028e-08
1846,5.854501328173001e-09,3.688335681317767e-08
1847,1.294373674909366e-08,3.3977308078192436e-08
1848,2.333114323960217e-08,2.896279838182636e-08
1849,1.6758828991214614e-08,1.8434713311421547e-08
1850,3.190828223864628e-08,4.073397619208663e-08
1851,1.870337307252612e-08,3.8696634341306435e-08
1852,3.1250618093281446e-08,4.166749167922035e-08
1853,1.3138249599364826e-08,3.1651239851271384e-08
1854,1.1950028522278444e-08,4.000661779635095e-08
1855,3.02495415382964e-08,3.343370380548549e-08
1856,1.863788101630348e-08,3.31340110903966e-08
1857,1.4156376515472857e-08,5.174399575480493e-08
1858,3.327699715782728e-08,3.9149409047922745e-08
1859,1.018434669930457e-08,4.68479939286226e-08
1860,1.9681891672007623e-08,7.552353764594955e-08
1861,2.2165028923382124e-08,4.5744847909645614e-08
1862,1.490935552794781e-08,5.602302977081308e-08
1863,2.946826249683454e-08,5.793760138317339e-08
1864,3.5001512799226475e-08,5.3221480555976086e-08
1865,3.859612363044107e-08,6.024760701439646e-08
1866,1.751620715140234e-08,6.17932816027178e-08
1867,2.2808213984149006e-08,6.017486242626546e-08
1868,3.6555068971821925e-08,4.347089088696521e-08
1869,2.0022428159904848e-08,7.325278694736426e-08
1870,4.4152177025580386e-08,5.447346307363432e-08
1871,3.080141297573391e-08,8.390729777651984e-08
1872,2.7213026498884574e-08,9.312902449210014e-08
1873,5.3874039451784483e-08,1.0116347626265565e-07
1874,1.9716210886144836e-08,1.1292011237173938e-07
1875,3.3757011408397375e-08,8.696721454093392e-08
1876,3.567148709748835e-08,8.041199417441192e-08
1877,1.855444864418132e-08,6.865145707468656e-08
1878,2.7779808675632012e-08,9.722933103084586e-08
1879,3.5434087664043545e-08,5.009646697473613e-08
1880,2.631317030932223e-08,5.134277003548959e-08
1881,4.2532295907449225e-08,1.0807386502387217e-07
1882,4.9249848643739824e-08,8.851661914555109e-08
1883,4.6131175601704655e-08,7.456819872686538e-08
1884,1.650424152899177e-08,9.110341547824419e-08
1885,3.545099502844096e-08,9.732909944659696e-08
1886,2.9040586824180536e-08,7.098810073102868e-08
1887,4.243801043912754e-08,8.226444947467826e-08
1888,2.6630582183884144e-08,8.369611403935551e-08
1889,2.0674951528576457e-08,9.397705014180247e-08
1890,3.47382496102e-08,8.455158706510701e-08
1891,2.8046567734918426e-08,1.0644947678883909e-07
1892,2.382034658410248e-08,6.895363924286357e-08
1893,2.093861639629324e-08,8.683367291872912e-08
1894,2.3945848859341368e-08,6.364554394622246e-08
1895,2.1667012406467734e-08,8.847362997776997e-08
1896,3.538217541176891e-08,7.371286375734698e-08
1897,3.029891004757701e-08,6.059781798573027e-08
1898,3.395012981854961e-08,8.600699175076443e-08
1899,6.854197209804624e-08,5.803957137118232e-08
1900,5.346784681670158e-08,8.253774663735669e-08
1901,3.1855812210324075e-08,9.165531983379438e-08
1902,3.191684572190212e-08,8.543894125523366e-08
1903,3.9961630449170116e-08,9.450385363152236e-08
1904,2.9022976022474722e-08,7.416982672481254e-08
1905,5.7800502162308476e-08,9.960265145991798e-08
1906,3.137952447884729e-08,5.452835694086389e-08
1907,2.828563872014911e-08,9.359975194911385e-08
1908,3.487086175368859e-08,8.202020040926072e-08
1909,2.5304524420288743e-08,6.656190087994673e-08
1910,2.8323999035073655e-08,6.092331972240572e-08
1911,3.6178544604581475e-08,5.160762839295785e-08
1912,3.3861237369592345e-08,6.928529927563432e-08
1913,5.037840367094759e-08,7.58327551864113e-08
1914,3.080502253283157e-08,5.0895253012051e-08
1915,2.9451904026700504e-08,9.188994454234489e-08
1916,2.197492321442951e-08,6.482602543655958e-08
1917,1.864292187292449e-08,6.250861661616369e-08
1918,2.5270027848023346e-08,6.547234487896958e-08
1919,2.762354434082681e-08,3.867296488602179e-08
1920,4.164727585020955e-08,6.209229752585088e-08
1921,1.6660044011018726e-08,7.572747762196741e-08
1922,3.24629176873259e-08,5.5334517412575224e-08
1923,2.5478275489376756e-08,6.900366145146108e-08
1924,4.898817351772777e-08,4.640984840875717e-08
1925,3.519416935660047e-08,8.908524473660862e-08
1926,1.8948435376309192e-08,7.244989996824103e-08
1927,2.1183527820767267e-08,8.250426475342465e-08
1928,1.4853853924634564e-08,6.627104198742018e-08
1929,2.0052731919406597e-08,6.684243913923638e-08
1930,2.9410089141812534e-08,6.512234307365361e-08
1931,4.1059283972799676e-08,9.352392815742405e-08
1932,4.383814555808385e-08,1.0082773915787158e-07
1933,4.244144946596862e-08,6.308864186621577e-08
1934,1.4377896206951846e-08,8.986185306980587e-08
1935,1.4361940969820353e-08,7.540018742702159e-08
1936,2.9099314957647948e-08,6.304851885019502e-08
1937,1.7627565185307503e-08,5.288269733227935e-08
1938,3.111651447618158e-08,5.963998628288891e-08
1939,4.282334131744392e-08,6.423501019980904e-08
1940,1.0143131667916805e-08,8.875240098404902e-08
1941,1.7709016475464523e-08,5.312704587367989e-08
1942,3.034211815133858e-08,3.6410540360520827e-08
1943,2.0322646676618206e-08,8.129058670647282e-08
1944,1.6065930807940276e-08,1.221010741403461e-07
1945,1.9606535950345005e-08,5.664110602765504e-08
1946,2.7842208538686464e-08,4.454753366189834e-08
1947,2.622591699363852e-08,4.649139739854036e-08
1948,2.6092530802657166e-08,6.523132767277673e-08
1949,2.1597417965146803e-08,6.086545312200542e-08
1950,3.19060831088791e-08,6.806631214217873e-08
1951,1.9190523947720806e-08,4.051332558319132e-08
1952,2.5307528517259925e-08,4.5342655852209646e-08
1953,2.0470272588113403e-08,4.5250075686453783e-08
1954,1.5636057781875934e-08,3.420387484354137e-08
1955,1.3139851429144755e-08,5.162084448784299e-08
1956,2.0930739808022736e-08,3.488456457034772e-08
1957,1.4136060155767183e-08,4.240818185508033e-08
1958,1.5717262880077243e-08,4.4670112941957996e-08
1959,2.9452841276977892e-08,4.1078963008978064e-08
1960,2.5607082676515347e-08,4.014083287984249e-08
1961,2.014966149488373e-08,3.543561133412254e-08
1962,1.8391673961559718e-08,4.18569115478995e-08
1963,1.8751554753393407e-08,4.1382741566842185e-08
1964,2.1293889262974375e-08,4.684655496856038e-08
1965,2.6265809083270142e-08,6.292849619171648e-08
1966,2.437192847537517e-08,4.652822838124848e-08
1967,1.3804939802408711e-08,4.6345153492666213e-08
1968,2.3804503673785504e-08,4.715986576253606e-08
1969,3.315483199095581e-08,5.268439084993304e-08
1970,1.9774516968329436e-08,4.184839852428013e-08
1971,1.644287195290417e-08,4.62455782557214e-08
1972,2.0520587895589415e-08,3.6937058189856486e-08
1973,2.0950174539624555e-08,3.804110765281976e-08
1974,1.4626486688484874e-08,2.925297254430248e-08
1975,1.7134439644905797e-08,3.1413140533231854e-08
1976,1.7711933197883667e-08,2.6282224341311888e-08
1977,2.1744093192666014e-08,3.055926606210235e-08
