year,premier_ADJ emplacement_NOUN,premier_ADJ remplacement_NOUN
1883,3.4124429504345244e-08,1.1374810426900694e-08
1884,2.3105940272216685e-08,1.3203393933736152e-09
1885,4.254119545521462e-08,1.2891271383708158e-09
1886,1.419762074572617e-08,6.453463874400711e-10
1887,1.6975204464309e-08,0.0
1888,3.1703073943845084e-08,1.268122939990235e-09
1889,2.8193115397812107e-08,0.0
1890,2.3595791986963377e-08,1.3108772956016423e-09
1891,2.4859458047643557e-08,5.099376032546843e-09
1892,3.13425623232888e-08,1.2537024751679837e-09
1893,3.387129154930335e-08,0.0
1894,2.5836311534632728e-08,0.0
1895,1.8657704714541978e-08,6.018614495673091e-10
1896,2.3588116737638387e-08,1.7691086373616827e-09
1897,2.7968225069230357e-08,1.1653427112179315e-09
1898,2.1501747937691107e-08,5.6583546736987955e-09
1899,2.04520400615138e-08,2.2110313580014918e-09
1900,4.6719479174228695e-08,2.07642125715779e-09
1901,2.6267072128494107e-08,5.588738916095792e-10
1902,2.8479646030366013e-08,4.910283846193408e-10
1903,3.6181475593366486e-08,5.400220270956879e-10
1904,3.171028950532673e-08,7.524475265086039e-09
1905,2.8900251081154238e-08,3.6125313851442797e-09
1906,4.989858837234351e-08,4.115347618238729e-09
1907,4.937129460813594e-08,1.5428529565042481e-09
1908,2.6521501439447093e-08,2.9468334439286537e-09
1909,3.740668930163338e-08,6.0510818578052294e-09
1910,3.046165986120286e-08,0.0
1911,3.298632123005518e-08,1.5961122423746588e-09
1912,3.4903123946605774e-08,5.209421227725386e-10
1913,3.977242357677824e-08,1.060597942803554e-09
1914,1.808120764223986e-08,0.0
1915,4.947920118070215e-08,0.0
1916,1.9777431248257926e-08,0.0
1917,2.9609346086090227e-08,1.0966424435210342e-09
1918,3.9053681177847466e-08,0.0
1919,2.4861190439651182e-08,0.0
1920,2.2716694303426266e-08,0.0
1921,2.877644078580488e-08,3.7863738810983705e-09
1922,2.4347187377316004e-08,3.6889677978990676e-09
1923,1.2739137744688378e-08,1.0615948120573648e-09
1924,3.9964035636330664e-08,0.0
1925,3.189471442510694e-08,1.0998177923937646e-09
1926,2.0063049888108253e-08,1.1146138456652466e-09
1927,1.3379070296082318e-08,1.1149224876660924e-09
1928,1.5996457491951332e-08,2.2852082448565625e-09
1929,3.5649300400564243e-08,0.0
1930,2.4158287814657342e-08,0.0
1931,2.3951249872311564e-08,0.0
1932,1.972716578979572e-08,0.0
1933,2.1794257953899887e-08,3.4411986593596566e-09
1934,1.7972370258689807e-08,2.3963160344919743e-09
1935,3.8298509252854274e-08,1.196828414151696e-09
1936,3.273672888326473e-08,0.0
1937,1.6368453259474336e-08,0.0
1938,3.1116513810047763e-08,0.0
1939,3.364691281149135e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,6.493305448884712e-08,0.0
1942,7.282108072104165e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,3.0499055725385915e-08,2.178504043826024e-09
1946,2.5057987684817817e-08,0.0
1947,2.1457568166738383e-08,0.0
1948,1.0871888278529696e-08,0.0
1949,1.1780409536754632e-08,0.0
1950,3.509669355139522e-08,1.0635361480382244e-09
1951,3.0918066329377325e-08,4.264560704569931e-09
1952,3.9015773722894664e-08,0.0
1953,2.154765532669245e-08,1.0773827385790469e-09
1954,2.0522326726890583e-08,0.0
1955,4.411235821066839e-08,2.815682353940474e-09
1956,1.9186511934776718e-08,2.616342476002842e-09
1957,2.9155623693100097e-08,8.835037701437898e-10
1958,2.0680609225109947e-08,8.272243445794913e-10
1959,3.100299039715537e-08,5.425523585955716e-09
1960,3.5296250477934166e-08,0.0
1961,2.0149662549595604e-08,1.3896318540318475e-09
1962,2.4099433559854333e-08,2.5367825617905737e-09
1963,2.0691369950753824e-08,1.2932106496776896e-09
1964,2.6161063981788857e-08,5.475571551727398e-09
1965,2.571860352462707e-08,3.2832261354087677e-09
1966,2.658755882123387e-08,3.3234448526542337e-09
1967,2.6130779318123132e-08,1.9721342336964653e-09
1968,2.335536292141782e-08,3.5931326802796093e-09
1969,1.862120768691966e-08,2.2708788183223305e-09
1970,1.839489982558007e-08,0.0
1971,1.9525909777939887e-08,5.138397485282553e-10
1972,2.2059630899740057e-08,2.0520587451500205e-09
1973,1.7090931336838366e-08,5.513203782392395e-10
1974,3.1503201824989446e-08,6.1881286761433785e-09
1975,2.1703624231150798e-08,5.711480177694739e-09
1976,1.8283285996290033e-08,1.142705374768127e-09
1977,2.0568736769366325e-08,6.464460078348111e-09
1978,3.089107636355948e-08,2.3762365408686037e-09
1979,3.4526642878063285e-08,1.1703946700691858e-09
1980,2.1603572264439208e-08,2.2740602734216964e-09
1981,3.226030287351023e-08,3.795329828193417e-09
1982,2.0484757001781873e-08,2.483000915987077e-09
1983,2.7155859227967483e-08,4.4207211225000265e-09
1984,1.8556827185989277e-08,5.219107812592938e-09
1985,1.3835783740923091e-08,6.617113967877231e-09
1986,2.2179596825822046e-08,0.0
1987,3.1776246356418625e-08,1.2221633705067347e-09
1988,1.8589316752581908e-08,1.798966087207532e-09
1989,2.0854864501984594e-08,3.841685636274406e-09
1990,2.0160008773473237e-08,2.724325431913144e-09
1991,2.4032006606944378e-08,5.861465202094962e-10
1992,2.259077191979486e-08,6.060938417817852e-09
1993,1.8279384506048046e-08,5.539207426075166e-10
1994,2.8484603120659813e-08,5.274926717646622e-09
1995,2.3316537756112865e-08,3.253470381991974e-09
1996,2.2953796863234288e-08,2.135236876199542e-09
1997,2.397447240731765e-08,4.79489448146353e-10
1998,3.480734278582531e-08,3.814503379828693e-09
1999,6.489685847044235e-08,7.769341614505265e-09
2000,2.2090157369980545e-08,2.2090156370779823e-09
2001,2.102981663809622e-08,8.762423564512289e-10
2002,7.141390917508872e-08,2.1906108038649563e-09
2003,3.416876670492286e-08,4.583615265119079e-09
2004,2.5988268259613534e-08,2.642874807889939e-09
2005,3.377812163307681e-08,1.3511248786457486e-09
2006,2.26483944376632e-08,4.117890028965121e-09
2007,2.9559148378988098e-08,1.5977917877663117e-09
2008,2.554463840453991e-08,4.257439734089985e-09
2009,2.1933685090402832e-08,3.814554005998616e-09
2010,2.3618964561933353e-08,3.7790344187271785e-09
2011,3.785732261007979e-08,7.647943611743813e-09
2012,2.3148919225945974e-08,3.744677901096338e-09
2013,2.2591912340885756e-08,5.29933741333366e-09
2014,2.4469530401916018e-08,2.815078836704288e-09
2015,2.43823292250811e-08,4.654808538617772e-09
2016,2.1749070100440804e-08,2.4856081637381067e-09
2017,2.5156113636626287e-08,2.7671724911471074e-09
2018,1.9619147195726327e-08,4.904786798931582e-09
2019,2.423438338894357e-08,3.3162841361900064e-09
