year,dernier_ADJ emplacement_NOUN,dernier_ADJ remplacement_NOUN
1906,1.9033482345776065e-08,1.0288369045596824e-09
1907,1.131425531042396e-08,0.0
1908,8.349361202419914e-09,0.0
1909,1.1001967337165297e-08,1.1001967115120692e-09
1910,2.6186338430989053e-08,0.0
1911,4.25629931299909e-09,5.320374141248863e-10
1912,2.135862686714063e-08,0.0
1913,1.9090762748419365e-08,2.6514948014977335e-09
1914,1.5402511266415786e-08,0.0
1915,1.295883844676382e-08,0.0
1916,9.888715624128963e-09,0.0
1917,2.52227767560953e-08,0.0
1918,1.378365155346728e-08,0.0
1919,8.287063479883727e-09,0.0
1920,9.086678076641874e-09,0.0
1921,7.572747762196741e-09,0.0
1922,1.4018077365562931e-08,0.0
1923,1.8047112249064412e-08,0.0
1924,1.5469948877466777e-08,0.0
1925,4.5092530598367375e-08,0.0
1926,1.0031524944054127e-08,0.0
1927,1.7838759802657478e-08,0.0
1928,1.4853853258500749e-08,0.0
1929,1.0026365515614089e-08,0.0
1930,1.1553964007759987e-08,0.0
1931,1.2545892325022123e-08,0.0
1932,8.767629289252454e-09,0.0
1933,1.9500125958415992e-08,0.0
1934,5.990790086229936e-09,0.0
1935,1.0771455727365264e-08,0.0
1936,1.576212937948185e-08,0.0
1937,2.2664012888640173e-08,0.0
1938,1.1668692678767911e-08,0.0
1939,1.988226472349197e-08,0.0
1940,2.5357829613881222e-08,2.5357829169792012e-09
1941,8.854508237732261e-09,0.0
1942,2.4273694165799498e-08,0.0
1943,2.322588166236983e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,4.357008087652048e-09,4.357008087652048e-09
1946,1.2528993842408909e-08,1.3921104269343232e-09
1947,9.536696765621855e-09,0.0
1948,3.2615663503321457e-09,0.0
1949,9.817008539414473e-09,0.0
1950,6.381216888229346e-09,3.190608444114673e-09
1951,1.3859822622919182e-08,0.0
1952,2.003512733494972e-08,0.0
1953,1.1851209791302608e-08,0.0
1954,8.795282724349818e-09,0.0
1955,5.631364707880948e-09,0.0
1956,1.3953826538681824e-08,0.0
1957,1.4136060322300636e-08,0.0
1958,1.2408365002158916e-08,0.0
1959,1.7826719656000023e-08,0.0
1960,7.612916519406099e-09,0.0
1961,1.459113452284555e-08,0.0
1962,6.341956293454132e-09,0.0
1963,7.759263453976928e-09,6.466053248388448e-10
1964,9.125952438182594e-09,1.2167936658258327e-09
1965,1.5321720781003023e-08,0.0
1966,1.0524241922382771e-08,1.1078149508847446e-09
1967,9.860671390526932e-09,4.930335584241163e-10
1968,8.084548142051062e-09,0.0
1969,5.904285060864822e-09,0.0
1970,1.241655755990223e-08,0.0
1971,8.221435976452085e-09,0.0
1972,1.0260293947794707e-08,0.0
1973,1.3231689521830958e-08,5.513203782392395e-10
1974,5.625571564138454e-09,2.2502286700643026e-09
1975,7.996072248772634e-09,5.711480177694739e-10
1976,6.2848797277581525e-09,0.0
1977,1.1753563677885381e-09,0.0
1978,1.128712323605896e-08,0.0
1979,1.7555919384903973e-08,0.0
1980,7.390696055153967e-09,0.0
1981,6.958104314946922e-09,0.0
1982,6.828252629986764e-09,1.2415004579935385e-09
1983,8.209910973278056e-09,0.0
1984,5.799008384599347e-09,5.799008495621649e-10
1985,6.015557829641693e-09,0.0
1986,1.019062523255343e-08,0.0
1987,1.2832715334809564e-08,0.0
1988,2.99827696004229e-09,0.0
1989,8.232182935330457e-09,5.488122178931576e-10
1990,7.628111475810329e-09,5.44865097484859e-10
1991,7.6199047072123e-09,0.0
1992,1.0468894195980738e-08,5.509944167592096e-10
1993,8.308811416668505e-09,5.539207426075166e-10
1994,5.802419433820205e-09,5.274926606624319e-10
1995,7.591431483433553e-09,0.0
1996,1.4946657245218375e-08,0.0
1997,1.1987236092636522e-08,0.0
1998,8.10582001520288e-09,0.0
1999,7.769341614505265e-09,0.0
2000,5.743440834038438e-09,0.0
2001,7.448059946568719e-09,0.0
2002,7.448076377869484e-09,0.0
2003,7.91715315529018e-09,0.0
2004,7.488145215006625e-09,1.3214374039449694e-09
2005,9.457874483587148e-09,1.3511248786457486e-09
2006,8.64756888319107e-09,0.0
2007,1.078509459517818e-08,0.0
2008,8.089135583588813e-09,4.257439678578834e-10
2009,7.629108011997232e-09,4.76819250749827e-10
2010,9.447585824773341e-09,9.447586046817946e-10
2011,1.0707121411712706e-08,1.1471915639660324e-09
2012,1.191488419038933e-08,1.0212758416727752e-09
2013,1.059867482666732e-08,2.789125042035323e-10
2014,8.661780626084692e-09,6.496335691608124e-10
2015,9.531274436369586e-09,8.866301581811342e-10
2016,7.871092222444531e-09,4.1426800878596737e-10
2017,9.056201122348284e-09,2.515611330355938e-10
2018,8.518839855753413e-09,7.744400121190154e-10
2019,1.020395146156261e-08,5.1019755087367e-10
