year,dernier_ADJ appel_NOUN,dernier_ADJ rappel_NOUN
1851,1.4059776920483102e-07,0.0
1852,1.3802356590986165e-07,6.510545436100301e-10
1853,1.1704986357941038e-07,0.0
1854,1.4184164154329437e-07,2.5978321716024766e-09
1855,1.5655464125075014e-07,5.306937111981824e-10
1856,1.3512463326037505e-07,1.5531567143511893e-09
1857,1.3863485581744328e-07,0.0
1858,1.2087379763769945e-07,9.787352039936081e-10
1859,2.0572380554639835e-07,0.0
1860,1.945303173545021e-07,3.661747127736703e-09
1861,1.9665568462556848e-07,2.8295783494058924e-09
1862,2.1641153580276296e-07,0.0
1863,1.9578914312035067e-07,4.994620828036034e-10
1864,2.0281698875912468e-07,0.0
1865,1.5720859902756956e-07,1.4120533076145136e-09
1866,1.7029645127397686e-07,0.0
1867,1.4412849935752092e-07,9.7056229719783e-09
1868,1.733895853561762e-07,9.87974813071446e-10
1869,1.362501892421264e-07,5.371870948067681e-09
1870,1.6686081494299287e-07,1.1468097582678638e-09
1871,2.591567183074517e-07,1.274541272522356e-08
1872,1.2517992853400273e-07,4.8378714367913744e-09
1873,1.508473133071675e-07,2.9930022904522957e-09
1874,1.7923827266841386e-07,7.169530746864439e-09
1875,1.2873435650817555e-07,8.58229043387837e-09
1876,1.6928840729235617e-07,1.209202959984168e-09
1877,1.5152799726081412e-07,1.8554447978047506e-09
1878,1.7694529552692018e-07,1.8117265465633636e-09
1879,1.466237998792863e-07,4.27652757650776e-09
1880,1.0076018686078214e-07,0.0
1881,1.4851441165752988e-07,6.972507571312292e-10
1882,1.5174277390173074e-07,6.655385131892899e-10
1883,1.3965738787646842e-07,2.5277355764075082e-09
1884,1.7362463111680881e-07,3.9610181801208455e-09
1885,1.2891271072845711e-07,0.0
1886,1.361680810330057e-07,0.0
1887,1.7889252990066495e-07,3.264462256069578e-09
1888,1.7626908443979517e-07,0.0
1889,1.497367634328839e-07,1.2530273485467092e-09
1890,1.428856251095567e-07,1.3108772956016423e-09
1891,1.338586148591503e-07,2.5496880162734215e-09
1892,1.5922021479042314e-07,2.5074049503359674e-09
1893,1.5519209761727382e-07,6.15841644346915e-09
1894,1.6194956176107667e-07,6.301539290376468e-09
1895,1.5768769734414434e-07,6.018614495673091e-09
1896,1.8811523005979325e-07,2.358811590497112e-09
1897,1.439198271668829e-07,9.322741689743452e-09
1898,1.2504964386206296e-07,2.26334195829736e-09
1899,1.6195804697360927e-07,1.7688250864011934e-08
1900,1.4534948222788557e-07,3.633737311048435e-09
1901,1.2965874418569e-07,5.588738916095792e-10
1902,1.2324811904385058e-07,8.347482705062248e-09
1903,1.393256832127321e-07,7.020286574288548e-09
1904,1.5478921078226904e-07,3.7622376325430196e-09
1905,1.243742913104029e-07,3.096455536422127e-09
1906,1.4146507937295993e-07,8.745113966313056e-09
1907,1.4965674455247324e-07,1.5428529565042481e-09
1908,1.262227011800121e-07,8.349361202419914e-09
1909,1.1001967337165297e-07,1.3752458727367411e-08
1910,1.2131222604239156e-07,6.412980813053082e-09
1911,1.558869686668629e-07,1.0108711201439746e-08
1912,1.4690567162745083e-07,1.1460726923040454e-08
1913,1.415898296386331e-07,7.954484182448596e-09
1914,1.6473989772336495e-07,2.678697486047099e-09
1915,1.3665683873398393e-07,1.1780761921542648e-09
1916,2.010705530963719e-07,1.0987462051303964e-09
1917,1.9849227905766043e-07,2.1932848870420685e-09
1918,1.608092672356065e-07,1.1486376294556067e-09
1919,1.5561263477792409e-07,8.287063535394878e-09
1920,1.5523075402867903e-07,3.786115865267448e-09
1921,1.3176580854201703e-07,1.060184651180407e-08
1922,1.564122387165412e-07,5.902348387820666e-09
1923,9.023556080123285e-08,1.1677542488541803e-08
1924,1.3020540334807151e-07,3.867487219366694e-09
1925,1.5397449137921626e-07,1.2097995494286806e-08
1926,1.3486827266095958e-07,6.687683296036084e-09
1927,1.2933100479450843e-07,1.2264147031260109e-08
1928,1.1540301425583266e-07,1.5996457491951332e-08
1929,1.4705336526255053e-07,4.4561625500705304e-09
1930,1.3024467959699138e-07,2.5208648724017735e-08
1931,1.3230213902204468e-07,5.7026783295555106e-09
1932,1.5233756300858659e-07,1.3151444377967891e-08
1933,1.3191261727385495e-07,1.261772819560747e-08
1934,1.4377896739858897e-07,9.585264137967897e-09
1935,1.543908698664609e-07,1.795242710045386e-08
1936,1.3337185844619626e-07,1.2124715009775855e-08
1937,1.44797851930889e-07,1.510934133364117e-08
1938,1.076112793318984e-07,1.5558256905023882e-08
1939,1.2999943432845384e-07,7.647025235257843e-09
1940,1.6229010046941994e-07,2.5357829169792012e-09
1941,1.4167213180371618e-07,2.6563522936839945e-08
1942,1.456421614420833e-07,2.1239483061208375e-08
1943,1.82903818313207e-07,1.1612940831184915e-08
1944,1.4138018400444707e-07,9.639558484764166e-09
1945,2.287429281544462e-07,1.089252066321933e-08
1946,1.8515068678226498e-07,1.6705325123211878e-08
1947,2.479541203470603e-07,9.536696765621855e-09
1948,1.6742707642514176e-07,1.0871888278529696e-08
1949,1.5805383979383691e-07,1.4725512254010198e-08
1950,1.1911604791414732e-07,1.5953042664662576e-08
1951,1.279368251339008e-07,1.7058243262368933e-08
1952,1.275921229781929e-07,2.2144087452602434e-08
1953,1.0773827519017232e-07,1.0773827274768166e-08
1954,1.5440606482286512e-07,1.9545072671434127e-08
1955,1.1450441483873419e-07,2.7218263642936336e-08
1956,1.2122386960911058e-07,1.831439710997529e-08
1957,1.3782659069594416e-07,1.6786571077620493e-08
1958,9.76124736595807e-08,1.2408364835625463e-08
1959,1.3486301608800488e-07,1.3176270963199954e-08
1960,1.3288000744182682e-07,3.114374991231017e-08
1961,1.250668675290001e-07,1.459113452284555e-08
1962,1.414256218801313e-07,1.5220695370743442e-08
1963,1.2220841094645607e-07,1.4225317257476888e-08
1964,1.1924577725253016e-07,1.2776333546682395e-08
1965,1.0998806843076636e-07,1.3132904541635071e-08
1966,1.0524241844667159e-07,8.862519940144864e-09
1967,1.523473693865185e-07,1.3311906243984595e-08
1968,1.4642016310517647e-07,1.661823867404877e-08
1969,1.5623646898443866e-07,1.5441976947139224e-08
1970,1.4026111827547538e-07,1.1036939723263473e-08
1971,1.264045730309249e-07,1.49013524852748e-08
1972,1.1594131965608767e-07,2.052058678536639e-08
1973,1.3176557289718005e-07,2.591205788826656e-08
1974,9.1134263247028e-08,2.5877628928583363e-08
1975,1.062335295287653e-07,1.8847884142303428e-08
1976,1.131278284383086e-07,1.8854638683674096e-08
1977,1.0813278450427788e-07,2.350712768883767e-08
1978,8.970293230436965e-08,2.0198009820227014e-08
1979,1.392769690689022e-07,2.6333879854512077e-08
1980,1.1199746907664121e-07,2.6720207546571118e-08
1981,1.0816689943737856e-07,2.7199862195903535e-08
1982,1.4711780504939043e-07,2.9796011546956436e-08
1983,1.0988649901122471e-07,2.462973291983417e-08
1984,9.510373999432886e-08,1.797692716909438e-08
1985,1.22115830336611e-07,4.57182426361058e-08
1986,1.5046159163034645e-07,2.5176839557605746e-08
1987,1.0877253941998788e-07,3.666490000497902e-08
1988,1.331234922297142e-07,2.938311283173789e-08
1989,1.1086006679317251e-07,2.305011370662413e-08
1990,1.3730599857098014e-07,2.288433331720796e-08
1991,1.1078169492861889e-07,2.637659390902769e-08
1992,1.1791280174477947e-07,1.3774860141424483e-08
1993,1.1687727408116189e-07,2.991171932364978e-08
1994,1.1499339747089721e-07,2.479215543971236e-08
1995,1.1170248370717673e-07,1.843633334885908e-08
1996,1.500003978804898e-07,2.615665173344439e-08
1997,1.1603644312074834e-07,2.5892429533769246e-08
1998,1.2492498502325589e-07,2.717833669230174e-08
1999,1.0328654731495135e-07,2.1479946044067333e-08
2000,1.0161472374647929e-07,1.678851946351756e-08
2001,1.082159313270381e-07,2.190605830065806e-08
2002,1.423896947017056e-07,2.891606198929253e-08
2003,1.0042284337430374e-07,2.1251307380509843e-08
2004,1.1848888714638406e-07,2.99525808600265e-08
2005,1.1484561701635698e-07,2.7022496906781157e-08
2006,1.1077124106861902e-07,2.429555001626227e-08
2007,1.5738248571040003e-07,2.6363564220588387e-08
2008,1.5795101315774218e-07,2.3415918759539522e-08
2009,1.5830398503169363e-07,2.717869684865093e-08
2010,1.7289082521187993e-07,3.590082808813122e-08
2011,2.198783874973742e-07,5.3918005504804967e-08
2012,2.1412749617866211e-07,4.391486096988473e-08
2013,2.4432734768708997e-07,3.486406274788578e-08
2014,2.3884859690070925e-07,4.222617988602906e-08
2015,2.5224628608100375e-07,3.1032055106128276e-08
2016,2.487679431339984e-07,4.308387135942837e-08
2017,2.8627656689650394e-07,3.8488854603446754e-08
2018,2.7234473876092125e-07,4.259420144370196e-08
2019,2.663231271071709e-07,4.387698931962447e-08
