year,dernier_ADJ achat_NOUN,dernier_ADJ rachat_NOUN
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,2.2378401354217203e-08,0.0
1803,3.900678446910888e-09,0.0
1804,9.887403784603066e-09,2.4718509461507665e-09
1805,0.0,0.0
1806,5.76333825108577e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,2.0331274441787173e-08,1.3554183553310395e-08
1810,9.360507036149102e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,4.6352077731626196e-09,2.3176038865813098e-09
1817,1.556873407970727e-09,4.670620334934483e-09
1818,3.5763532135746345e-09,1.1921176934492905e-08
1819,1.035105001712111e-09,0.0
1820,0.0,0.0
1821,9.86148829262845e-10,0.0
1822,5.012807946513931e-09,0.0
1823,9.882686891060644e-10,0.0
1824,4.210556348027694e-09,0.0
1825,5.283265824829186e-09,0.0
1826,1.0569580766173203e-08,0.0
1827,0.0,0.0
1828,2.7516904310687096e-09,3.668920500743411e-09
1829,8.57317605795771e-10,0.0
1830,0.0,0.0
1831,1.5591206103948707e-09,3.1182412207897414e-09
1832,0.0,2.705993873419743e-09
1833,4.6334514003376626e-09,0.0
1834,1.4935249481595747e-08,0.0
1835,3.781543966852041e-09,0.0
1836,6.720750067579218e-10,0.0
1837,6.957891152126194e-09,0.0
1838,1.2624323808552163e-09,0.0
1839,6.9914751765765e-10,2.0974426639952526e-09
1840,1.2739377330817092e-09,0.0
1841,3.2102742686390684e-09,1.2841097074556274e-09
1842,1.341653010911159e-09,0.0
1843,1.2404512972352677e-08,0.0
1844,5.488561272137815e-10,0.0
1845,5.580227946389016e-10,0.0
1846,3.1614305839866574e-08,0.0
1847,3.775256551818984e-09,5.393223645455691e-10
1848,4.02261068899179e-09,0.0
1849,8.379414939696517e-10,0.0
1850,4.073397619208663e-09,6.788996032014438e-09
1851,1.9348316282474798e-09,6.449438760824933e-10
1852,1.3021090872200602e-09,0.0
1853,6.569124799682413e-09,4.180352064508952e-09
1854,5.195664454227256e-10,0.0
1855,3.1841622671890946e-09,5.306937111981824e-10
1856,1.3978411317339123e-08,9.318940286107136e-09
1857,4.393358121745905e-09,0.0
1858,4.893676130990343e-09,9.787352039936081e-10
1859,3.055304009791371e-09,0.0
1860,2.746310290291376e-09,9.154367819341758e-10
1861,1.4147891080895647e-08,0.0
1862,2.710791813242963e-09,1.3553959066214816e-09
1863,5.9935452156878455e-09,4.994620828036034e-10
1864,9.589455896019672e-10,0.0
1865,4.706844247692743e-09,0.0
1866,2.919367858567057e-09,4.865612912574591e-10
1867,9.7056229719783e-10,0.0
1868,0.0,0.0
1869,2.441759683335931e-09,0.0
1870,5.734048791339319e-09,5.160643912205387e-09
1871,3.18635318130589e-09,0.0
1872,0.0,0.0
1873,1.7958012854535355e-09,0.0
1874,8.961913877669758e-09,0.0
1875,5.721527251978387e-09,0.0
1876,3.627608879952504e-09,6.04601479992084e-10
1877,6.184816214727107e-09,5.566334504436554e-09
1878,3.6234530931267273e-09,3.0195443923020093e-09
1879,1.832797580370027e-09,0.0
1880,5.134277003548959e-09,6.417846254436199e-10
1881,2.091752326904839e-09,0.0
1882,2.6621540527571597e-09,0.0
1883,8.21514056781325e-09,0.0
1884,3.300848483434038e-09,6.601696966868076e-10
1885,6.445635580831777e-09,0.0
1886,1.2906927970846027e-08,0.0
1887,5.223139698529167e-09,6.528924623161458e-10
1888,3.804368819970705e-09,6.340614699951175e-10
1889,4.385595886446936e-09,2.5060546970934183e-09
1890,1.2453334363726754e-08,0.0
1891,5.099376032546843e-09,0.0
1892,1.4417578242387208e-08,0.0
1893,1.847525021858587e-09,0.0
1894,1.3863386882917439e-08,0.0
1895,6.018614495673091e-09,0.0
1896,5.897029087265082e-09,0.0
1897,7.574727511894253e-09,0.0
1898,6.7900258748920805e-09,4.52668391659472e-09
1899,6.080336234504102e-09,0.0
1900,6.748368974740515e-09,1.038210628578895e-09
1901,1.7883964531506535e-08,1.676621730339889e-09
1902,9.329538919189417e-09,4.910283846193408e-10
1903,9.1803746826713e-09,1.674068350610014e-08
1904,8.061937784020756e-09,1.6123875568041512e-09
1905,8.257214467732865e-09,0.0
1906,5.658602919567102e-09,2.0576738091193647e-09
1907,7.71426478252124e-09,5.142843373384665e-10
1908,1.2278472460991452e-08,0.0
1909,3.300590023513905e-09,4.400786846048277e-09
1910,6.412980813053082e-09,0.0
1911,5.3203743632934675e-09,0.0
1912,5.2094213387476884e-09,0.0
1913,1.1666577037772186e-08,1.590896969716482e-09
1914,1.0045115850232378e-08,1.3393487430235496e-09
1915,0.0,1.1780761921542648e-09
1916,1.7579939282086343e-08,0.0
1917,1.0966424213165737e-08,1.0966424435210342e-09
1918,1.9526840588923733e-08,0.0
1919,1.9336480860943084e-08,1.8415696745321952e-09
1920,5.300562211374427e-09,7.572231730534895e-10
1921,5.300923255902035e-09,3.0290989716519334e-09
1922,5.902348387820666e-09,0.0
1923,1.6985516992917837e-08,2.1231896241147297e-09
1924,9.02413699321869e-09,5.156649773851996e-09
1925,4.399271169575059e-09,0.0
1926,1.0031524944054127e-08,3.343841648018042e-09
1927,1.1149224654616319e-08,0.0
1928,1.4853853258500749e-08,4.570416489713125e-09
1929,1.1140405931087116e-08,1.1140406375176326e-09
1930,8.402882833991043e-09,0.0
1931,1.2545892325022123e-08,0.0
1932,1.2055489939655217e-08,3.287861094491973e-09
1933,3.4411986593596566e-09,0.0
1934,7.188948103475923e-09,3.5944740517379614e-09
1935,8.377798899061872e-09,0.0
1936,8.487299751891442e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,2.5182236296217297e-09
1938,1.1668692678767911e-08,0.0
1939,9.176430282309411e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,1.1136883415474585e-08,0.0
1947,2.1457568166738383e-08,0.0
1948,6.523132700664291e-09,0.0
1949,3.9268033269479474e-09,0.0
1950,5.317680518146517e-09,1.0635361480382244e-09
1951,5.330700769690111e-09,0.0
1952,4.2179215675730575e-09,5.272402070488624e-09
1953,6.464296653518886e-09,1.0773827385790469e-09
1954,2.8340354063516315e-08,0.0
1955,8.447047505910632e-09,0.0
1956,1.5698054633972447e-08,0.0
1957,1.6786572132332367e-08,0.0
1958,9.099467845885556e-09,2.4816730892496253e-09
1959,1.0851046838844525e-08,7.750747821333448e-10
1960,8.997083078554624e-09,0.0
1961,6.948159270159238e-09,0.0
1962,1.2683912586908264e-08,0.0
1963,1.4225316924409981e-08,0.0
1964,7.909158661334459e-09,0.0
1965,1.3680108601477059e-08,2.188817349590977e-09
1966,1.7171130961557424e-08,0.0
1967,2.120044251263664e-08,0.0
1968,1.7516521566562915e-08,8.982831700699023e-10
1969,1.1808570121729645e-08,4.5417578031781147e-10
1970,1.3336302201460981e-08,0.0
1971,1.5415192677892264e-08,0.0
1972,1.0773308467548759e-08,0.0
1973,9.923766697284009e-09,5.513203782392395e-10
1974,1.800182936051442e-08,5.625571675160757e-10
1975,1.2565256835017635e-08,0.0
1976,1.1427053914214724e-08,3.9994687561772935e-09
1977,1.2928920156696222e-08,0.0
1978,1.0099005187669263e-08,0.0
1979,1.345953837272873e-08,2.3407893401383717e-09
1980,9.664756106531058e-09,2.8425752862659692e-09
1981,7.590659267808775e-09,3.1627747087981106e-09
1982,1.5518755391852324e-08,1.8622506869903077e-09
1983,1.1999100379966876e-08,6.315316047889041e-10
1984,1.9716628330002095e-08,1.1598016991243298e-09
1985,1.0226449020933615e-08,6.015558051686298e-10
1986,1.2588419195935785e-08,0.0
1987,1.8332450224534114e-08,0.0
1988,1.199310784016916e-08,0.0
1989,7.683370939481904e-09,5.488122178931576e-10
1990,6.538381003284854e-09,1.6345953479657283e-09
1991,1.1722930459701075e-08,5.861465202094962e-10
1992,1.8182815753053916e-08,2.2039776670368383e-09
1993,1.9941146178759084e-08,2.2156829704300662e-09
1994,1.6879765141197822e-08,1.5824779264761446e-09
1995,2.0063067651676647e-08,2.1689803286761844e-09
1996,1.2277611816102763e-08,0.0
1997,1.3425704992187093e-08,0.0
1998,1.4304387896402204e-08,4.768129224785866e-10
1999,1.3253582953343113e-08,1.3710603763428253e-09
2000,9.277865697931986e-09,8.836062992401139e-10
2001,2.453478592512326e-08,8.762423564512289e-10
2002,3.023042915994978e-08,4.38122149670761e-10
2003,1.4584230267900011e-08,4.1669229178253886e-10
2004,1.8500123571962845e-08,0.0
2005,2.1617998280376582e-08,0.0
2006,1.4824404093172205e-08,8.235779835885637e-10
2007,3.555086824924558e-08,7.988958938831558e-10
2008,2.3415917427271893e-08,0.0
2009,2.5271420511785436e-08,1.907277002999308e-09
2010,2.645324137517946e-08,4.723793023408973e-10
2011,4.1681295637197024e-08,1.1471915639660324e-09
2012,5.276591746872228e-08,0.0
2013,3.319058766715344e-08,1.3945624655065103e-09
2014,3.6812566550636916e-08,8.661780737106994e-10
2015,3.036708307035951e-08,4.433150790905671e-10
2016,2.4027544398563805e-08,6.214020409345267e-10
2017,4.2765393004629004e-08,0.0
2018,3.2526482229844333e-08,1.0325866828253538e-09
2019,2.627517403652746e-08,7.65296326310505e-10
