year,premier_ADJ aliment_NOUN,premier_ADJ ralliement_NOUN
1862,5.647482836934614e-08,0.0
1863,3.696019490462277e-08,1.9978483312144135e-09
1864,3.787835112234461e-08,0.0
1865,2.9182434246877165e-08,0.0
1866,3.941146431429843e-08,0.0
1867,4.31900204489466e-08,0.0
1868,5.5820578381826635e-08,0.0
1869,3.564969119906891e-08,0.0
1870,5.2179842668920173e-08,0.0
1871,4.885741589077952e-08,0.0
1872,5.624025689598966e-08,0.0
1873,3.7711828326791874e-08,6.584604861359367e-09
1874,4.540703102406951e-08,0.0
1875,4.63443683429432e-08,0.0
1876,3.567148709748835e-08,0.0
1877,6.061119961486838e-08,0.0
1878,4.7708802242141246e-08,0.0
1879,3.665595116331133e-08,0.0
1880,3.658172431642015e-08,1.2835692508872398e-09
1881,2.1614773970668466e-08,0.0
1882,2.9283693692150337e-08,0.0
1883,3.6020232130340446e-08,0.0
1884,4.7532218161450146e-08,0.0
1885,3.4161868001092444e-08,6.445635691854079e-10
1886,3.033127882190456e-08,0.0
1887,5.3537181798901656e-08,3.9173548849191775e-09
1888,3.9311810695608074e-08,2.53624587998047e-09
1889,1.8168895721260014e-08,0.0
1890,3.998175657216052e-08,6.554386478008212e-10
1891,1.7210394887001712e-08,0.0
1892,2.0686091062316336e-08,3.1342561879199593e-09
1893,2.5249507373814595e-08,0.0
1894,2.835692747282792e-08,0.0
1895,3.189865793729041e-08,0.0
1896,3.066455178668548e-08,0.0
1897,2.6220211779559577e-08,0.0
1898,2.7160103499568322e-08,1.6975064687230201e-09
1899,4.2009595802028343e-08,0.0
1900,1.972600216504361e-08,3.114631885736685e-09
1901,3.63268028991115e-08,5.588738916095792e-10
1902,2.455141867585553e-08,1.9641135384773634e-09
1903,2.1600881083827517e-08,2.1600881083827517e-09
1904,3.439760121182189e-08,0.0
1905,2.7352022868853965e-08,0.0
1906,1.7490227932626112e-08,5.144184522798412e-10
1907,2.468564730406797e-08,0.0
1908,2.6030361865991836e-08,0.0
1909,1.925344328412848e-08,0.0
1910,1.977335806202518e-08,0.0
1911,2.2345570727111408e-08,2.128149656499545e-09
1912,2.9693701719679666e-08,0.0
1913,2.9166443482608884e-08,5.30298971401777e-10
1914,3.0135346662518714e-08,2.0090231700464756e-09
1915,3.062998032987707e-08,0.0
1916,4.0653610255958483e-08,0.0
1917,1.973956464951243e-08,0.0
1918,5.168869421368072e-08,0.0
1919,2.1178051312631396e-08,9.207848372660976e-10
1920,3.104614876292544e-08,0.0
1921,3.483463828501954e-08,7.572747429129834e-10
1922,7.377935595798135e-09,0.0
1923,1.3800733000834953e-08,0.0
1924,2.3204924204378585e-08,0.0
1925,1.6497267552040284e-08,0.0
1926,1.89484357093761e-08,0.0
1927,1.7838759802657478e-08,7.804457524684949e-09
1928,1.7139061725401916e-08,5.713020723163709e-09
1929,2.8965056131369238e-08,5.570202965543558e-09
1930,1.05036033204442e-08,1.0503603542488804e-09
1931,1.0264820993199919e-08,4.5621426636444085e-09
1932,1.8631212128639163e-08,2.1919073223131136e-09
1933,1.605892663292252e-08,0.0
1934,2.036868629318178e-08,0.0
1935,2.5133395809007197e-08,1.196828414151696e-09
1936,1.8187071404440758e-08,2.424942913137329e-09
1937,1.2591118370153254e-08,3.777335333410292e-09
1938,1.4261735792331365e-08,3.8895642262559704e-09
1939,3.364691281149135e-08,0.0
1940,1.5214697057785997e-08,1.7750480196809804e-08
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,1.8205270180260413e-08,1.517105907566929e-08
1943,8.709705845433291e-09,0.0
1944,1.6065930807940276e-08,0.0
1945,3.267756198965799e-08,4.357008087652048e-09
1946,1.2528993842408909e-08,1.3921104269343232e-09
1947,2.3841742802233057e-08,3.5762612871081956e-09
1948,2.6092530802657166e-08,0.0
1949,1.47255123650325e-08,1.9634016634739737e-09
1950,1.595304155443955e-08,1.0635361480382244e-09
1951,1.8124383771578323e-08,0.0
1952,5.272402070488624e-09,1.0544803918932644e-09
1953,1.8315507332999914e-08,7.54167928107563e-09
1954,2.5408594339637602e-08,0.0
1955,9.385607846468247e-09,9.385607846468247e-10
1956,1.2209598665435806e-08,8.72114158667614e-10
1957,1.4136060322300636e-08,2.6505113659425206e-09
1958,2.8125628048769613e-08,1.6544486891589827e-09
1959,2.6352543258667538e-08,7.750747821333448e-10
1960,1.3841666479663672e-08,3.460416619915918e-09
1961,1.945484662257968e-08,3.47407969059077e-09
1962,1.6489087428794846e-08,0.0
1963,6.466053470433053e-09,1.2932106496776896e-09
1964,1.3993127545575135e-08,7.909158661334459e-09
1965,1.094408652591028e-08,1.0944086747954884e-09
1966,8.862519607077957e-09,0.0
1967,1.9228309611207806e-08,2.465167847631733e-09
1968,2.2906220920049236e-08,3.1439910674890825e-09
1969,1.1808570121729645e-08,2.7250546263957176e-09
1970,1.9314645882673176e-08,2.7592350626548523e-09
1971,2.363662865434435e-08,2.0553589941130213e-09
1972,1.898154344814884e-08,5.130146973897354e-09
1973,5.513203671370093e-09,1.102640756478479e-09
1974,1.4626486688484874e-08,5.625571675160757e-10
1975,8.567219822452898e-09,1.7134440533084216e-09
1976,1.656922776760439e-08,1.142705374768127e-09
1977,1.2928920156696222e-08,2.938390863960194e-09
1978,1.0099005187669263e-08,2.3762365408686037e-09
1979,1.462993370893173e-08,5.851973350345929e-10
1980,9.096241093686785e-09,2.8425752862659692e-09
1981,1.3283654176632353e-08,1.2651099057237047e-09
1982,1.8001756529884005e-08,1.8622506869903077e-09
1983,1.515675762675528e-08,2.5261264191556165e-09
1984,6.958810416790584e-09,6.958810416790584e-09
1985,1.142956040922627e-08,1.8046674155058895e-09
1986,1.3787316177626963e-08,4.7955883708539204e-09
1987,1.4054879038383206e-08,2.4443267410134695e-09
1988,9.594486094499644e-09,3.597932174415064e-09
1989,1.0427432250992297e-08,2.7440609784434855e-09
1990,1.6345952147389653e-08,6.538381391862913e-09
1991,9.96449056600568e-09,1.1722930404189924e-09
1992,2.1488782309120324e-08,2.2039776670368383e-09
1993,5.539207315052863e-09,4.985286850001103e-09
1994,6.857404422078162e-09,4.2199412852994556e-09
1995,1.7351842629409475e-08,6.506940763983948e-09
1996,2.081855932090093e-08,5.871901187504136e-09
1997,1.4864173003559245e-08,9.58978851883785e-09
1998,7.629006759657386e-09,5.2449422582867555e-09
1999,1.279656292041409e-08,3.1991407301035224e-09
2000,9.277866475088103e-09,8.836062992401139e-10
2001,1.4896119893137438e-08,3.066848330846028e-09
2002,8.762443215459825e-09,2.6287327870022636e-09
2003,1.5417615628621206e-08,2.9168460979889232e-09
2004,2.5988267537968568e-08,3.523833003171717e-09
2005,1.170974872621855e-08,4.053374524914943e-09
2006,1.523619275189958e-08,2.4707338397433887e-09
2007,1.757570977645173e-08,2.3966877371606188e-09
2008,8.089135583588813e-09,8.51487946817997e-09
2009,1.0490023072406984e-08,2.384096253749135e-09
2010,1.9367551118421034e-08,2.8342759250676863e-09
2011,1.4531093661673822e-08,1.529588788962144e-09
2012,1.736168897537027e-08,6.808505426114664e-10
2013,1.9802786965783525e-08,2.2313000336282585e-09
2014,1.537466154388767e-08,2.5985342766432495e-09
2015,1.4629397249166232e-08,2.659890530054554e-09
2016,2.1334802369210593e-08,1.0356699942093428e-09
2017,1.6603035390971854e-08,2.7671724911471074e-09
2018,1.6005094138904497e-08,1.290733298020541e-09
2019,2.1173198305746155e-08,2.04079020349468e-09
