year,dernier_ADJ apport_NOUN,dernier_ADJ rapport_NOUN
1885,1.2891271383708158e-09,1.1292753256952892e-06
1886,2.5813855497602844e-09,1.103542313529715e-06
1887,4.570247291724172e-09,9.715039865909603e-07
1888,7.60873763994141e-09,1.0138642849710777e-06
1889,6.891650361495749e-09,9.122038981956848e-07
1890,5.898947996740844e-09,1.0375594285960688e-06
1891,1.2748440081367107e-09,9.299987073774219e-07
1892,5.014809900671935e-09,9.120685398045225e-07
1893,6.15841644346915e-09,8.338495849358196e-07
1894,6.301539290376468e-09,9.773687352776506e-07
1895,6.018614495673091e-10,9.431169152307461e-07
1896,4.717623180994224e-09,9.901111184262845e-07
1897,4.661370844871726e-09,1.0802727388181665e-06
1898,2.26334195829736e-09,1.0083188968224022e-06
1899,4.9748205555033564e-09,1.0054665651182404e-06
1900,5.19105292084987e-09,9.364659909749662e-07
1901,3.353243294146324e-09,1.0210625696061015e-06
1902,1.9641135384773634e-09,9.177320325903793e-07
1903,1.6200660812870638e-09,1.1405264821462424e-06
1904,6.987012746151322e-09,1.0163416774844336e-06
1905,6.192911072844254e-09,1.0878879876941028e-06
1906,8.230695236477459e-09,1.0344954723962019e-06
1907,8.228549397415463e-09,9.365117819015722e-07
1908,9.822778146428846e-09,9.385664583305697e-07
1909,4.950885035270858e-09,9.582713182965108e-07
1910,1.0153886620400954e-08,1.0255424935934343e-06
1911,9.576673676292558e-09,9.512829102220621e-07
1912,4.688478938419394e-09,1.0575124811396108e-06
1913,3.71209285532359e-09,1.0499919333994967e-06
1914,6.027069510139427e-09,9.74376227702578e-07
1915,3.534228465440492e-09,9.306802049025009e-07
1916,2.197492410260793e-09,1.0536975914021696e-06
1917,2.1932848870420685e-09,8.542844653902648e-07
1918,5.743188147278033e-09,7.018175978146246e-07
1919,5.524709134618888e-09,5.83777579166167e-07
1920,8.329454459499175e-09,6.996742314413495e-07
1921,2.2718242842501013e-09,6.027906707117836e-07
1922,1.0329110011753073e-08,6.153198128799886e-07
1923,4.246379248229459e-09,6.688047089475901e-07
1924,1.2891624656674594e-08,7.631841878463774e-07
1925,8.798542339150117e-09,8.314622448324371e-07
1926,8.916910765321973e-09,5.918599477183761e-07
1927,1.0034302388994831e-08,6.399655188005227e-07
1928,9.140832757381645e-09,6.569973685088826e-07
1929,8.912325100141061e-09,6.962754248718284e-07
1930,2.100720708497761e-09,6.848349727306413e-07
1931,9.124285327288817e-09,7.504724806040031e-07
1932,1.53433514782364e-08,7.233293892738857e-07
1933,1.1470662641954732e-08,6.331805302295379e-07
1934,1.1981580172459871e-08,4.912447781890705e-07
1935,1.0771455727365264e-08,6.355158603810196e-07
1936,9.699771652549316e-09,5.98960886222244e-07
1937,7.554670666820584e-09,5.35122547162814e-07
1938,1.2965214679638848e-08,5.082364094022296e-07
1939,3.058810094103137e-09,4.985860471151682e-07
1940,1.0143131667916805e-08,4.310831052123376e-07
1941,2.6563522936839945e-08,3.6303482975341694e-07
1942,2.730790527039062e-08,3.398317103275872e-07
1943,1.1612940831184915e-08,4.848402728185874e-07
1944,1.2852744646352221e-08,4.0164825776400903e-07
1945,8.714016175304096e-09,3.7034569633220826e-07
1946,1.6705325123211878e-08,3.424591641376651e-07
1947,9.536696765621855e-09,3.48089445267874e-07
1948,2.5005341797168512e-08,4.44660217979731e-07
1949,1.9634016079628225e-08,5.703681633661972e-07
1950,1.808011518278363e-08,4.5519347580125213e-07
1951,1.7058242818279723e-08,5.20276425941546e-07
1952,7.381362632230548e-09,5.251312344967118e-07
1953,1.508335856215126e-08,5.333044406086174e-07
1954,2.6385848173049453e-08,5.081718748023434e-07
1955,2.5341140741375057e-08,5.29348294975307e-07
1956,1.9186511934776718e-08,5.930376048013386e-07
1957,1.501956381488867e-08,5.380537864141388e-07
1958,9.099467845885556e-09,5.707848078628786e-07
1959,2.0927018340444192e-08,6.456373036201057e-07
1960,1.7994166157109248e-08,4.3393626469878654e-07
1961,1.667558180429296e-08,4.849815100627097e-07
1962,2.219684702708946e-08,5.397005082841133e-07
1963,2.32777911390869e-08,6.27207171532973e-07
1964,1.764350793242997e-08,5.962289169048063e-07
1965,1.422731321643056e-08,5.679981072148621e-07
1966,7.754704434148607e-09,5.605543575981642e-07
1967,2.3665610304757223e-08,5.684676684936107e-07
1968,1.9762229602759973e-08,5.052842966257742e-07
1969,2.089208669953102e-08,7.221394753287314e-07
1970,1.1036939723263473e-08,7.928201766205234e-07
1971,1.9012070140433934e-08,5.071598572214953e-07
1972,2.9241836674298582e-08,5.104495981456125e-07
1973,1.1577728109557484e-08,4.691736439355054e-07
1974,1.012602890426706e-08,6.160001033705953e-07
1975,1.3707552426467373e-08,6.1626871250553e-07
1976,1.8854638739185248e-08,6.730534662935383e-07
1977,2.0568736769366325e-08,6.38218527804213e-07
1978,2.6732661750905606e-08,6.291086487308917e-07
1979,1.521513048885481e-08,7.174519129904411e-07
1980,1.30758464056413e-08,6.560664100874192e-07
1981,1.5813874654213578e-08,6.483688093084083e-07
1982,1.6139505731871395e-08,6.455802248339637e-07
1983,1.768288515613392e-08,5.79746005868742e-07
1984,1.275781880138993e-08,6.112154871118491e-07
1985,1.804667393301429e-08,5.73884218368903e-07
1986,1.558566253834215e-08,5.610838602621016e-07
1987,2.4443266521956275e-08,5.811386838416865e-07
1988,2.6984492418336004e-08,5.330936527769836e-07
1989,2.1952488604704e-08,7.23883308850759e-07
1990,2.288433420538638e-08,5.90088898633212e-07
1991,1.9342835999580643e-08,6.265906193902993e-07
1992,2.754972094898278e-08,5.355665688711042e-07
1993,2.3818591543545153e-08,6.347931726935485e-07
1994,1.846224317869627e-08,6.071440727950517e-07
1995,2.982347968583099e-08,5.384493659832401e-07
1996,2.6156651955488996e-08,5.957310733606391e-07
1997,1.6302642014132118e-08,5.945668988260877e-07
1998,2.0502954778400806e-08,6.413133988303343e-07
1999,1.965186546826203e-08,6.316017895358073e-07
2000,2.0322945548656435e-08,5.602064057086409e-07
2001,1.4019877869753117e-08,6.304563999748325e-07
2002,2.146798538937844e-08,6.707649884418743e-07
2003,1.9167845810574846e-08,6.821253073496791e-07
2004,1.5857249208162116e-08,6.734925737106323e-07
2005,2.432024714948966e-08,5.526100714803306e-07
2006,2.429555001626227e-08,5.765045818506565e-07
2007,4.7534304270513417e-08,7.24598598011994e-07
2008,1.3198063308905716e-08,6.207347142961339e-07
2009,1.2874119992289934e-08,5.135343226214673e-07
2010,1.039234459598859e-08,5.007220629238418e-07
2011,7.647943611743813e-09,4.229312882131353e-07
2012,7.148930780687124e-09,4.3404222882514887e-07
2013,6.4149877077035455e-09,4.038652985371982e-07
2014,1.1260315124772546e-08,3.419237902813066e-07
2015,8.422986419454048e-09,3.6529161828724455e-07
2016,8.078226365615393e-09,3.508849975020212e-07
2017,1.3584301072899763e-08,3.129420447223197e-07
2018,7.486253394972664e-09,3.23715927841306e-07
2019,5.86727205709181e-09,2.969349817139033e-07
