year,dernier_ADJ est_NOUN,dernier_ADJ reste_NOUN
1849,4.189707469848258e-09,1.5920887719289567e-08
1850,0.0,8.146795238417326e-09
1851,0.0,1.6768540334055615e-08
1852,1.9531636308300904e-09,3.906327350478023e-08
1853,5.971931837933653e-10,1.3735443005202796e-08
1854,1.0391328908454511e-09,2.5978321716024766e-08
1855,0.0,1.1144567935161831e-08
1856,1.0354378465748937e-09,7.248064815001953e-09
1857,0.0,7.322263684272912e-09
1858,0.0,5.872411001917044e-09
1859,0.0,5.092173349652285e-09
1860,1.373155145145688e-09,8.238931314963338e-09
1861,4.715963730639317e-10,6.6023493339173456e-09
1862,4.517986262886353e-10,1.8071945051545413e-09
1863,4.994620828036034e-10,1.39849385405455e-08
1864,7.192092033037056e-09,9.109982990196386e-09
1865,0.0,1.4591217123438582e-08
1866,4.865612912574591e-10,6.3252967308358166e-09
1867,9.7056229719783e-10,1.2132028714972876e-08
1868,9.87974813071446e-10,2.9639243948054173e-08
1869,4.883519144627257e-10,1.2697149998075474e-08
1870,1.1468097582678638e-09,7.454262984651905e-09
1871,2.1242354542039266e-09,6.37270636261178e-09
1872,1.8142017887967654e-09,1.0280476914203973e-08
1873,2.3944017879529156e-09,1.3767810003173508e-08
1874,5.974609140757536e-10,1.3144139998644278e-08
1875,5.721527140956084e-10,1.3731664694205392e-08
1876,6.04601479992084e-10,1.269663130187837e-08
1877,4.947852905168304e-09,1.0514186854493346e-08
1878,6.039088673581716e-10,1.9928991790152395e-08
1879,0.0,1.5273313280772527e-08
1880,1.2835692508872398e-09,2.0537108014195837e-08
1881,6.972507571312292e-10,2.4403776777148778e-08
1882,0.0,1.1314154946262533e-08
1883,0.0,1.0742875922176154e-08
1884,6.601696966868076e-10,5.941527270181268e-09
1885,1.933690763067375e-09,1.160214413431504e-08
1886,0.0,6.4534639854230136e-09
1887,1.9586774424595887e-09,1.9586773092328258e-08
1888,3.804368819970705e-09,1.014498351992188e-08
1889,1.8795410228200637e-09,1.0650732740202784e-08
1890,1.3108772956016423e-09,1.9007721618891082e-08
1891,5.099376032546843e-09,1.7210394887001712e-08
1892,6.268512375839919e-10,8.775916882086676e-09
1893,0.0,2.155445777418663e-08
1894,6.9316932194141145e-09,1.1972924873759894e-08
1895,0.0,1.625025980445116e-08
1896,5.897029031753931e-09,1.6511680911435178e-08
1897,2.9133566670225264e-09,1.3401440845939305e-08
1898,5.6583548957434e-10,3.3950129374460403e-09
1899,0.0,4.4220627160029835e-09
1900,5.191053142894475e-10,6.748368974740515e-09
1901,5.588738916095792e-10,1.397184767881754e-08
1902,4.910283846193408e-10,1.816805017540446e-08
1903,1.0800440541913758e-09,2.052083658554693e-08
1904,5.374625189347171e-10,1.2361637935498493e-08
1905,5.160759042333041e-10,8.773290538499623e-09
1906,5.144184522798412e-10,1.800464666246171e-08
1907,0.0,1.9542804707839423e-08
1908,0.0,1.7189861978295085e-08
1909,0.0,1.3752458727367411e-08
1910,0.0,1.2825961626106164e-08
1911,5.320374141248863e-10,1.8621308939259507e-08
1912,5.209421227725386e-10,9.897900277167082e-09
1913,1.590896969716482e-09,7.42418571064718e-09
1914,6.696743715117748e-10,1.6741859454327823e-08
1915,3.534228465440492e-09,1.4136913861761968e-08
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,1.0966424435210342e-09,2.0836205649743533e-08
1918,0.0,6.89182577673364e-09
1919,0.0,1.1049418269237776e-08
1920,3.786115865267448e-09,2.1959472462640406e-08
1921,0.0,2.0446417892117097e-08
1922,3.6889677978990676e-09,1.1066902949607993e-08
1923,1.0615948120573648e-09,7.431163684401554e-09
1924,1.289162443462999e-09,6.445812328337297e-09
1925,2.1996355847875293e-09,4.399271169575059e-09
1926,2.229227691330493e-09,5.57306911730393e-09
1927,4.4596899506643695e-09,5.574612327308159e-09
1928,2.2852082448565625e-09,1.3711249025050165e-08
1929,3.342121912552898e-09,1.6710609784809094e-08
1930,2.100720708497761e-09,1.1553964007759987e-08
1931,3.4216069977333063e-09,1.3686427990933225e-08
1932,1.205549005067752e-08,6.575722188983946e-09
1933,0.0,1.9500125958415992e-08
1934,0.0,1.5576054224197833e-08
1935,2.393656828303392e-09,1.3165112555668657e-08
1936,3.6374143697059935e-09,7.274828739411987e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,1.2965214457594243e-09,1.0372171566075394e-08
1939,3.058810094103137e-09,1.070583532936098e-08
1940,0.0,2.028626333583361e-08
1941,0.0,2.066051862925633e-08
1942,0.0,1.517105907566929e-08
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,6.4263723231761105e-09,3.213186161588055e-08
1945,0.0,1.089252066321933e-08
1946,0.0,1.2528993842408909e-08
1947,1.1920870957027319e-09,1.1920871401116528e-08
1948,0.0,1.0871888278529696e-08
1949,2.9451024952109606e-09,1.3743811422273211e-08
1950,1.0635361480382244e-09,6.381216888229346e-09
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,3.1634410646574906e-09,1.8980646387944944e-08
1953,4.3095309543161875e-09,1.0773827163745864e-08
1954,3.9090144454689835e-09,3.9090144454689835e-09
1955,1.8771215692936494e-09,1.220129064449793e-08
1956,4.360570571293465e-09,5.232684952005684e-09
1957,8.835037701437898e-10,4.417518795207798e-09
1958,4.136121778408608e-09,5.790570245522986e-09
1959,3.100299128533379e-09,6.975672928177801e-09
1960,7.612916852473006e-09,1.591791587429725e-08
1961,7.64297514166401e-09,1.181187059273725e-08
1962,3.8051738426858606e-09,1.4586500007851555e-08
1963,3.2330267352165265e-09,8.405868889838075e-09
1964,2.433587276140514e-09,9.734349326606662e-09
1965,2.188817405102128e-09,6.5664522708175355e-09
1966,3.877352328096606e-09,4.985167390003653e-09
1967,3.9442684118817795e-09,4.437302081328198e-09
1968,3.5931326802796093e-09,7.635406973349745e-09
1969,7.266812429573832e-09,9.537691525451919e-09
1970,1.8394900047624674e-09,6.898087434592526e-09
1971,3.083038491169532e-09,6.166076982339064e-09
1972,3.5911027485013847e-09,7.182205497002769e-09
1973,1.6539611902288698e-09,5.513203671370093e-09
1974,1.687671502548227e-09,3.937900228123681e-09
1975,8.567220266542108e-09,5.140332159925265e-09
1976,4.570821388050206e-09,8.570290255249802e-09
1977,5.289103655048422e-09,9.990529292736028e-09
1978,7.722768868845264e-09,5.346532105932056e-09
1979,4.681578791299046e-09,4.096381456264453e-09
1980,4.5481204913322415e-09,1.819248218737357e-08
1981,2.5302198114474095e-09,1.3916208629893845e-08
1982,1.2415004579935385e-09,3.7245013739806154e-09
1983,1.8945948143667124e-09,9.47297440490047e-09
1984,1.7397025486864948e-09,4.059305780401701e-09
1985,1.8046674155058895e-09,7.218669662023558e-09
1986,5.994485463567401e-10,7.792831269171074e-09
1987,1.8332450557601021e-09,6.110816741511371e-09
1988,5.996553809062277e-10,4.797243047249822e-09
1989,1.6464366536794728e-09,1.0427432250992297e-08
1990,2.179460389939436e-09,4.358920779878872e-09
1991,3.516879065745826e-09,5.2753188484189195e-09
1992,5.509944167592096e-10,5.509944056569793e-09
1993,2.7696037130375828e-09,1.1078414630105726e-08
1994,2.6374632478010085e-09,8.439882570598911e-09
1995,4.33796071286352e-09,5.964695848348356e-09
1996,2.135236876199542e-09,1.1209993822092201e-08
1997,1.438468344439059e-09,1.006927874414032e-08
1998,1.43043876743576e-09,9.059445638115449e-09
1999,2.285100608734325e-09,6.398281460207045e-09
2000,8.836062992401139e-10,8.394259509714175e-09
2001,2.1906058911280724e-09,9.20054432640427e-09
2002,2.628732898024566e-09,7.886198361006791e-09
2003,3.333538334260311e-09,7.91715315529018e-09
2004,8.809582507929292e-10,2.026203915761471e-08
2005,1.8014998381943315e-09,1.0808999029165989e-08
2006,2.47073389525454e-09,1.0294725072412803e-08
2007,7.988958938831558e-10,5.592271090648637e-09
2008,3.405951742863067e-09,7.663391698997657e-09
2009,1.430457752249481e-09,7.1522885392028e-09
2010,2.3618965672156378e-09,9.447585824773341e-09
2011,7.64794394481072e-10,6.883149605840799e-09
2012,6.808505426114664e-10,3.744677901096338e-09
2013,1.3945624655065103e-09,9.204113027294625e-09
2014,4.330890368553497e-10,4.980523993225461e-09
2015,1.5516028045725605e-09,6.64972610309178e-09
2016,1.8642060672924288e-09,8.492493819289848e-09
2017,7.54683426862357e-10,5.7859059765519305e-09
2018,1.2907333535316923e-09,1.2132893800753664e-08
2019,1.275493877184175e-09,9.438654302584837e-09
