year,premier_ADJ aide_NOUN,premier_ADJ raid_NOUN
1980,2.7857237572259663e-08,1.5349907178663358e-08
1981,2.3404533033843933e-08,1.5813874654213578e-08
1982,4.345251447546161e-08,3.289976291398489e-08
1983,4.9890996334234217e-08,2.968198609121231e-08
1984,3.189454655938562e-08,1.739702604197646e-08
1985,2.586689906713957e-08,4.6319796442872985e-08
1986,2.6975183919919488e-08,3.177077378957449e-08
1987,1.649920555735207e-08,2.8109757022054538e-08
1988,2.0987938498251424e-08,2.1587593934668803e-08
1989,3.8416856251721754e-08,2.085486383585078e-08
1990,3.923028857322208e-08,3.8685423531248375e-08
1991,3.7513375794606674e-08,4.103025530444171e-08
1992,3.085568700544883e-08,3.801861470087431e-08
1993,3.3789166409281535e-08,3.212740173896833e-08
1994,4.008944276545634e-08,3.375953022688449e-08
1995,2.168980317573954e-08,4.12106260228029e-08
1996,3.20285518107255e-08,2.0284749657761836e-08
1997,2.2536004729012404e-08,3.308477092289763e-08
1998,3.957547334287881e-08,3.0516027038629545e-08
1999,4.295989014524437e-08,1.7823784143056187e-08
2000,2.915900798594606e-08,2.8275401686705948e-08
2001,3.548781388196254e-08,3.1544724499177335e-08
2002,4.5564703121669936e-08,3.1982915593697925e-08
2003,3.041853668950267e-08,3.3335381788290874e-08
2004,4.316695570438789e-08,2.9071622276166664e-08
2005,5.6747243792898416e-08,2.657212228029948e-08
2006,4.8591099477413024e-08,1.93540827808647e-08
2007,5.871884733998911e-08,1.8774054311165855e-08
2008,5.4495228052342526e-08,2.4267406834033167e-08
2009,5.0066023105088675e-08,1.7165493026993772e-08
2010,1.7005655383872664e-08,2.220182793166714e-08
2011,2.256143447065817e-08,3.403334944418468e-08
2012,3.063827591631707e-08,3.676592896795228e-08
2013,4.239470052791461e-08,3.597971265367761e-08
2014,3.48636691183124e-08,4.504126041582346e-08
2015,4.9207973362719315e-08,3.3691947190495064e-08
2016,7.539677426837699e-08,2.1541936678914908e-08
2017,2.6413918718937168e-08,2.5407674186794793e-08
2018,2.8912426786043e-08,2.2716907466246994e-08
2019,2.576497565298652e-08,2.11731980281904e-08
