year,premier_ADJ aide_NOUN,premier_ADJ raid_NOUN
1800,2.421006684016902e-07,0.0
1801,8.572257570449437e-08,0.0
1802,8.056224487518193e-08,0.0
1803,6.826187259889593e-08,0.0
1804,2.6448805234835504e-07,0.0
1805,3.439881923750221e-07,0.0
1806,3.371552814712686e-07,0.0
1807,1.9359294345377975e-07,0.0
1808,1.427626554750816e-07,0.0
1809,1.6942729086366626e-07,0.0
1810,1.1466621074873729e-07,0.0
1811,1.5042460921321776e-07,0.0
1812,2.1871107946935808e-07,0.0
1813,8.91479885467561e-08,0.0
1814,3.083743571608011e-07,0.0
1815,4.288585468970041e-07,0.0
1816,3.082413169153142e-07,0.0
1817,3.2227280843954986e-07,0.0
1818,2.157733069996226e-07,0.0
1819,2.2151247414115005e-07,0.0
1820,4.1532684580403156e-07,0.0
1821,1.7257603923681586e-07,0.0
1822,3.759605959885448e-07,0.0
1823,4.466974523609224e-07,0.0
1824,2.425280420936815e-07,0.0
1825,2.606411042549439e-07,0.0
1826,1.6823249504582805e-07,0.0
1827,5.069500262910864e-07,0.0
1828,2.880102508706628e-07,0.0
1829,3.009184865732095e-07,0.0
1830,2.2230460672290064e-07,0.0
1831,5.160688942851266e-07,0.0
1832,4.045460855195415e-07,0.0
1833,3.5098393991184196e-07,0.0
1834,1.997589653690568e-07,0.0
1835,2.7680903258442413e-07,0.0
1836,1.6600252195075882e-07,0.0
1837,2.177819879989329e-07,0.0
1838,2.2029444979310142e-07,0.0
1839,1.9855790089895464e-07,0.0
1840,1.9045369148429359e-07,0.0
1841,1.951846817505043e-07,0.0
1842,1.885022506975531e-07,0.0
1843,1.39403101562241e-07,0.0
1844,1.6849883227587625e-07,0.0
1845,1.4620197480441632e-07,0.0
1846,1.3699533241151585e-07,0.0
1847,1.5586416601820474e-07,5.393223645455691e-10
1848,1.4320494606812062e-07,0.0
1849,1.6256065138442466e-07,0.0
1850,1.384955217176298e-07,0.0
1851,1.6962023297040218e-07,0.0
1852,1.0742399880747655e-07,0.0
1853,1.9110181326276177e-07,0.0
1854,2.530288671920289e-07,0.0
1855,2.0113291654411114e-07,0.0
1856,2.7905048644027985e-07,0.0
1857,4.3933582438704377e-07,0.0
1858,2.9704612170000644e-07,0.0
1859,2.6479302572823826e-07,0.0
1860,4.11031120250982e-07,0.0
1861,2.230650837375947e-07,0.0
1862,2.0602017558601915e-07,0.0
1863,2.1776547032281712e-07,0.0
1864,1.6254127643833272e-07,0.0
1865,1.4826559657787897e-07,0.0
1866,1.7418894238119265e-07,0.0
1867,1.6208391073746498e-07,0.0
1868,1.580759763086803e-07,0.0
1869,2.1487483969906407e-07,1.4650557433881772e-09
1870,2.2878854011310068e-07,5.734048791339319e-10
1871,2.1560989571511868e-07,0.0
1872,2.031906031207953e-07,0.0
1873,2.0112974502550784e-07,0.0
1874,2.8319646289132194e-07,0.0
1875,1.4589894686833915e-07,0.0
1876,1.1366508045895785e-07,0.0
1877,1.2864417708868814e-07,6.184815992682502e-10
1878,1.2500913959545557e-07,3.6234530931267273e-09
1879,1.4418007276972844e-07,0.0
1880,1.0332732580664583e-07,5.134277003548959e-09
1881,1.401473969098177e-07,6.972507571312292e-10
1882,1.424252356052591e-07,0.0
1883,1.4850446827807673e-07,0.0
1884,1.0100596448125998e-07,0.0
1885,1.2375619828919326e-07,0.0
1886,1.445575920633324e-07,0.0
1887,1.8085120878641447e-07,1.9586774424595887e-09
1888,1.648559806444183e-07,0.0
1889,1.3156787215251597e-07,0.0
1890,1.8155650138851342e-07,0.0
1891,1.7847815936278266e-07,0.0
1892,1.8366741105779738e-07,1.8805537127519756e-09
1893,2.093861590779511e-07,0.0
1894,2.9050095529115083e-07,0.0
1895,3.2681077577478845e-07,0.0
1896,2.459060961523818e-07,0.0
1897,2.0801367262013315e-07,0.0
1898,2.195441680674648e-07,5.6583548957434e-10
1899,1.4426979788595418e-07,1.6582735185011188e-09
1900,1.0693569429953698e-07,1.038210628578895e-09
1901,1.464249663740702e-07,0.0
1902,2.298012873325206e-07,0.0
1903,1.5606636827314446e-07,3.2401321625741275e-09
1904,1.4457742114615257e-07,1.0749250378694342e-09
1905,1.3056719921911153e-07,1.5482277682110634e-09
1906,1.358064727341457e-07,9.259531807970234e-09
1907,1.1777111574851062e-07,8.228549397415463e-09
1908,1.4930622849185227e-07,1.1787333775714615e-08
1909,1.5127704838802103e-07,3.300590023513905e-09
1910,1.3841350920973383e-07,2.137660271017694e-09
1911,1.8036068083482348e-07,5.852411444351446e-09
1912,1.6722242679456656e-07,6.251305251225858e-09
1913,1.5007461517946297e-07,5.3029897140177695e-09
1914,1.7143663955110355e-07,1.2723813114234872e-08
1915,7.304072713321119e-08,4.123266705846618e-08
1916,1.3404703325115008e-07,3.186363928264768e-08
1917,5.9218692172180454e-08,2.3029491202919417e-08
1918,1.0108011405662864e-07,2.412139110674616e-08
1919,6.261336654711513e-08,4.511845830279526e-08
1920,5.982063155940409e-08,1.1358347151713133e-08
1921,3.559191302793252e-08,7.572747762196741e-09
1922,5.607230890714021e-08,1.1066902949607993e-08
1923,5.4141334970836397e-08,5.307974060286824e-09
1924,1.1860294424348439e-07,1.1602462102189293e-08
1925,9.788378463326808e-08,1.5397448649423495e-08
1926,1.1034677349641697e-07,1.4489979882625903e-08
1927,1.0145794526739138e-07,2.1183527820767267e-08
1928,8.683791086205872e-08,2.0566874425753667e-08
1929,1.3479891269874145e-07,1.893869061575515e-08
1930,7.877702756786675e-08,1.470504518152893e-08
1931,7.413481739604322e-08,1.4826963656844327e-08
1932,4.055028501870339e-08,4.383814555808385e-08
1933,1.0094183022779646e-07,3.097078660196928e-08
1934,1.6894028398439787e-07,2.036868629318178e-08
1935,1.0891138657598276e-07,2.0346082152400413e-08
1936,8.608547386046439e-08,3.15242587589637e-08
1937,6.295558729885187e-08,2.6441348666139675e-08
1938,5.704694316932546e-08,2.852347158466273e-08
1939,5.8117390011602765e-08,9.176430282309411e-09
1940,9.889553087560898e-08,3.0429394115571995e-08
1941,6.198155588776899e-08,8.854508237732261e-09
1942,5.158160121254696e-08,2.730790527039062e-08
1943,4.935499831049128e-08,3.193558839598154e-08
1944,5.7837352684941834e-08,2.8918675454292497e-08
1945,6.317661549459785e-08,7.406913482554955e-08
1946,3.480276067335808e-08,2.3665876369705074e-08
1947,3.8146785952264395e-08,3.695469885656166e-08
1948,5.97953844216903e-08,3.913879709216417e-08
1949,3.239612667016445e-08,2.6505922789965553e-08
1950,5.104973510583477e-08,3.403315673722318e-08
1951,6.076999170545605e-08,2.6653504292539765e-08
1952,5.166953798152463e-08,4.1124735061792705e-08
1953,4.632745798094362e-08,2.3702420914872846e-08
1954,4.3976411623347644e-08,2.14995790059902e-08
1955,8.353191205401345e-08,1.9709776921672528e-08
1956,4.1861480726268496e-08,1.6570168570595456e-08
1957,5.124322016714089e-08,1.3252556385623393e-08
1958,7.031407278645929e-08,1.902615986981715e-08
1959,4.72795603778664e-08,1.6276571201956358e-08
1960,5.0522083017146e-08,1.7302082544468078e-08
1961,4.307858780805418e-08,7.64297514166401e-09
1962,5.327243429720241e-08,2.6002021868976044e-08
1963,3.103705459306383e-08,1.2932106940866106e-08
1964,4.9280144354124644e-08,2.2510682873289056e-08
1965,3.392666886314899e-08,3.0643441562006046e-08
1966,3.6003986236821106e-08,2.492583628388445e-08
1967,9.56485119996131e-08,3.155414851629956e-08
1968,7.455750630769309e-08,4.2219307827551233e-08
1969,7.857240669206789e-08,3.905911849511057e-08
1970,4.736686923245692e-08,3.081145649730388e-08
1971,4.830093713881212e-08,3.288574423887525e-08
1972,2.9754852082231054e-08,3.488500011084028e-08
1973,5.843996025989284e-08,2.7566018412361615e-08
1974,4.1066673839296186e-08,1.8564386528030496e-08
1975,3.826691719055475e-08,2.056132863970106e-08
1976,3.1995749938396045e-08,8.570290255249802e-09
1977,3.526069125570075e-08,1.4691955041445937e-08
1978,3.801978387674154e-08,2.673266052966028e-08
1979,2.457828751634139e-08,1.9311512389208474e-08
