year,dernier_ADJ an_NOUN,dernier_ADJ rang_NOUN
1800,3.144164484325529e-09,7.420227916554722e-07
1801,2.1430643926123594e-08,6.619687837883248e-07
1802,8.951360541686881e-09,7.071574827932636e-07
1803,5.851017448321727e-09,5.38293647878163e-07
1804,1.2359254952798437e-08,6.031316388543928e-07
1805,5.685755422035754e-09,6.936621730346815e-07
1806,5.76333825108577e-09,5.734521550948557e-07
1807,1.1387820464392462e-08,4.441249927822355e-07
1808,1.3596443970698147e-08,4.3055405285485904e-07
1809,0.0,5.783118126601039e-07
1810,1.1700633795186377e-08,5.756712084803439e-07
1811,5.0141535368197765e-09,4.964011850461247e-07
1812,0.0,7.254806178025319e-07
1813,2.8757416448144113e-09,4.4286420575190277e-07
1814,3.1466771410748606e-09,4.908816322313214e-07
1815,1.0788894222457657e-08,7.983781529219414e-07
1816,4.6352077731626196e-09,5.145080876900465e-07
1817,0.0,8.251429335359717e-07
1818,1.1921177378582115e-09,6.628174560319167e-07
1819,4.140420117870747e-09,5.775885938419378e-07
1820,2.254631326081835e-08,5.850175170962757e-07
1821,5.916893086599373e-09,5.995784704282414e-07
1822,8.02049271442229e-09,5.644421889883233e-07
1823,9.882686891060644e-10,6.680696174043987e-07
1824,1.3473780313688621e-08,7.553738328169857e-07
1825,9.685987789609385e-09,5.917257794862962e-07
1826,7.927186018719112e-09,5.443334316623805e-07
1827,2.3964910056406552e-08,5.862185616933857e-07
1828,1.8344602503717056e-09,6.191303327796049e-07
1829,7.715858285628485e-09,5.829759857078898e-07
1830,4.174734336004349e-09,5.103612465973129e-07
1831,4.677361609140007e-09,4.6461795477625856e-07
1832,6.764984572527055e-09,6.616155019401049e-07
1833,8.108539617524002e-09,5.571725409936334e-07
1834,6.534171426153534e-09,5.796743494101975e-07
1835,1.8907719834260206e-08,6.058033363842696e-07
1836,3.36037508930076e-09,5.934422233622172e-07
1837,2.2265250976261086e-08,6.923101523170772e-07
1838,1.7674054220151447e-08,6.627769835176878e-07
1839,1.6779539646627484e-08,6.229404334590072e-07
1840,8.91756390952736e-09,7.114942377484113e-07
1841,8.988767952189392e-09,6.831463679191074e-07
1842,6.037438549100216e-09,6.775347856091685e-07
1843,2.953455480181333e-09,5.830121381222853e-07
1844,1.0977122322231025e-08,7.124152716642129e-07
1845,5.022205318283568e-09,8.007627343431523e-07
1846,9.367202347121406e-09,6.475078748735541e-07
1847,3.775256551818984e-09,6.644451673309959e-07
1848,2.413566457803995e-09,5.953464210506354e-07
1849,1.508294644736452e-08,4.943854605699016e-07
1850,8.146795238417326e-09,5.960738462817972e-07
1851,1.6123596680017727e-08,5.720652325180708e-07
1852,7.812654523320361e-09,5.787874783891311e-07
1853,4.777545470346922e-09,6.569125048372371e-07
1854,9.352196350675968e-09,7.102473205122806e-07
1855,4.2455496895854594e-09,6.134819159342442e-07
1856,9.3189408967298e-09,6.435246291403018e-07
1857,1.4156376515472857e-08,6.560748033734853e-07
1858,6.361778659424999e-09,6.40582186406391e-07
1859,5.601390462572908e-09,8.025265287869843e-07
1860,8.696649511641397e-09,5.81302344926371e-07
1861,2.357981809808507e-09,7.017354164418066e-07
1862,9.939570166928036e-09,6.121871365394327e-07
1863,3.995696662428827e-09,6.453050218624412e-07
1864,5.753673426589501e-09,6.386577524608583e-07
1865,1.6003271596787272e-08,6.99907729995175e-07
1866,9.731225603104576e-09,5.945778980276373e-07
1867,9.7056229719783e-09,6.992901262492524e-07
1868,1.975949626142892e-09,6.130383667368733e-07
1869,2.9301114867763545e-09,6.646469614679518e-07
1870,4.587239033071455e-09,7.236369583552005e-07
1871,2.1242354542039266e-09,4.960089654559852e-07
1872,6.0473394070115205e-09,5.563551894738339e-07
1873,2.3944017879529156e-09,5.590928253695893e-07
1874,6.572069999322139e-09,5.454818392536254e-07
1875,1.716458086775674e-09,5.738691584156186e-07
1876,7.859819461941697e-09,6.451097647186543e-07
1877,4.9478527941460015e-09,6.914624464116059e-07
1878,9.058632954861423e-09,5.260046123112261e-07
1879,2.443730107160036e-09,5.956592303846264e-07
1880,1.9253538763308597e-09,5.679793844137748e-07
1881,5.5780060570498335e-09,5.954521498097165e-07
1882,5.989846840748214e-09,6.462378792093659e-07
1883,3.791603475633565e-09,6.388851829797204e-07
1884,7.2618666635548834e-09,6.482866297119472e-07
1885,6.445635580831777e-09,6.29094017767784e-07
1886,9.034849313138693e-09,5.362828687793808e-07
1887,6.528924512139156e-09,5.980494961477234e-07
1888,3.804368819970705e-09,5.76995944356895e-07
1889,2.5060546970934183e-09,5.005844059269293e-07
1890,7.209825181320184e-09,5.132084766046319e-07
1891,1.0198752065093686e-08,5.035633989791677e-07
1892,5.014809900671935e-09,4.833023012906779e-07
1893,3.695050043717174e-09,5.413248231889156e-07
1894,5.041231432301174e-09,4.4614898797590286e-07
1895,5.416753268150387e-09,5.934354021519539e-07
1896,4.717623180994224e-09,4.3402133087511174e-07
1897,3.496028022631492e-09,5.197428549763572e-07
1898,7.921697076085366e-09,4.888818807557982e-07
1899,4.9748205555033564e-09,4.4773383933716104e-07
1900,5.710158568206225e-09,5.030130409977573e-07
1901,3.912117296778206e-09,4.3256838466732006e-07
1902,4.910283735171106e-09,3.162222697028483e-07
1903,7.560307935250421e-09,3.7099513860994193e-07
1904,5.374625189347171e-09,3.8536063584615476e-07
1905,2.0643036169332163e-09,4.6653261165374715e-07
1906,2.0576738091193647e-09,4.4291428480391914e-07
1907,1.5428529565042481e-09,4.165703160197154e-07
1908,5.893666887857307e-09,3.9438452859030804e-07
1909,2.7504918342913243e-09,4.2632623831195815e-07
1910,1.068830135508847e-09,3.890541790951829e-07
1911,4.25629931299909e-09,4.4318716163616045e-07
1912,1.041884239993962e-08,3.6726419239130337e-07
1913,4.242391771214216e-09,4.2317859083595977e-07
1914,6.696743604095445e-09,2.9398705692074145e-07
1915,9.424609537234119e-09,4.1821704144240357e-07
1916,5.493731025651982e-09,3.5159877143087215e-07
1917,3.289927441585405e-09,3.2679943728908256e-07
1918,5.743188147278033e-09,3.583749332847219e-07
1919,2.762354567309444e-09,3.821257053004956e-07
1920,3.028892692213958e-09,3.5665212294588855e-07
1921,2.2718242842501013e-09,2.968517094359413e-07
1922,2.951174193910333e-09,4.116888021599152e-07
1923,5.307974060286824e-09,3.23786423450656e-07
1924,5.156649773851996e-09,3.364714018516679e-07
1925,8.798542339150117e-09,3.4974206641891215e-07
1926,6.687683296036084e-09,3.6670795111604093e-07
1927,3.3447675740205796e-09,2.8653508366005553e-07
1928,4.570416489713125e-09,3.165013424677454e-07
1929,4.4561625500705304e-09,3.342121885907545e-07
1930,5.2518016602221e-09,2.4998576009238604e-07
1931,4.5621426636444085e-09,3.079446173614997e-07
1932,1.0959536611565568e-09,3.101548884387739e-07
1933,9.176529758292418e-09,2.5350163923576474e-07
1934,2.3963160344919743e-09,2.51613187174371e-07
1935,4.787313656606784e-09,3.18356370598849e-07
1936,3.6374143697059935e-09,3.164550435030833e-07
1937,1.0072894518486919e-08,3.210735144421051e-07
1938,3.8895642262559704e-09,2.618973269363778e-07
1939,4.588215141154706e-09,3.1199863315123366e-07
1940,0.0,2.8907925297971815e-07
1941,0.0,2.4792620934022125e-07
1942,0.0,4.187212141459895e-07
1943,2.9032352077962287e-09,3.396785075437947e-07
1944,3.2131861615880553e-09,3.7272960184964177e-07
1945,8.714016175304096e-09,3.6381018730935466e-07
1946,2.7842208538686464e-09,3.062642974782648e-07
1947,1.1920870957027319e-09,3.743153342838923e-07
1948,2.174377566888097e-09,3.457260220329772e-07
1949,2.945102384188658e-09,3.8384501976906904e-07
1950,4.2541445921528975e-09,3.5096692840852484e-07
1951,1.0661401761424827e-09,3.123790577319596e-07
1952,3.1634410646574906e-09,3.353247564064077e-07
1953,3.232148326759443e-09,3.512267596761376e-07
1954,2.9317608341017376e-09,2.834035512933042e-07
1955,2.815682353940474e-09,3.1629497243557125e-07
1956,1.744228317335228e-09,3.244264803470287e-07
1957,5.301022731885041e-09,3.0392530447898025e-07
1958,2.4816730892496253e-09,3.259263792187994e-07
1959,7.750747821333448e-10,3.301818480849761e-07
1960,0.0,3.162820974011993e-07
1961,1.3896318540318475e-09,3.661679954802821e-07
1962,5.073564957047694e-09,3.392946723579371e-07
1963,0.0,3.840835631763184e-07
1964,5.475571496216247e-09,4.0275870105688227e-07
1965,3.2832261354087677e-09,3.5951325116911903e-07
1966,2.7695373772118614e-09,3.689023913011624e-07
1967,3.944268467392931e-09,3.653378541912389e-07
1968,7.186265332803643e-09,4.4959071487937763e-07
1969,3.1792304344691047e-09,4.4100468699070916e-07
1970,4.598724956395017e-09,4.0376806964559364e-07
1971,3.083038491169532e-09,4.711910435162281e-07
1972,3.0780880067027283e-09,3.9245622929229285e-07
1973,2.7566018356850464e-09,3.578069254217553e-07
1974,4.500457451150908e-09,3.8760188658670813e-07
1975,3.4268881066168433e-09,3.8780950717409723e-07
1976,1.7140580066410394e-09,4.096598900105164e-07
1977,4.11374712072643e-09,3.1323247640102636e-07
1978,0.0,3.9029686149660847e-07
1979,1.1703946700691858e-09,3.6399273994902615e-07
1980,1.7055452605774235e-09,3.7919954820608837e-07
1981,1.8976649140967083e-09,4.2634204078240145e-07
1982,4.345251713999687e-09,3.9479715496781864e-07
1983,3.157658134966823e-09,3.681829241486412e-07
1984,2.3196033982486597e-09,4.2680701994868286e-07
1985,1.2031116103372597e-09,3.9943304841472127e-07
1986,2.9972427317837003e-09,4.669704196658131e-07
1987,3.0554083707556856e-09,3.953698524128413e-07
1988,5.996553809062277e-10,3.8857669437675213e-07
1989,1.0976244357863152e-09,4.088651053280046e-07
1990,3.8140557934163155e-09,3.5143798982062435e-07
1991,1.7584395606284886e-09,3.557909451501473e-07
1992,1.1019888335184191e-09,3.6310532891548064e-07
1993,3.323524566667402e-09,3.467543763235881e-07
1994,1.5824779264761446e-09,3.692448728997988e-07
1995,5.422450821690461e-10,3.3022726597664587e-07
1996,4.804283193493575e-09,2.94662697797321e-07
1997,1.917957792585412e-09,3.821531038283865e-07
1998,4.768129224785866e-10,3.700068305079185e-07
1999,4.570201106446348e-09,3.765845804082346e-07
2000,2.2090156370779823e-09,3.3930481890820374e-07
2001,2.1906058911280724e-09,3.583831187370379e-07
2002,4.38122149670761e-10,3.636413907770475e-07
2003,4.1669229178253886e-10,3.666892212095263e-07
2004,2.642874807889939e-09,3.2375214686908294e-07
2005,3.602999676388663e-09,3.058046047499374e-07
2006,2.0589449589714093e-09,3.8378735212063475e-07
2007,1.1983438685803094e-09,3.790761127220321e-07
2008,0.0,3.4698132367338985e-07
2009,1.430457752249481e-09,4.052963618050853e-07
2010,9.447586046817946e-10,4.175832941655244e-07
2011,0.0,4.2981446313206106e-07
2012,1.7021263287730903e-09,5.164251319911273e-07
2013,1.6734750252211938e-09,4.755458178351546e-07
2014,2.1654451842767486e-10,5.268528298074671e-07
2015,1.773260274728905e-09,4.814401677322167e-07
2016,1.4499380585064614e-09,4.884219606537954e-07
2017,1.509366853724714e-09,4.7117399049056985e-07
2018,5.162933414126769e-10,5.139700078871101e-07
2019,1.02039510174734e-09,5.326462542143418e-07
