year,premier_ADJ appel_NOUN,premier_ADJ rappel_NOUN
1866,4.807225764125178e-07,1.3623716377253459e-08
1867,4.770313921653724e-07,6.308654931785895e-09
1868,4.4014277023052273e-07,4.93987406535723e-10
1869,4.873751890954736e-07,1.953407657850903e-09
1870,4.833802904613549e-07,1.1468097582678638e-08
1871,7.031219411146594e-07,5.3105884134652115e-09
1872,6.240854304451204e-07,1.3304146229131675e-08
1873,4.387741228129016e-07,1.7958012854535355e-09
1874,5.108290679345373e-07,6.572070221366744e-09
1875,4.308309939915489e-07,1.94531928343622e-08
1876,4.528465069597587e-07,2.0556450763820067e-08
1877,3.6923350421602663e-07,1.1751150275074451e-08
1878,3.9616421076971164e-07,2.8383716710322915e-08
1879,3.946624076434091e-07,1.4662380642960215e-08
1880,3.825036287707917e-07,1.2193908105473383e-08
1881,3.6117589274908823e-07,1.3945014920579979e-08
1882,5.73694194372365e-07,5.989846840748214e-09
1883,3.8800740753686114e-07,3.791603475633565e-09
1884,4.792831873601244e-07,1.5844072720483382e-08
1885,3.6997948882344645e-07,2.191516135230387e-08
1886,4.046321748774062e-07,5.162771099520569e-09
1887,3.8128919754853996e-07,7.181817029966453e-09
1888,5.395863240664767e-07,1.3949351895803375e-08
1889,4.561019579796266e-07,4.385595886446936e-09
1890,3.703228230733657e-07,1.1142456735058204e-08
1891,4.3153468709533627e-07,5.736798147637501e-09
1892,3.7360334204095125e-07,6.8953633913793055e-09
1893,3.861327115828317e-07,4.926733243593162e-09
1894,4.877391575064394e-07,3.780923574225881e-09
1895,4.327383749114233e-07,1.1435367319734269e-08
1896,4.3755954948210274e-07,1.0024949093079272e-08
1897,4.253500947015709e-07,7.574727622916555e-09
1898,4.4644420427175646e-07,6.7900258748920805e-09
1899,4.991403557141894e-07,3.3165470370022376e-09
1900,4.7446226858482987e-07,6.74836919678512e-09
1901,4.225086627229757e-07,9.500856101851696e-09
1902,3.442108891249518e-07,1.423982337600549e-08
1903,3.747752828076045e-07,1.7280704867062013e-08
1904,4.4878120775138086e-07,1.7198800605910947e-08
1905,3.9583022726219497e-07,9.805441791854719e-09
1906,3.5803523701360973e-07,5.144184356264958e-09
1907,3.641133048404299e-07,6.685696163355459e-09
1908,4.4448071889746643e-07,5.40252820258047e-09
1909,4.1477414924884215e-07,2.2554032863553175e-08
1910,3.847788434541144e-07,2.084218742037791e-08
1911,3.7508638683902973e-07,1.0640748171475423e-08
1912,3.771621095438604e-07,1.667014765116548e-08
1913,4.3378454961384705e-07,1.4318072560914885e-08
1914,4.868532528234937e-07,1.4063162134814178e-08
1915,6.750376542186132e-07,5.890380960771324e-09
1916,5.922241825828678e-07,1.977743191439174e-08
1917,6.404391683645372e-07,6.5798546611262054e-09
1918,5.157382929610321e-07,5.743188147278033e-09
1919,4.898575411971251e-07,1.1970202717925815e-08
1920,4.5054778752273705e-07,2.2716695191604686e-09
1921,4.043847070533957e-07,2.1203692246452022e-08
1922,3.8217706332943635e-07,1.2542490379630067e-08
1923,4.310074928071117e-07,1.8047112249064412e-08
1924,4.808575795323122e-07,1.2891624545652292e-08
1925,3.2884551615097735e-07,7.698724324711748e-09
1926,3.2546725492466066e-07,2.4521504160546215e-08
1927,3.8018856685084756e-07,1.1149224765638621e-08
1928,3.610629164541024e-07,2.5137290915466792e-08
1929,4.1999331301667553e-07,1.2254446568604749e-08
1930,3.1720881565888703e-07,2.6259009078266615e-08
1931,3.1250678489413986e-07,1.4826963656844327e-08
1932,3.649525694982003e-07,1.0959536833610173e-08
1933,3.074137566727586e-07,2.2941325283909464e-08
1934,4.0977005255626864e-07,1.4377896206951846e-08
1935,3.578516896141082e-07,1.6755597798123745e-08
1936,3.8556592585337057e-07,1.33371855781661e-08
1937,3.0722327437615604e-07,1.6368453259474336e-08
1938,3.3579905789338227e-07,9.075650453382877e-09
1939,3.043516016987269e-07,1.070583532936098e-08
1940,3.1950864354257646e-07,1.775048041885441e-08
1941,3.3942279742404935e-07,2.9515025978810172e-08
1942,3.39831728979334e-07,2.4273694831933312e-08
1943,4.1225939639844e-07,1.7419411468821977e-08
1944,3.7272960184964177e-07,2.2492303131116387e-08
1945,5.816605721520318e-07,2.6142049414090707e-08
1946,3.2853805009835924e-07,1.6705325123211878e-08
1947,3.373606602963264e-07,4.88755707017674e-08
1948,2.837562647073355e-07,1.5220642746172075e-08
1949,2.591690133613156e-07,1.2762111145647737e-08
1950,3.158702384098433e-07,1.595304199852876e-08
1951,2.7506416699907277e-07,2.4521225050477824e-08
1952,2.6783803264152084e-07,1.7926166773207797e-08
1953,2.973576442855119e-07,2.1547655215670147e-08
1954,2.765627584722097e-07,9.772536335717064e-09
1955,3.050322447961662e-07,2.4402579956728232e-08
1956,3.0000725814716134e-07,1.7442282951307675e-08
1957,2.3324498954480077e-07,2.5621609389681055e-08
1958,2.5230343680959777e-07,2.233505702609051e-08
1959,2.4492362626915565e-07,6.665643070835614e-08
1960,2.712966704621067e-07,4.360125099855949e-08
1961,2.841797197561391e-07,2.3623741796097164e-08
1962,2.7777770128523116e-07,4.439369538644655e-08
1963,3.252424676247756e-07,4.978861034565796e-08
1964,2.670862215836678e-07,5.779770045899468e-08
1965,2.774326048893272e-07,7.770301718723616e-08
1966,2.6753730253403774e-07,5.37290246738209e-08
1967,2.864524901724508e-07,3.4512350477466924e-08
1968,2.7442550276646216e-07,6.332896218541606e-08
1969,2.7886392217624234e-07,3.7242415040772414e-08
1970,2.8696044296339096e-07,4.09286536329212e-08
1971,2.826118645771203e-07,4.419021715218463e-08
1972,2.631765312344214e-07,4.104117357073278e-08
1973,2.6132585162486066e-07,6.891504417128047e-08
1974,2.2558542411843518e-07,1.0744841921761505e-07
1975,2.3417068462094903e-07,5.997054186579476e-08
1976,2.4225354877671634e-07,1.0741430672700503e-07
1977,2.8208552294017863e-07,4.936496866836393e-08
1978,2.542573156461003e-07,3.207919185843622e-08
1979,2.691907639018609e-07,3.628223554930088e-08
1980,2.404818815193721e-07,8.69828036265119e-08
1981,2.2518956654948852e-07,5.1869507133872617e-08
1982,2.2843607894174056e-07,6.269577157436146e-08
1983,2.3114056091344537e-07,4.6101806816523094e-08
1984,2.4239855633823026e-07,1.739702509828689e-08
1985,2.3761454315263109e-07,2.7070011010543737e-08
1986,2.205970588420314e-07,1.2588419251446936e-08
1987,2.1448967402193375e-07,3.4831656225975394e-08
1988,2.9203218332440883e-07,1.9188972133488136e-08
1989,2.54648881536923e-07,2.908704699322584e-08
1990,2.658941582467378e-07,2.070487448158076e-08
1991,2.649382224717556e-07,2.6376592909826968e-08
1992,2.66130314230395e-07,1.8733809670212764e-08
1993,2.6532802621659357e-07,1.7171542965321862e-08
1994,2.874834876820387e-07,2.215469219191135e-08
1995,2.3479212529764482e-07,1.6267352243026778e-08
1996,2.4768746698100585e-07,2.081856020907935e-08
1997,2.752269381289807e-07,1.6302641236976e-08
1998,2.536644672090915e-07,2.3363832868383838e-08
1999,2.668997467480949e-07,1.4167623435534793e-08
2000,2.6729091473498556e-07,2.1206551625851944e-08
2001,2.874074880310218e-07,1.3581756164171566e-08
2002,2.606826683404506e-07,2.14679857779565e-08
2003,2.4876530346773507e-07,2.0834613867481977e-08
2004,2.933591076725861e-07,2.6428746885409637e-08
2005,3.373308459231339e-07,2.567137302733613e-08
2006,2.9813523383381835e-07,2.7589862339194582e-08
2007,3.0437934128713096e-07,3.0757492330835134e-08
2008,3.1292182711695204e-07,4.555460461630467e-08
2009,2.7321743800712284e-07,2.2410505007286474e-08
2010,3.018503775820136e-07,2.59808615732382e-08
2011,3.7398444874270353e-07,2.103184534862912e-08
2012,3.417869720578892e-07,2.8255297213064523e-08
2013,3.60912792984891e-07,2.091843853690989e-08
2014,4.224783651807229e-07,2.490261929999349e-08
2015,3.517705238209601e-07,2.4825644429071758e-08
2016,3.918975437500194e-07,2.2370471919330726e-08
2017,3.225013642804697e-07,2.3395185566599253e-08
2018,3.407536155464186e-07,2.1426173280048033e-08
2019,3.545872857557697e-07,2.11731981392127e-08
