year,dernier_ADJ épi_NOUN,dernier_ADJ répit_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,3.900678446910888e-09,0.0
1804,1.2359254952798437e-08,0.0
1805,2.842877755426798e-08,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,1.0788894222457657e-08,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,7.119888678630559e-09
1821,0.0,9.86148829262845e-10
1822,0.0,3.0076847679083585e-09
1823,2.9648061783404955e-09,1.4824030003524058e-08
1824,8.421112696055388e-10,0.0
1825,4.4027217427355936e-09,0.0
1826,3.5231937367541377e-09,0.0
1827,6.452091305675367e-09,0.0
1828,9.172301251858528e-10,0.0
1829,3.429270423183084e-09,8.57317605795771e-10
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,2.3167257001688313e-09,0.0
1834,5.600718555598405e-09,0.0
1835,1.5126175867408165e-09,1.5126175867408165e-09
1836,0.0,1.0753200108126748e-08
1837,6.957890930081589e-10,6.262101948095733e-09
1838,2.5248647617104325e-09,4.418513555037862e-09
1839,2.0974426639952526e-09,1.2584655095793096e-08
1840,3.1848443882154243e-09,1.2739377330817092e-09
1841,2.5682194149112547e-09,6.420548537278137e-10
1842,1.341653010911159e-09,1.341653010911159e-09
1843,3.5441467538532834e-09,2.3627644285539873e-09
1844,8.781698035420504e-09,4.390849017710252e-09
1845,4.464182357111213e-09,6.138250796539069e-09
1846,4.6836010625384006e-09,3.5127007969038004e-09
1847,7.550513103637968e-09,0.0
1848,8.045221711050488e-10,8.045221711050488e-10
1849,3.3517659758786067e-09,2.513824481908955e-09
1850,3.394498016007219e-09,1.4935791270431764e-08
1851,6.449438760824933e-09,6.449438760824933e-10
1852,1.9531636308300904e-09,0.0
1853,4.180352064508952e-09,5.971931837933653e-10
1854,5.195664343204953e-09,2.5978321716024766e-09
1855,4.776243400783642e-09,5.837630823180007e-09
1856,1.5531567143511893e-09,3.6240324075009767e-09
1857,2.9289055625270066e-09,2.245494101771328e-08
1858,7.34051397444091e-09,4.893676130990343e-09
1859,6.619825576592575e-09,1.0184346477259965e-08
1860,5.492620580582752e-09,1.9224172920218052e-08
1861,2.357981809808507e-09,4.715963619617014e-09
1862,0.0,1.3102160245637151e-08
1863,1.4983863039219614e-09,1.4983863039219614e-08
1864,3.3563094525845827e-09,1.9178911792039344e-09
1865,2.8241067262513297e-09,2.3534221238463715e-09
1866,1.9462451650298362e-09,8.75810357570117e-09
1867,4.367530337390235e-09,1.4073153309368536e-08
1868,3.951899252285784e-09,1.4819622196071691e-09
1869,4.883519366671862e-09,1.953407657850903e-09
1870,3.4404292748035914e-09,9.747882501187632e-09
1871,0.0,6.37270636261178e-09
1872,4.8378714367913744e-09,7.861541084785983e-09
1873,0.0,5.387403856360606e-09
1874,2.9873046258899194e-09,4.779687312606029e-09
1875,4.577221712764867e-09,5.721527251978387e-09
1876,1.209202959984168e-09,4.836811839936672e-09
1877,1.2369631985365004e-09,2.6594708657512456e-08
1878,1.0266450800600069e-08,1.4493812816596119e-08
1879,4.27652757650776e-09,3.665595160740054e-09
1880,3.8507077526617195e-09,1.9253538763308597e-09
1881,4.183504653809678e-09,2.091752326904839e-09
1882,3.9932310791357395e-09,1.1979693681496428e-08
1883,6.319338829996468e-09,6.319338941018771e-10
1884,6.601696966868076e-09,4.621187876807653e-09
1885,0.0,1.6758653131887513e-08
1886,1.2906927748801422e-09,9.680196200179125e-09
1887,3.264462256069578e-09,3.9173548849191775e-09
1888,2.53624587998047e-09,1.0779044545827787e-08
1889,5.012109394186837e-09,1.8795409673089125e-09
1890,6.554386366985909e-09,1.9663159989136147e-09
1891,6.3742202627281586e-09,1.9122659011827636e-09
1892,2.5074049503359674e-09,3.761107425503951e-09
1893,9.853466487186324e-09,1.847525021858587e-09
1894,7.561847148451761e-09,3.780923574225881e-09
1895,3.0093072478365457e-09,8.426059849853118e-09
1896,4.717623180994224e-09,0.0
1897,6.409385022720926e-09,1.3401440845939305e-08
1898,4.52668391659472e-09,5.092519295146758e-09
1899,3.3165470370022376e-09,9.949641111006713e-09
1900,4.15284251431558e-09,4.15284251431558e-09
1901,5.029864968975062e-09,1.0618603996093157e-08
1902,4.910283846193408e-10,2.4551419786078554e-09
1903,4.320176216765503e-09,9.1803746826713e-09
1904,0.0,9.674325340824907e-09
1905,1.5482277682110634e-09,1.0837593933388234e-08
1906,1.6461390472954918e-08,5.144184633820714e-09
1907,5.142843373384665e-10,5.142843373384665e-10
1908,3.929111258571538e-09,7.367083387777029e-09
1909,0.0,5.5009836685826485e-09
1910,3.740905363258662e-09,4.809735720812114e-09
1911,2.128149656499545e-09,4.788336838146279e-09
1912,5.730363294986773e-09,2.0837684910901544e-09
1913,2.121195885607108e-09,4.242391771214216e-09
1914,1.3393487430235496e-09,6.696743715117748e-10
1915,3.534228465440492e-09,2.3561523843085297e-09
1916,4.394984820521586e-09,0.0
1917,1.0966424435210342e-09,0.0
1918,1.1486376294556067e-09,1.6080926812378493e-08
1919,0.0,2.762354567309444e-09
1920,1.3630017114962811e-08,7.572231730534895e-09
1921,8.330022005509363e-09,2.2718242842501013e-09
1922,1.4755870969551665e-09,9.591316185719734e-09
1923,1.0615948120573648e-09,4.246379248229459e-09
1924,1.289162443462999e-09,1.289162443462999e-09
1925,3.299453377181294e-09,2.1996355847875293e-09
1926,7.802296586589819e-09,5.573069228326233e-09
1927,2.2298449753321847e-09,3.344767462998277e-09
1928,5.713020723163709e-09,7.998228745975666e-09
1929,1.1140406375176326e-09,4.4561625500705304e-09
1930,3.1510811737689437e-09,4.201441416995522e-09
1931,1.1405356659111021e-09,3.4216069977333063e-09
1932,1.2055489939655217e-08,3.287861094491973e-09
1933,9.176529758292418e-09,5.735331320977366e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,7.180970484910176e-09
1936,0.0,2.424942913137329e-09
1937,3.777335333410292e-09,5.0364472592434595e-09
1938,0.0,1.2965214457594243e-09
1939,3.058810094103137e-09,9.176430282309411e-09
1940,0.0,7.607348528892999e-09
1941,5.9030051957620344e-09,8.854508237732261e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,9.639558484764166e-09
1945,0.0,8.714016175304096e-09
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,3.5762612871081956e-09,2.3841741914054637e-09
1948,3.2615663503321457e-09,1.4133454406817236e-08
1949,1.9634016634739737e-09,7.853606653895895e-09
1950,1.0635361480382244e-09,1.3825969702452312e-08
1951,3.1984206394497505e-09,3.1984206394497505e-09
1952,6.326882129314981e-09,6.326882129314981e-09
1953,2.1547654771580937e-09,1.0773827385790469e-09
1954,4.886268278880834e-09,1.07497895029951e-08
1955,4.6928039232341234e-09,5.631364707880948e-09
1956,7.849027205963921e-09,1.4825940475304833e-08
1957,0.0,7.951533653738352e-09
1958,6.617794756635931e-09,4.1361216673863055e-09
1959,6.975672928177801e-09,5.425523363911111e-09
1960,3.460416619915918e-09,4.844583401109048e-09
1961,3.47407969059077e-09,1.2506686519753174e-08
1962,2.5367825617905737e-09,8.8787386332001e-09
1963,2.5864212993553792e-09,3.2330267352165265e-09
1964,1.2167936658258327e-09,6.083968440151466e-09
1965,1.6416130677043839e-09,7.660860390501512e-09
1966,6.092982118843793e-09,1.0524241922382771e-08
1967,0.0,2.465167847631733e-09
1968,0.0,6.287982134978165e-09
1969,2.2708788183223305e-09,6.8126366770115965e-09
1970,1.3796175313274261e-09,6.438214850135182e-09
1971,2.569198631618974e-09,9.24911525146399e-09
1972,1.5390440033513642e-09,7.182205497002769e-09
1973,1.102640756478479e-09,2.7566018356850464e-09
1974,2.2502286700643026e-09,4.500457340128605e-09
1975,5.711480177694739e-10,5.711480177694739e-09
1976,1.7140580066410394e-09,1.1427053858703573e-08
1977,2.3507127355770763e-09,6.464460078348111e-09
1978,1.1881182704343018e-09,9.504946163474415e-09
1979,1.1703946700691858e-09,4.681578791299046e-09
1980,3.411090521154847e-09,1.0233271119375331e-08
1981,2.5302198114474095e-09,5.69299452024552e-09
1982,2.483000915987077e-09,6.828252629986764e-09
1983,2.5261264191556165e-09,5.68378455412244e-09
1984,2.3196033982486597e-09,3.479405208395292e-09
1985,2.4062232206745193e-09,3.609334831011779e-09
1986,2.997242676272549e-09,3.5966912781404403e-09
1987,3.0554083707556856e-09,5.49973533381376e-09
1988,1.1993107618124554e-09,8.395175221664886e-09
1989,1.6464366536794728e-09,6.036934507847036e-09
1990,5.44865097484859e-10,8.172976073694826e-09
1991,2.344586080837985e-09,1.7584396161396398e-09
1992,1.1019888335184191e-09,1.1019888335184191e-09
1993,4.4313659408601325e-09,3.3235244556450994e-09
1994,3.164955852952289e-09,4.747433779428434e-09
1995,2.1689803286761844e-09,6.506940763983948e-09
1996,3.2028553142993132e-09,1.6014276571496566e-09
1997,2.876936688878118e-09,1.917957792585412e-09
1998,3.337690568372409e-09,4.7681290027412615e-09
1999,4.570201161957499e-10,3.656160929565999e-09
2000,1.7672125984802278e-09,2.2090156370779823e-09
2001,3.066848330846028e-09,3.5049694258049158e-09
2002,1.3143663935011318e-09,1.3143663935011318e-09
2003,2.5001538617175356e-09,3.3335384452826133e-09
2004,0.0,3.523833003171717e-09
2005,3.1526248278623825e-09,4.053374635937246e-09
2006,8.235779835885637e-10,2.8825228870488218e-09
2007,2.3966877371606188e-09,3.994479413904628e-09
2008,1.7029758714315335e-09,6.386159684401704e-09
2009,9.53638501499654e-10,3.814554005998616e-09
2010,4.723793023408973e-10,7.558068670920903e-09
2011,2.6767803529281764e-09,8.795135286732148e-09
2012,1.3617010852229328e-09,1.0212758444483327e-08
2013,2.7891249310130206e-09,6.9728125495771565e-09
2014,1.0827225782605865e-09,9.311414264634443e-09
2015,6.649726325136385e-10,7.536356427806368e-09
2016,2.4856081637381067e-09,7.45682449121432e-09
2017,1.2578056374223934e-09,9.056201122348284e-09
2018,4.3884935685412074e-09,8.002547069452248e-09
2019,1.2754939326953263e-09,5.101975730781305e-09
