year,bien_ADV égaler_VERB,bien_ADV régaler_VERB
1800,3.144164484325529e-09,5.0306631749208464e-08
1801,4.7623651688866175e-09,4.0480102825313224e-08
1802,0.0,1.5664880947952042e-08
1803,1.950339223455444e-09,1.5602713787643552e-08
1804,2.2246657849223084e-08,3.460591457837836e-08
1805,0.0,2.842877755426798e-08
1806,2.881669125542885e-09,1.2103009794373065e-07
1807,0.0,2.2775640928784924e-08
1808,2.2660739951163578e-09,2.2660739951163578e-09
1809,0.0,7.680704072754452e-08
1810,0.0,5.148278958699848e-08
1811,5.0141535368197765e-09,1.1281845502253418e-07
1812,5.3344166417446104e-08,3.7340914360584065e-08
1813,0.0,5.751483289628823e-09
1814,1.2586708564299443e-08,1.8880061958270744e-08
1815,1.3486118000116676e-08,1.6183340889597275e-08
1816,4.6352077731626196e-09,6.952811659743929e-09
1817,1.0898113522728181e-08,2.3353100786493997e-08
1818,5.960588467246453e-09,4.410835785506606e-08
1819,4.140420006848444e-09,4.7614829412623294e-08
1820,1.1866481131050932e-09,2.966620371580575e-08
1821,1.4792232327920374e-08,4.6348993976153e-08
1822,1.4035862250239006e-08,3.909990198280866e-08
1823,2.075364236020505e-08,4.5460360809101985e-08
1824,8.421112696055388e-10,6.400046004273463e-08
1825,1.7610886082763955e-09,2.8177417732422327e-08
1826,1.0569580766173203e-08,5.19671061738336e-08
1827,6.452091305675367e-09,1.8434546333878643e-08
1828,0.0,4.953042775923677e-08
1829,2.571952872898464e-09,1.2002446148073886e-08
1830,6.262101504006523e-09,2.5048406016026092e-08
1831,2.0268567268999504e-08,1.2472964883158966e-08
1832,1.352996914505411e-08,1.0823975493678972e-08
1833,1.1583628500844156e-09,6.950177322551099e-09
1834,5.600718555598405e-09,2.240287422239362e-08
1835,1.5126175867408165e-09,2.7983425354705105e-08
1836,1.3441500135158435e-09,1.4785650037651976e-08
1837,4.87052354003481e-09,5.5663129217009555e-08
1838,3.787297142565649e-09,5.5547026533986354e-08
1839,2.307186797168015e-08,3.985140750728533e-08
1840,4.458782232319436e-09,3.9492068282243054e-08
1841,2.5682194149112547e-09,8.988767952189392e-09
1842,8.049918065466954e-09,2.2808102073668124e-08
1843,1.594865928211675e-08,3.36693943836508e-08
1844,1.0977122322231025e-08,2.305195678786731e-08
1845,0.0,2.9575208060350633e-08
1846,1.7563503984519002e-09,3.102885770545072e-08
1847,2.1572894581822766e-09,1.6179670936367074e-08
1848,2.413566457803995e-09,8.84974404868899e-09
1849,4.1897072478036534e-09,1.256912263158938e-08
1850,0.0,1.0862393651223101e-08
1851,7.094382858952031e-09,1.6123596680017727e-08
1852,3.2552727180501506e-09,9.765818376195057e-09
1853,7.166318205520383e-09,1.791579506971175e-08
1854,4.676098175337984e-09,2.286092382064453e-08
1855,1.0613874223963649e-09,6.8990182455763716e-09
1856,8.28350277259915e-09,1.3978411317339123e-08
1857,6.345961978126979e-09,2.3431244500216053e-08
1858,1.0276719919488642e-08,2.300027723833864e-08
1859,0.0,1.171199848215565e-08
1860,4.577183909670879e-10,1.6935580049448618e-08
1861,1.8863854922557266e-09,9.903524222920623e-09
1862,4.517986262886353e-10,1.2650361647104091e-08
1863,2.4973103585068657e-09,1.0988165932701577e-08
1864,1.102787461348953e-08,2.205574922697906e-08
1865,1.882737743486018e-09,3.2006543193574544e-08
1866,7.298419202328432e-09,1.702964524952222e-08
1867,0.0,1.2132028714972876e-08
1868,9.87974813071446e-10,1.8277534152844055e-08
1869,3.4184632902167778e-09,2.0022428159904848e-08
1870,1.7202146374017957e-09,1.2614907340946502e-08
1871,0.0,5.3105884134652115e-09
1872,7.861540751719076e-09,2.2979889990892843e-08
1873,2.3944017879529156e-09,5.387403856360606e-09
1874,2.3898436563030145e-09,1.1351757756017378e-08
1875,4.005069165202713e-09,1.1443054503956773e-08
1876,4.232210137899983e-09,1.6324239737741664e-08
1877,3.0924081073635534e-09,1.6699003069220453e-08
1878,2.4156354694326865e-09,1.4493812372506909e-08
1879,2.443730107160036e-09,1.649517855639715e-08
1880,7.059631101924424e-09,8.343199908722454e-09
1881,2.091752326904839e-09,1.5339516323820135e-08
1882,0.0,2.1297232422057277e-08
1883,2.5277355764075082e-09,8.847074184359371e-09
1884,6.601696966868076e-10,1.5844072720483382e-08
1885,1.2891271383708158e-09,1.6758653131887513e-08
1886,7.098810428374236e-09,1.0325542199041138e-08
1887,0.0,9.793386546164129e-09
1888,1.268122939990235e-09,6.340614699951175e-09
1889,3.759081934617825e-09,2.0674951528576457e-08
1890,4.5880703680722945e-09,1.1142456735058204e-08
1891,1.2748440081367107e-09,1.466070642663908e-08
1892,3.1342561879199593e-09,1.8805537127519756e-09
1893,8.005941687372342e-09,3.079208221734575e-09
1894,6.301539290376468e-10,8.822155450616265e-09
1895,1.8055843487019274e-09,1.2037228991346183e-09
1896,8.845543852942228e-09,7.076434549446731e-09
1897,0.0,7.574727511894253e-09
1898,2.8291773368493978e-09,1.1316709347397591e-08
1899,1.1055156790007459e-09,8.291367592505594e-09
1900,3.114631885736685e-09,4.15284251431558e-09
1901,5.029864968975062e-09,3.353243460679778e-09
1902,1.9641135384773634e-09,9.820567692386817e-10
1903,1.6200660812870638e-09,3.2401321625741275e-09
1904,1.0749250378694342e-09,5.374625189347171e-10
1905,8.257214467732865e-09,5.160758931310738e-09
1906,1.0288369045596824e-09,3.0865106026567446e-09
1907,2.057137349353866e-09,1.2342823652033985e-08
1908,3.929111258571538e-09,8.840499887696751e-09
1909,1.1001967115120692e-09,1.4852655993990993e-08
1910,2.137660271017694e-09,4.809735720812114e-09
1911,4.788336838146279e-09,1.276889793899727e-08
1912,6.772247651554153e-09,4.688478938419394e-09
1913,4.242391771214216e-09,4.242391771214216e-09
1914,3.3483718020477227e-09,8.705766774141921e-09
1915,9.424609537234119e-09,2.3561523843085297e-09
1916,8.789969641043172e-09,1.0987462051303964e-09
1917,3.289927441585405e-09,3.289927441585405e-09
1918,1.4932290071101306e-08,0.0
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,0.0,6.057785384427916e-09
1921,2.2718242842501013e-09,2.2718242842501013e-09
1922,1.4755870969551665e-09,5.164555005876537e-09
1923,2.1231896241147297e-09,1.6985516992917837e-08
1924,0.0,3.867487219366694e-09
1925,1.0998177923937646e-09,4.399271169575059e-09
1926,1.1146138456652466e-09,7.802296586589819e-09
1927,6.689535148041159e-09,1.2264147031260109e-08
1928,2.2852082448565625e-09,1.2568645679778001e-08
1929,0.0,4.4561625500705304e-09
1930,1.0503603542488804e-09,5.2518016602221e-09
1931,2.2810713318222042e-09,2.3951248095954725e-08
1932,0.0,6.575722188983946e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,2.3963160344919743e-09,4.7926320689839486e-09
1935,1.196828414151696e-09,5.98414207075848e-09
1936,0.0,2.424942913137329e-09
1937,5.0364472592434595e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,0.0,1.2235240376412548e-08
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,0.0,5.806470415592457e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,0.0,0.0
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,0.0,2.3841741914054637e-09
1948,2.174377566888097e-09,3.2615663503321457e-09
1949,8.835307596655184e-09,3.9268033269479474e-09
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,5.330700769690111e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,3.232148326759443e-09,8.619061908632375e-09
1954,2.9317608341017376e-09,5.863521668203475e-09
1955,9.385607846468247e-10,3.754243138587299e-09
1956,3.488456634670456e-09,1.744228317335228e-09
1957,0.0,3.534015080575159e-09
1958,2.4816730892496253e-09,3.3088973783179654e-09
1959,7.750747821333448e-10,8.525822714489095e-09
1960,6.920833350854139e-10,6.2287499602575735e-09
1961,2.779263708063695e-09,3.47407969059077e-09
1962,1.9025869768540815e-09,4.43936931660005e-09
1963,2.5864212993553792e-09,1.939815863494232e-09
1964,4.867174663303331e-09,5.475571551727398e-09
1965,2.188817349590977e-09,6.5664522708175355e-09
1966,1.1078149508847446e-09,4.985167390003653e-09
1967,4.930335584241163e-10,1.1832804958089582e-08
1968,2.6948494546985557e-09,7.186265360559219e-09
1969,1.3625273131978588e-09,6.358460868938209e-09
1970,1.8394900047624674e-09,2.2993624781975086e-09
1971,7.193756701440179e-09,2.569198631618974e-09
1972,1.5390440033513642e-09,7.182205497002769e-09
1973,3.859242703185828e-09,4.410563025913916e-09
1974,0.0,2.812785782069227e-09
1975,2.2845920710778955e-09,6.8537762132336866e-09
1976,5.713526873840635e-10,1.142705374768127e-09
1977,5.289103821581875e-09,7.639816779203557e-09
1978,1.7821774056514528e-09,1.128712323605896e-08
1979,5.851973350345929e-10,8.777959692451986e-09
1980,1.1370301367108482e-09,7.95921106799824e-09
1981,3.795329828193417e-09,3.1627747087981106e-09
1982,3.7245013739806154e-09,1.2415004579935385e-09
1983,6.315316047889041e-10,6.315316047889041e-10
1984,4.059305780401701e-09,2.8995041922996734e-09
1985,4.210890747202711e-09,2.4062232206745193e-09
1986,5.994485463567401e-10,3.5966913891627428e-09
1987,3.6664902225425067e-09,2.4443267410134695e-09
1988,1.798966087207532e-09,8.395175221664886e-09
1989,5.488122178931576e-10,2.1952488715726304e-09
1990,1.6345953479657283e-09,2.179460389939436e-09
1991,1.7584396161396398e-09,2.9307325455363298e-09
1992,1.1019888335184191e-09,3.856960972825618e-09
1993,1.661762283333701e-09,6.647049133334804e-09
1994,3.6924485691258724e-09,7.384897138251745e-09
1995,1.626735190995987e-09,5.964695848348356e-09
1996,2.135236876199542e-09,5.871901187504136e-09
1997,1.438468344439059e-09,3.3564262480467733e-09
1998,4.768129224785866e-10,3.337690568372409e-09
1999,4.570201161957499e-10,4.113180906983871e-09
2000,3.092622158362701e-09,3.5344251969604557e-09
2001,1.3143635069212678e-09,3.5049694258049158e-09
2002,0.0,1.3143663935011318e-09
2003,4.1669229178253886e-10,2.9168460979889232e-09
2004,2.642874807889939e-09,7.928623979580607e-09
2005,1.3511248786457486e-09,3.602999676388663e-09
2006,2.0589450144825605e-09,3.294311934354255e-09
2007,1.5977917877663117e-09,1.5977917877663117e-09
2008,2.554463751636149e-09,5.108927503272298e-09
2009,1.430457752249481e-09,3.337734755248789e-09
2010,1.8895172093635892e-09,2.8342759250676863e-09
2011,1.1471915639660324e-09,6.883149605840799e-09
2012,2.0425516833455504e-09,1.463828702696901e-08
2013,1.1156500168141292e-09,1.3666713094551142e-08
2014,2.1654451842767486e-10,8.228691505962615e-09
2015,1.329945265027277e-09,9.309617077235544e-09
2016,2.0713399884186856e-09,1.304944241553585e-08
2017,1.0062445321423752e-09,3.5218559180094644e-09
2018,7.744400121190154e-10,1.0067719991013746e-08
2019,2.55098775436835e-10,7.1427654901867754e-09
