year,en_ADP aliment_NOUN,en_ADP ralliement_NOUN
1800,1.6664071722516383e-07,0.0
1801,5.9529565277216534e-08,0.0
1802,1.1412984690650774e-07,0.0
1803,1.2872239096850535e-07,0.0
1804,1.656140113936999e-07,0.0
1805,9.381496113292087e-08,0.0
1806,1.0950342499427279e-07,0.0
1807,1.508886242618246e-07,0.0
1808,6.118399653587403e-08,0.0
1809,1.1295152546608733e-07,0.0
1810,8.424456154898508e-08,0.0
1811,3.008491944456182e-08,0.0
1812,2.1337665856435706e-08,0.0
1813,9.489947672136623e-08,0.0
1814,1.5733386149463513e-08,0.0
1815,1.0788894400093341e-07,0.0
1816,1.9004352225238108e-07,0.0
1817,1.4478922594207688e-07,0.0
1818,1.227881227805483e-07,0.0
1819,7.03871378959775e-08,2.070210003424222e-09
1820,8.899861114741725e-08,0.0
1821,6.508582117703554e-08,0.0
1822,6.616906489398389e-08,2.7069162911175226e-08
1823,4.644862983127496e-08,0.0
1824,5.052667617633233e-08,0.0
1825,3.522177394188475e-08,0.0
1826,2.290075862276808e-08,0.0
1827,4.147772969531616e-08,0.0
1828,4.769596628761974e-08,0.0
1829,1.971830521085849e-08,6.001223074036943e-09
1830,3.861629238599562e-08,0.0
1831,1.4032085715598441e-08,0.0
1832,8.794479811058409e-08,1.7588959622116818e-08
1833,1.2278646011054661e-07,0.0
1834,1.4001796166951408e-08,4.667265685043276e-09
1835,6.277362984974388e-08,0.0
1836,4.166864897570122e-08,0.0
1837,3.6181031504156635e-08,0.0
1838,3.28232410140572e-08,0.0
1839,1.4682098203877558e-08,0.0
1840,3.694419348221345e-08,4.458782232319436e-09
1841,2.5040138851295524e-08,8.154096775569997e-08
1842,4.360372329870188e-08,0.0
1843,2.7171790151214736e-08,2.3627644285539873e-09
1844,3.512679214168202e-08,0.0
1845,6.528866691724033e-08,3.348136878855712e-09
1846,3.7468808500307205e-08,3.5127007969038004e-09
1847,3.883121024728098e-08,5.393223645455691e-10
1848,4.424871846708811e-08,2.413566457803995e-09
1849,1.005529792763582e-08,1.5920887719289567e-08
1850,3.5166999623470474e-07,6.788996032014438e-10
1851,7.094382681316347e-08,6.449438760824933e-10
1852,5.729280161403949e-08,2.6042181744401205e-09
1853,4.598387448595531e-08,0.0
1854,2.7017454939937124e-08,0.0
1855,6.739810487488285e-08,0.0
1856,3.158085348786699e-08,0.0
1857,3.905207179855097e-08,0.0
1858,4.4532452392331834e-08,4.404308473482388e-09
1859,4.073738679721828e-08,0.0
1860,8.10161537856402e-08,0.0
1861,4.433005784676425e-08,0.0
1862,3.207770404856092e-08,0.0
1863,3.3963420520422005e-08,0.0
1864,4.267307929239905e-08,0.0
1865,1.1014015655064213e-07,4.706844358715045e-10
1866,2.3354942868536455e-08,0.0
1867,3.930777126015528e-08,0.0
1868,2.5193358510477992e-08,0.0
1869,2.197583626184496e-08,0.0
1870,4.587239033071455e-08,1.7202146374017957e-09
1871,2.8677177965619194e-08,2.1242354542039266e-09
1872,2.963196266136947e-08,6.047339295989218e-10
1873,3.591602748542755e-08,0.0
1874,2.1508592240593316e-08,0.0
1875,2.574687130163511e-08,0.0
1876,3.929909553335165e-08,0.0
1877,9.21537548492779e-08,0.0
1878,2.959153455606156e-08,0.0
1879,2.7491964260661916e-08,0.0
1880,2.2462462112571302e-08,6.417846254436199e-10
1881,2.1614773970668466e-08,0.0
1882,3.9932309903178975e-08,0.0
1883,5.750598575104959e-08,0.0
1884,2.970763546272792e-08,0.0
1885,2.707166935067562e-08,0.0
1886,1.4197620856748472e-08,0.0
1887,2.0239665943222462e-08,0.0
1888,2.9166827175686194e-08,0.0
1889,1.7542383545787743e-08,0.0
1890,4.3258950199742685e-08,0.0
1891,2.8683990294098294e-08,0.0
1892,2.5074049503359674e-08,0.0
1893,1.970693297437265e-08,0.0
1894,1.7014155417882648e-08,0.0
1895,2.7083764564395096e-08,0.0
1896,1.8280790214930676e-08,0.0
1897,4.3700350005337896e-08,0.0
1898,5.714938566825367e-08,0.0
1899,4.532614283903058e-08,0.0
1900,4.256663643786851e-08,0.0
1901,3.129693837422565e-08,0.0
1902,3.879124221839447e-08,0.0
1903,5.616229259430838e-08,0.0
1904,3.439760121182189e-08,0.0
1905,3.767354073147544e-08,0.0
1906,4.1153477070565714e-08,0.0
1907,3.445705232252294e-08,0.0
1908,2.89771957540097e-08,0.0
1909,1.5402754627302784e-08,0.0
1910,2.4583092894658876e-08,0.0
1911,3.6710581241550244e-08,5.320374141248863e-10
1912,2.2921453179947093e-08,0.0
1913,3.4999732889673396e-08,5.30298971401777e-10
1914,1.9420557606508737e-08,6.696743715117748e-10
1915,2.4739600590351074e-08,0.0
1916,3.5159878564172686e-08,0.0
1917,3.728584374584898e-08,0.0
1918,4.2499593178035866e-08,0.0
1919,5.4326307008523145e-08,0.0
1920,4.0132828615924154e-08,0.0
1921,3.4077363153528495e-08,0.0
1922,5.6072309462251724e-08,0.0
1923,4.458698299458774e-08,0.0
1924,4.512068585427187e-08,0.0
1925,5.609070896639423e-08,0.0
1926,3.009457216762712e-08,1.1146138456652466e-09
1927,4.6826745148109694e-08,1.1149224876660924e-09
1928,4.227635130860108e-08,0.0
1929,5.570203143179242e-08,1.1140406375176326e-09
1930,3.886333388436469e-08,1.0503603542488804e-09
1931,2.2810713318222042e-08,5.7026783295555106e-09
1932,3.835837958376942e-08,0.0
1933,2.064719240024715e-08,0.0
1934,6.470052937856963e-08,0.0
1935,3.590485420090772e-08,0.0
1936,3.8799086610197264e-08,0.0
1937,3.1477796369472344e-08,0.0
1938,4.2785206488815675e-08,0.0
1939,2.4470480752825097e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,8.49579322448335e-08,0.0
1943,4.3548528338988035e-08,0.0
1944,4.177142187700156e-08,0.0
1945,4.7927088075994106e-08,0.0
1946,2.227376683094917e-08,0.0
1947,5.722018059373113e-08,0.0
1948,2.391815279167986e-08,1.0871887834440486e-09
