year,ancien_ADJ établissement_NOUN,ancien_ADJ etablissement_NOUN
1965,7.989183359313756e-08,2.188817405102128e-09
1966,7.699313964160126e-08,2.7695373772118614e-09
1967,8.28296358168501e-08,3.944268356370628e-09
1968,7.859977957380693e-08,4.042274182047834e-09
1969,8.03891148648539e-08,7.720988015602614e-09
1970,6.806112795576524e-08,3.219107563845469e-09
1971,7.810363911175955e-08,2.5691987426412766e-09
1972,6.617889736215687e-08,2.0520587451500205e-09
1973,5.458071644648399e-08,2.2052815684681093e-09
1974,9.113425769591288e-08,3.375343005096454e-09
1975,6.682431941129607e-08,1.1422960355389478e-09
1976,8.34174932462517e-08,1.7140580066410394e-09
1977,7.228441778472927e-08,5.876781838942691e-10
1978,7.069303720186326e-08,1.7821774056514528e-09
1979,5.969012883966229e-08,2.3407893401383717e-09
1980,5.96940830099868e-08,0.0
1981,7.653914746441615e-08,1.2651099057237047e-09
1982,6.579952216423379e-08,1.2415004579935385e-09
1983,5.3680185629900734e-08,4.420721011477724e-09
1984,8.060622036509812e-08,1.1598016991243298e-09
1985,6.677269481780712e-08,6.015558051686298e-10
1986,6.713823724746604e-08,4.196139880008332e-09
1987,6.04970857853715e-08,6.110816852533674e-10
1988,6.776105720973646e-08,5.996553809062277e-10
1989,6.695508858456378e-08,0.0
1990,5.557624010998907e-08,1.089730194969718e-09
1991,5.3339334726842935e-08,5.861465202094962e-10
1992,7.879220476070259e-08,2.7549720282848966e-09
1993,7.976458427094713e-08,1.6617622278225497e-09
1994,9.072873985438434e-08,1.0549853213248639e-09
1995,7.645655575316823e-08,0.0
1996,6.192186630116225e-08,0.0
1997,7.815677749434258e-08,1.438468344439059e-09
1998,7.104512822486697e-08,2.3840646123929332e-09
1999,7.449427608108294e-08,1.3710603485872497e-09
2000,6.141063502163036e-08,4.4180314962005696e-10
2001,6.790878059881322e-08,8.762423564512289e-10
2002,6.17752208276201e-08,1.3143663935011318e-09
2003,8.25050763819668e-08,2.0834614589126943e-09
2004,6.739330818406053e-08,4.404791253964646e-10
2005,8.557123920560628e-08,0.0
2006,6.053298412522778e-08,0.0
2007,6.191443091552173e-08,7.988958938831558e-10
2008,7.450519168283876e-08,0.0
2009,8.821156427529786e-08,4.76819250749827e-10
2010,5.5268379206552254e-08,4.723793023408973e-10
2011,9.101053555227168e-08,0.0
2012,7.387228162514248e-08,0.0
2013,6.610226521708285e-08,0.0
2014,6.08490098308323e-08,0.0
2015,8.156997355346363e-08,1.1082876977264178e-09
2016,8.057512501657982e-08,6.214020409345267e-10
2017,6.339340902217216e-08,2.515611330355938e-10
2018,7.331365248219868e-08,1.2907333535316923e-09
2019,6.249920320167135e-08,0.0
