year,prochain_ADJ envoi_NOUN,prochain_ADJ renvoi_NOUN
1859,4.99032992706816e-08,0.0
1860,5.492620758218436e-08,0.0
1861,4.998921721011129e-08,0.0
1862,6.68661996883202e-08,4.517986429419807e-09
1863,6.093437576737415e-08,5.9935452156878455e-09
1864,6.281093334337129e-08,0.0
1865,3.671338433264282e-08,4.23615986733239e-09
1866,6.033359767343427e-08,3.4059290943133647e-09
1867,5.726317553467197e-08,1.455843445796745e-09
1868,6.026646559575966e-08,3.457911734727759e-09
1869,6.055563517293194e-08,6.8369265804335555e-09
1870,6.651496420317926e-08,0.0
1871,6.585129597169725e-08,0.0
1872,7.740594298866199e-08,0.0
1873,6.644465261329557e-08,5.986004469882289e-10
1874,5.795370938699307e-08,2.9873046258899194e-09
1875,6.522540729747561e-08,5.721527140956084e-10
1876,4.292670396921494e-08,0.0
1877,1.1627454199469867e-07,0.0
1878,3.6838439854136595e-08,6.039088673581716e-10
1879,4.520900631632685e-08,0.0
1880,5.519347823224052e-08,3.8507077526617195e-09
1881,4.811030251961057e-08,5.5780060570498335e-09
1882,4.45910792734594e-08,5.989846840748214e-09
1883,4.73950407808843e-08,0.0
1884,1.7824582698722224e-08,2.6406787867472303e-09
1885,4.3185760745245716e-08,0.0
1886,2.19417763958063e-08,2.5813855497602844e-09
1887,4.6355363991779086e-08,1.3057849246322917e-09
1888,4.7554610915767626e-08,1.268122939990235e-09
1889,3.3205225236088154e-08,0.0
1890,5.309053108248918e-08,3.9326319978272295e-09
1891,5.5455715575192244e-08,6.374220040683554e-10
1892,3.635737000351469e-08,6.268512375839919e-10
1893,3.818218285989161e-08,1.847525021858587e-09
1894,3.0877544077156927e-08,0.0
1895,4.032471778714353e-08,1.8055843487019274e-09
1896,4.1279204054944785e-08,5.89702897624278e-10
1897,3.437761009195128e-08,1.1653427112179315e-09
1898,2.2633418694795182e-08,2.8291773368493978e-09
1899,4.643165851803133e-08,6.633094074004475e-09
1900,6.125442819637783e-08,3.633737311048435e-09
1901,3.63268028991115e-08,4.470991132876634e-09
1902,2.3078333910575566e-08,4.910283735171106e-09
1903,4.104167317109386e-08,0.0
1904,4.08471514390385e-08,1.0749250378694342e-09
1905,3.715746643706552e-08,0.0
1906,2.82930141537463e-08,5.144184522798412e-10
1907,2.365707874041334e-08,1.5428529565042481e-09
1908,3.830883299471566e-08,2.4556945366072114e-09
1909,2.8055016088046614e-08,2.2003934230241384e-09
1910,2.8858414324872683e-08,1.068830135508847e-09
1911,2.873002002967695e-08,1.5961122423746588e-09
1912,2.5005221004903433e-08,1.0418842455450772e-09
1913,4.5075413623862914e-08,2.121195885607108e-09
1914,3.4153391226254826e-08,4.018046340092951e-09
1915,3.1808056522031336e-08,3.534228465440492e-09
1916,3.076489463182952e-08,1.0987462051303964e-09
1917,5.483212106582869e-08,1.0966424435210342e-09
1918,5.283732917860107e-08,3.44591288836682e-09
1919,3.867296172188617e-08,1.8415696745321952e-09
1920,4.0890050456710014e-08,0.0
1921,1.8931868628335735e-08,0.0
1922,1.1804696775641332e-08,2.2133805899215986e-09
1923,1.0615948120573648e-08,2.1231896241147297e-09
1924,1.804827398643738e-08,0.0
1925,2.5295809447101192e-08,7.698724324711748e-09
1926,2.0063049888108253e-08,0.0
1927,1.5608915049369898e-08,0.0
1928,2.399468712610542e-08,0.0
1929,3.676334259239411e-08,0.0
1930,1.995684684175103e-08,1.0503603542488804e-09
1931,3.307553342324354e-08,0.0
1932,2.6302888755935783e-08,4.383814644626227e-09
1933,4.3588517684156614e-08,5.735331320977366e-09
1934,3.235026824199849e-08,1.0783422155213884e-08
1935,3.4708023122220766e-08,0.0
1936,2.3036958562983045e-08,0.0
1937,2.0145789036973838e-08,5.0364472592434595e-09
1938,2.2040865133021725e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,0.0,0.0
1942,1.8205270180260413e-08,0.0
1943,0.0,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.2528993842408909e-08,1.3921104269343232e-09
1947,1.907339353124371e-08,0.0
1948,1.9569398546082084e-08,0.0
1949,9.817008539414473e-09,3.9268033269479474e-09
1950,2.4461330738745346e-08,2.1270722960764488e-09
1951,4.904244832459881e-08,0.0
1952,1.687168627029223e-08,0.0
1953,1.2928593307037772e-08,3.232148326759443e-09
1954,1.9545072893478732e-08,2.9317608341017376e-09
1955,1.1262729415761896e-08,0.0
1956,6.976913269340912e-09,0.0
1957,2.3854601849393475e-08,2.6505113659425206e-09
1958,1.9026160202884057e-08,1.6544486891589827e-09
1959,7.750747599288843e-09,1.5501495642666896e-09
1960,1.1765416307873977e-08,0.0
1961,1.3201502280235644e-08,1.3896318540318475e-09
1962,9.512934440181198e-09,1.2683912808952869e-09
1963,2.2631185814248056e-08,0.0
1964,3.102823953327061e-08,2.4335873316516654e-09
1965,2.1340969269534327e-08,3.830430195250756e-09
1966,1.4401594583546284e-08,1.6617224263271169e-09
1967,1.873527466500491e-08,1.4791006197611978e-09
1968,1.661823922916028e-08,4.4914158503495116e-10
1969,1.4533625386503601e-08,0.0
1970,2.2533752641606952e-08,4.5987250119061684e-10
1971,1.6956711590410123e-08,5.138397485282553e-10
1972,1.7442499000708267e-08,0.0
1973,4.3002987837326145e-08,0.0
1974,1.8001828527847152e-08,5.625571675160757e-10
1975,1.9990181510110006e-08,5.711480177694739e-10
1976,1.7140580510499603e-08,0.0
1977,1.2928920156696222e-08,0.0
1978,5.940591130126904e-09,1.1881182704343018e-09
1979,1.9896709724243067e-08,5.851973350345929e-10
1980,1.8760998088396263e-08,0.0
1981,2.71998629175485e-08,1.8976649140967083e-09
1982,1.4898005495922462e-08,1.2415004579935385e-09
1983,1.3893695083311286e-08,0.0
1984,2.0876431250371752e-08,0.0
1985,1.2632671797518924e-08,6.015558051686298e-10
1986,8.392279760016663e-09,0.0
1987,1.3443797186596385e-08,1.2221633705067347e-09
1988,1.0793796967334401e-08,0.0
1989,1.15250561316671e-08,1.0976244357863152e-09
1990,1.689081763345257e-08,1.6345953479657283e-09
1991,7.6199047072123e-09,0.0
1992,1.2672871640972971e-08,1.1019888335184191e-09
1993,1.7171542965321862e-08,1.661762283333701e-09
1994,9.494867891923775e-09,5.274926606624319e-10
1995,1.3013881527967897e-08,1.626735190995987e-09
1996,1.4412848692302305e-08,0.0
1997,1.1507746755512471e-08,4.79489448146353e-10
1998,9.059445638115449e-09,9.536258449571733e-10
1999,5.0272213059088244e-09,0.0
2000,1.0161472552283612e-08,0.0
2001,9.638665865452367e-09,0.0
2002,1.3581786362237835e-08,1.3143663935011318e-09
2003,1.2917460878725251e-08,0.0
2004,1.3654853248112886e-08,8.809582507929292e-10
2005,1.4862373554080932e-08,4.5037495954858286e-10
2006,1.2765458912156191e-08,4.1178899179428186e-10
2007,1.0385647009059085e-08,0.0
2008,1.3623806971452268e-08,0.0
2009,1.668867355419934e-08,9.53638501499654e-10
2010,7.085689368580006e-09,0.0
2011,7.265546830836911e-09,7.64794394481072e-10
2012,9.19148224198807e-09,3.063827413996023e-09
2013,7.80955033974351e-09,1.3945624655065103e-09
2014,1.0827226226695075e-08,2.5985342766432495e-09
2015,9.309617077235544e-09,6.649726325136385e-10
2016,1.0978101983027955e-08,1.0356699942093428e-09
2017,4.2765391228272165e-09,1.509366853724714e-09
2018,2.013543992651634e-08,1.5488800242380307e-09
2019,1.632632162795744e-08,1.02039510174734e-09
