year,bien_ADV apporter_VERB,bien_ADV rapporter_VERB
1800,6.288328968651058e-09,6.288328968651058e-09
1801,2.8574191901498125e-08,3.095537337571841e-08
1802,1.1189200677108602e-08,3.1329761895904085e-08
1803,1.5602713787643552e-08,5.070882025393075e-08
1804,4.943701892301533e-09,1.730295728918918e-08
1805,1.421438877713399e-08,1.421438877713399e-08
1806,1.152667650217154e-08,6.916005901302924e-08
1807,2.8469551160981155e-09,1.9928686256776018e-08
1808,6.798221985349073e-09,2.7192887941396293e-08
1809,2.710836710662079e-08,1.3554183553310395e-08
1810,5.3822915901946544e-08,2.3401267590372754e-09
1811,1.2535384286138651e-08,2.757784400841956e-08
1812,2.6672082320544632e-09,5.601137331723294e-08
1813,0.0,3.4508900625951355e-08
1814,0.0,6.922689976818219e-08
1815,8.091670444798638e-09,2.4275012222574333e-08
1816,1.1588019432906549e-08,5.0987285504788815e-08
1817,4.203558034987509e-08,5.293369653713853e-08
1818,3.2187177367859476e-08,1.7881765401739358e-08
1819,2.3807414706311647e-08,6.210630232317271e-09
1820,1.6613073583471305e-08,3.678609061807947e-08
1821,6.607196922914227e-08,2.1695274909916407e-08
1822,1.9048670196752937e-08,5.9151133768864383e-08
1823,3.9530746676064155e-08,2.7671523739059012e-08
1824,3.8737120178211626e-08,3.115811608722652e-08
1825,1.7610886970942374e-08,3.169959583715354e-08
1826,2.7304752237000685e-08,2.7304752237000685e-08
1827,1.013900075008678e-08,3.041700225026034e-08
1828,1.559291185060374e-08,8.071624790773058e-08
1829,2.5719527840806222e-08,2.4004892296147773e-08
1830,8.349468672008697e-09,2.5048406016026092e-08
1831,1.7150327380477393e-08,1.7150327380477393e-08
1832,1.2176972319366541e-08,3.3824925083081325e-08
1833,2.3167256557599103e-08,1.7375443306377747e-08
1834,1.8669062740173104e-08,2.9870498963191494e-08
1835,2.0420337421001022e-08,4.159698363537245e-08
1836,3.1587525484155776e-08,2.8227150394855016e-08
1837,1.948209416013924e-08,2.7831564608504777e-08
1838,2.209256599883247e-08,3.092959488526503e-08
1839,5.103776956616457e-08,2.516931019158619e-08
1840,2.93005673057678e-08,2.5478755105723394e-08
1841,7.704658244733764e-09,6.035315891494974e-08
1842,3.6224630406422875e-08,4.8299508392801727e-08
1843,3.307870244384503e-08,2.7171790151214736e-08
1844,3.951764071530306e-08,2.7442807137845193e-08
1845,2.17628883802945e-08,3.5155437672074186e-08
1846,1.9319854160926297e-08,2.0490753982471688e-08
1847,1.9954928376364478e-08,3.3977308078192436e-08
1848,3.218088551193432e-08,2.654923214606697e-08
1849,3.603148357456121e-08,1.5920887719289567e-08
1850,3.869727649430388e-08,1.5614691761811628e-08
1851,3.0957306051959677e-08,1.096404567135778e-08
1852,2.6042181744401205e-08,3.059956199535918e-08
1853,6.151089593231518e-08,5.1955808544335014e-08
1854,1.6626126253527218e-08,3.948704829781491e-08
1855,2.388121700391821e-08,2.175844215912548e-08
1856,2.329735160344626e-08,1.4496129630003907e-08
1857,4.3445432140742923e-08,1.757343248698362e-08
1858,2.5936483183386372e-08,3.327699715782728e-08
1859,3.360834455179429e-08,4.073738679721828e-08
1860,7.094634923987542e-08,2.746310379109218e-08
1861,4.008569121083383e-08,2.4051415081771665e-08
1862,3.027050965442868e-08,3.072230825296174e-08
1863,4.844782353075061e-08,3.795911851511846e-08
1864,3.691940619887646e-08,2.9727313943794798e-08
1865,5.554076309977063e-08,4.000817810378976e-08
1866,4.135770836910524e-08,1.9949013108089275e-08
1867,4.2219461704462447e-08,3.8337212515671126e-08
1868,2.1735445443482604e-08,2.8157282727647726e-08
1869,7.227608023185894e-08,2.1487483792270723e-08
1870,3.669791226457164e-08,2.5229814681893004e-08
1871,2.0180236148803488e-08,6.37270636261178e-09
1872,4.5959779981785687e-08,3.3260366905096816e-08
1873,5.6268440573603584e-08,4.549363552541763e-08
1874,4.958925714504403e-08,5.138164027584935e-08
1875,6.636971505713518e-08,3.3757011408397375e-08
1876,4.897271921322499e-08,2.6602464231473277e-08
1877,7.050689987408987e-08,4.391219476929109e-08
1878,4.046189516770937e-08,3.140326043649111e-08
1879,5.803859082220697e-08,2.7491964260661916e-08
1880,4.55667077403632e-08,4.1074216028391675e-08
1881,5.438555916725818e-08,2.9284532132578533e-08
1882,4.059785041476971e-08,3.1945848633085916e-08
1883,4.9922778799782463e-08,3.2860562271253e-08
1884,5.3473744543452995e-08,2.5746619058963915e-08
1885,6.961286658224708e-08,1.6758653131887513e-08
1886,7.098810073102868e-08,3.033127882190456e-08
1887,7.377684596576728e-08,2.0239665943222462e-08
1888,4.628648753168818e-08,4.12139939953704e-08
1889,5.951880055476977e-08,1.9421923624918236e-08
1890,8.061895329092295e-08,3.604912635069013e-08
1891,4.270727416155751e-08,2.358461337337303e-08
1892,4.0745330665004076e-08,3.13425623232888e-08
1893,5.2962381147381166e-08,3.510297474917934e-08
1894,7.183754746620252e-08,3.4028310835765296e-08
1895,8.60661870660806e-08,4.754705429377282e-08
1896,8.196870027177283e-08,3.2433661090180976e-08
1897,6.817254671886985e-08,4.0204323425996336e-08
1898,1.0185038945564884e-07,3.225262190653666e-08
1899,7.020024384019052e-08,2.266307141951529e-08
1900,6.956010878411689e-08,2.3359739032002835e-08
1901,9.221419361438166e-08,3.968004591570207e-08
1902,7.119911771269472e-08,4.075535642300565e-08
1903,7.452303663058046e-08,3.0781254878320397e-08
1904,7.578221783433037e-08,2.4723275870996986e-08
1905,6.657379003627284e-08,4.8511136441220515e-08
1906,6.430230570231288e-08,4.166789580040131e-08
1907,9.051404248339168e-08,3.239991386294605e-08
1908,8.987841937369012e-08,4.9605031193777904e-08
1909,7.481337860326676e-08,2.7504917454734823e-08
1910,1.1757131801459764e-07,3.20649036211762e-08
1911,1.0055507004835817e-07,4.8947441655400326e-08
1912,7.762037768088703e-08,3.1777467768279166e-08
1913,9.280231694219765e-08,2.704524781904638e-08
1914,8.973636766995696e-08,2.9465672568562695e-08
1915,8.717763932963862e-08,4.476689596799588e-08
1916,6.922100936890274e-08,5.933229374477378e-08
1917,7.23783983858084e-08,4.276905585243185e-08
1918,6.662098428478203e-08,4.020231614276781e-08
1919,8.65537757022139e-08,1.9336480860943084e-08
1920,5.906340660999376e-08,2.4231141537711665e-08
1921,7.421292735898533e-08,2.3475516641724425e-08
1922,9.886433360861702e-08,3.467629738906908e-08
1923,8.811237250938575e-08,2.441668023323018e-08
1924,9.281969681751434e-08,3.480738541838946e-08
1925,1.0668232874877503e-07,2.74954441437103e-08
1926,9.474217677052366e-08,3.4553028882555736e-08
1927,7.246995892273844e-08,3.3447673075670536e-08
1928,9.369353648480683e-08,3.427812345080383e-08
1929,8.689517017046455e-08,3.230717737778832e-08
1930,1.0608639655629304e-07,4.20144132817768e-08
1931,1.1747517447702194e-07,3.9918749195066994e-08
1932,8.87722464426588e-08,2.849479585620429e-08
1933,1.1355955820135932e-07,2.7529589274877253e-08
1934,8.74655370353139e-08,2.7557634396657704e-08
1935,1.2087967604657024e-07,2.752705441366743e-08
1936,1.115473722279603e-07,2.9099314957647948e-08
1937,6.799204044227736e-08,3.021868266728234e-08
1938,9.723910920911294e-08,1.5558256905023882e-08
1939,7.952905889396789e-08,2.2941076593951948e-08
1940,4.3108308034334186e-08,3.803674530900025e-08
1941,7.969057236323351e-08,1.7709016475464523e-08
1942,4.247896612241675e-08,1.517105907566929e-08
1943,5.8064703267746154e-08,1.7419411690866582e-08
1944,3.534504600111177e-08,9.639558484764166e-09
1945,5.664110602765504e-08,2.3963544037997053e-08
1946,1.0301616981678308e-07,3.3410650246423756e-08
1947,8.344609625510202e-08,2.0265479960812627e-08
1948,5.979538286737807e-08,1.3046265401328583e-08
1949,8.540797580280923e-08,2.6505922789965553e-08
1950,8.189228140054183e-08,2.0207187034770868e-08
1951,8.955577612823618e-08,2.5587365115598004e-08
1952,6.959570697517847e-08,1.0544804140977249e-08
1953,7.326202933199966e-08,3.016671712430252e-08
1954,6.840775057526116e-08,2.6385848173049453e-08
1955,7.790054468159724e-08,2.9095383879962355e-08
1956,6.715278999536167e-08,2.0930739808022736e-08
1957,6.537928243233182e-08,2.738861759610245e-08
1958,7.610464081153623e-08,2.2335056470978998e-08
1959,7.595733109155844e-08,1.4726420971555854e-08
1960,7.405292024031951e-08,2.2146666722733244e-08
1961,6.322824930293791e-08,1.528595028332802e-08
1962,8.307962673370639e-08,2.0928455413127267e-08
1963,5.496145405459174e-08,1.3578711488548834e-08
1964,4.258777863697105e-08,2.6161064425878067e-08
1965,6.292849974443016e-08,2.681301225493371e-08
1966,6.369936045302893e-08,2.1602390987141007e-08
1967,4.930335606445624e-08,3.5991448044114804e-08
1968,5.88375463905777e-08,2.4253646202510026e-08
1969,5.04135115875215e-08,3.3609008909252225e-08
1970,6.484201975354154e-08,2.0694262303777577e-08
1971,4.72732573086887e-08,2.1581270104320538e-08
1972,6.002272101568451e-08,1.846852804021637e-08
1973,4.9618833486420044e-08,8.269805285010534e-09
1974,6.356896165016224e-08,5.625571564138454e-09
1975,4.226495420311949e-08,1.770558810676448e-08
1976,6.741962010892166e-08,1.5997875024709174e-08
1977,5.641710743020667e-08,2.2331770210826107e-08
1978,4.574255285660911e-08,2.257424647211792e-08
1979,3.862302477841695e-08,2.5163485517509798e-08
1980,4.43441763309238e-08,1.819248218737357e-08
1981,7.084615560870589e-08,2.0241758491579276e-08
1982,4.6556266397601576e-08,1.738100685599875e-08
1983,4.2312617409834274e-08,1.136756910824488e-08
1984,4.1172960152380256e-08,1.5657322549600394e-08
1985,4.8726018775369084e-08,1.9851341903631692e-08
1986,4.975423095743281e-08,1.9182353483415682e-08
1987,4.3386798154188e-08,1.4054879038383206e-08
1988,4.197587699650285e-08,1.139345240375178e-08
1989,4.884428861373635e-08,1.5915555096057687e-08
1990,4.5223803368799054e-08,2.1249737969242233e-08
1991,4.8064013213888757e-08,1.75843961613964e-08
1992,6.116037809533736e-08,2.0937788391961476e-08
1993,5.151462900698789e-08,1.827938511667071e-08
1994,4.430938460586731e-08,1.6879765141197822e-08
1995,4.609083248396928e-08,1.7894087989134277e-08
1996,4.003569031851839e-08,2.081855932090093e-08
1997,4.842843281949172e-08,1.5343662340683295e-08
1998,4.1005911555203056e-08,1.954932926651054e-08
1999,3.519054914136177e-08,1.1425503210205079e-08
2000,3.3135236776615784e-08,1.5463109903635086e-08
2001,4.731708713734406e-08,1.5772362971233633e-08
2002,4.5564704009848356e-08,1.6648641576466616e-08
2003,4.125253738607171e-08,1.2500768420409258e-08
2004,3.788120395142869e-08,1.6297727611913615e-08
2005,4.008337128880157e-08,2.7022498017004182e-08
2006,4.6943945619659644e-08,2.182481573242967e-08
2007,5.1928232380760164e-08,2.3966876483427768e-08
2008,3.8316958494988285e-08,1.7881246705542253e-08
2009,4.482101090275137e-08,1.2397300963584712e-08
2010,4.912744699936411e-08,2.1257068993918438e-08
2011,4.015170418369962e-08,1.9884653923440965e-08
2012,5.855314810787604e-08,2.2127641940983267e-08
2013,5.3830113699859794e-08,2.2034088331679413e-08
2014,4.8939060803832035e-08,1.9272462736807938e-08
2015,4.876465808933972e-08,2.0392493027543424e-08
2016,5.074783260283766e-08,2.092053463798038e-08
2017,5.0815348373589586e-08,1.7860839918171223e-08
2018,5.240377376480865e-08,1.755397427416483e-08
2019,5.484623599727456e-08,1.5305927192343916e-08
