year,son_DET égal_ADJ,son_DET egal_ADJ,son_DET régal_NOUN
1800,8.740777275306755e-07,3.144164484325529e-09,1.8864987794131594e-08
1801,5.071918849353096e-07,2.3811825844433088e-09,0.0
1802,7.653413263142284e-07,2.2378401354217203e-09,0.0
1803,6.96271115430136e-07,1.950339223455444e-09,7.801356893821776e-09
1804,7.811049158590322e-07,1.730295728918918e-08,7.4155526164076946e-09
1805,6.879764100631292e-07,0.0,0.0
1806,6.570205641764915e-07,1.729001475325731e-08,0.0
1807,5.352275707082299e-07,5.693910232196231e-09,0.0
1808,7.614008836753783e-07,0.0,3.852325747288887e-08
1809,6.822272098361282e-07,2.259030518203531e-09,2.259030518203531e-09
1810,7.582010539408657e-07,2.3401267590372754e-09,2.3401267590372754e-09
1811,7.345735184571822e-07,2.5070767684098882e-09,0.0
1812,7.494855367440323e-07,0.0,0.0
1813,8.1958637565549e-07,2.8757416448144113e-09,5.751483289628823e-09
1814,6.073086638025416e-07,3.1466771410748606e-09,6.293354282149721e-09
1815,3.9379463601108e-07,0.0,8.091670444798638e-09
1816,6.535643137794978e-07,2.3176038865813098e-09,2.3176038865813098e-09
1817,6.974792654546036e-07,0.0,3.113746815941454e-09
1818,6.020194405209622e-07,2.384235475716423e-09,2.384235475716423e-09
1819,8.301541924993217e-07,3.1053151161586356e-09,7.24573512300708e-09
1820,7.226686875583255e-07,1.1866481131050932e-09,5.933240565525466e-09
1821,7.307363034669834e-07,2.9584463767662328e-09,3.94459531705138e-09
1822,6.09557446296094e-07,2.0051231786055723e-09,7.017931125119503e-09
1823,5.64301444683224e-07,2.9648061783404955e-09,4.941343334508019e-09
1824,7.040050036266621e-07,1.0105335235266466e-08,8.421112696055388e-09
1825,7.405377573377336e-07,0.0,4.4027217427355936e-09
1826,5.284790631776559e-07,0.0,4.403992281964975e-09
1827,4.534898323527159e-07,1.8434546111834038e-09,4.608636583469661e-09
1828,6.053718948351161e-07,2.7516904310687096e-09,1.8344602503717056e-09
1829,5.332515229383716e-07,0.0,1.714635211591542e-09
1830,6.950932629479212e-07,4.174734336004349e-09,1.1480519646056564e-08
1831,4.1784431914493325e-07,0.0,1.4032085715598441e-08
1832,6.061426347514498e-07,1.3529969367098715e-09,1.7588959622116818e-08
1833,4.876707748735498e-07,0.0,3.01174338801502e-08
1834,4.835287086280005e-07,1.8669061851994684e-09,4.667265685043276e-09
1835,5.271472218737472e-07,6.050470346963266e-09,2.2689263801112247e-09
1836,6.25029770162655e-07,0.0,6.048674894287842e-09
1837,6.053365382285847e-07,6.957890930081589e-10,1.1828414692161004e-08
1838,4.607878167917079e-07,3.1560809521380406e-09,3.787297142565649e-09
1839,5.264581091068976e-07,0.0,2.7965900706306e-09
1840,5.936549882790132e-07,1.9109065441114126e-09,2.5478754661634184e-09
1841,5.245587999525014e-07,6.420548537278137e-10,3.2102742686390684e-09
1842,5.219030185799056e-07,0.0,1.408735705865638e-08
1843,5.156733209332742e-07,1.7720733769266417e-09,1.8311423488626133e-08
1844,5.307438755153271e-07,5.488561272137815e-10,3.841992946007622e-09
1845,5.747634759245557e-07,1.1160455892778032e-09,7.254296274794569e-09
1846,4.824108827961027e-07,1.1709002656346001e-09,1.1709002656346001e-08
1847,5.015697865928814e-07,2.1572894581822766e-09,1.0786447290911383e-08
1848,5.792559818473819e-07,0.0,7.24069959545659e-09
1849,4.3070193100902543e-07,0.0,7.54147322368226e-09
1850,5.709545689569495e-07,6.788996032014438e-10,5.431196825611551e-09
1851,5.024112965656968e-07,0.0,1.6123596680017727e-08
1852,4.492276275414042e-07,2.6042181744401205e-09,1.4974254725075298e-08
1853,5.392654429670074e-07,0.0,7.763511611358354e-09
1854,4.5306194351724116e-07,1.0391328908454511e-09,2.0782657372819813e-08
1855,5.540442202800477e-07,2.1227748447927297e-09,1.751289246954002e-08
1856,5.11506300426845e-07,2.0708756931497874e-09,4.659470143053568e-09
1857,4.6227890493355517e-07,1.513267733344037e-08,5.369659827891837e-09
1858,5.290063995744276e-07,4.404308473482388e-09,7.340514196485515e-09
1859,5.020883122597297e-07,1.5276520048956854e-09,7.129042689513199e-09
1860,5.524660764422151e-07,0.0,2.5632229755379043e-08
1861,5.399778615355899e-07,0.0,1.8863854478468056e-08
1862,4.179137249593623e-07,0.0,7.680577063240435e-09
1863,5.349239131646755e-07,1.9978483312144135e-09,1.6482248454963155e-08
1864,5.571473593590781e-07,0.0,2.8768367688059016e-09
1865,4.6268280584627064e-07,1.4120533631256649e-09,1.0825742080555756e-08
1866,5.191608920540602e-07,4.865612912574591e-10,1.5083399418358567e-08
1867,4.721785558103875e-07,1.455843445796745e-09,1.1161466417775046e-08
1868,4.5199848841548373e-07,6.421836395986702e-09,8.89177353968762e-09
1869,5.264433866614127e-07,1.0255390314739543e-08,9.278686263769487e-09
1870,4.782196469932387e-07,6.307453670473251e-09,1.0321287824410774e-08
1871,3.9723204281472135e-07,0.0,1.0621177048975028e-08
1872,4.7592558871656365e-07,0.0,1.3908880047708294e-08
1873,3.412022522297775e-07,5.986004469882289e-10,1.1972009161809183e-08
1874,3.3039589197869645e-07,0.0,2.628828105200043e-08
1875,4.2739807781799755e-07,5.721527140956084e-10,1.7736734747586524e-08
1876,3.58528666311031e-07,0.0,1.51150369998021e-08
1877,4.7437538341910113e-07,6.184815992682502e-10,9.895705699314306e-09
1878,4.1548929630153e-07,0.0,8.454723976480949e-09
1879,3.213505124222138e-07,0.0,6.109325489944695e-09
1880,3.606829466207273e-07,2.5671385017744797e-09,1.2193908105473383e-08
1881,3.555978764779866e-07,2.091752326904839e-09,1.2550513517339823e-08
1882,3.580597081054293e-07,1.9966155395678697e-09,7.320923423037584e-09
1883,3.911670773959486e-07,6.319338941018771e-10,1.2638677937548692e-08
1884,3.7497639482353406e-07,6.601696966868076e-10,8.582206056928499e-09
1885,3.6031104855283047e-07,6.445635691854079e-10,2.320428826863008e-08
1886,3.291266637006629e-07,0.0,1.355227396970804e-08
1887,3.19264415793441e-07,0.0,1.2404957061562527e-08
1888,3.588787933495041e-07,0.0,8.242799331981132e-09
1889,2.888228038955276e-07,0.0,6.265136853755848e-09
1890,2.4906668727453507e-07,0.0,1.4419650362640368e-08
1891,2.6389270146864874e-07,0.0,2.1672348693435595e-08
1892,2.8333676027614274e-07,0.0,1.629813173309458e-08
1893,2.50031717996535e-07,0.0,3.079208221734575e-09
1894,2.4008863874769304e-07,6.301539290376468e-10,2.2685540557176864e-08
1895,2.931065239408781e-07,0.0,7.22233739480771e-09
1896,2.3706056140326837e-07,5.89702897624278e-10,1.47425724961181e-08
1897,2.3656457415199839e-07,5.826713556089658e-10,1.7480140002135158e-08
1898,2.614160052871739e-07,0.0,1.640922953072277e-08
1899,2.8245926841918845e-07,0.0,1.5477219506010442e-08
1900,2.496896627235401e-07,0.0,1.038210584169974e-08
1901,2.716127198709728e-07,5.588738916095792e-10,8.383108651699445e-09
1902,2.2194483051407587e-07,9.820567692386817e-10,9.329539640834383e-09
1903,2.2302909030713636e-07,0.0,1.4040573148577096e-08
1904,2.536823160426138e-07,0.0,1.0211787859759625e-08
1905,2.724880800997198e-07,5.160759042333041e-10,1.0837593933388234e-08
1906,1.92906924212366e-07,0.0,2.3663248249761182e-08
1907,2.447993381338165e-07,0.0,1.697138252154673e-08
1908,2.303441419826413e-07,4.911389073214423e-09,1.9154416719402434e-08
1909,2.4974465873128793e-07,3.850688656825696e-09,9.351672325408344e-09
1910,2.6400104502499744e-07,0.0,1.1757131268552712e-08
1911,2.218596080183488e-07,3.1922244847493175e-09,1.0108710979395141e-08
1912,2.4171714585463633e-07,5.209421227725386e-10,1.6670147928721235e-08
1913,2.4181633762054844e-07,0.0,1.803016558277193e-08
1914,2.270196119980028e-07,0.0,1.6741859454327823e-08
1915,1.6375258837797446e-07,0.0,1.4136913861761968e-08
1916,2.1315676690392138e-07,0.0,2.197492321442951e-08
1917,1.7655943906902394e-07,0.0,2.52227767560953e-08
1918,1.7918746664236096e-07,0.0,9.189101035644853e-09
1919,2.4492877059856255e-07,0.0,2.4861190439651182e-08
1920,2.6502812033868395e-07,7.572231730534895e-10,1.3630017114962811e-08
1921,2.2263877497152862e-07,3.7863738810983705e-09,2.2718241510233383e-08
1922,2.3756952316489333e-07,0.0,2.1396012073182646e-08
1923,2.2293491497293871e-07,5.307974060286824e-09,1.0615948564662858e-08
1924,2.604108146897488e-07,1.289162443462999e-09,1.6759111320929776e-08
1925,2.397602827386436e-07,1.0998177923937646e-09,1.979671959695395e-08
1926,2.4855887659214204e-07,0.0,1.3375366592072169e-08
1927,2.6423663257446606e-07,0.0,2.1183528042811872e-08
1928,2.388042616985331e-07,0.0,2.0566874314731365e-08
1929,2.0052731031228177e-07,0.0,1.7824650200282122e-08
1930,2.027195478149224e-07,0.0,8.402882833991043e-09
1931,2.052964163112847e-07,1.1405356659111021e-09,1.596749932275543e-08
1932,2.1590287246908701e-07,0.0,6.575721855917038e-09
1933,2.4203097837016685e-07,6.882397318719313e-09,1.261772819560747e-08
1934,2.240555545540701e-07,1.1981580172459871e-09,1.5576054224197833e-08
1935,1.7593377776847774e-07,0.0,5.98414207075848e-09
1936,2.570439505689137e-07,2.424942913137329e-09,1.4549657034734764e-08
1937,1.6242542244526703e-07,0.0,1.0072894518486919e-08
1938,2.061469075442801e-07,6.482607339819424e-09,7.779128785578848e-09
1939,1.88116814570094e-07,3.058810094103137e-09,3.058810094103137e-09
1940,1.9018371233414655e-07,2.5357829169792012e-09,5.0715658339584024e-09
1941,2.3316870567668957e-07,2.9515025978810172e-09,1.4757512545315876e-08
1942,2.1542903994031803e-07,9.102635090130207e-09,4.247896612241675e-08
1943,2.787105870538653e-07,0.0,3.774205836748479e-08
1944,2.69907644678824e-07,0.0,1.2852744646352221e-08
1945,2.6795601115736645e-07,0.0,6.535512131478072e-09
1946,2.53364106583831e-07,0.0,1.2528993842408909e-08
1947,2.706037776079029e-07,0.0,1.1920871401116528e-08
1948,2.5005343218253984e-07,0.0,5.435944139264848e-09
1949,2.0321206761764188e-07,2.945102384188658e-09,2.3560819073509265e-08
1950,2.0738954731314152e-07,6.381216888229346e-09,2.552486688678357e-08
1951,2.697334764434345e-07,1.0661401761424827e-09,1.3859822622919182e-08
1952,2.3409464233736799e-07,2.1089607837865287e-09,5.272402070488624e-09
1953,2.424111187337985e-07,0.0,5.386913581872932e-09
1954,2.022915026600458e-07,0.0,9.772536557761669e-09
