year,en_ADP humeurs_NOUN,en_ADP rumeur_NOUN
1856,3.1063134287023786e-09,2.6973157218890265e-07
1857,1.610898081594314e-08,2.733645203534252e-07
1858,1.2234189661342043e-08,2.5985420393226377e-07
1859,9.675129142294736e-09,2.6326534907639143e-07
1860,4.57718396518203e-09,2.503719542801264e-07
1861,2.357981898626349e-08,1.44780088362495e-07
1862,5.421583626485926e-09,1.76201467638748e-07
1863,7.491931519609807e-09,1.3335638016087614e-07
1864,2.3973640850272204e-09,1.7356914838728699e-07
1865,8.001635798393636e-09,1.619154517129573e-07
1866,4.865612801552288e-09,1.9705731801877846e-07
1867,1.844068364675877e-08,1.6790727386251092e-07
1868,1.0867722721741302e-08,1.733895800271057e-07
1869,4.883519366671862e-09,1.8752713515368669e-07
1870,1.9495765002375265e-08,1.6686081494299287e-07
1871,8.496941816815706e-09,1.072738911034321e-07
1872,1.2094679036067646e-08,1.7355863235479774e-07
1873,1.0176207432266438e-08,1.723969234035394e-07
1874,1.6131444624534197e-08,2.1687830553673848e-07
1875,5.721527251978387e-09,1.172913073332893e-07
1876,1.813804439976252e-09,1.5659178131954832e-07
1877,1.7317484335421796e-08,1.428692542049248e-07
1878,2.4156354694326865e-09,1.956664732460922e-07
1879,1.221865053580018e-09,2.2909969743523106e-07
1880,3.8507077526617195e-09,1.7007292285597941e-07
1881,7.669758161910067e-09,2.363680096095777e-07
1882,3.3276925659464496e-09,1.876818629398258e-07
1883,1.0110942305630033e-08,1.8515663668949855e-07
1884,1.3203393933736152e-09,2.2115685283097264e-07
1885,3.2228177904158883e-09,1.7274304298098286e-07
1886,1.936039106809062e-09,1.3681344057658862e-07
1887,1.3057849246322917e-09,1.6844624894929439e-07
1888,5.706553452000662e-09,1.6231973631875007e-07
1889,2.5060546970934183e-09,1.4848373552922567e-07
1890,1.9663159989136147e-09,1.7762387471975671e-07
1891,2.5496880162734215e-09,1.2047276243265514e-07
1892,1.3163876211308434e-08,1.4731004682744242e-07
1893,1.2316833108982905e-09,1.5888714699485718e-07
1894,1.2603078580752936e-09,1.770732609429615e-07
1895,9.027921521465032e-09,1.6069701302967587e-07
1896,4.1279202278587945e-09,1.2029939000512968e-07
1897,2.330685422435863e-09,1.7247072037207545e-07
1898,5.092519295146758e-09,1.4824890115505696e-07
1899,7.185851913504848e-09,1.752242297925477e-07
1900,2.07642125715779e-09,1.588462197332774e-07
1901,1.676621730339889e-09,1.3133536924669897e-07
1902,1.9641135384773634e-09,1.1244549824596106e-07
1903,4.320176216765503e-09,1.7550715369907266e-07
1904,4.837162670412454e-09,1.5317681345550227e-07
1905,1.5482277682110634e-09,1.4914593293724465e-07
1906,1.0288369045596824e-09,1.4455159202952927e-07
1907,1.028568674676933e-09,1.738281127927621e-07
1908,4.4202499438483756e-09,1.994023932638811e-07
1909,3.850688656825696e-09,1.8208255880836077e-07
1910,1.6032452032632705e-09,2.1590368248780578e-07
1911,2.6601871816467337e-09,1.6227140520186367e-07
1912,1.5628263128064646e-09,1.8493444997602637e-07
1913,2.121195885607108e-09,2.5189200414388324e-07
1914,0.0,2.022416651925596e-07
1915,0.0,1.4136914217033336e-07
1916,0.0,1.4503450529446127e-07
1917,1.0966424435210342e-09,1.7765607651654136e-07
1918,0.0,1.5391744057069445e-07
1919,1.1970202606903513e-08,1.3535536425024475e-07
1920,2.2716695191604686e-09,1.8400523060790874e-07
1921,0.0,1.8628958287081332e-07
1922,2.951174193910333e-09,2.1469791988693032e-07
1923,0.0,1.8896388098710304e-07
1924,7.734974438733389e-09,1.7532609319914627e-07
1925,1.0998177923937646e-09,2.5955699811675004e-07
1926,3.343841648018042e-09,2.8757037284776743e-07
1927,2.2298449753321847e-09,2.3078895594608184e-07
1928,4.570416489713125e-09,2.342338518701581e-07
1929,0.0,2.484310641648335e-07
1930,2.100720708497761e-09,1.964173890200982e-07
1931,5.7026783295555106e-09,2.132801739662682e-07
1932,0.0,1.490496970291133e-07
1933,2.2941324395731044e-09,1.571480652273749e-07
1934,0.0,1.653458099326599e-07
1935,5.98414207075848e-09,1.9627985636816447e-07
1936,1.2124714565686645e-08,1.7459589685131505e-07
1937,0.0,1.485751965901727e-07
1938,1.2965214457594243e-09,1.7503039373423235e-07
1939,1.5294050470515685e-09,1.330582364289512e-07
1940,2.5357829169792012e-09,1.7750480196809804e-07
1941,8.854508237732261e-09,1.9184767552360427e-07
1942,1.2136847082899749e-08,1.6688164805600536e-07
1943,2.9032352077962287e-09,2.29355578085233e-07
1944,0.0,1.767252371109862e-07
1945,4.357008087652048e-09,1.524952892850706e-07
1946,4.1763312808029696e-09,1.6287691551042371e-07
1947,3.5762612871081956e-09,1.6689219251020404e-07
1948,5.435944139264848e-09,1.6307831174344756e-07
1949,0.0,1.2074920618942997e-07
1950,3.190608444114673e-09,1.2124311865591153e-07
1951,3.1984206394497505e-09,1.172754195977177e-07
1952,3.1634410646574906e-09,1.539541329975691e-07
1953,1.0773827385790469e-09,1.0127397587211817e-07
1954,6.840775057526116e-09,9.967986613901303e-08
1955,0.0,1.2107433633445908e-07
1956,1.744228317335228e-09,1.0814215301024888e-07
1957,2.6505113659425206e-09,1.1397198562690392e-07
1958,8.272243445794913e-10,8.189520883661316e-08
1959,4.650448914844674e-09,7.673240531858028e-08
1960,4.152500121534786e-09,8.166583143065509e-08
1961,9.03260666262895e-09,1.2784613545591128e-07
1962,0.0,1.1225262852576634e-07
1963,5.1728425987107585e-09,1.047500646222943e-07
1964,6.6923653285755336e-09,7.726639950078606e-08
1965,7.1136563306595235e-09,9.685516744184497e-08
1966,4.431259803538978e-09,1.0247288173559355e-07
1967,3.944268467392931e-09,9.022514291245898e-08
1968,2.6948494546985557e-09,1.3878475613182673e-07
1969,6.8126366770115965e-09,8.038911403218663e-08
1970,4.598724956395017e-09,8.737577417150533e-08
1971,2.569198631618974e-09,1.0071259026744883e-07
1972,3.0780880067027283e-09,9.747279250404972e-08
1973,5.513203671370093e-09,7.883881636416845e-08
1974,4.500457340128605e-09,5.1755257857166725e-08
1975,1.1422960355389478e-09,6.225513260460502e-08
1976,4.570821499072508e-09,6.856232204199841e-08
1977,8.22749424145286e-09,6.170620991952092e-08
1978,5.346532105932056e-09,7.366332965830225e-08
1979,3.5111840102075575e-09,6.671249508372057e-08
1980,4.548120546843393e-09,6.253665674194053e-08
1981,2.5302198114474095e-09,7.084615560870589e-08
1982,2.483000915987077e-09,5.959202198368985e-08
1983,5.052252838311233e-09,6.125856799599205e-08
1984,5.799008384599347e-09,4.813177056917084e-08
1985,6.617113967877231e-09,7.459291850864247e-08
1986,7.1933827783254856e-09,5.874595743193822e-08
1987,6.110816741511371e-09,3.849814689260711e-08
1988,4.797243047249822e-09,4.737277592425926e-08
1989,5.488122178931576e-10,8.177302390777186e-08
1990,4.358920779878872e-09,4.2499475938484466e-08
1991,7.6199047072123e-09,6.09592376576984e-08
1992,2.2039776670368383e-09,3.361066092111287e-08
1993,7.200969598386564e-09,5.760775678709251e-08
1994,1.5824779264761446e-09,4.6946848186735224e-08
1995,4.337960657352369e-09,5.856247042856921e-08
1996,9.60856638698715e-09,3.790045610685411e-08
1997,1.006927874414032e-08,4.6030987022049885e-08
1998,3.814503379828693e-09,4.86349165385036e-08
1999,4.570201161957499e-10,5.118625168165636e-08
2000,7.068850393920911e-09,4.771473882669852e-08
2001,3.943090742808408e-09,5.476514886026962e-08
2002,7.448076377869484e-09,5.607963515785741e-08
2003,6.667076668520622e-09,5.458668894675611e-08
2004,6.607186797680242e-09,4.2726476578991424e-08
2005,5.404499514582994e-09,4.548786947111694e-08
2006,7.412201963319376e-09,5.188541152278958e-08
2007,3.994479413904628e-09,3.5550868915379397e-08
2008,4.257439734089985e-09,5.7901178962538324e-08
2009,5.721831008997924e-09,6.007922337403215e-08
2010,2.3618964561933353e-09,3.7317963830219014e-08
2011,4.971163480860241e-09,4.474047088365296e-08
2012,2.382976926895708e-09,5.957442184012507e-08
2013,4.183687618564136e-09,7.558529091511446e-08
2014,4.114345752981308e-09,8.012147389990787e-08
2015,5.54143841924315e-09,1.3920093522301613e-07
2016,6.628288140575478e-09,1.4250819901917566e-07
2017,5.282783988036499e-09,4.578412671207843e-08
2018,1.0325866828253538e-09,8.828616415712531e-08
2019,1.7856913725466939e-09,1.1198836347148244e-07
