year,en_ADP apport_NOUN,en_ADP rapports_NOUN
1903,1.674068350610014e-08,1.441858785256045e-06
1904,1.8811189050893518e-08,1.5677782130296691e-06
1905,8.773290538499623e-09,1.520875684946077e-06
1906,1.2346042410626978e-08,1.5072461110321456e-06
1907,1.0799970695529737e-08,1.668852632974449e-06
1908,1.3260750719723546e-08,1.6502267499163281e-06
1909,7.151278680339601e-09,1.6607469888185733e-06
1910,9.085056262847502e-09,1.4776576335862046e-06
1911,6.384448969498635e-09,1.8328688611291e-06
1912,9.376957876838787e-09,1.7758917465471313e-06
1913,1.96210621083992e-08,1.7171080344269285e-06
1914,1.9420557606508737e-08,1.6306570387314423e-06
1915,3.534228465440492e-09,1.699963945611671e-06
1916,9.888715624128963e-09,1.7382164969603764e-06
1917,3.289927441585405e-09,2.051818000836647e-06
1918,6.89182577673364e-09,2.2283570615400095e-06
1919,2.3940405213807026e-08,2.1776561425213004e-06
1920,1.4387239843927091e-08,2.094479214065359e-06
1921,9.087297137000405e-09,2.100680148942047e-06
1922,1.3280283539529592e-08,1.9876158603437943e-06
1923,1.6985516992917837e-08,2.0159684481768636e-06
1924,2.0626599095407983e-08,1.704272790448158e-06
1925,3.189471442510694e-08,2.079755404338357e-06
1926,1.671920735191179e-08,2.112193214998115e-06
1927,1.3379070296082318e-08,1.927701077875099e-06
1928,1.9424270192303084e-08,2.0166962713119574e-06
1929,1.5596569369336066e-08,2.3506256638938794e-06
1930,1.575540586884472e-08,2.1122746147739235e-06
1931,3.877821086462063e-08,1.861354235188628e-06
1932,2.0823119450952277e-08,1.9507974684529472e-06
1933,1.835305929454023e-08,2.0979841792723164e-06
1934,1.5576054224197833e-08,1.9805552256002557e-06
1935,3.111753699158726e-08,1.9364683794265147e-06
1936,2.0612015205756506e-08,1.995728098336258e-06
1937,1.888667711114067e-08,2.093903049171786e-06
1938,2.3337385357535823e-08,2.0368352124933153e-06
1939,1.8352860564618823e-08,1.946932570717763e-06
1940,4.3108308034334186e-08,1.4631467593062553e-06
1941,2.9515025090631752e-08,1.528878328826977e-06
1942,3.337632992206352e-08,1.6930902120293467e-06
1943,1.4516175816936538e-08,1.559037286824605e-06
1944,1.2852744646352221e-08,1.6997754528347286e-06
1945,2.6142048525912287e-08,1.90836954061524e-06
1946,1.3921104269343232e-08,1.8821333469531965e-06
1947,1.7881307101674793e-08,1.6796507225080859e-06
1948,9.784699273041042e-09,1.6720963458283222e-06
1949,3.7304630495782476e-08,1.4715695897393744e-06
1950,1.70165788127008e-08,1.4772516578887007e-06
1951,2.8785784422780125e-08,1.53950645653822e-06
1952,3.1634410646574906e-08,1.4256575013860129e-06
1953,2.4779802321184263e-08,1.4415380746868323e-06
1954,3.518113089739927e-08,1.18540867788397e-06
1955,3.754243271814062e-08,1.3355720511754043e-06
1956,2.7907653077363648e-08,1.137236836257216e-06
1957,3.8874166108371355e-08,1.135302341026545e-06
1958,4.715178647529683e-08,1.0125226026502787e-06
1959,3.100299039715537e-08,1.1610620731516974e-06
1960,3.114374941270981e-08,1.2478262760851067e-06
1961,3.196153386397782e-08,1.117958845497924e-06
1962,3.7417542841922113e-08,9.703193200039095e-07
1963,3.8796319823397596e-08,9.951255606210907e-07
1964,2.494427059351878e-08,1.081121126844664e-06
1965,5.855086371298057e-08,1.052273887580668e-06
1966,2.99110034518435e-08,8.613261002210493e-07
1967,3.3033247026637014e-08,9.530338616059453e-07
1968,3.099076989476757e-08,9.3870590944789e-07
1969,5.5409444144061126e-08,8.5975477759348e-07
1970,3.2650948611490094e-08,9.58834220909921e-07
1971,2.671966659040237e-08,7.039604383862752e-07
1972,3.078088184338412e-08,6.900047537783394e-07
1973,4.0246387555953334e-08,7.376666530944931e-07
1974,3.7691329168865195e-08,7.847672236493963e-07
1975,5.0832173581483175e-08,6.339743094940786e-07
1976,2.628222439682304e-08,6.20489004177216e-07
1977,3.173462204131283e-08,6.934602652108879e-07
1978,2.3762364742552222e-08,6.011878213030286e-07
1979,3.33562483190164e-08,6.466430590990058e-07
1980,2.6720208268216084e-08,5.196227448323043e-07
1981,3.41579685092519e-08,5.357740633371577e-07
1982,2.4209259152918605e-08,4.966001938555564e-07
1983,2.7787390832756387e-08,5.260658326733392e-07
1984,2.9574943383181562e-08,4.430442572811444e-07
1985,2.7070011343610645e-08,4.451513007097674e-07
1986,3.177077201321765e-08,4.861527713728719e-07
1987,3.544273924349639e-08,3.6176035678181506e-07
1988,2.398621568033832e-08,3.382056377176923e-07
1989,2.8538234886354985e-08,4.121579877391923e-07
1990,2.996758108331221e-08,3.476239385236113e-07
1991,3.751337784851927e-08,3.118299503057642e-07
1992,1.8182815253453555e-08,2.997409751515079e-07
1993,2.9911721100006616e-08,3.3235244245588547e-07
1994,3.0594573929842994e-08,3.4814516425285547e-07
1995,3.307695040088987e-08,3.1179092729871627e-07
1996,3.0960934482848756e-08,2.893245891755214e-07
1997,2.8289877107567918e-08,3.145450762076507e-07
1998,2.4317459712541734e-08,2.8847182420577155e-07
1999,2.9706307413945865e-08,2.9066478646200267e-07
2000,2.7833598648108193e-08,2.531532174998574e-07
2001,3.811654333829573e-08,2.8828372933276114e-07
2002,3.4173527452274755e-08,2.510439855996083e-07
2003,2.875176896566245e-08,2.362645261655416e-07
2004,2.070251881036711e-08,2.449064027132408e-07
2005,2.6572123279500204e-08,2.107754824010044e-07
2006,3.211954036075326e-08,2.577799023129046e-07
2007,2.9958596325929676e-08,2.2209306393961015e-07
2008,3.5762493411084506e-08,2.090402944077141e-07
2009,3.576144536054926e-08,1.9692635078172316e-07
2010,3.3066551829996627e-08,1.4927185532087606e-07
2011,4.9329238249740115e-08,1.189255272038281e-07
2012,3.812763083033133e-08,1.6680837688909378e-07
2013,2.7333426189102283e-08,2.8421183628779545e-07
2014,2.858387562754139e-08,3.0402850370592205e-07
2015,3.590852060142424e-08,2.3229709711358737e-07
2016,3.044869983925835e-08,2.7610963115876075e-07
2017,4.22622689344454e-08,1.2502587765084172e-07
2018,3.252647928775332e-08,2.0445216364350927e-07
2019,3.316284025167704e-08,2.5892526878124045e-07
