year,bien_ADV envoyé_VERB,bien_ADV renvoyé_VERB
1800,1.2576657937302116e-08,3.144164484325529e-09
1801,2.1430643926123594e-08,1.6668277424969347e-08
1802,3.1329761895904085e-08,0.0
1803,3.1205427575287104e-08,0.0
1804,1.4831105232815389e-08,7.4155526164076946e-09
1805,5.685755422035754e-09,1.421438877713399e-08
1806,3.1698359492793315e-08,0.0
1807,8.540865792383556e-09,0.0
1808,2.2660739951163578e-09,0.0
1809,2.25903047379461e-08,0.0
1810,4.680253518074551e-09,0.0
1811,1.504245972228091e-08,2.5070767684098882e-09
1812,8.00162425207418e-09,5.3344164641089264e-09
1813,4.026038169513413e-08,0.0
1814,2.5173417128598885e-08,9.440030979135372e-09
1815,1.0788894222457657e-08,2.697223555614414e-09
1816,1.1588019432906549e-08,0.0
1817,7.784366928831332e-09,1.0898113522728181e-08
1818,8.344824387052086e-09,7.152706427149269e-09
1819,1.9666995143552413e-08,9.315945348475907e-09
1820,1.0679833195581523e-07,2.3732962262101864e-09
1821,1.676452932031225e-08,2.6626018723163725e-08
1822,5.81485721795616e-08,9.023054303725075e-09
1823,2.075364236020505e-08,6.917880934764753e-09
1824,3.115811608722652e-08,0.0
1825,5.899646993157148e-08,2.641632912414593e-09
1826,5.0205510859768765e-08,8.807984341885344e-10
1827,3.3182182335167454e-08,1.1060727445055818e-08
1828,4.677873732816806e-08,6.420610709767516e-09
1829,7.715858174606183e-09,1.3717081692732336e-08
1830,1.7742621594152297e-08,2.0873671680021744e-09
1831,3.741889287312006e-08,0.0
1832,2.841293600397421e-08,9.470978667991403e-09
1833,1.9692167896323554e-08,3.4750886612755494e-09
1834,3.173740381612333e-08,3.733812370398937e-09
1835,3.403389570166837e-08,2.2689263801112247e-08
1836,2.4866775305554256e-08,2.016224964762614e-09
1837,5.0792603900617905e-08,9.045257876039159e-09
1838,4.86036455527028e-08,5.049729523420865e-09
1839,2.6567605004856887e-08,6.9914751765765e-10
1840,3.885510224677091e-08,1.9109065441114126e-09
1841,3.659712533021775e-08,1.3483152372373297e-08
1842,2.5491406319133603e-08,1.341653010911159e-09
1843,3.071593823733565e-08,6.497602011990011e-09
1844,3.0735943568060975e-08,1.6465684371524958e-09
1845,2.7343116215661212e-08,3.348136878855712e-09
1846,2.6930706553685013e-08,7.025401593807601e-09
1847,2.588747349818732e-08,0.0
1848,3.298540768303937e-08,4.02261068899179e-09
1849,3.1841775438579134e-08,0.0
1850,3.733947906425783e-08,3.394498016007219e-09
1851,3.4826967976187007e-08,5.8044946626978344e-09
1852,1.8880582430824688e-08,0.0
1853,1.015228412448721e-08,1.1943863675867306e-09
1854,2.5978321716024766e-08,3.63696517347023e-09
1855,1.4859423913549108e-08,3.1841622671890946e-09
1856,2.329735160344626e-08,1.3978411317339123e-08
1857,4.637433548282388e-08,7.810414537345878e-09
1858,3.327699715782728e-08,6.8511463169329545e-09
1859,1.9350258284589472e-08,4.582956236731661e-09
1860,2.4716793944890014e-08,0.0
1861,3.772770895693611e-08,0.0
1862,4.021007882215599e-08,3.6143890103090826e-09
1863,3.49623441309177e-08,1.2486552236623538e-08
1864,2.3014694150447212e-08,2.3973640850272204e-09
1865,2.1651483772533453e-08,9.41368871743009e-10
1866,3.016679939182865e-08,9.731225603104576e-09
1867,3.008743121313273e-08,6.79393608038481e-09
1868,3.359114231216154e-08,3.457911734727759e-09
1869,2.0510780629479086e-08,0.0
1870,2.0069171213776826e-08,1.1468097582678638e-09
1871,3.504988654867702e-08,5.3105884134652115e-09
1872,4.112190765681589e-08,6.652073114565837e-09
1873,3.6514627765882324e-08,1.3767810003173508e-08
1874,4.241972528795657e-08,1.7923826867161097e-09
1875,3.20405533216217e-08,8.58229043387837e-09
1876,3.0230073333470386e-08,1.813804439976252e-09
1877,4.143826615177204e-08,3.0924081073635534e-09
1878,2.959153361237199e-08,9.058632954861423e-09
1879,3.360128886242819e-08,6.109325489944695e-09
1880,2.3746030919369332e-08,6.417846254436199e-09
1881,4.532130026824177e-08,3.4862537301449947e-09
1882,4.19289278852375e-08,3.9932310791357395e-09
1883,3.854796659652493e-08,3.791603475633565e-09
1884,3.036780515941473e-08,5.281357573494461e-09
1885,2.707166935067562e-08,4.511945039809007e-09
1886,4.323820790297361e-08,5.808117542471791e-09
1887,5.027271954283208e-08,6.528924512139156e-09
1888,7.291706549672483e-08,2.53624587998047e-09
1889,4.260292874036509e-08,2.5060546970934183e-09
1890,4.1292635366563246e-08,7.865263995654459e-09
1891,3.378336543846672e-08,8.92390783491237e-09
1892,2.820830502514582e-08,2.5074049503359674e-09
1893,3.510297474917934e-08,7.390100087434348e-09
1894,4.2850468284783005e-08,5.041231432301174e-09
1895,4.33340261452031e-08,9.027921521465032e-09
1896,4.363801409112966e-08,7.076434549446731e-09
1897,3.379494017963225e-08,1.1653427112179315e-09
1898,2.8291774256672397e-08,1.6975064687230201e-09
1899,4.366786932052946e-08,1.6582735185011188e-09
1900,4.98341118371215e-08,1.5573159428683425e-09
1901,3.968004597121322e-08,3.353243460679778e-09
1902,4.468358349996038e-08,0.0
1903,3.1321277793594504e-08,2.7001101354784396e-09
1904,3.6009990544982884e-08,3.2247751136083025e-09
1905,3.3028859480754846e-08,6.192911072844254e-09
1906,4.0639058340730116e-08,5.144184633820714e-09
1907,5.605699432420508e-08,7.199980611716228e-09
1908,3.437972484476859e-08,4.911389073214423e-10
1909,4.620826332679684e-08,2.7504918342913243e-09
1910,5.6647997404013495e-08,4.275320542035388e-09
1911,2.4473720383610953e-08,5.852411444351446e-09
1912,3.6465947372832375e-08,2.6047106693738442e-09
1913,2.91664441487427e-08,3.71209285532359e-09
1914,6.62977606147308e-08,2.0090231700464756e-09
1915,4.830112476650328e-08,0.0
1916,2.197492321442951e-08,1.648119329900055e-08
1917,5.044555217992297e-08,8.773139548168274e-09
1918,6.317507050823679e-08,2.2972752589112133e-09
1919,2.4861190439651182e-08,3.6831393490643904e-09
1920,4.316172175222732e-08,1.1358347151713133e-08
1921,6.058197854486025e-08,6.058197943303867e-09
1922,3.3200709181890886e-08,1.4755870969551665e-09
1923,2.866306081372727e-08,5.307974060286824e-09
1924,4.383152285569736e-08,0.0
1925,6.048997946983548e-08,0.0
1926,4.124071362188175e-08,3.343841648018042e-09
1927,3.7907366134959375e-08,6.689535148041159e-09
1928,4.798937425221084e-08,2.2852082448565625e-09
1929,4.567566724844596e-08,1.1140406375176326e-09
1930,3.5712252044461934e-08,8.402882833991043e-09
1931,5.588624940600084e-08,5.7026783295555106e-09
1932,4.055028668403793e-08,5.4797681947604815e-09
1933,4.244145102028085e-08,2.2941324395731044e-09
1934,3.834105655187159e-08,8.38710612072191e-09
1935,3.231436807027421e-08,4.787313656606784e-09
1936,4.122402952333459e-08,1.2124714565686645e-09
1937,4.155068988875854e-08,5.0364472592434595e-09
1938,3.759912203804561e-08,1.2965214457594243e-09
1939,5.199977159975333e-08,3.058810094103137e-09
1940,5.325144147860783e-08,7.607348528892999e-09
1941,2.3612020783048138e-08,0.0
1942,3.034211815133858e-08,6.068423541449874e-09
1943,3.193558839598154e-08,0.0
1944,4.177142010064472e-08,0.0
1945,4.574858669670334e-08,4.357008087652048e-09
1946,5.8468636154884734e-08,6.960552134671616e-09
1947,4.1723048349595615e-08,1.1920870957027319e-09
1948,3.261566416945527e-08,1.0871887834440486e-09
1949,3.2396128224476683e-08,1.9634016634739737e-09
1950,2.6588404367089424e-08,9.571825110299415e-09
1951,4.691016841640305e-08,3.1984206394497505e-09
1952,5.061505881087669e-08,3.1634410646574906e-09
1953,4.8482224901391646e-08,0.0
1954,4.593091862403753e-08,2.9317608341017376e-09
1955,2.1586897602787758e-08,4.6928039232341234e-09
1956,1.83143975540645e-08,2.616342476002842e-09
1957,4.5942196269521673e-08,1.7670075402875796e-09
1958,4.218844207315442e-08,2.4816730892496253e-09
1959,3.952881488800131e-08,5.425523585955716e-09
1960,2.6299167510401844e-08,8.997083078554624e-09
1961,4.933193142875325e-08,2.08444772553662e-09
1962,3.995432429348966e-08,6.341956293454132e-09
1963,4.00895312502314e-08,5.819448034571906e-09
1964,4.197938169303583e-08,8.517555549758526e-09
1965,3.720989383282358e-08,7.1136563306595235e-09
1966,4.2650875164973456e-08,3.8773522170743036e-09
1967,3.648448376747382e-08,3.944268467392931e-09
1968,3.682961113860017e-08,4.491415683816058e-09
1969,5.3138566213917215e-08,3.1792304344691047e-09
1970,3.9549036767727586e-08,5.058597540852361e-09
1971,4.470405934320354e-08,3.083038491169532e-09
1972,4.668433661869642e-08,1.5390440033513642e-09
1973,3.528450343015521e-08,3.3079223804577396e-09
1974,3.937900272532602e-08,4.500457340128605e-09
1975,3.541117843397501e-08,3.4268881066168433e-09
1976,4.513686091556224e-08,3.9994687561772935e-09
1977,2.8796230733263428e-08,2.938390863960194e-09
1978,3.207919463399378e-08,4.158414057542359e-09
1979,4.388979846225993e-08,3.5111840102075575e-09
1980,3.467942044643735e-08,2.2740602734216964e-09
1981,4.1748627221949164e-08,8.855769451088236e-09
1982,5.028076777158219e-08,4.345251713999687e-09
1983,3.8523427114967035e-08,3.78918940668882e-09
1984,3.479405208395292e-08,3.479405208395292e-09
1985,3.3085569506319246e-08,7.218669662023558e-09
1986,4.795588304240539e-08,4.196139880008332e-09
1987,3.238732804167199e-08,5.49973533381376e-09
1988,4.0176910465206106e-08,2.99827696004229e-09
1989,3.128229675297689e-08,3.841685636274406e-09
1990,3.323677133515446e-08,3.2691906959314565e-09
1991,4.454713425916523e-08,0.0
1992,3.912060408950424e-08,1.65298330578878e-09
1993,4.8191106216677326e-08,2.2156829704300662e-09
1994,4.272690601325735e-08,1.002236071911966e-08
1995,4.2837360769709676e-08,3.795715741716776e-09
1996,3.790045477458648e-08,1.3345230698291743e-08
1997,3.164630291152548e-08,6.7128524960935465e-09
1998,3.814503335419772e-08,4.7681290027412615e-09
1999,3.930372916016722e-08,2.285100553223174e-09
2000,3.622785693657704e-08,3.97622823555821e-09
2001,3.373533075112789e-08,2.6287270138425356e-09
2002,3.899287026598586e-08,3.9430991805033955e-09
2003,4.00024586788561e-08,3.333538334260311e-09
2004,4.360743277587176e-08,1.3214374039449694e-09
2005,4.2335245975522184e-08,3.1526248278623825e-09
2006,5.023825799810311e-08,8.235779835885637e-10
