year,en_ADP humeur_NOUN,en_ADP rumeurs_NOUN
1848,1.5125016261663404e-07,1.206783295515379e-08
1849,1.080944542763973e-07,2.0948537127196687e-08
1850,1.5207351111712342e-07,3.394498016007219e-09
1851,1.554314792429068e-07,1.483370937194195e-08
1852,2.265669820644689e-07,3.906327261660181e-09
1853,1.6960287041456468e-07,5.3747388761848924e-09
1854,1.766525912216821e-07,3.117398783558656e-09
1855,2.4518050167898764e-07,4.2455496895854594e-09
1856,2.2313685121844173e-07,3.6240324075009767e-09
1857,2.3382428082641127e-07,1.513267733344037e-08
1858,3.6017456750414567e-07,7.829881631948865e-09
1859,2.6224691396237176e-07,5.601390462572908e-09
1860,2.0597327932136977e-07,7.781213007262977e-09
1861,2.2825264522907673e-07,1.7920662287451705e-08
1862,2.9457271466526436e-07,1.1746764450037972e-08
1863,2.7820038894788013e-07,1.048870412745373e-08
1864,2.3110588642794028e-07,3.3563094525845827e-09
1865,1.840376171458047e-07,7.0602665935837194e-09
1866,2.739340061452822e-07,5.838735717134114e-09
1867,2.3778775926075468e-07,5.338092634588065e-09
1868,2.035228163776992e-07,6.915823469455518e-09
1869,1.9631747250059561e-07,9.767038733343725e-09
1870,1.8004912760716252e-07,6.880858549607183e-09
1871,2.5172190021294227e-07,3.18635318130589e-09
1872,1.608592299362499e-07,5.442605477412599e-09
1873,1.7299552723670786e-07,0.0
1874,1.7087381820601877e-07,4.182226565063729e-09
1875,2.1341296019272704e-07,4.577221712764867e-09
1876,2.212841394566567e-07,3.627608879952504e-09
1877,2.1585007914382004e-07,9.27722432209066e-09
1878,2.3612837196651526e-07,4.22736201599605e-09
1879,2.0649518717164028e-07,4.887460214320072e-09
1880,1.7584898159839213e-07,8.984985200299889e-09
1881,1.8267969892349356e-07,9.064259565150223e-09
1882,2.455837204706768e-07,5.989846840748214e-09
1883,2.553013018768979e-07,1.8958017378167824e-09
1884,2.145551576404614e-07,5.941527270181268e-09
1885,1.9207993773306953e-07,1.0957580620640783e-08
1886,1.7682491204595863e-07,8.38950331427668e-09
1887,1.8476856666893582e-07,5.876032105334161e-09
1888,2.1684901696517045e-07,1.014498351992188e-08
1889,1.8168896076531382e-07,8.14467782106476e-09
1890,1.6910317413021403e-07,6.554386366985909e-09
1891,1.6509230249539542e-07,9.561330394092238e-09
1892,1.3477301763487048e-07,2.5074049503359674e-09
1893,1.675089293939891e-07,6.774258043407144e-09
1894,1.5375755424429371e-07,4.411077725308132e-09
1895,1.9440125242908834e-07,6.018614495673091e-09
1896,1.8162849357850064e-07,5.307326134129653e-09
1897,1.4275448734224483e-07,5.2440420894583895e-09
1898,1.3749802008078404e-07,3.960848538042683e-09
1899,1.525611708075303e-07,9.39688327150634e-09
1900,1.59365328045169e-07,1.0901211489056095e-08
1901,1.475427069408397e-07,2.5708198236884527e-08
1902,1.207929756219528e-07,1.3257766440233354e-08
1903,1.6038654848671285e-07,1.0260418292773466e-08
1904,1.3221577432886988e-07,8.061937784020756e-09
1905,1.5791923146935005e-07,6.192911072844254e-09
1906,1.0699903896238538e-07,5.144184633820714e-09
1907,1.3011393207307265e-07,1.2342823652033985e-08
1908,1.6256697676908516e-07,1.7189861978295085e-08
1909,1.4467586595401372e-07,1.265226234892225e-08
1910,1.507050484406136e-07,1.0153886620400954e-08
1911,1.7982864619625616e-07,2.2877609140437016e-08
1912,1.4846850149297097e-07,1.719108944087111e-08
1913,1.2408996497015323e-07,1.3787773589513108e-08
1914,1.687579356257629e-07,6.696743604095445e-09
1915,1.4843760709482012e-07,1.0602685840410686e-08
1916,1.648119365427192e-07,1.3184954461564757e-08
1917,1.5352993898432032e-07,1.0966424213165737e-08
1918,1.596606296061509e-07,1.378365155346728e-08
1919,1.4732557929164614e-07,1.1970202606903513e-08
1920,1.2721349662569992e-07,1.2872794385998532e-08
1921,1.4994040498095274e-07,1.8931869405491852e-08
1922,1.3354063810311345e-07,2.4347187377316004e-08
1923,1.5499284700126736e-07,7.431163684401554e-09
1924,1.9208520996016887e-07,1.4180787211159895e-08
1925,1.627730341624556e-07,1.3197813508725176e-08
1926,1.6273362746233033e-07,1.4489979882625903e-08
1927,1.6277869008263224e-07,1.1149224654616319e-08
1928,1.5539416153842467e-07,1.2568645679778001e-08
1929,1.9384306426672993e-07,1.4482528065684619e-08
1930,1.5335261593918403e-07,1.575540586884472e-08
1931,1.368642870147596e-07,4.5621426636444085e-09
1932,1.2822657424749195e-07,1.0959536389520963e-08
1933,1.307655423943288e-07,9.176529758292418e-09
1934,1.2700475338078832e-07,8.38710612072191e-09
1935,1.1609235883724978e-07,1.0771455727365264e-08
1936,1.600462269379932e-07,1.2124714565686645e-08
1937,1.2968851592631836e-07,1.510934133364117e-08
1938,1.4391387992418458e-07,1.1668692678767911e-08
1939,1.1164657109929976e-07,6.117620188206274e-09
1940,5.5787225505810056e-08,5.0715658339584024e-09
1941,1.1806010036252701e-07,1.7709016475464523e-08
1942,1.5777901296587515e-07,2.1239483061208375e-08
1943,1.5096823346993915e-07,8.709705845433291e-09
1944,8.354284375400312e-08,2.2492303131116387e-08
1945,9.149717072887142e-08,1.5249527862692958e-08
1946,1.4477947729574225e-07,6.960552134671616e-09
1947,1.5973967038007686e-07,7.152522574216391e-09
1948,1.0763169200345146e-07,8.697510267552389e-09
1949,9.718838356320703e-08,1.0798709482173763e-08
1950,1.2337019938968297e-07,1.1698897850465073e-08
1951,1.7697927034987515e-07,1.3859822622919182e-08
1952,8.014050933979888e-08,1.0544804140977249e-08
1953,8.188109035245361e-08,1.2928593307037772e-08
1954,1.2117945402678743e-07,1.172704333640695e-08
1955,9.291751723594643e-08,6.569925492527773e-09
1956,9.767678932348645e-08,1.1337483840634377e-08
1957,7.686482916824389e-08,7.068030161150318e-09
1958,1.2821976724808337e-07,6.617794756635931e-09
1959,1.030849432481773e-07,6.200598257066758e-09
1960,8.651041838447782e-08,9.689166802218097e-09
1961,1.3548910260396951e-07,1.042223907177231e-08
1962,1.2747332789331267e-07,1.2049716779927166e-08
1963,1.1380253539527985e-07,1.7458344103715717e-08
1964,1.0281906526188322e-07,9.734349326606662e-09
1965,1.0561043950474414e-07,9.302473458205895e-09
1966,1.0358069602034448e-07,1.1078149952936656e-08
1967,1.0205794609419172e-07,6.409436092980059e-09
1968,9.836200831614406e-08,9.88111459321317e-09
1969,8.038911403218663e-08,1.0446043141598693e-08
1970,8.691590380749403e-08,1.103694025061941e-08
1971,1.0071259026744883e-07,2.003974941544584e-08
1972,1.2517558900526637e-07,1.1799337507056862e-08
1973,9.207050055692889e-08,1.4885650045926013e-08
1974,4.2754344065087935e-08,6.1881286761433785e-09
1975,4.9118728639996334e-08,1.1422960355389478e-08
1976,6.342014557958464e-08,1.4855169538918744e-08
1977,4.7014253823363106e-08,9.402850942308305e-09
1978,6.59405614555908e-08,1.485147826940647e-08
1979,1.0006874617829453e-07,5.266775904289034e-09
1980,6.083111259158613e-08,6.822181042309694e-09
1981,5.69299452024552e-08,9.488323904349727e-09
1982,4.717701784784367e-08,1.0552754226011984e-08
1983,6.504775740268087e-08,1.326216381158929e-08
1984,4.755186822080759e-08,1.333771937339634e-08
1985,5.414002401948892e-08,1.142956040922627e-08
1986,4.555808885697843e-08,1.7384007122700496e-08
1987,6.477466030219148e-08,1.8943532964499354e-08
1988,5.336933028843305e-08,1.0194141530917022e-08
1989,4.445378820605583e-08,1.6464365870660913e-08
1990,5.285191306825254e-08,1.5801088437683575e-08
1991,5.0994746203514296e-08,1.0550637696837839e-08
1992,5.179347439820958e-08,7.713921945651236e-09
1993,6.14852027069901e-08,7.200969598386564e-09
1994,4.483687732204089e-08,9.494868002946077e-09
1995,4.825981392286849e-08,1.0844901865425527e-08
1996,5.4448541675355955e-08,6.939520069693117e-09
1997,5.370281996874837e-08,1.3905194329311144e-08
1998,6.15088637800909e-08,1.4304387896402204e-08
1999,5.072923414672914e-08,1.1882523409667556e-08
2000,5.1249166688194236e-08,1.4137700787841823e-08
2001,5.827011761994072e-08,1.3143635513301888e-08
2002,4.381221430094229e-08,9.63868718173444e-09
2003,3.62522278862798e-08,1.0000615446870142e-08
2004,5.5059889092490266e-08,1.1452457648886138e-08
2005,4.3235996116663955e-08,2.0266872624574717e-08
2006,7.165128579345037e-08,1.2353670086895363e-08
2007,4.6335962622379157e-08,1.3581230362547103e-08
2008,5.704969296971285e-08,1.575252639440805e-08
2009,4.196009228962794e-08,1.5258216023994464e-08
2010,4.2986517456711226e-08,1.5588517143783065e-08
2011,4.5505267110002023e-08,1.644307978665438e-08
2012,6.536165386705761e-08,1.3617010630184723e-08
2013,9.98506735072624e-08,1.3945625099154313e-08
2014,9.159833069816159e-08,2.165445245339015e-08
2015,1.2146833228143805e-07,1.7510945582444037e-08
2016,1.507935536437799e-07,1.491364898242864e-08
2017,4.603568726224694e-08,1.282961736848165e-08
2018,8.931874617701396e-08,1.1358453733123497e-08
2019,8.265200079904389e-08,1.4795729086358733e-08
