year,en_ADP août_NOUN,en_ADP route_NOUN
1876,3.477063167167671e-06,1.0165165122089093e-05
1877,3.0837492701607516e-06,1.123409953152077e-05
1878,3.4579821388547316e-06,1.0350998195463035e-05
1879,4.13906781204787e-06,1.114829638027004e-05
1880,3.513129129828485e-06,1.1201066797639214e-05
1881,3.663355354177611e-06,1.2083355841241428e-05
1882,3.697731926877168e-06,1.1612316143327917e-05
1883,3.993190361484267e-06,1.1860135657570936e-05
1884,3.805218184993464e-06,1.1988021697106888e-05
1885,4.0381908519293574e-06,1.1331427629102109e-05
1886,4.026961384795413e-06,1.2490679296206508e-05
1887,4.155660612070733e-06,1.183236975066393e-05
1888,5.000208865624245e-06,1.1494266516365315e-05
1889,4.2201961640842e-06,1.174650469693006e-05
1890,4.396682410146013e-06,1.2226552769334376e-05
1891,4.512947668899869e-06,1.1764897692501108e-05
1892,4.91263324420288e-06,1.1673223639263597e-05
1893,5.387382948640607e-06,1.1853719740884117e-05
1894,5.328581551111711e-06,1.2679327312525857e-05
1895,4.900957755182844e-06,1.3596652365777118e-05
1896,5.321479022768472e-06,1.224577079028677e-05
1897,5.709596692327068e-06,1.2265815030332305e-05
1898,5.354501375620657e-06,1.2465921713555872e-05
1899,5.948226984742178e-06,1.206283462806823e-05
1900,5.2190847554811626e-06,1.138813263423799e-05
1901,5.777079501001481e-06,1.2047085192534723e-05
1902,5.086562829603736e-06,1.1539657691628236e-05
1903,6.7281345863534625e-06,1.156241199851138e-05
1904,6.275949942846637e-06,1.1335621934449591e-05
1905,6.249679103120798e-06,1.104712066535285e-05
1906,6.293395145462455e-06,1.0682927893412852e-05
1907,5.95541267500721e-06,9.93134511872995e-06
1908,6.469772976913646e-06,1.1190108807568322e-05
1909,6.688645953545347e-06,1.081218334775258e-05
1910,6.271360632581491e-06,1.1341356639604783e-05
1911,6.644615424988842e-06,1.1616504593803256e-05
1912,6.410192909811485e-06,1.0838721834716125e-05
1913,6.536464951523158e-06,1.0917795520981599e-05
1914,7.119308023106896e-06,1.1000071197031502e-05
1915,1.0643918088248938e-05,1.127065524997306e-05
1916,1.0828143985008865e-05,1.1452231319708517e-05
1917,1.1000420158779889e-05,1.2271428545318486e-05
1918,1.0691518767202979e-05,1.2277787959646957e-05
1919,1.0293453982512801e-05,1.0799885558299138e-05
1920,9.165429133872749e-06,1.0288391649737605e-05
1921,9.330382269467918e-06,9.739310371514875e-06
1922,9.12871962555073e-06,1.0790230419388536e-05
1923,8.235852718030401e-06,1.0173262865009747e-05
1924,8.059843366936548e-06,1.0607228546177794e-05
1925,8.39270944652526e-06,9.744385977228376e-06
1926,8.03079284139585e-06,1.061446789663023e-05
1927,7.597081676635753e-06,1.0025383119227627e-05
1928,8.303304383616705e-06,9.93837079477089e-06
1929,8.249471079579962e-06,1.0270340737861261e-05
1930,8.330408093115693e-06,1.0537215189287963e-05
1931,7.898209503309772e-06,1.2494568409238127e-05
1932,8.885992485829775e-06,1.0149626803013234e-05
1933,1.0073535207766326e-05,1.0831745896666689e-05
1934,9.049687577089571e-06,1.0597707898796216e-05
1935,8.975016228873756e-06,9.620106709462561e-06
1936,8.865591155426955e-06,9.818593753152527e-06
1937,9.33757320353834e-06,9.943206180196285e-06
1938,8.756705852874802e-06,9.462013736083463e-06
1939,8.488197806855169e-06,9.262077242055966e-06
1940,9.047673358963948e-06,9.174462206829048e-06
1941,7.85690005500328e-06,1.1366236492449389e-05
1942,8.608058720938061e-06,9.803537977859378e-06
1943,7.934541912391069e-06,1.127906858755523e-05
1944,8.190411676878284e-06,1.2039808950703446e-05
1945,1.0276003081344243e-05,1.2550361589092063e-05
1946,8.857998636813136e-06,1.118143063649768e-05
1947,8.93230880194551e-06,1.0700173675104452e-05
1948,8.442021083965301e-06,1.034895012708148e-05
1949,1.031178555876977e-05,9.56863794954188e-06
1950,9.343164890651678e-06,8.9337037252335e-06
1951,9.548351400212596e-06,9.683750874955876e-06
1952,8.855526345996623e-06,9.855174084805185e-06
1953,9.27195583244611e-06,1.0500172493266291e-05
1954,9.28293216873044e-06,8.792350683961558e-06
1955,8.676994298184582e-06,9.416580553534004e-06
1956,8.814457657990715e-06,9.111848953580193e-06
1957,9.047961967212359e-06,9.510034999493655e-06
1958,8.857090904257348e-06,9.608211144040979e-06
1959,9.012569591959618e-06,9.671383566001168e-06
1960,8.702255854586838e-06,9.838656353622355e-06
1961,8.615022807134665e-06,9.535653475722938e-06
1962,9.422244644952116e-06,1.0660828934305755e-05
1963,9.787018228735178e-06,9.6738619390635e-06
1964,1.0115205739680277e-05,1.0471118116583966e-05
1965,9.060609244215811e-06,9.318890136000846e-06
1966,8.8830142885854e-06,9.89278748875222e-06
1967,9.13591190965235e-06,9.680714185833494e-06
1968,9.010229234718281e-06,1.0085923008773534e-05
1969,9.076702724541974e-06,9.603092451015982e-06
1970,9.410370907403376e-06,9.39841390845686e-06
1971,9.42690438421323e-06,8.946977800405875e-06
1972,9.768825549372195e-06,8.92645550720772e-06
1973,1.0224787530432877e-05,8.529477156571375e-06
1974,9.70523602461526e-06,8.800644081929931e-06
1975,1.0618783875315785e-05,8.317057222484436e-06
1976,1.0095230578599512e-05,8.55600666227474e-06
1977,1.0583496603544518e-05,8.520158189639915e-06
1978,1.1098213008153834e-05,8.241382772666839e-06
1979,1.0123328834765744e-05,8.315654497437208e-06
1980,1.0450444449361385e-05,8.556152181427024e-06
1981,1.0721173808292406e-05,8.86272772504526e-06
1982,1.1295791807697242e-05,8.850656740833074e-06
1983,1.1070117380995725e-05,8.710715349025122e-06
1984,1.100013918176046e-05,8.330275704793166e-06
1985,1.1335717147176183e-05,8.460280696453992e-06
1986,1.141110271873913e-05,8.299364935737685e-06
1987,1.1556165986803535e-05,8.377318806651601e-06
1988,1.198591138518168e-05,8.311823307849409e-06
1989,1.2290100386280756e-05,8.515919546425721e-06
1990,1.2240939469165824e-05,8.353326734322764e-06
1991,1.1778028309095134e-05,8.472161766803765e-06
1992,1.2264584725585337e-05,8.286404749924259e-06
1993,1.2058854835572674e-05,8.827834449220973e-06
1994,1.2270007047732179e-05,8.674089201576862e-06
1995,1.2234675381250781e-05,8.621154563570599e-06
1996,1.232672232731602e-05,8.380271196983813e-06
1997,1.2071146684888845e-05,8.507101881605195e-06
1998,1.178729259265765e-05,8.661306765134213e-06
1999,1.2292013451542516e-05,8.585122827753366e-06
2000,1.2173885821198382e-05,8.378796678698563e-06
2001,1.2181521242382587e-05,8.49735999963741e-06
2002,1.225602902366063e-05,8.638016424811212e-06
2003,1.1739471972305182e-05,8.887213652997161e-06
2004,1.2840847105621833e-05,9.23200201441432e-06
2005,1.207140005732299e-05,8.789067180714483e-06
2006,1.2379612769564119e-05,9.50944297528622e-06
2007,1.208170271382869e-05,9.939862820829148e-06
2008,1.2919625895335685e-05,1.0606985370031907e-05
2009,1.1748826217683472e-05,1.1486575317576353e-05
2010,1.0671521003757789e-05,1.298381732794951e-05
2011,9.728949493137407e-06,1.4864543572912225e-05
2012,9.269439626535814e-06,1.6596413047409442e-05
2013,8.279517736298203e-06,1.7242929402527807e-05
2014,8.897164562426951e-06,1.822460376388335e-05
2015,7.331544814803692e-06,1.8695483618103026e-05
2016,6.5717406343424045e-06,1.961559075880359e-05
2017,7.253010611663058e-06,1.6301664686579898e-05
2018,7.0283010131788615e-06,1.834854947446729e-05
2019,7.519546358025764e-06,1.779798571988067e-05
