year,bon_ADJ an_NOUN,bon_ADJ rang_NOUN
2007,4.122302854625559e-07,4.433872291542684e-08
2008,3.746546965999187e-07,4.768332573235057e-08
2009,3.9957454589512054e-07,4.529782771101054e-08
2010,3.5900826844681433e-07,4.2041758518962524e-08
2011,3.491286300061347e-07,3.326855591012645e-08
2012,3.788933327086852e-07,3.880847998516401e-08
2013,3.313480654298928e-07,3.151711425175563e-08
2014,3.47337412165416e-07,6.647916706015167e-08
2015,3.1719193316348537e-07,3.8346755104612384e-08
2016,3.35971343190522e-07,5.0126427453278666e-08
2017,3.0237647052899774e-07,2.8174847344075715e-08
2018,2.9196389306207493e-07,3.510794854832966e-08
2019,2.961696701220262e-07,5.101975375509937e-08
