year,bon_ADJ an_NOUN,bon_ADJ rang_NOUN
1800,1.3834323553396644e-07,0.0
1801,1.166779455274991e-07,0.0
1802,8.056224487518193e-08,0.0
1803,3.120542824142092e-08,0.0
1804,6.673997243744623e-08,4.943701892301533e-09
1805,5.685755466444675e-08,0.0
1806,1.0662176119780042e-07,8.645007376628655e-09
1807,3.9857372513552036e-08,0.0
1808,3.852325791697808e-08,4.5321479902327155e-09
1809,3.6144488291256494e-08,0.0
1810,3.510190227373755e-08,0.0
1811,2.507076715119183e-07,7.521229861140455e-09
1812,2.400487453257938e-08,2.6672082320544632e-09
1813,5.1763349162570194e-08,0.0
1814,1.0069366851439554e-07,0.0
1815,3.5063905334808965e-08,0.0
1816,1.8540831092650478e-08,0.0
1817,3.425121486433369e-08,0.0
1818,5.364529798157491e-08,0.0
1819,1.8631889808773394e-08,0.0
1820,1.1629151686065597e-07,7.119888678630559e-09
1821,7.49473095806863e-08,0.0
1822,5.6143449000956025e-08,0.0
1823,1.126626291148014e-07,1.9765373782121287e-09
1824,2.0210670470532932e-08,0.0
1825,4.6668849229547504e-08,8.805443041381977e-10
1826,4.84439142134363e-08,3.5231937367541377e-09
1827,3.871254605769536e-08,0.0
1828,2.9351363395324626e-08,0.0
1829,5.915491474439705e-08,2.571952872898464e-09
1830,8.140731755368336e-08,1.0436835840010872e-09
1831,8.57516342378517e-08,0.0
1832,1.4612366427968482e-07,1.3529969367098715e-09
1833,9.614411311531512e-08,0.0
1834,6.720862266718086e-08,9.334531370086552e-09
1835,1.3916081798015512e-07,2.2689263801112247e-09
1836,1.0753200463398116e-07,4.032449929525228e-09
1837,1.2385046099794295e-07,0.0
1838,1.1425013313193233e-07,6.312161904276081e-10
1839,9.857980054484017e-08,1.3283802502428443e-08
1840,9.681926937954444e-08,7.0066574764382494e-09
1841,1.4061001163412357e-07,7.0626033910059505e-09
1842,1.2007794580881637e-07,9.391571076378114e-09
1843,1.1754752771153676e-07,8.860366662588604e-09
1844,7.629100307049441e-08,1.811225303072206e-08
1845,1.4285383187484513e-07,6.696273757711424e-09
1846,1.5865699154460344e-07,1.3465353276842507e-08
1847,9.977463655275187e-08,5.9325460100012606e-09
1848,1.5044565060406967e-07,1.448139919091318e-08
1849,1.3742240234648762e-07,1.6758828991214614e-08
1850,1.249175332063146e-07,1.425689166723032e-08
1851,1.3285843669663677e-07,1.1608989325395669e-08
1852,1.0351766932537032e-07,1.3021090872200602e-08
1853,1.8632428044895732e-07,8.957897534855874e-09
1854,1.4963514161081548e-07,2.0263090760863633e-08
1855,1.841507177857693e-07,1.2736649068756378e-08
1856,1.972509142689205e-07,3.6240326295455816e-08
1857,1.6938836022717396e-07,2.636014961865385e-08
1858,1.9770451054057503e-07,2.9851424443450014e-08
1859,1.680417205385254e-07,3.1571474323754956e-08
1860,1.6386318502092934e-07,4.2567808833382514e-08
1861,2.0703080760853254e-07,3.678451676591976e-08
1862,2.5571801476331757e-07,7.635397025751445e-08
1863,1.8530042567022065e-07,4.4951587341302e-08
1864,1.8459702566531178e-07,4.650886253898534e-08
1865,1.74623919768635e-07,7.342676866528564e-08
1866,1.6494427779178977e-07,4.0871150019938796e-08
1867,2.052739329627684e-07,3.0572714138088486e-08
1868,1.9808895634909618e-07,6.372437866275504e-08
1869,2.3538562921032735e-07,5.6648822521765396e-08
1870,1.5883315729325886e-07,5.6193677266946906e-08
1871,1.6887672416032729e-07,9.665271250014484e-08
1872,1.4815981774773945e-07,5.200711683528425e-08
1873,1.711997255071651e-07,5.207823861042016e-08
1874,1.7087382664371376e-07,6.512323835750067e-08
1875,2.6662317065273555e-07,7.209123964457831e-08
1876,1.6324239293652454e-07,8.34350046829968e-08
1877,1.8987384420299236e-07,1.088527596948552e-07
1878,1.8117265554451478e-07,8.031987874801416e-08
1879,2.1138265182685245e-07,1.1302251579081712e-07
1880,2.413110191668011e-07,1.0396910710142038e-07
1881,3.012123261925126e-07,1.4921165814030246e-07
1882,2.881781799857208e-07,1.0182738918729228e-07
1883,2.3507941193656734e-07,1.1943551214699255e-07
1884,2.535051635277341e-07,1.1288901902162252e-07
1885,2.7329495377870217e-07,1.2955727868302347e-07
1886,2.342607352545656e-07,1.54883139202866e-07
1887,2.6246276618735465e-07,2.27206570002636e-07
1888,3.436613038587666e-07,1.5534506303538365e-07
1889,2.7503950406071453e-07,2.3243657665261708e-07
1890,2.680744151106751e-07,2.359579127642064e-07
1891,2.728166226262374e-07,2.1736090616286674e-07
1892,2.7706824035078625e-07,2.576358610895113e-07
1893,2.758970669702876e-07,2.290930893877885e-07
1894,1.865255701005708e-07,2.64034497376997e-07
1895,2.3592969533581254e-07,2.7505069510880276e-07
1896,2.677251256244517e-07,1.9460195233023114e-07
1897,3.0007575269053177e-07,2.202497739745013e-07
1898,2.7103521205162906e-07,2.806544046052295e-07
1899,3.012530243040601e-07,2.863285715193342e-07
1900,2.9952377644804073e-07,2.169860238154797e-07
1901,2.755248198482718e-07,2.7105383537673333e-07
1902,2.4011288601855085e-07,1.8560872661055328e-07
1903,2.781113366268073e-07,2.424698948289006e-07
1904,3.009790034980142e-07,2.3755843869821547e-07
1905,3.2925641590964005e-07,2.730041614995571e-07
1906,3.6369383238366026e-07,2.1914226522312674e-07
1907,3.4765621848009687e-07,2.2525654230776126e-07
1908,3.811238045159371e-07,2.2445047420660558e-07
1909,3.6306490969195693e-07,2.0683698664925032e-07
1910,3.5004185860998405e-07,2.33004968208661e-07
1911,3.7774655936573254e-07,2.394168348018866e-07
1912,3.88622819258444e-07,2.229632229955314e-07
1913,3.128763985671412e-07,2.391648479260766e-07
1914,3.1407729039756305e-07,2.2902862895080034e-07
1915,3.4399824500042087e-07,3.0040942533560155e-07
1916,3.603887535064132e-07,2.1535426242280664e-07
1917,3.739550784587209e-07,2.204251359216869e-07
1918,3.216185433529972e-07,2.7452438189357053e-07
1919,3.0201743328461816e-07,2.430871859360195e-07
1920,2.377680798915094e-07,1.4538684922627e-07
1921,2.6125978003221917e-07,1.6735771168896463e-07
1922,3.187268049487102e-07,1.7559486309437489e-07
1923,3.7898936255942317e-07,1.6879357644938864e-07
1924,2.7974824057253045e-07,2.114226447247347e-07
1925,3.51941690013291e-07,1.4517594593144167e-07
1926,3.689371688153642e-07,1.72765140860065e-07
1927,3.523155118756449e-07,1.2821608663671213e-07
1928,3.1307351910925263e-07,1.6224979049184185e-07
1929,3.408964310835927e-07,1.6153589399436896e-07
1930,3.3296424462037066e-07,1.6595693352883245e-07
1931,3.7181461642887825e-07,1.4598856523662107e-07
1932,3.5399303754957145e-07,1.632971020626428e-07
1933,3.4526692971326156e-07,1.6288340987102856e-07
1934,2.7318003148479875e-07,1.4258080227591563e-07
1935,3.1237222941626896e-07,1.2686381012372294e-07
1936,2.970555197379099e-07,1.2852197528445686e-07
1937,3.2107350023125036e-07,1.3724319103403104e-07
1938,2.813451409622303e-07,1.257625825701325e-07
1939,3.3799850740479087e-07,8.870549095263414e-08
1940,3.37259137950241e-07,1.4707541140523972e-07
1941,3.9254984329772924e-07,7.67390702094417e-08
1942,3.974817524010632e-07,9.709477666319799e-08
1943,4.238723398941602e-07,9.290352664947932e-08
1944,3.663032099865404e-07,1.1888788975511488e-07
1945,3.3113261110884196e-07,1.32888743564763e-07
1946,3.522039477843464e-07,1.1554516277101357e-07
1947,3.409369035978216e-07,1.0251949333905941e-07
1948,3.065872427043814e-07,1.1959076573475613e-07
1949,4.044607422315494e-07,1.148589987565174e-07
1950,3.243785364759333e-07,1.0529007710147198e-07
1951,2.686673177265675e-07,1.2687067396655038e-07
1952,3.1528962907145797e-07,9.279427359842884e-08
1953,3.7277442999084087e-07,9.911921239336152e-08
1954,2.9806235346541143e-07,1.2215670608384244e-07
1955,2.9376953492032953e-07,1.1638153551984942e-07
1956,3.409966424783306e-07,8.197873313520176e-08
1957,3.3838194823943013e-07,1.0513694803648832e-07
1958,3.6149703319665605e-07,8.851300492551673e-08
1959,3.363824632174328e-07,9.300897119146612e-08
1960,2.858304277708612e-07,8.512625271350771e-08
1961,3.355960913609124e-07,9.241051657227217e-08
1962,3.443682317083585e-07,9.89345210200554e-08
1963,3.427008294920597e-07,9.957722113540513e-08
1964,3.218419166728381e-07,9.247631993503092e-08
1965,3.316058290181445e-07,1.0725204901973484e-07
1966,3.60593755743821e-07,7.865486395530752e-08
1967,3.135693482647639e-07,9.959278202131827e-08
1968,3.817703593256283e-07,1.0509913295209117e-07
1969,3.283690830357955e-07,9.764779207444008e-08
1970,3.4996297770817364e-07,8.553628561003279e-08
1971,3.776722223847173e-07,9.711570925219348e-08
1972,3.621883664095549e-07,7.028301496347922e-08
1973,4.156955561995801e-07,8.986522459508706e-08
1974,3.3865940096688973e-07,8.438357212980918e-08
1975,3.7181735734748145e-07,9.70951603562753e-08
1976,4.3079992906314146e-07,1.045575430680401e-07
1977,4.807207574231143e-07,7.816120017878347e-08
1978,4.669304871640634e-07,1.0277223339016928e-07
1979,4.2075688000409173e-07,7.139407642853257e-08
1980,5.037043635525151e-07,9.494201691495618e-08
1981,4.2760715501799496e-07,8.539491602732596e-08
1982,4.89771920797466e-07,8.380128235785378e-08
1983,4.8754240111748e-07,7.515225775023282e-08
1984,4.5290255457075546e-07,5.567048333432467e-08
1985,4.6079174609303664e-07,7.519447819959169e-08
1986,4.915478086786607e-07,8.272390061847545e-08
1987,4.772548081177774e-07,9.105117015906217e-08
1988,5.211005245087108e-07,6.056519197272792e-08
1989,5.389335981931254e-07,5.4332410570623324e-08
1990,5.301537271407142e-07,7.791570766357836e-08
1991,4.7067565844827186e-07,6.740685165596005e-08
1992,4.771611585852042e-07,6.77723122066709e-08
1993,4.769257699877016e-07,7.53332187741762e-08
1994,4.757983802505805e-07,6.118914797070829e-08
1995,5.151328252850362e-07,6.01892011786731e-08
1996,5.076525582126123e-07,6.352329506853494e-08
1997,4.814074046066708e-07,6.569005250867122e-08
1998,4.691839166071077e-07,5.721755158560882e-08
1999,4.263997794851093e-07,4.25028723327614e-08
2000,4.2634002994645925e-07,5.434178618202168e-08
2001,3.859847694798191e-07,6.002260022341943e-08
2002,4.521420677860988e-07,4.77553143696241e-08
2003,4.125253738607171e-07,4.208592230270369e-08
2004,4.0832416203784305e-07,4.448839163728735e-08
2005,3.9137584195714226e-07,3.648037250059133e-08
2006,4.307312764240123e-07,4.159068822673362e-08
