year,rien_PRON amener_VERB,rien_PRON ramener_VERB
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,3.3567602031325805e-08,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,8.528632911009026e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,9.064295980465431e-09,0.0
1809,2.259030518203531e-09,0.0
1810,1.1700633351097167e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,1.3336041604361526e-08,0.0
1813,8.627225156487839e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,1.1588019432906549e-08,0.0
1817,0.0,0.0
1818,1.1921177378582115e-09,0.0
1819,1.035105001712111e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,0.0,0.0
1822,8.02049271442229e-09,0.0
1823,1.9765373782121287e-09,0.0
1824,3.3684450784221553e-09,0.0
1825,1.0566531649658373e-08,0.0
1826,2.642395191543301e-09,0.0
1827,4.7008093417844066e-08,0.0
1828,1.4675682002973645e-08,0.0
1829,8.57317605795771e-10,0.0
1830,2.0873671680021744e-09,0.0
1831,6.236482441579483e-09,0.0
1832,1.2176972319366541e-08,0.0
1833,1.2741991461950875e-08,0.0
1834,1.4935249481595747e-08,0.0
1835,9.832014313815307e-09,0.0
1836,1.747394939854985e-08,1.3441500135158435e-09
1837,1.2524203896191466e-08,6.262101948095733e-09
1838,1.009945904684173e-08,5.680945491803868e-09
1839,2.586845759822154e-08,0.0
1840,2.4204817705708592e-08,1.0191501864653674e-08
1841,3.017657945747487e-08,3.852329122366882e-09
1842,1.8112315203211438e-08,6.708265054555795e-10
1843,2.008349753168659e-08,0.0
1844,9.879410178825765e-09,0.0
1845,2.622707206967334e-08,5.580227946389016e-10
1846,1.6392604607062822e-08,1.1709002656346001e-09
1847,1.6179670936367074e-09,5.393223645455691e-10
1848,1.126331028444838e-08,0.0
1849,9.217356655710773e-09,8.379414939696517e-10
1850,8.82569484161877e-09,1.3577992064028876e-09
1851,1.6123596680017727e-08,0.0
1852,1.4974254725075298e-08,1.3021090872200602e-09
1853,5.971931837933653e-09,0.0
1854,1.2989160858012383e-08,0.0
1855,1.0083180512765466e-08,2.1227748447927297e-09
1856,3.2616291889553395e-08,2.0708756931497874e-09
1857,5.369659827891837e-09,1.9526036343364694e-09
1858,1.2234189661342043e-08,0.0
1859,9.675129142294736e-09,5.092173349652285e-10
1860,1.7393299245327398e-08,1.373155145145688e-09
1861,1.9335450573976232e-08,4.715963619617014e-09
1862,1.626475132354699e-08,3.162590411776023e-09
1863,1.2486552236623538e-08,4.495158911765884e-09
1864,9.589456340108882e-09,4.794727948009836e-10
1865,2.2592853810010638e-08,3.765475486972036e-09
1866,1.8489329178805747e-08,0.0
1867,9.220341823379385e-09,2.91168689159349e-09
1868,2.9145256874585357e-08,2.9639244392143382e-09
1869,9.278686263769487e-09,1.953407657850903e-09
1870,6.880858549607183e-09,2.8670243956696595e-09
1871,1.0621176826930423e-08,0.0
1872,2.0560953828407946e-08,1.3908880269752899e-08
1873,2.993002112816612e-08,2.3944017879529156e-09
1874,1.1351757756017378e-08,5.377148060148329e-09
1875,8.58229043387837e-09,4.005069165202713e-09
1876,3.02300739996042e-09,3.627608879952504e-09
1877,4.329371083855449e-09,3.0924081073635534e-09
1878,1.1474268646338714e-08,1.2078177347163432e-09
1879,9.163987790827832e-09,0.0
1880,7.059631101924424e-09,7.701415505323439e-09
1881,2.022027167924989e-08,3.4862537301449947e-09
1882,1.1314154946262533e-08,7.320923423037584e-09
1883,1.0742875922176154e-08,1.2638677882037541e-09
1884,1.1883054540362536e-08,7.922036360241691e-09
1885,1.160214413431504e-08,4.511945039809007e-09
1886,1.871504551331782e-08,1.936039106809062e-09
1887,1.7628096316002484e-08,5.876032105334161e-09
1888,6.340614699951175e-09,1.2047167707862627e-08
1889,1.1903759755682586e-08,8.14467782106476e-09
1890,7.865263995654459e-09,4.5880703680722945e-09
1891,4.461953917456185e-09,0.0
1892,6.268512375839919e-09,1.8805537127519756e-09
1893,8.621783287310336e-09,2.463366621796581e-09
1894,8.192000855444803e-09,3.780923574225881e-09
1895,1.444467478961542e-08,1.0833506536300774e-08
1896,1.2973464080801023e-08,7.66613794667137e-09
1897,5.2440420894583895e-09,1.1653427112179315e-09
1898,6.224190496340043e-09,1.13167097914868e-09
1899,6.080336234504102e-09,5.527578395003729e-09
1900,5.19105292084987e-09,3.114631885736685e-09
1901,5.029864968975062e-09,0.0
1902,8.838511256215043e-09,3.437198747846537e-09
1903,1.2420506401156217e-08,1.6200660812870638e-09
1904,2.1498500757388683e-09,5.912087708281888e-09
1905,1.186974607492175e-08,3.096455536422127e-09
1906,3.600929110447737e-09,1.0288369045596824e-09
1907,2.057137349353866e-09,2.057137349353866e-09
1908,5.893666887857307e-09,4.4202499438483756e-09
1909,6.0510818578052294e-09,3.850688656825696e-09
1910,5.34415089958884e-09,1.068830135508847e-09
1911,5.3203743632934675e-09,3.7242617878519013e-09
1912,6.772247651554153e-09,1.5628263128064646e-09
1913,2.6514948014977335e-09,5.30298971401777e-10
1914,4.68772043404897e-09,0.0
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,4.394984820521586e-09,2.197492410260793e-09
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,9.189101035644853e-09,0.0
1919,3.6831393490643904e-09,1.8415696745321952e-09
1920,0.0,5.300562211374427e-09
1921,1.5145494858259667e-09,5.300923255902035e-09
1922,5.902348387820666e-09,2.2133805899215986e-09
1923,5.307974060286824e-09,0.0
1924,9.02413699321869e-09,3.867487219366694e-09
1925,3.299453377181294e-09,5.499089184013428e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,1.1149224876660924e-09,2.2298449753321847e-09
1928,3.4278122562625413e-09,0.0
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,6.302162347537887e-09,3.1510811737689437e-09
1931,4.5621426636444085e-09,3.4216069977333063e-09
1932,4.383814644626227e-09,6.575722188983946e-09
1933,1.4911860191091364e-08,1.1470662197865522e-09
1934,5.990790086229936e-09,2.3963160344919743e-09
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,2.424942913137329e-09,0.0
1937,2.5182236296217297e-09,0.0
1938,1.2965214457594243e-09,3.8895642262559704e-09
1939,4.588215141154706e-09,0.0
1940,0.0,2.5357829169792012e-09
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,1.8205270180260413e-08,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,1.5249527862692958e-08,2.178504043826024e-09
1946,0.0,5.568441707737293e-09
1947,3.5762612871081956e-09,1.1920870957027319e-09
1948,8.697510267552389e-09,1.0871887834440486e-09
1949,6.8719057111366055e-09,1.0798709482173763e-08
1950,8.508289184305795e-09,1.0635361480382244e-09
1951,1.1727541604500402e-08,0.0
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,1.0773827163745864e-08,4.3095309543161875e-09
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,6.569925492527773e-09,0.0
1956,8.72114158667614e-10,1.744228317335228e-09
1957,8.835037590415595e-09,1.7670075402875796e-09
1958,2.4816730892496253e-09,2.4816730892496253e-09
1959,3.100299128533379e-09,7.750747821333448e-10
1960,8.997083078554624e-09,3.460416619915918e-09
1961,9.72742331128984e-09,6.948159270159238e-10
1962,5.0735651235811474e-09,1.9025869768540815e-09
1963,2.5864212993553792e-09,0.0
1964,3.041984220075733e-09,3.041984220075733e-09
1965,2.73602163147757e-09,5.472043373977442e-10
1966,5.539074976468328e-09,3.3234448526542337e-09
1967,7.395503320850594e-09,1.9721342336964653e-09
1968,5.3896989093971115e-09,3.1439910674890825e-09
1969,4.087581828571274e-09,3.1792304344691047e-09
1970,5.978342709767048e-09,3.219107425067591e-09
1971,3.083038491169532e-09,5.138397485282553e-10
1972,3.0780880067027283e-09,1.0260293725750103e-09
1973,3.3079223804577396e-09,5.513203782392395e-10
1974,3.937900228123681e-09,4.500457340128605e-09
